source,attribution,collection,documentation-url,endpoint,licence,organisation,pipelines,entry-date,start-date,end-date
2cc7b64fbb22a44f842a2745f97700d4,historic-england,historic-england,https://historicengland.org.uk/listing/the-list/data-downloads,a2765d5c18171372805f5b05c5ce0c727fe3855093972ce4596f29465990b8dc,ogl3,government-organisation:PB1164,battlefield,2021-05-27T00:00:00Z,2021-05-27,2024-10-02
b7ceb37bf6496832a8d58db494153d0e,historic-england,historic-england,https://historicengland.org.uk/listing/the-list/data-downloads,542adb04d173e9e9881d3e7dcc7c17c935147021a7e04ff1d9b682e258c09837,ogl3,government-organisation:PB1164,heritage-at-risk,2021-05-27T00:00:00Z,2021-05-27,2024-09-23
4aed0f53043452b2d5e216fbca281617,historic-england,historic-england,https://historicengland.org.uk/listing/the-list/data-downloads,5bc822aa4e77ed15141f6b242403a53b088e2bd141d1dd1e5473546f39f0b9c7,ogl3,government-organisation:PB1164,park-and-garden,2021-05-27T00:00:00Z,2021-05-27,2024-09-13
747f3a681d31520c8b2d99a68939391e,historic-england,historic-england,https://historicengland.org.uk/listing/the-list/data-downloads,0189b37b78ad0f184e0b3f3d416ff4a9ad9c42be8111beeb9cd74ce938146693,ogl3,government-organisation:PB1164,scheduled-monument,2021-05-27T00:00:00Z,2021-05-27,2024-09-13
d31df4919d0503abaa3b706df9534ccb,historic-england,historic-england,https://historicengland.org.uk/listing/the-list/data-downloads,f1a45cb214594524c8b347d2611b6f72885af713f57db01f52bd590024fecd4c,ogl3,government-organisation:PB1164,world-heritage-site;world-heritage-site-buffer-zone,2021-05-27T00:00:00Z,2021-05-27,2024-09-18
e7cbc5b2335dcc3c54e5144a43f2f3c2,historic-england,historic-england,https://historicengland.org.uk/listing/the-list/data-downloads,7b39eb2be8e7611b57d3984717e5121ae703795860065311436e8b7ef74155c9,ogl3,government-organisation:PB1164,protected-wreck-site,2021-05-28T08:08:06Z,2021-05-28,2024-09-13
0641aba1f45d580835073f18b161de1a,historic-england,historic-england,https://historicengland.org.uk/listing/the-list/data-downloads,5d8442cb2900bedc8aea68455973563773d8d228e23f188b15d2a9a238c1dd58,ogl3,government-organisation:PB1164,building-preservation-notice,2021-05-28T11:11:15Z,2021-05-28,
dceb2e478d09b391cf4f4510f6edc8a7,historic-england,historic-england,https://historicengland.org.uk/listing/the-list/data-downloads,bd0cf4596a530eed68c255dc95e7ee9fd7ba37612bb648b3bfd081b6a11cc8e2,ogl3,government-organisation:PB1164,certificate-of-immunity,2021-05-28T12:12:42Z,2021-05-28,2024-09-13
6fb2aeea71ce6cc077421a85545df113,crown-copyright,historic-england,,c78d4f8e4d6cf8f23acbd768ff8ea2fae0ea1265f15f40c24ca1ef55988caa10,ogl3,government-organisation:PB1164,park-and-garden-grade,2021-06-02T15:15:36Z,2021-06-02,
1e1ffc24518fcf5372b79f174965904f,crown-copyright,historic-england,,40bf85af732913560f9925533d6289adad84ae96cef6002352eba01279b4946a,ogl3,government-organisation:D1342,world-heritage-site,2022-09-09T07:07:43:50Z,,
0c177f25c6eb848ea3e8dbc2fa3de88a,crown-copyright,historic-england,,941425b204aa99e1c8a466034375a58a231705d2d5adb63c31844ee3a782fbe8,ogl3,government-organisation:D1342,battlefield,2022-09-12T06:06:45:30Z,,
8065c0d02ef1eb3ed9aa27e4d175179a,,historic-england,https://opendata-historicengland.hub.arcgis.com/datasets/historicengland::national-heritage-list-for-england-nhle/about?layer=2,16755b56fee278ad8a16c602fff7661eaeeb1f817cb072a0b07033ac2eee5bf3,ogl3,government-organisation:PB1164,certificate-of-immunity,2024-09-13,2023-03-20,
e06c6758dc50cc87b26fd2a176ccd099,,historic-england,https://opendata-historicengland.hub.arcgis.com/datasets/historicengland::national-heritage-list-for-england-nhle/about?layer=9,b964f04bdae8ddd10d898bd4c13c69119d1a7a49b461661e30606d74fd8ed441,ogl3,government-organisation:PB1164,protected-wreck-site,2024-09-13,2023-03-20,
c9ad9ca6dc2273cb3013901adaaab58c,,historic-england,https://opendata-historicengland.hub.arcgis.com/datasets/historicengland::national-heritage-list-for-england-nhle/about?layer=6,9a851f11cc5592530ebc37d94f1571343559e962a86447f96a3576c1baaebf4a,ogl3,government-organisation:PB1164,scheduled-monument,2024-09-13,2023-03-20,
726bae78b160fff7fef408a19549bd10,,historic-england,https://opendata-historicengland.hub.arcgis.com/datasets/historicengland::national-heritage-list-for-england-nhle/about?layer=7,307f5afb7e54dacbb54cce6252dc38f5b69d05f0e8d948574487b9849da02b73,ogl3,government-organisation:PB1164,park-and-garden,2024-09-13,2023-03-20,
bc9f06ffa21db4e71b86457c6ed58848,,historic-england,https://opendata-historicengland.hub.arcgis.com/datasets/990a985095c94bb89d2382e1807db51f_0/about,f162c9c330e75095215dc8aac82013862463ed553a12eb94b2af509b170bb5d1,ogl3,government-organisation:PB1164,world-heritage-site-buffer-zone;world-heritage-site,2024-09-18,,
bc1e03b15b6eace3af87e1fba1bcbe2e,,historic-england,https://opendata-historicengland.hub.arcgis.com/datasets/990a985095c94bb89d2382e1807db51f_0/about,dfcf85345f9796bae846b8eff0a089ea6535fbb685e256b0e6957c8ec13db669,ogl3,government-organisation:PB1164,heritage-at-risk,2024-09-23,,
