end-date,endpoint,entity,entry-date,entry-number,organisation,prefix,resource,start-date,value,reference
,,4400022,,,local-authority-eng:NEA,developer-agreement-transaction,,,,18/00953/FUL-rec
,,4400023,,,local-authority-eng:NEA,developer-agreement-transaction,,,,15/00501/FULM-dem
,,4400024,,,local-authority-eng:NEA,developer-agreement-transaction,,,,14/00353/FUL-dem
,,4400025,,,local-authority-eng:NEA,developer-agreement-transaction,,,,18/00526/RMAM-rec
,,4400026,,,local-authority-eng:NEA,developer-agreement-transaction,,,,18/00710/FUL phase 2b-rec
,,4400027,,,local-authority-eng:NEA,developer-agreement-transaction,,,,18/01497/FUL-dem
,,4400028,,,local-authority-eng:NEA,developer-agreement-transaction,,,,18/01020/FULM-dem
,,4400029,,,local-authority-eng:NEA,developer-agreement-transaction,,,,18/00123/FUL-dem
,,4400030,,,local-authority-eng:NEA,developer-agreement-transaction,,,,15/00429/FUL-dem
,,4400031,,,local-authority-eng:NEA,developer-agreement-transaction,,,,17/00959/FUL-rec
,,4400032,,,local-authority-eng:NEA,developer-agreement-transaction,,,,17/00959/FUL-dem
,,4400033,,,local-authority-eng:NEA,developer-agreement-transaction,,,,19/00490/FUL-dem
,,4400034,,,local-authority-eng:NEA,developer-agreement-transaction,,,,18/02153/FUL-rec
,,4400035,,,local-authority-eng:NEA,developer-agreement-transaction,,,,18/01020/FULM-rec
,,4400036,,,local-authority-eng:NEA,developer-agreement-transaction,,,,15/00501/FULM-rec
,,4400037,,,local-authority-eng:NEA,developer-agreement-transaction,,,,18/01497/FUL-rec
,,4400038,,,local-authority-eng:NEA,developer-agreement-transaction,,,,18/01241/FUL-dem
,,4400039,,,local-authority-eng:NEA,developer-agreement-transaction,,,,14/00353/FUL-rec
,,4400040,,,local-authority-eng:NEA,developer-agreement-transaction,,,,19/01615/RMA-dem
,,4400041,,,local-authority-eng:NEA,developer-agreement-transaction,,,,19/00490/FUL-rec
,,4400042,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/00868/Full-tran1
,,4400043,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/00868/Full-tran2
,,4400044,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/00868/Full-tran3
,,4400045,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/00868/Full-tran4
,,4400046,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/02854/Full-tran1
,,4400047,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/00248/Full-tran1
,,4400048,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/03600/Full-tran1
,,4400049,,,local-authority-eng:BNH,developer-agreement-transaction,,,,17/02484/Full-tran1
,,4400050,,,local-authority-eng:BNH,developer-agreement-transaction,,,,17/02484/Full-tran2
,,4400051,,,local-authority-eng:BNH,developer-agreement-transaction,,,,17/04050/Full-tran1
,,4400052,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/02536/Full-tran1
,,4400053,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/03932/Full-tran1
,,4400054,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/03932/Full-tran2
,,4400055,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/01336/Full-tran1
,,4400056,,,local-authority-eng:BNH,developer-agreement-transaction,,,,17/01083/Full-tran1
,,4400057,,,local-authority-eng:BNH,developer-agreement-transaction,,,,16/02756/Full-tran1
,,4400058,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/01738/Full-tran1
,,4400059,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/02699/Full-tran1
,,4400060,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/02699/Full-tran2
,,4400061,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/02699/Full-tran3
,,4400062,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/02699/Full-tran4
,,4400063,,,local-authority-eng:BNH,developer-agreement-transaction,,,,17/04022/Full-tran1
,,4400064,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/02126/Full-tran1
,,4400065,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/02126/Full-tran2
,,4400066,,,local-authority-eng:BNH,developer-agreement-transaction,,,,19/00293/Full-tran1
,,4400067,,,local-authority-eng:BNH,developer-agreement-transaction,,,,17/02050/Full-tran1
,,4400068,,,local-authority-eng:BNH,developer-agreement-transaction,,,,17/02050/Full-tran2
,,4400069,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/02051/Full-tran1
,,4400070,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/02051/Full-tran2
,,4400071,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/02749/Full-tran1
,,4400072,,,local-authority-eng:BNH,developer-agreement-transaction,,,,19/01113/Full-tran1
,,4400073,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/02598/Full-tran1
,,4400074,,,local-authority-eng:BNH,developer-agreement-transaction,,,,19/01502/Full-tran1
,,4400075,,,local-authority-eng:BNH,developer-agreement-transaction,,,,19/01502/Full-tran2
,,4400076,,,local-authority-eng:BNH,developer-agreement-transaction,,,,19/00993/Full-tran1
,,4400077,,,local-authority-eng:BNH,developer-agreement-transaction,,,,19/01272/Full-tran1
,,4400078,,,local-authority-eng:BNH,developer-agreement-transaction,,,,19/02690/Full-tran1
,,4400079,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/03541/Full-tran1
,,4400080,,,local-authority-eng:BNH,developer-agreement-transaction,,,,19/02007/Full-tran1
,,4400081,,,local-authority-eng:BNH,developer-agreement-transaction,,,,19/01623/Full-tran1
,,4400082,,,local-authority-eng:BNH,developer-agreement-transaction,,,,19/01623/Full-tran2
,,4400083,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/03798/Full-tran1
,,4400084,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/02926/Full-tran1
,,4400085,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/02054/Full-tran1
,,4400086,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/03629/Full-tran1
,,4400087,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/01057/Full-tran0
,,4400088,,,local-authority-eng:BNH,developer-agreement-transaction,,,,06/02369/Full-tran0
,,4400089,,,local-authority-eng:BNH,developer-agreement-transaction,,,,17/03566/Full-tran0
,,4400090,,,local-authority-eng:BNH,developer-agreement-transaction,,,,16/05493/Full-tran0
,,4400091,,,local-authority-eng:BNH,developer-agreement-transaction,,,,16/02756/Full-tran0
,,4400092,,,local-authority-eng:BNH,developer-agreement-transaction,,,,17/02410/Full-tran0
,,4400093,,,local-authority-eng:BNH,developer-agreement-transaction,,,,17/00492/Full-tran0
,,4400094,,,local-authority-eng:BNH,developer-agreement-transaction,,,,16/02846/Full-tran0
,,4400095,,,local-authority-eng:BNH,developer-agreement-transaction,,,,14/01637/Full-tran0
,,4400096,,,local-authority-eng:BNH,developer-agreement-transaction,,,,16/06478/Full-tran0
,,4400097,,,local-authority-eng:BNH,developer-agreement-transaction,,,,15/02893/Full-tran0
,,4400098,,,local-authority-eng:BNH,developer-agreement-transaction,,,,17/01280/Full-tran0
,,4400099,,,local-authority-eng:BNH,developer-agreement-transaction,,,,17/01083/Full-tran0
,,4400100,,,local-authority-eng:BNH,developer-agreement-transaction,,,,16/02535/Full-tran0
,,4400101,,,local-authority-eng:BNH,developer-agreement-transaction,,,,14/00093/Full-tran0
,,4400102,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/00076/Full-tran0
,,4400103,,,local-authority-eng:BNH,developer-agreement-transaction,,,,15/02443/Full-tran0
,,4400104,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/00340/Full-tran0
,,4400105,,,local-authority-eng:BNH,developer-agreement-transaction,,,,16/02698/Full-tran0
,,4400106,,,local-authority-eng:BNH,developer-agreement-transaction,,,,07/02930/Full-tran0
,,4400107,,,local-authority-eng:BNH,developer-agreement-transaction,,,,01/02071/Full-tran0
,,4400108,,,local-authority-eng:BNH,developer-agreement-transaction,,,,02/01895/Full-tran0
,,4400109,,,local-authority-eng:BNH,developer-agreement-transaction,,,,06/01761/Full-tran0
,,4400110,,,local-authority-eng:BNH,developer-agreement-transaction,,,,10/01054/Full-tran0
,,4400111,,,local-authority-eng:BNH,developer-agreement-transaction,,,,07/02497/Full-tran0
,,4400112,,,local-authority-eng:BNH,developer-agreement-transaction,,,,11/02824/Full-tran0
,,4400113,,,local-authority-eng:BNH,developer-agreement-transaction,,,,09/00655/Full-tran0
,,4400114,,,local-authority-eng:BNH,developer-agreement-transaction,,,,10/00498/Full-tran0
,,4400115,,,local-authority-eng:BNH,developer-agreement-transaction,,,,10/03714/Full-tran0
,,4400116,,,local-authority-eng:BNH,developer-agreement-transaction,,,,12/02625/Full-tran0
,,4400117,,,local-authority-eng:BNH,developer-agreement-transaction,,,,12/03364/Full-tran0
,,4400118,,,local-authority-eng:BNH,developer-agreement-transaction,,,,13/01278/Full-tran0
,,4400119,,,local-authority-eng:BNH,developer-agreement-transaction,,,,10/03259/Full-tran0
,,4400120,,,local-authority-eng:BNH,developer-agreement-transaction,,,,12/00114/Full-tran0
,,4400121,,,local-authority-eng:BNH,developer-agreement-transaction,,,,10/01824/Full-tran0
,,4400122,,,local-authority-eng:BNH,developer-agreement-transaction,,,,13/02152/Full-tran0
,,4400123,,,local-authority-eng:BNH,developer-agreement-transaction,,,,13/00848/Full-tran0
,,4400124,,,local-authority-eng:BNH,developer-agreement-transaction,,,,15/02941/Full-tran0
,,4400125,,,local-authority-eng:BNH,developer-agreement-transaction,,,,14/02417/Full-tran0
,,4400126,,,local-authority-eng:BNH,developer-agreement-transaction,,,,14/00523/Full-tran0
,,4400127,,,local-authority-eng:BNH,developer-agreement-transaction,,,,10/02012/Full-tran0
,,4400128,,,local-authority-eng:BNH,developer-agreement-transaction,,,,15/01121/Full-tran0
,,4400129,,,local-authority-eng:BNH,developer-agreement-transaction,,,,15/02917/Full-tran0
,,4400130,,,local-authority-eng:BNH,developer-agreement-transaction,,,,14/03605/Full-tran0
,,4400131,,,local-authority-eng:BNH,developer-agreement-transaction,,,,12/00782/Full-tran0
,,4400132,,,local-authority-eng:BNH,developer-agreement-transaction,,,,16/01877/Full-tran0
,,4400133,,,local-authority-eng:BNH,developer-agreement-transaction,,,,13/00710/Full-tran0
,,4400134,,,local-authority-eng:BNH,developer-agreement-transaction,,,,16/01020/Full-tran0
,,4400135,,,local-authority-eng:BNH,developer-agreement-transaction,,,,16/01001/Full-tran0
,,4400136,,,local-authority-eng:BNH,developer-agreement-transaction,,,,17/01891/Full-tran0
,,4400137,,,local-authority-eng:BNH,developer-agreement-transaction,,,,16/02459/Full-tran0
,,4400138,,,local-authority-eng:BNH,developer-agreement-transaction,,,,18/01016/Full-tran0
,,4400139,,,local-authority-eng:BNH,developer-agreement-transaction,,,,17/01065/Full-tran0
,,4400140,,,local-authority-eng:BNH,developer-agreement-transaction,,,,17/02156 /Full-tran0
,,4400141,,,local-authority-eng:BNH,developer-agreement-transaction,,,,16/00403/Full-tran0
,,4400142,,,local-authority-eng:BNH,developer-agreement-transaction,,,,15/01471/Full-tran0
,,4400143,,,local-authority-eng:GOS,developer-agreement-transaction,,,,10/00351/FULL-tr-s106-1
,,4400144,,,local-authority-eng:GOS,developer-agreement-transaction,,,,10/00351/FULL-tr-s106-2
,,4400145,,,local-authority-eng:GOS,developer-agreement-transaction,,,,10/00351/FULL-tr-s106-3
,,4400146,,,local-authority-eng:GOS,developer-agreement-transaction,,,,10/00351/FULL-tr-s106-4
,,4400147,,,local-authority-eng:GOS,developer-agreement-transaction,,,,10/00351/FULL-tr-s106-5
,,4400148,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-s-1
,,4400149,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-n-1
,,4400150,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-a-1
,,4400151,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-s-2
,,4400152,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-n-2
,,4400153,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-a-2
,,4400154,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-s-3
,,4400155,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-n-3
,,4400156,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-a-3
,,4400157,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-s-4
,,4400158,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-n-4
,,4400159,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-a-4
,,4400160,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-s-5
,,4400161,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-n-5
,,4400162,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-a-5
,,4400163,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-s-6
,,4400164,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-n-6
,,4400165,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-a-6
,,4400166,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-s-7
,,4400167,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-n-7
,,4400168,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-a-7
,,4400169,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-s-8
,,4400170,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-n-8
,,4400171,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-a-8
,,4400172,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-s-9
,,4400173,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-n-9
,,4400174,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-a-9
,,4400175,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-s-10
,,4400176,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-n-10
,,4400177,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00602/FULL-tr-cil-a-10
,,4400178,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-s-1
,,4400179,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-n-1
,,4400180,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-a-1
,,4400181,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-s-2
,,4400182,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-n-2
,,4400183,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-a-2
,,4400184,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-s-3
,,4400185,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-n-3
,,4400186,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-a-3
,,4400187,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-s-4
,,4400188,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-n-4
,,4400189,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-a-4
,,4400190,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-s-5
,,4400191,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-n-5
,,4400192,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-a-5
,,4400193,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-s-6
,,4400194,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-n-6
,,4400195,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-a-6
,,4400196,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-s-7
,,4400197,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-n-7
,,4400198,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-a-7
,,4400199,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-s-8
,,4400200,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-n-8
,,4400201,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-a-8
,,4400202,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-s-9
,,4400203,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-n-9
,,4400204,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-a-9
,,4400205,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-s-10
,,4400206,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-n-10
,,4400207,,,local-authority-eng:GOS,developer-agreement-transaction,,,,15/00230/FULL-tr-cil-a-10
,,4400208,,,local-authority-eng:GOS,developer-agreement-transaction,,,,17/00314/FULL-tr-cil-s-1
,,4400209,,,local-authority-eng:GOS,developer-agreement-transaction,,,,17/00314/FULL-tr-cil-n-1
,,4400210,,,local-authority-eng:GOS,developer-agreement-transaction,,,,17/00314/FULL-tr-cil-a-1
,,4400211,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00526/FULL-tr-cil-s-1
,,4400212,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00526/FULL-tr-cil-n-1
,,4400213,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00526/FULL-tr-cil-a-1
,,4400214,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00187/FULL-tr-cil-s-1
,,4400215,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00187/FULL-tr-cil-n-1
,,4400216,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00187/FULL-tr-cil-a-1
,,4400217,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00118/FULL-tr-s106-1
,,4400218,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00221/FULL-tr-cil-s-1
,,4400219,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00221/FULL-tr-cil-n-1
,,4400220,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00221/FULL-tr-cil-a-1
,,4400221,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00473/FULL-tr-cil-s-1
,,4400222,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00473/FULL-tr-cil-n-1
,,4400223,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00473/FULL-tr-cil-a-1
,,4400224,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00473/FULL-tr-cil-s-2
,,4400225,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00473/FULL-tr-cil-n-2
,,4400226,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00473/FULL-tr-cil-a-2
,,4400227,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00117/FULL-tr-cil-s-1
,,4400228,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00117/FULL-tr-cil-n-1
,,4400229,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00117/FULL-tr-cil-a-1
,,4400230,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00117/FULL-tr-cil-s-2
,,4400231,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00117/FULL-tr-cil-n-2
,,4400232,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00117/FULL-tr-cil-a-2
,,4400233,,,local-authority-eng:GOS,developer-agreement-transaction,,,,17/00599/FULL-tr-cil-s-1
,,4400234,,,local-authority-eng:GOS,developer-agreement-transaction,,,,17/00599/FULL-tr-cil-n-1
,,4400235,,,local-authority-eng:GOS,developer-agreement-transaction,,,,17/00599/FULL-tr-cil-a-1
,,4400236,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00516/FULL-tr-cil-s-1
,,4400237,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00516/FULL-tr-cil-n-1
,,4400238,,,local-authority-eng:GOS,developer-agreement-transaction,,,,18/00516/FULL-tr-cil-a-1
,,4400239,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00576/FULL-tr-cil-s-1
,,4400240,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00576/FULL-tr-cil-n-1
,,4400241,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00576/FULL-tr-cil-a-1
,,4400242,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00325/FULL-tr-cil-s-1
,,4400243,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00325/FULL-tr-cil-n-1
,,4400244,,,local-authority-eng:GOS,developer-agreement-transaction,,,,16/00325/FULL-tr-cil-a-1
,,4400245,,,local-authority-eng:GOS,developer-agreement-transaction,,,,08/00213/FULL-tr-s106-1
,,4400246,,,local-authority-eng:GOS,developer-agreement-transaction,,,,08/00213/FULL-tr-s106-2
,,4400247,,,local-authority-eng:GOS,developer-agreement-transaction,,,,09/00020/OUT-tr-s106-1
,,4400248,,,local-authority-eng:GOS,developer-agreement-transaction,,,,17/00592/DETS-tr-s106-1
,,4400249,,,local-authority-eng:GOS,developer-agreement-transaction,,,,17/00592/DETS-tr-s106-2
,,4400250,,,local-authority-eng:GOS,developer-agreement-transaction,,,,17/00592/DETS-tr-s106-3
,,4400251,,,local-authority-eng:GOS,developer-agreement-transaction,,,,19/00316/FULL-tr-s106-1
,,4400252,,,local-authority-eng:GOS,developer-agreement-transaction,,,,19/00316/FULL-tr-s106-2
,,4400253,,,local-authority-eng:GOS,developer-agreement-transaction,,,,19/00316/FULL-tr-s106-3
,,4400254,,,local-authority-eng:GOS,developer-agreement-transaction,,,,19/00316/FULL-tr-s106-4
,,4400255,,,local-authority-eng:GOS,developer-agreement-transaction,,,,19/00316/FULL-tr-s106-5
,,4400256,,,local-authority-eng:GOS,developer-agreement-transaction,,,,19/00166/FULL-tr-s106-1
,,4400257,,,local-authority-eng:GOS,developer-agreement-transaction,,,,19/00166/FULL-tr-s106-2
,,4400258,,,local-authority-eng:GOS,developer-agreement-transaction,,,,19/00166/FULL-tr-s106-3
,,4400259,,,local-authority-eng:GOS,developer-agreement-transaction,,,,19/00166/FULL-tr-s106-4
,,4400260,,,local-authority-eng:BOL,developer-agreement-transaction,,,,70243/05-dt2
,,4400261,,,local-authority-eng:BOL,developer-agreement-transaction,,,,78000/07-dt1
,,4400262,,,local-authority-eng:BOL,developer-agreement-transaction,,,,75033/06-dt1
,,4400263,,,local-authority-eng:BOL,developer-agreement-transaction,,,,47118/95-dt1
,,4400264,,,local-authority-eng:BOL,developer-agreement-transaction,,,,31080/88-dt1
,,4400265,,,local-authority-eng:BOL,developer-agreement-transaction,,,,36153/90-dt1
,,4400266,,,local-authority-eng:BOL,developer-agreement-transaction,,,,43439/93-dt1
,,4400267,,,local-authority-eng:BOL,developer-agreement-transaction,,,,37390/90-dt1
,,4400268,,,local-authority-eng:BOL,developer-agreement-transaction,,,,47641/95-dt1
,,4400269,,,local-authority-eng:BOL,developer-agreement-transaction,,,,47874/95-dt1
,,4400270,,,local-authority-eng:BOL,developer-agreement-transaction,,,,49236/96-dt1
,,4400271,,,local-authority-eng:BOL,developer-agreement-transaction,,,,48883/96-dt1
,,4400272,,,local-authority-eng:BOL,developer-agreement-transaction,,,,49236/96-dt2
,,4400273,,,local-authority-eng:BOL,developer-agreement-transaction,,,,55870/99-dt1
,,4400274,,,local-authority-eng:BOL,developer-agreement-transaction,,,,59154/01-dt1
,,4400275,,,local-authority-eng:BOL,developer-agreement-transaction,,,,48793/96-dt1
,,4400276,,,local-authority-eng:BOL,developer-agreement-transaction,,,,48793/96-dt2
,,4400277,,,local-authority-eng:BOL,developer-agreement-transaction,,,,50028/97-dt1
,,4400278,,,local-authority-eng:BOL,developer-agreement-transaction,,,,45255/94-dt1
,,4400279,,,local-authority-eng:BOL,developer-agreement-transaction,,,,59315/01-dt1
,,4400280,,,local-authority-eng:BOL,developer-agreement-transaction,,,,48401/96-dt1
,,4400281,,,local-authority-eng:BOL,developer-agreement-transaction,,,,54285/99-dt1
,,4400282,,,local-authority-eng:BOL,developer-agreement-transaction,,,,63515/02-dt1
,,4400283,,,local-authority-eng:BOL,developer-agreement-transaction,,,,63993/03-dt1
,,4400284,,,local-authority-eng:BOL,developer-agreement-transaction,,,,49577/96-dt1
,,4400285,,,local-authority-eng:BOL,developer-agreement-transaction,,,,36912/92-dt1
,,4400286,,,local-authority-eng:BOL,developer-agreement-transaction,,,,64023/03-dt1
