dataset,entity-minimum,entity-maximum,organisation
brownfield-site,1800000,1800153,local-authority:CON
brownfield-site,1800154,1800156,local-authority:SWK
brownfield-site,1800157,1800157,local-authority:WND
brownfield-site,1800158,1800161,local-authority:SWK
brownfield-site,1800162,1800162,local-authority:HRY
brownfield-site,1800163,1800163,local-authority:SWK
brownfield-site,1800164,1800164,local-authority:MRT
brownfield-site,1800165,1800165,local-authority:SWK
brownfield-site,1800166,1800166,local-authority:LEW
brownfield-site,1800167,1800167,local-authority:SWK
brownfield-site,1800168,1800168,local-authority:BDG
brownfield-site,1800169,1800169,local-authority:BEN
brownfield-site,1800170,1800170,local-authority:GRE
brownfield-site,1800171,1800171,local-authority:MRT
brownfield-site,1800172,1800172,local-authority:SWK
brownfield-site,1800173,1800173,local-authority:BDG
brownfield-site,1800174,1800174,local-authority:HRY
brownfield-site,1800175,1800175,local-authority:BNE
brownfield-site,1800176,1800176,local-authority:LEW
brownfield-site,1800177,1800177,local-authority:SWK
brownfield-site,1800178,1800178,local-authority:BEN
brownfield-site,1800179,1800179,local-authority:SWK
brownfield-site,1800180,1800180,local-authority:LEW
brownfield-site,1800181,1800181,local-authority:HRY
brownfield-site,1800182,1800182,local-authority:SWK
brownfield-site,1800183,1800183,local-authority:HRW
brownfield-site,1800184,1800184,local-authority:GRE
brownfield-site,1800185,1800185,local-authority:WFT
brownfield-site,1800186,1800186,local-authority:LEW
brownfield-site,1800187,1800187,local-authority:BEN
brownfield-site,1800188,1800188,local-authority:SWK
brownfield-site,1800189,1800189,local-authority:HRY
brownfield-site,1800190,1800191,local-authority:SWK
brownfield-site,1800192,1800192,local-authority:HRY
brownfield-site,1800193,1800194,local-authority:SWK
brownfield-site,1800195,1800195,local-authority:HRY
brownfield-site,1800196,1800196,local-authority:LEW
brownfield-site,1800197,1800200,local-authority:SWK
brownfield-site,1800201,1800201,local-authority:WFT
brownfield-site,1800202,1800202,local-authority:SWK
brownfield-site,1800203,1800203,local-authority:LEW
brownfield-site,1800204,1800206,local-authority:SWK
brownfield-site,1800207,1800207,local-authority:HRY
brownfield-site,1800208,1800208,local-authority:BEN
brownfield-site,1800209,1800209,local-authority:SWK
brownfield-site,1800210,1800211,local-authority:HRY
brownfield-site,1800212,1800215,local-authority:SWK
brownfield-site,1800216,1800217,local-authority:HRY
brownfield-site,1800218,1800219,local-authority:SWK
brownfield-site,1800220,1800220,local-authority:HRY
brownfield-site,1800221,1800222,local-authority:SWK
brownfield-site,1800223,1800223,local-authority:LND
brownfield-site,1800224,1800224,local-authority:HRY
brownfield-site,1800225,1800226,local-authority:SWK
brownfield-site,1800227,1800227,local-authority:WSM
brownfield-site,1800228,1800229,local-authority:SWK
brownfield-site,1800230,1800230,local-authority:WSM
brownfield-site,1800231,1800232,local-authority:SWK
brownfield-site,1800233,1800233,local-authority:HRY
brownfield-site,1800234,1800235,local-authority:SWK
brownfield-site,1800236,1800236,local-authority:WSM
brownfield-site,1800237,1800237,local-authority:HRY
brownfield-site,1800238,1800238,local-authority:SWK
brownfield-site,1800239,1800239,local-authority:WSM
brownfield-site,1800240,1800242,local-authority:CMD
brownfield-site,1800243,1800244,local-authority:SWK
brownfield-site,1800245,1800245,local-authority:HRY
brownfield-site,1800246,1800249,local-authority:SWK
brownfield-site,1800250,1800250,local-authority:CMD
brownfield-site,1800251,1800251,local-authority:SWK
brownfield-site,1800252,1800252,local-authority:HRY
brownfield-site,1800253,1800257,local-authority:SWK
brownfield-site,1800258,1800258,local-authority:HRY
brownfield-site,1800259,1800261,local-authority:SWK
brownfield-site,1800262,1800262,local-authority:ISL
brownfield-site,1800263,1800263,local-authority:RIC
brownfield-site,1800264,1800264,local-authority:SWK
brownfield-site,1800265,1800265,local-authority:HRY
brownfield-site,1800266,1800267,local-authority:SWK
brownfield-site,1800268,1800268,local-authority:HRY
brownfield-site,1800269,1800269,local-authority:SWK
brownfield-site,1800270,1800271,local-authority:HRY
brownfield-site,1800272,1800272,local-authority:SWK
brownfield-site,1800273,1800273,local-authority:RIC
brownfield-site,1800274,1800274,local-authority:WSM
brownfield-site,1800275,1800277,local-authority:SWK
brownfield-site,1800278,1800278,local-authority:BDG
brownfield-site,1800279,1800279,local-authority:WSM
brownfield-site,1800280,1800283,local-authority:SWK
brownfield-site,1800284,1800284,local-authority:CMD
brownfield-site,1800285,1800285,local-authority:SWK
brownfield-site,1800286,1800287,local-authority:HRY
brownfield-site,1800288,1800288,local-authority:KEC
brownfield-site,1800289,1800289,local-authority:HRY
brownfield-site,1800290,1800293,local-authority:SWK
brownfield-site,1800294,1800296,local-authority:KEC
brownfield-site,1800297,1800302,local-authority:SWK
brownfield-site,1800303,1800303,local-authority:HRY
brownfield-site,1800304,1800305,local-authority:SWK
brownfield-site,1800306,1800306,local-authority:CMD
brownfield-site,1800307,1800307,local-authority:KEC
brownfield-site,1800308,1800308,local-authority:HRY
brownfield-site,1800309,1800309,local-authority:CMD
brownfield-site,1800310,1800310,local-authority:SWK
brownfield-site,1800311,1800311,local-authority:HRY
brownfield-site,1800312,1800312,local-authority:RIC
brownfield-site,1800313,1800313,local-authority:SWK
brownfield-site,1800314,1800314,local-authority:BEN
brownfield-site,1800315,1800315,local-authority:SWK
brownfield-site,1800316,1800316,local-authority:KTT
brownfield-site,1800317,1800317,local-authority:HRY
brownfield-site,1800318,1800318,local-authority:SWK
brownfield-site,1800319,1800319,local-authority:KEC
brownfield-site,1800320,1800320,local-authority:CMD
brownfield-site,1800321,1800321,local-authority:SWK
brownfield-site,1800322,1800322,local-authority:HRY
brownfield-site,1800323,1800325,local-authority:SWK
brownfield-site,1800326,1800326,local-authority:KEC
brownfield-site,1800327,1800327,local-authority:GRE
brownfield-site,1800328,1800328,local-authority:CMD
brownfield-site,1800329,1800329,local-authority:SWK
brownfield-site,1800330,1800330,local-authority:KEC
brownfield-site,1800331,1800335,local-authority:SWK
brownfield-site,1800336,1800336,local-authority:KEC
brownfield-site,1800337,1800337,local-authority:WSM
brownfield-site,1800338,1800338,local-authority:HRY
brownfield-site,1800339,1800347,local-authority:SWK
brownfield-site,1800348,1800349,local-authority:WND
brownfield-site,1800350,1800352,local-authority:SWK
brownfield-site,1800353,1800353,local-authority:NWM
brownfield-site,1800354,1800354,local-authority:SWK
brownfield-site,1800355,1800355,local-authority:HRY
brownfield-site,1800356,1800356,local-authority:KEC
brownfield-site,1800357,1800357,local-authority:GRE
brownfield-site,1800358,1800358,local-authority:SWK
brownfield-site,1800359,1800359,local-authority:KEC
brownfield-site,1800360,1800360,local-authority:WSM
brownfield-site,1800361,1800361,local-authority:CMD
brownfield-site,1800362,1800362,local-authority:RDB
brownfield-site,1800363,1800364,local-authority:SWK
brownfield-site,1800365,1800365,local-authority:ISL
brownfield-site,1800366,1800366,local-authority:GRE
brownfield-site,1800367,1800367,local-authority:HRY
brownfield-site,1800368,1800368,local-authority:CMD
brownfield-site,1800369,1800373,local-authority:SWK
brownfield-site,1800374,1800374,local-authority:HRY
brownfield-site,1800375,1800375,local-authority:LEW
brownfield-site,1800376,1800376,local-authority:SWK
brownfield-site,1800377,1800377,local-authority:CMD
brownfield-site,1800378,1800378,local-authority:WND
brownfield-site,1800379,1800380,local-authority:SWK
brownfield-site,1800381,1800381,local-authority:ISL
brownfield-site,1800382,1800382,local-authority:SWK
brownfield-site,1800383,1800383,local-authority:KEC
brownfield-site,1800384,1800384,local-authority:SWK
brownfield-site,1800385,1800385,local-authority:WSM
brownfield-site,1800386,1800386,local-authority:WND
brownfield-site,1800387,1800387,local-authority:BEN
brownfield-site,1800388,1800392,local-authority:SWK
brownfield-site,1800393,1800393,local-authority:KEC
brownfield-site,1800394,1800394,local-authority:HRY
brownfield-site,1800395,1800395,local-authority:NWM
brownfield-site,1800396,1800396,local-authority:ISL
brownfield-site,1800397,1800397,local-authority:HRY
brownfield-site,1800398,1800398,local-authority:WND
brownfield-site,1800399,1800400,local-authority:SWK
brownfield-site,1800401,1800401,local-authority:WSM
brownfield-site,1800402,1800402,local-authority:SWK
brownfield-site,1800403,1800403,local-authority:CMD
brownfield-site,1800404,1800404,local-authority:SWK
brownfield-site,1800405,1800405,local-authority:CMD
brownfield-site,1800406,1800406,local-authority:HRY
brownfield-site,1800407,1800407,local-authority:HIL
brownfield-site,1800408,1800408,local-authority:LEW
brownfield-site,1800409,1800409,local-authority:SWK
brownfield-site,1800410,1800410,local-authority:BEN
brownfield-site,1800411,1800411,local-authority:HRY
brownfield-site,1800412,1800412,local-authority:SWK
brownfield-site,1800413,1800413,local-authority:LBH
brownfield-site,1800414,1800414,local-authority:HRY
brownfield-site,1800415,1800416,local-authority:SWK
brownfield-site,1800417,1800417,local-authority:NWM
brownfield-site,1800418,1800418,local-authority:EAL
brownfield-site,1800419,1800419,local-authority:SWK
brownfield-site,1800420,1800420,local-authority:MRT
brownfield-site,1800421,1800421,local-authority:KEC
brownfield-site,1800422,1800422,local-authority:CMD
brownfield-site,1800423,1800423,local-authority:RIC
brownfield-site,1800424,1800424,local-authority:BRY
brownfield-site,1800425,1800425,local-authority:SWK
brownfield-site,1800426,1800426,local-authority:BEN
brownfield-site,1800427,1800428,local-authority:SWK
brownfield-site,1800429,1800429,local-authority:CMD
brownfield-site,1800430,1800430,local-authority:SWK
brownfield-site,1800431,1800431,local-authority:LEW
brownfield-site,1800432,1800432,local-authority:HRY
brownfield-site,1800433,1800433,local-authority:HRW
brownfield-site,1800434,1800434,local-authority:LEW
brownfield-site,1800435,1800437,local-authority:SWK
brownfield-site,1800438,1800438,local-authority:ISL
brownfield-site,1800439,1800440,local-authority:SWK
brownfield-site,1800441,1800441,local-authority:BNE
brownfield-site,1800442,1800442,local-authority:WFT
brownfield-site,1800443,1800443,local-authority:CMD
brownfield-site,1800444,1800444,local-authority:HRY
brownfield-site,1800445,1800445,local-authority:WSM
brownfield-site,1800446,1800446,local-authority:CMD
brownfield-site,1800447,1800447,local-authority:HRW
brownfield-site,1800448,1800450,local-authority:SWK
brownfield-site,1800451,1800451,local-authority:WND
brownfield-site,1800452,1800453,local-authority:SWK
brownfield-site,1800454,1800454,local-authority:HRY
brownfield-site,1800455,1800455,local-authority:GRE
brownfield-site,1800456,1800456,local-authority:HRW
brownfield-site,1800457,1800457,local-authority:ISL
brownfield-site,1800458,1800458,local-authority:CMD
brownfield-site,1800459,1800459,local-authority:LEW
brownfield-site,1800460,1800460,local-authority:CMD
brownfield-site,1800461,1800461,local-authority:SWK
brownfield-site,1800462,1800462,local-authority:HRY
brownfield-site,1800463,1800465,local-authority:SWK
brownfield-site,1800466,1800466,local-authority:NWM
brownfield-site,1800467,1800467,local-authority:BRY
brownfield-site,1800468,1800468,local-authority:KEC
brownfield-site,1800469,1800469,local-authority:WND
brownfield-site,1800470,1800470,local-authority:KEC
brownfield-site,1800471,1800473,local-authority:SWK
brownfield-site,1800474,1800474,local-authority:WFT
brownfield-site,1800475,1800475,local-authority:CMD
brownfield-site,1800476,1800476,local-authority:ISL
brownfield-site,1800477,1800477,local-authority:SWK
brownfield-site,1800478,1800478,local-authority:ISL
brownfield-site,1800479,1800479,local-authority:BRY
brownfield-site,1800480,1800481,local-authority:SWK
brownfield-site,1800482,1800482,local-authority:CMD
brownfield-site,1800483,1800483,local-authority:BEN
brownfield-site,1800484,1800484,local-authority:LEW
brownfield-site,1800485,1800485,local-authority:NWM
brownfield-site,1800486,1800486,local-authority:GRE
brownfield-site,1800487,1800488,local-authority:SWK
brownfield-site,1800489,1800489,local-authority:WND
brownfield-site,1800490,1800490,local-authority:NWM
brownfield-site,1800491,1800491,local-authority:MRT
brownfield-site,1800492,1800492,local-authority:LBH
brownfield-site,1800493,1800493,local-authority:CMD
brownfield-site,1800494,1800494,local-authority:SWK
brownfield-site,1800495,1800495,local-authority:BNE
brownfield-site,1800496,1800496,local-authority:MRT
brownfield-site,1800497,1800498,local-authority:WND
brownfield-site,1800499,1800500,local-authority:SWK
brownfield-site,1800501,1800501,local-authority:LEW
brownfield-site,1800502,1800502,local-authority:GRE
brownfield-site,1800503,1800503,local-authority:RIC
brownfield-site,1800504,1800504,local-authority:WSM
brownfield-site,1800505,1800505,local-authority:EAL
brownfield-site,1800506,1800506,local-authority:BEN
brownfield-site,1800507,1800507,local-authority:WND
brownfield-site,1800508,1800508,local-authority:BDG
brownfield-site,1800509,1800510,local-authority:SWK
brownfield-site,1800511,1800511,local-authority:HRW
brownfield-site,1800512,1800512,local-authority:BNE
brownfield-site,1800513,1800513,local-authority:RIC
brownfield-site,1800514,1800514,local-authority:CMD
brownfield-site,1800515,1800515,local-authority:NWM
brownfield-site,1800516,1800516,local-authority:HRY
brownfield-site,1800517,1800517,local-authority:SWK
brownfield-site,1800518,1800518,local-authority:BRY
brownfield-site,1800519,1800519,local-authority:ISL
brownfield-site,1800520,1800520,local-authority:SWK
brownfield-site,1800521,1800521,local-authority:BDG
brownfield-site,1800522,1800522,local-authority:HRY
brownfield-site,1800523,1800523,local-authority:WND
brownfield-site,1800524,1800524,local-authority:HRY
brownfield-site,1800525,1800525,local-authority:HRW
brownfield-site,1800526,1800526,local-authority:LEW
brownfield-site,1800527,1800527,local-authority:SWK
brownfield-site,1800528,1800528,local-authority:CMD
brownfield-site,1800529,1800529,local-authority:KTT
brownfield-site,1800530,1800530,local-authority:CMD
brownfield-site,1800531,1800531,local-authority:NWM
brownfield-site,1800532,1800532,local-authority:WND
brownfield-site,1800533,1800533,local-authority:SWK
brownfield-site,1800534,1800534,local-authority:BNE
brownfield-site,1800535,1800535,local-authority:HRY
brownfield-site,1800536,1800536,local-authority:CMD
brownfield-site,1800537,1800537,local-authority:WND
brownfield-site,1800538,1800538,local-authority:CMD
brownfield-site,1800539,1800539,local-authority:BEN
brownfield-site,1800540,1800540,local-authority:ISL
brownfield-site,1800541,1800541,local-authority:LEW
brownfield-site,1800542,1800542,local-authority:ISL
brownfield-site,1800543,1800543,local-authority:LBH
brownfield-site,1800544,1800544,local-authority:HIL
brownfield-site,1800545,1800545,local-authority:SWK
brownfield-site,1800546,1800546,local-authority:KTT
brownfield-site,1800547,1800547,local-authority:WND
brownfield-site,1800548,1800548,local-authority:ISL
brownfield-site,1800549,1800549,local-authority:CMD
brownfield-site,1800550,1800550,local-authority:MRT
brownfield-site,1800551,1800551,local-authority:CMD
brownfield-site,1800552,1800554,local-authority:SWK
brownfield-site,1800555,1800555,local-authority:ISL
brownfield-site,1800556,1800556,local-authority:RDB
brownfield-site,1800557,1800557,local-authority:HRW
brownfield-site,1800558,1800558,local-authority:SWK
brownfield-site,1800559,1800559,local-authority:EAL
brownfield-site,1800560,1800560,local-authority:BNE
brownfield-site,1800561,1800561,local-authority:LEW
brownfield-site,1800562,1800562,local-authority:BRY
brownfield-site,1800563,1800564,local-authority:SWK
brownfield-site,1800565,1800565,local-authority:WND
brownfield-site,1800566,1800566,local-authority:NWM
brownfield-site,1800567,1800567,local-authority:HRW
brownfield-site,1800568,1800568,local-authority:BRY
brownfield-site,1800569,1800570,local-authority:ISL
brownfield-site,1800571,1800571,local-authority:SWK
brownfield-site,1800572,1800572,local-authority:LEW
brownfield-site,1800573,1800574,local-authority:GRE
brownfield-site,1800575,1800575,local-authority:HRY
brownfield-site,1800576,1800576,local-authority:CMD
brownfield-site,1800577,1800579,local-authority:SWK
