prefix,resource,entry-number,organisation,reference,entity,start-date,end-date,entry-date,endpoint
brownfield-site,,,local-authority-eng:BNE,17/1409/FUL,1801933,,,,
brownfield-site,,,local-authority-eng:BNE,17/3715/FUL,1801934,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0031,1801935,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-19,1801936,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR005,1801937,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0162,1801938,,,,
brownfield-site,,,local-authority-eng:HRY,17140165,1801939,,,,
brownfield-site,,,local-authority-eng:LEW,CS003,1801940,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-21,1801941,,,,
brownfield-site,,,local-authority-eng:HRY,17140183,1801942,,,,
brownfield-site,,,local-authority-eng:EAL,SOU6d,1801943,,,,
brownfield-site,,,local-authority-eng:ISL,P112564,1801944,,,,
brownfield-site,,,local-authority-eng:HRY,17140246,1801945,,,,
brownfield-site,,,local-authority-eng:BNE,16/3806/FUL,1801946,,,,
brownfield-site,,,local-authority-eng:BNE,15/05969/FUL,1801947,,,,
brownfield-site,,,local-authority-eng:HRW,Site Allocations H17,1801948,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0153,1801949,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD61,1801950,,,,
brownfield-site,,,local-authority-eng:WFT,132613,1801951,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0122,1801952,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-34,1801953,,,,
brownfield-site,,,local-authority-eng:SWK,15-AP-2217,1801954,,,,
brownfield-site,,,local-authority-eng:SWK,14-AP-3276,1801955,,,,
brownfield-site,,,local-authority-eng:ISL,P2015/2913/FUL,1801956,,,,
brownfield-site,,,local-authority-eng:BNE,H/05856/13,1801957,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0071,1801958,,,,
brownfield-site,,,local-authority-eng:HIL,70376/APP/2015/3764,1801959,,,,
brownfield-site,,,local-authority-eng:BRY,BLR2,1801960,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2013/2069,1801961,,,,
brownfield-site,,,local-authority-eng:BNE,15/00568/FUL,1801962,,,,
brownfield-site,,,local-authority-eng:WSM,13/12009/COFUL,1801963,,,,
brownfield-site,,,local-authority-eng:LEW,FH011,1801964,,,,
brownfield-site,,,local-authority-eng:HRY,17140188,1801965,,,,
brownfield-site,,,local-authority-eng:LEW,BR006,1801966,,,,
brownfield-site,,,local-authority-eng:BNE,15/01703/FUL,1801967,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0063,1801968,,,,
brownfield-site,,,local-authority-eng:WFT,171743,1801969,,,,
brownfield-site,,,local-authority-eng:WSM,16/01042/FULL,1801970,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD47,1801971,,,,
brownfield-site,,,local-authority-eng:WND,WBR/18/0002,1801972,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0135,1801973,,,,
brownfield-site,,,local-authority-eng:SWK,NSP19,1801974,,,,
brownfield-site,,,local-authority-eng:HRY,17140186,1801975,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0043,1801976,,,,
brownfield-site,,,local-authority-eng:ISL,P2014/2131/FUL,1801977,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0034,1801978,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0003,1801979,,,,
brownfield-site,,,local-authority-eng:LEW,LD002,1801980,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0012,1801981,,,,
brownfield-site,,,local-authority-eng:BNE,16/3252/FUL,1801982,,,,
brownfield-site,,,local-authority-eng:BEN,BR00005,1801983,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0107,1801984,,,,
brownfield-site,,,local-authority-eng:WSM,HS007,1801985,,,,
brownfield-site,,,local-authority-eng:HRY,17140346,1801986,,,,
brownfield-site,,,local-authority-eng:BNE,16/3652/NMA,1801987,,,,
brownfield-site,,,local-authority-eng:HRY,17140006,1801988,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0108,1801989,,,,
brownfield-site,,,local-authority-eng:WSM,17/08619/FULL,1801990,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD40,1801991,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-17,1801992,,,,
brownfield-site,,,local-authority-eng:HIL,63502/APP/2016/3227,1801993,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0109,1801994,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-47,1801995,,,,
brownfield-site,,,local-authority-eng:WSM,17330226,1801996,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR016,1801997,,,,
brownfield-site,,,local-authority-eng:BRY,BLR12,1801998,,,,
brownfield-site,,,local-authority-eng:LBH,BLR003,1801999,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-61,1802000,,,,
brownfield-site,,,local-authority-eng:LBH,BLR033,1802001,,,,
brownfield-site,,,local-authority-eng:HIL,SA24,1802002,,,,
brownfield-site,,,local-authority-eng:ISL,OIS7,1802003,,,,
brownfield-site,,,local-authority-eng:BNE,H/05915/14,1802004,,,,
brownfield-site,,,local-authority-eng:BEN,BR00062,1802005,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/23,1802006,,,,
brownfield-site,,,local-authority-eng:WSM,17330325,1802007,,,,
brownfield-site,,,local-authority-eng:LEW,TH009,1802008,,,,
brownfield-site,,,local-authority-eng:BNE,16/2466/FUL,1802009,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-5055,1802010,,,,
brownfield-site,,,local-authority-eng:HMF,LBHF011,1802011,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR011,1802012,,,,
brownfield-site,,,local-authority-eng:BNE,F/05720/14,1802013,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0082,1802014,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-71,1802015,,,,
brownfield-site,,,local-authority-eng:LEW,LG004,1802016,,,,
brownfield-site,,,local-authority-eng:HNS,HOLP3,1802017,,,,
brownfield-site,,,local-authority-eng:EAL,EAL7,1802018,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-91,1802019,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/32,1802020,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0149,1802021,,,,
brownfield-site,,,local-authority-eng:SWK,NSP36,1802022,,,,
brownfield-site,,,local-authority-eng:HRY,17140046,1802023,,,,
brownfield-site,,,local-authority-eng:WSM,13/09737/FULL,1802024,,,,
brownfield-site,,,local-authority-eng:SWK,NSP83,1802025,,,,
brownfield-site,,,local-authority-eng:ISL,P2013/3213/FUL,1802026,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2005/0333,1802027,,,,
brownfield-site,,,local-authority-eng:KEC,17200007,1802028,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0148,1802029,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0016,1802030,,,,
brownfield-site,,,local-authority-eng:ISL,P2013/1262/FUL,1802031,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0020,1802032,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/29,1802033,,,,
brownfield-site,,,local-authority-eng:HRY,17140047,1802034,,,,
brownfield-site,,,local-authority-eng:HRY,17140259,1802035,,,,
brownfield-site,,,local-authority-eng:HRW,Site Allocations R3,1802036,,,,
brownfield-site,,,local-authority-eng:EAL,EAL14,1802037,,,,
brownfield-site,,,local-authority-eng:MRT,15/P4083,1802038,,,,
brownfield-site,,,local-authority-eng:HRY,17140295,1802039,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0012,1802040,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0130,1802041,,,,
brownfield-site,,,local-authority-eng:BEN,BR00006,1802042,,,,
brownfield-site,,,local-authority-eng:EAL,172233FUL,1802043,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-79,1802044,,,,
brownfield-site,,,local-authority-eng:BNE,F/04195/11,1802045,,,,
brownfield-site,,,local-authority-eng:HRY,17140310,1802046,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0073,1802047,,,,
brownfield-site,,,local-authority-eng:HRY,17140034,1802048,,,,
brownfield-site,,,local-authority-eng:LEW,LC004,1802049,,,,
brownfield-site,,,local-authority-eng:EAL,SOU6e,1802050,,,,
brownfield-site,,,local-authority-eng:KEC,17200027,1802051,,,,
brownfield-site,,,local-authority-eng:SWK,PNAAP9,1802052,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0154,1802053,,,,
brownfield-site,,,local-authority-eng:WSM,14/11129/FULL,1802054,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0017,1802055,,,,
brownfield-site,,,local-authority-eng:SWK,14-AP-3277,1802056,,,,
brownfield-site,,,local-authority-eng:WND,WBR/18/0032,1802057,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/25,1802058,,,,
brownfield-site,,,local-authority-eng:HRY,17140245,1802059,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR068,1802060,,,,
brownfield-site,,,local-authority-eng:LEW,LC003,1802061,,,,
brownfield-site,,,local-authority-eng:HNS,HOLP35,1802062,,,,
brownfield-site,,,local-authority-eng:HRY,17140331,1802063,,,,
brownfield-site,,,local-authority-eng:WSM,16/09461/FULL,1802064,,,,
brownfield-site,,,local-authority-eng:KEC,RBKC004,1802065,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0062,1802066,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0011,1802067,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0120,1802068,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0156,1802069,,,,
brownfield-site,,,local-authority-eng:HRY,17140190,1802070,,,,
brownfield-site,,,local-authority-eng:EAL,ACT5,1802071,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR007,1802072,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0039,1802073,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0065,1802074,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0158,1802075,,,,
brownfield-site,,,local-authority-eng:EAL,EAL3b,1802076,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/34,1802077,,,,
brownfield-site,,,local-authority-eng:BNE,15/00720/RMA,1802078,,,,
brownfield-site,,,local-authority-eng:HRY,17140084,1802079,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0049,1802080,,,,
brownfield-site,,,local-authority-eng:HRY,17140359,1802081,,,,
brownfield-site,,,local-authority-eng:EAL,OIS4b,1802082,,,,
brownfield-site,,,local-authority-eng:MRT,01/P0805,1802083,,,,
brownfield-site,,,local-authority-eng:LEW,NX003,1802084,,,,
brownfield-site,,,local-authority-eng:MRT,17240045,1802085,,,,
brownfield-site,,,local-authority-eng:WSM,14/10496/FULL,1802086,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/38,1802087,,,,
brownfield-site,,,local-authority-eng:KEC,17200036,1802088,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0141,1802089,,,,
brownfield-site,,,local-authority-eng:EAL,OIS7c,1802090,,,,
brownfield-site,,,local-authority-eng:BNE,B/06116/13,1802091,,,,
brownfield-site,,,local-authority-eng:BRY,BLR46,1802092,,,,
brownfield-site,,,local-authority-eng:EAL,EAL5,1802093,,,,
brownfield-site,,,local-authority-eng:SWK,17-AP-0281,1802094,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/14,1802095,,,,
brownfield-site,,,local-authority-eng:WSM,HS005,1802096,,,,
brownfield-site,,,local-authority-eng:HRW,P/2764/14,1802097,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0049,1802098,,,,
brownfield-site,,,local-authority-eng:BNE,16/0112/FUL,1802099,,,,
brownfield-site,,,local-authority-eng:HIL,11623/APP/2013/3606,1802100,,,,
brownfield-site,,,local-authority-eng:SWK,14-AP-1872,1802101,,,,
brownfield-site,,,local-authority-eng:WSM,17/06049/COFUL,1802102,,,,
brownfield-site,,,local-authority-eng:LEW,FH002,1802103,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0040,1802104,,,,
brownfield-site,,,local-authority-eng:HRW,P/0737/15,1802105,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-3422,1802106,,,,
brownfield-site,,,local-authority-eng:BNE,16/0601/FUL,1802107,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD53,1802108,,,,
brownfield-site,,,local-authority-eng:HIL,12768/APP/2016/1580,1802109,,,,
brownfield-site,,,local-authority-eng:EAL,EAL3c,1802110,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR013,1802111,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0079,1802112,,,,
brownfield-site,,,local-authority-eng:BRY,BLR4,1802113,,,,
brownfield-site,,,local-authority-eng:LEW,WF002,1802114,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD52,1802115,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0003,1802116,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0007,1802117,,,,
brownfield-site,,,local-authority-eng:HIL,SA26,1802118,,,,
brownfield-site,,,local-authority-eng:HRW,P/1619/16,1802119,,,,
brownfield-site,,,local-authority-eng:BNE,16/5993/FUL,1802120,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/7,1802121,,,,
brownfield-site,,,local-authority-eng:LEW,EV012,1802122,,,,
brownfield-site,,,local-authority-eng:EAL,SOU6a,1802123,,,,
brownfield-site,,,local-authority-eng:BNE,B/05631/14,1802124,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0092,1802125,,,,
brownfield-site,,,local-authority-eng:ISL,P041261,1802126,,,,
brownfield-site,,,local-authority-eng:HRY,17140079,1802127,,,,
brownfield-site,,,local-authority-eng:LEW,NX012,1802128,,,,
brownfield-site,,,local-authority-eng:HRW,P/1320/16,1802129,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/28,1802130,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/12,1802131,,,,
brownfield-site,,,local-authority-eng:WND,WBR/18/0026,1802132,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/20,1802133,,,,
brownfield-site,,,local-authority-eng:ISL,NH5,1802134,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0006,1802135,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0042,1802136,,,,
brownfield-site,,,local-authority-eng:BEN,BR00016,1802137,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0067,1802138,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-12,1802139,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0146,1802140,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/41,1802141,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0039,1802142,,,,
brownfield-site,,,local-authority-eng:WSM,17330308,1802143,,,,
brownfield-site,,,local-authority-eng:HRY,17140152,1802144,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2016/3482,1802145,,,,
brownfield-site,,,local-authority-eng:HRY,17140363,1802146,,,,
brownfield-site,,,local-authority-eng:BNE,17/0047/PNO,1802147,,,,
brownfield-site,,,local-authority-eng:BNE,17/1313/PNO,1802148,,,,
brownfield-site,,,local-authority-eng:BNE,16/5050/S73,1802149,,,,
brownfield-site,,,local-authority-eng:HIL,SA36,1802150,,,,
brownfield-site,,,local-authority-eng:ISL,P2016/4634/FUL,1802151,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0075,1802152,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2016/1807,1802153,,,,
brownfield-site,,,local-authority-eng:WSM,17330156,1802154,,,,
brownfield-site,,,local-authority-eng:HRY,17140361,1802155,,,,
brownfield-site,,,local-authority-eng:HIL,11891/APP/2016/3583,1802156,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0061,1802157,,,,
brownfield-site,,,local-authority-eng:SWK,14-AP-2948,1802158,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0143,1802159,,,,
brownfield-site,,,local-authority-eng:WSM,HS003,1802160,,,,
brownfield-site,,,local-authority-eng:BEN,BR00008,1802161,,,,
brownfield-site,,,local-authority-eng:LEW,NX015,1802162,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-5114,1802163,,,,
brownfield-site,,,local-authority-eng:BRY,BLR13,1802164,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0010,1802165,,,,
brownfield-site,,,local-authority-eng:HRW,P/1208/12,1802166,,,,
brownfield-site,,,local-authority-eng:BEN,BR00051,1802167,,,,
brownfield-site,,,local-authority-eng:MRT,17240156,1802168,,,,
brownfield-site,,,local-authority-eng:HRW,P/2957/16,1802169,,,,
brownfield-site,,,local-authority-eng:HIL,SA18,1802170,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-10,1802171,,,,
brownfield-site,,,local-authority-eng:BNE,17/3135/FUL,1802172,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0100,1802173,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0132,1802174,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0094,1802175,,,,
brownfield-site,,,local-authority-eng:HNS,HOLP42,1802176,,,,
brownfield-site,,,local-authority-eng:HMF,LBHF010,1802177,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0084,1802178,,,,
brownfield-site,,,local-authority-eng:WND,WBR/18/0029,1802179,,,,
brownfield-site,,,local-authority-eng:LEW,EV004,1802180,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0047,1802181,,,,
brownfield-site,,,local-authority-eng:HRW,Site Allocations H6,1802182,,,,
brownfield-site,,,local-authority-eng:WSM,17330033,1802183,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR079,1802184,,,,
brownfield-site,,,local-authority-eng:BRY,BLR29,1802185,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0042,1802186,,,,
brownfield-site,,,local-authority-eng:KEC,17200082,1802187,,,,
brownfield-site,,,local-authority-eng:KEC,17200111,1802188,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0030,1802189,,,,
brownfield-site,,,local-authority-eng:HRY,17140334,1802190,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0031,1802191,,,,
brownfield-site,,,local-authority-eng:BEN,BR00046,1802192,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0134,1802193,,,,
brownfield-site,,,local-authority-eng:BNE,14/07064/FUL,1802194,,,,
brownfield-site,,,local-authority-eng:BEN,BR00056,1802195,,,,
brownfield-site,,,local-authority-eng:MRT,17240214,1802196,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2012/0915,1802197,,,,
brownfield-site,,,local-authority-eng:HMF,LBHF001,1802198,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0005,1802199,,,,
brownfield-site,,,local-authority-eng:HIL,SA11,1802200,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-29,1802201,,,,
brownfield-site,,,local-authority-eng:KEC,17200009,1802202,,,,
brownfield-site,,,local-authority-eng:EAL,HAN3,1802203,,,,
brownfield-site,,,local-authority-eng:BEN,BR00014,1802204,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0146,1802205,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0052,1802206,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_23,1802207,,,,
brownfield-site,,,local-authority-eng:HRY,17140078,1802208,,,,
brownfield-site,,,local-authority-eng:HRY,17140368,1802209,,,,
brownfield-site,,,local-authority-eng:ISL,P092492,1802210,,,,
brownfield-site,,,local-authority-eng:LEW,SD010,1802211,,,,
brownfield-site,,,local-authority-eng:BEN,BR00043,1802212,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0091,1802213,,,,
brownfield-site,,,local-authority-eng:ISL,P2015/3989/FUL,1802214,,,,
brownfield-site,,,local-authority-eng:LEW,LC018,1802215,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0032,1802216,,,,
brownfield-site,,,local-authority-eng:EAL,OIS3a,1802217,,,,
brownfield-site,,,local-authority-eng:HRW,AAP Site 13,1802218,,,,
brownfield-site,,,local-authority-eng:ISL,BC12,1802219,,,,
brownfield-site,,,local-authority-eng:EAL,161452FUL,1802220,,,,
brownfield-site,,,local-authority-eng:BNE,F/01319/12,1802221,,,,
brownfield-site,,,local-authority-eng:HRY,17140234,1802222,,,,
brownfield-site,,,local-authority-eng:LEW,BK004,1802223,,,,
brownfield-site,,,local-authority-eng:HRY,17140337,1802224,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0060,1802225,,,,
brownfield-site,,,local-authority-eng:BDG,LBBD31,1802226,,,,
brownfield-site,,,local-authority-eng:BRY,BLR47,1802227,,,,
brownfield-site,,,local-authority-eng:BEN,BR00010,1802228,,,,
brownfield-site,,,local-authority-eng:BRY,BLR14,1802229,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0004,1802230,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2016/0828,1802231,,,,
brownfield-site,,,local-authority-eng:LBH,BLR032,1802232,,,,
brownfield-site,,,local-authority-eng:LEW,FH001,1802233,,,,
brownfield-site,,,local-authority-eng:HRW,P/3118/11,1802234,,,,
brownfield-site,,,local-authority-eng:ISL,NH1,1802235,,,,
brownfield-site,,,local-authority-eng:SWK,NSP79,1802236,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR063,1802237,,,,
brownfield-site,,,local-authority-eng:LEW,LC021,1802238,,,,
brownfield-site,,,local-authority-eng:SWK,16-AP-2800,1802239,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0030,1802240,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0157,1802241,,,,
brownfield-site,,,local-authority-eng:MRT,17240028,1802242,,,,
brownfield-site,,,local-authority-eng:LEW,NX002,1802243,,,,
brownfield-site,,,local-authority-eng:BRY,BLR5,1802244,,,,
brownfield-site,,,local-authority-eng:WSM,17330110,1802245,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_24,1802246,,,,
brownfield-site,,,local-authority-eng:BEN,BR00055,1802247,,,,
brownfield-site,,,local-authority-eng:HRW,P/0412/14,1802248,,,,
brownfield-site,,,local-authority-eng:WSM,16/09548/FULL,1802249,,,,
brownfield-site,,,local-authority-eng:SWK,14-AP-1862,1802250,,,,
brownfield-site,,,local-authority-eng:LEW,NX010,1802251,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0169,1802252,,,,
brownfield-site,,,local-authority-eng:LEW,TH004,1802253,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0069,1802254,,,,
brownfield-site,,,local-authority-eng:EAL,171764FUL,1802255,,,,
brownfield-site,,,local-authority-eng:NWM,HSG24,1802256,,,,
brownfield-site,,,local-authority-eng:WSM,17330327,1802257,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0059,1802258,,,,
brownfield-site,,,local-authority-eng:EAL,172368PAOR,1802259,,,,
brownfield-site,,,local-authority-eng:HRY,17140049,1802260,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0165,1802261,,,,
brownfield-site,,,local-authority-eng:BNE,16/0852/FUL,1802262,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0078,1802263,,,,
brownfield-site,,,local-authority-eng:HRY,17140030,1802264,,,,
brownfield-site,,,local-authority-eng:HRY,17140023,1802265,,,,
brownfield-site,,,local-authority-eng:BRY,BLR1,1802266,,,,
brownfield-site,,,local-authority-eng:KEC,17200064,1802267,,,,
brownfield-site,,,local-authority-eng:WFT,LHCSS17310263,1802268,,,,
brownfield-site,,,local-authority-eng:EAL,EAL9,1802269,,,,
brownfield-site,,,local-authority-eng:BNE,H/01259/08,1802270,,,,
brownfield-site,,,local-authority-eng:LEW,LC015,1802271,,,,
brownfield-site,,,local-authority-eng:HRY,HGY/2016/1573,1802272,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/5,1802273,,,,
brownfield-site,,,local-authority-eng:BNE,14/07670/FUL,1802274,,,,
brownfield-site,,,local-authority-eng:HRW,P/1778/12,1802275,,,,
brownfield-site,,,local-authority-eng:WSM,16/12162/FULL,1802276,,,,
brownfield-site,,,local-authority-eng:SWK,AAAP1,1802277,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-75,1802278,,,,
brownfield-site,,,local-authority-eng:EAL,SOU2,1802279,,,,
brownfield-site,,,local-authority-eng:HRY,17140235,1802280,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0058,1802281,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0053,1802282,,,,
brownfield-site,,,local-authority-eng:HRY,17140231,1802283,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0114,1802284,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0038,1802285,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0130,1802286,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0031,1802287,,,,
brownfield-site,,,local-authority-eng:SWK,NSP42,1802288,,,,
brownfield-site,,,local-authority-eng:WSM,17330326,1802289,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0133,1802290,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0144,1802291,,,,
brownfield-site,,,local-authority-eng:CMD,LBCBLR003,1802292,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0076,1802293,,,,
brownfield-site,,,local-authority-eng:KEC,17200004,1802294,,,,
brownfield-site,,,local-authority-eng:EAL,SOU1,1802295,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-89,1802296,,,,
brownfield-site,,,local-authority-eng:LEW,EV005,1802297,,,,
brownfield-site,,,local-authority-eng:BEN,BR00045,1802298,,,,
brownfield-site,,,local-authority-eng:HRY,17140223,1802299,,,,
brownfield-site,,,local-authority-eng:SWK,NSP43,1802300,,,,
brownfield-site,,,local-authority-eng:MRT,16/P1696,1802301,,,,
brownfield-site,,,local-authority-eng:HIL,45200/APP/2017/327,1802302,,,,
brownfield-site,,,local-authority-eng:RIC,RBR/17/0008,1802303,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0011,1802304,,,,
brownfield-site,,,local-authority-eng:BRY,BLR20,1802305,,,,
brownfield-site,,,local-authority-eng:SWK,PNAAP8,1802306,,,,
brownfield-site,,,local-authority-eng:BEN,BR00050,1802307,,,,
brownfield-site,,,local-authority-eng:HNS,HOLP38,1802308,,,,
brownfield-site,,,local-authority-eng:HIL,SA16,1802309,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0013,1802310,,,,
brownfield-site,,,local-authority-eng:RDB,BRLBR0138,1802311,,,,
brownfield-site,,,local-authority-eng:GRE,RBG-01,1802312,,,,
brownfield-site,,,local-authority-eng:TWH,BR_LBTH_14,1802313,,,,
brownfield-site,,,development-corporation:Q20648596,OPDC/BLR/13,1802314,,,,
brownfield-site,,,local-authority-eng:HRY,17140357,1802315,,,,
brownfield-site,,,local-authority-eng:WSM,15/07756/FULL,1802316,,,,
brownfield-site,,,local-authority-eng:LEW,EV003,1802317,,,,
brownfield-site,,,local-authority-eng:HRY,17140197,1802318,,,,
brownfield-site,,,local-authority-eng:BRY,BLR9,1802319,,,,
brownfield-site,,,local-authority-eng:KTT,RBK0080,1802320,,,,
brownfield-site,,,local-authority-eng:WND,WBR/17/0161,1802321,,,,
brownfield-site,,,local-authority-eng:HRY,17140356,1802322,,,,
brownfield-site,,,local-authority-eng:LEW,NX011,1802323,,,,
