old-entity,status,entity,notes,end-date,entry-date,start-date
5101980,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101981,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101982,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101983,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101984,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101985,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101986,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101987,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101988,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101989,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101990,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101991,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101992,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101993,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101994,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101995,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101996,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101997,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101998,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5101999,410,,Retiring fake MHCLG template data for local-authority:HOR-plan-timetable,,2026-06-26,
5102000,410,,Local plan event removed from specification,,2026-02-25,
5102001,410,,Local plan event removed from specification,,2026-02-25,
5102025,410,,Local plan event removed from specification,,2026-02-25,
5102026,410,,Local plan event removed from specification,,2026-02-25,
5102050,410,,Local plan event removed from specification,,2026-02-25,
5102051,410,,Local plan event removed from specification,,2026-02-25,
5102075,410,,Local plan event removed from specification,,2026-02-25,
5102076,410,,Local plan event removed from specification,,2026-02-25,
5102100,410,,Local plan event removed from specification,,2026-02-25,
5102101,410,,Local plan event removed from specification,,2026-02-25,
5102125,410,,Local plan event removed from specification,,2026-02-25,
5102126,410,,Local plan event removed from specification,,2026-02-25,
5102150,410,,Local plan event removed from specification,,2026-02-25,
5102151,410,,Local plan event removed from specification,,2026-02-25,
5102175,410,,Local plan event removed from specification,,2026-02-25,
5102176,410,,Local plan event removed from specification,,2026-02-25,
5102200,410,,Local plan event removed from specification,,2026-02-25,
5102201,410,,Local plan event removed from specification,,2026-02-25,
5102225,410,,Local plan event removed from specification,,2026-02-25,
5102226,410,,Local plan event removed from specification,,2026-02-25,
5102250,410,,Local plan event removed from specification,,2026-02-25,
5102251,410,,Local plan event removed from specification,,2026-02-25,
5102252,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102253,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102254,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102255,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102256,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102257,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102258,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102259,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102260,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102261,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102262,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102263,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102264,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102265,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102266,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102267,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102268,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102269,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102270,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102271,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102272,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102273,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102274,410,,Retiring fake MHCLG template data for local-authority:SOX-plan-timetable,,2026-06-23,
5102275,410,,Local plan event removed from specification,,2026-02-25,
5102276,410,,Local plan event removed from specification,,2026-02-25,
5102277,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102278,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102279,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102280,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102281,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102282,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102283,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102284,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102285,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102286,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102287,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102288,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102289,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102290,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102291,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102292,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102293,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102294,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102295,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102296,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102297,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102298,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102299,410,,Retiring fake MHCLG template data for local-authority:SST-plan-timetable,,2026-06-16,
5102300,410,,Local plan event removed from specification,,2026-02-25,
5102301,410,,Local plan event removed from specification,,2026-02-25,
5102325,410,,Local plan event removed from specification,,2026-02-25,
5102326,410,,Local plan event removed from specification,,2026-02-25,
5102350,410,,Local plan event removed from specification,,2026-02-25,
5102351,410,,Local plan event removed from specification,,2026-02-25,
5102352,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102353,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102354,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102355,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102356,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102357,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102358,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102359,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102360,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102361,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102362,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102363,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102364,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102365,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102366,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102367,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102368,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102369,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102370,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102371,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102372,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102373,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102374,410,,Retiring fake MHCLG template data for local-authority:SAL-plan-timetable,,2026-06-25,
5102375,410,,Local plan event removed from specification,,2026-02-25,
5102376,410,,Local plan event removed from specification,,2026-02-25,
5102400,410,,Local plan event removed from specification,,2026-02-25,
5102401,410,,Local plan event removed from specification,,2026-02-25,
5102425,410,,Local plan event removed from specification,,2026-02-25,
5102426,410,,Local plan event removed from specification,,2026-02-25,
5102450,410,,Local plan event removed from specification,,2026-02-25,
5102451,410,,Local plan event removed from specification,,2026-02-25,
5102475,410,,Local plan event removed from specification,,2026-02-25,
5102476,410,,Local plan event removed from specification,,2026-02-25,
5102477,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102478,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102479,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102480,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102481,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102482,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102483,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102484,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102485,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102486,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102487,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102488,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102489,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102490,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102491,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102492,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102493,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102494,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102495,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102496,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102497,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102498,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102499,410,,Retiring fake MHCLG template data for local-authority:VAL-plan-timetable,,2026-06-23,
5102500,410,,Local plan event removed from specification,,2026-02-25,
5102501,410,,Local plan event removed from specification,,2026-02-25,
5102502,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102503,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102504,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102505,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102506,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102507,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102508,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102509,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102510,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102511,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102512,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102513,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102514,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102515,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102516,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102517,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102518,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102519,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102520,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102521,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102522,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102523,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102524,410,,Retiring fake MHCLG template data for local-authority:WBK-plan-timetable,,2026-06-25,
5102525,410,,Local plan event removed from specification,,2026-02-25,
5102526,410,,Local plan event removed from specification,,2026-02-25,
5102550,410,,Local plan event removed from specification,,2026-02-25,
5102551,410,,Local plan event removed from specification,,2026-02-25,
5102575,410,,Local plan event removed from specification,,2026-02-25,
5102576,410,,Local plan event removed from specification,,2026-02-25,
5102600,410,,Local plan event removed from specification,,2026-02-25,
5102601,410,,Local plan event removed from specification,,2026-02-25,
5102625,410,,Local plan event removed from specification,,2026-02-25,
5102626,410,,Local plan event removed from specification,,2026-02-25,
5102650,410,,Local plan event removed from specification,,2026-02-25,
5102651,410,,Local plan event removed from specification,,2026-02-25,
5102675,410,,Local plan event removed from specification,,2026-02-25,
5102676,410,,Local plan event removed from specification,,2026-02-25,
5102700,410,,Local plan event removed from specification,,2026-02-25,
5102701,410,,Local plan event removed from specification,,2026-02-25,
5104098,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104099,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104100,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104101,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104102,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104103,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104104,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104105,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104106,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104107,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104108,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104109,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104110,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104111,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104112,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104113,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104114,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104115,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104116,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104117,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104118,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104119,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104120,410,,Retiring fake MHCLG template data for local-authority:BRT-plan-timetable,,2026-06-19,
5104282,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104283,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104284,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104285,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104286,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104287,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104288,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104289,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104290,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104291,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104292,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104293,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104294,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104295,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104296,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104297,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104298,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104299,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104300,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104301,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104302,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104303,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104304,410,,Retiring fake MHCLG template data for local-authority:CBF-plan-timetable,,2026-05-20,
5104397,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
5104398,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
5104399,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
5104400,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
5104401,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
5104402,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
5104403,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
5104404,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
5104405,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
5104406,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
5104407,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
5104408,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
5104409,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
5104410,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
5104411,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
5104412,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
5104413,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
5104414,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
5104415,410,,Retiring fake MHCLG template data for local-authority:CHE-plan-timetable,,2026-06-16,
