source,attribution,collection,documentation-url,endpoint,licence,organisation,pipelines,entry-date,start-date,end-date
ce1a917663543240787054e3c3cf6eb2,natural-england,site-of-special-scientific-interest,https://data.gov.uk/dataset/5b632bd7-9838-4ef2-9101-ea9384421b0d/sites-of-special-scientific-interest-england,ffced0fab18bf0d23cb58e47f85a1032f6cf8fa738b5d0d694e8f2c0bd77c87c,ogl3,government-organisation:PB202,site-of-special-scientific-interest,2021-05-27T00:00:00Z,2017-04-22,
58c30ded2d864c7da5eea1dd5adc27df,natural-england,site-of-special-scientific-interest,https://naturalengland-defra.opendata.arcgis.com/datasets/Defra::sites-of-special-scientific-interest-england/about,7c0fea5253191d3b770ae5410440ba06b89a8a3c2bf334dc6e8cc141274d78f6,ogl3,government-organisation:PB202,site-of-special-scientific-interest,2024-11-21,,
