dataset,end-date,endpoint,entry-date,entry-number,field,resource,start-date,value
article-4-direction-area,,3ff20e43274e53dcb62309a055825fc6c3d94edeea247e645cd2d7a1d834bbd4,,,permitted-development-rights,,,https://www.centralbedfordshire.gov.uk/info/189/how_to_apply_for_planning_permission/1383/article_4_directions
