dataset,entity-minimum,entity-maximum,organisation
article-4-direction,6102302,6102310,local-authority:ADU
article-4-direction,6100940,6101014,local-authority:ASF
article-4-direction,6100879,6100881,local-authority:BDG
article-4-direction,6100340,6100352,local-authority:BIR
article-4-direction,6100156,6100170,local-authority:BNE
article-4-direction,6100409,6100491,local-authority:BRO
article-4-direction,6100353,6100368,local-authority:BST
article-4-direction,6102161,6102179,local-authority:CAB
article-4-direction,6100336,6100339,local-authority:CAS
article-4-direction,6100892,6100898,local-authority:CBF
article-4-direction,6102099,6102099,local-authority:CLD
article-4-direction,6100032,6100047,local-authority:CMD
article-4-direction,6101839,6101842,local-authority:CMD
article-4-direction,6102107,6102119,local-authority:COV
article-4-direction,6102341,6102341,local-authority:COV
article-4-direction,6100171,6100225,local-authority:DOV
article-4-direction,6102021,6102098,local-authority:DST
article-4-direction,6100400,6100402,local-authority:ECA
article-4-direction,6100494,6100544,local-authority:EHA
article-4-direction,6100126,6100155,local-authority:EPS
article-4-direction,6100335,6100335,local-authority:EPS
article-4-direction,6102435,6102435,local-authority:EXE
article-4-direction,6102342,6102344,local-authority:FEN
article-4-direction,6102345,6102346,local-authority:FEN
article-4-direction,6100874,6100878,local-authority:GAT
article-4-direction,6101864,6102013,local-authority:HIL
article-4-direction,6102136,6102160,local-authority:HRY
article-4-direction,6100545,6100628,local-authority:KEC
article-4-direction,6102291,6102293,local-authority:KTT
article-4-direction,6100326,6100334,local-authority:LBH
article-4-direction,6100406,6100408,local-authority:LBH
article-4-direction,6101500,6101730,local-authority:LCE
article-4-direction,6102377,6102377,local-authority:LDS
article-4-direction,6102378,6102434,local-authority:LEW
article-4-direction,6100369,6100369,local-authority:LND
article-4-direction,6102120,6102135,local-authority:MIK
article-4-direction,6101858,6101863,local-authority:NBL
article-4-direction,6100005,6100012,local-authority:NET
article-4-direction,6100272,6100277,local-authority:NET
article-4-direction,6100807,6100816,local-authority:NEW
article-4-direction,6100259,6100270,local-authority:NLN
article-4-direction,6102477,6102436,local-authority:NNO
article-4-direction,6100285,6100322,local-authority:NSM
article-4-direction,6102014,6102020,local-authority:NTY
article-4-direction,6100370,6100370,local-authority:PLY
article-4-direction,6100629,6100736,local-authority:PTE
article-4-direction,6100737,6100742,local-authority:RCH
article-4-direction,6101731,6101791,local-authority:ROH
article-4-direction,6100278,6100284,local-authority:ROS
article-4-direction,6101843,6101843,local-authority:ROS
article-4-direction,6100230,6100258,local-authority:SAL
article-4-direction,6100271,6100271,local-authority:SAL
article-4-direction,6100403,6100405,local-authority:SAW
article-4-direction,6101491,6101499,local-authority:SCA
article-4-direction,6101801,6101809,local-authority:SCA
article-4-direction,6101795,6101800,local-authority:SFT
article-4-direction,6100872,6100873,local-authority:SGC
article-4-direction,6102311,6102340,local-authority:SKP
article-4-direction,6102347,6102376,local-authority:SKP
article-4-direction,6101792,6101794,local-authority:SLF
article-4-direction,6100817,6100871,local-authority:SNO
article-4-direction,6100371,6100386,local-authority:SST
article-4-direction,6102180,6102206,local-authority:STE
article-4-direction,6100226,6100229,local-authority:SWK
article-4-direction,6101015,6101490,local-authority:SWK
article-4-direction,6101844,6101857,local-authority:TEN
article-4-direction,6100492,6100493,local-authority:TOB
article-4-direction,6100743,6100806,local-authority:TWH
article-4-direction,6101810,6101838,local-authority:WAE
article-4-direction,6100899,6100913,local-authority:WFT
article-4-direction,6102294,6102301,local-authority:WOT
article-4-direction,6102207,6102290,local-authority:WOX
article-4-direction,6100387,6100399,local-authority:WRL
article-4-direction,6100882,6100891,local-authority:WSM
article-4-direction,6100914,6100939,national-park-authority:Q72617158
article-4-direction-area,7010009055,7010009063,local-authority:ADU
article-4-direction-area,7010006812,7010006886,local-authority:ASF
article-4-direction-area,7010002547,7010002549,local-authority:BDG
article-4-direction-area,7010002745,7010002745,local-authority:BDG
article-4-direction-area,7010004011,7010004011,local-authority:BDG
article-4-direction-area,7010002534,7010002546,local-authority:BIR
article-4-direction-area,7010002550,7010002597,local-authority:BNE
article-4-direction-area,7010005018,7010005045,local-authority:BRO
article-4-direction-area,7010004280,7010004295,local-authority:BST
article-4-direction-area,7010002001,7010002216,local-authority:BUC
article-4-direction-area,7010002383,7010002533,local-authority:BUC
article-4-direction-area,7010004069,7010004216,local-authority:BUC
article-4-direction-area,7010004997,7010005017,local-authority:BUC
article-4-direction-area,7010005110,7010005128,local-authority:CAB
article-4-direction-area,7010004065,7010004068,local-authority:CAS
article-4-direction-area,7010000744,7010000744,local-authority:CAT
article-4-direction-area,7010004297,7010004758,local-authority:CAT
article-4-direction-area,7010006805,7010006811,local-authority:CBF
article-4-direction-area,7010009031,7010009038,local-authority:CLD
article-4-direction-area,7010002599,7010002615,local-authority:CMD
article-4-direction-area,7010007553,7010007555,local-authority:CMD
article-4-direction-area,7010009010,7010009022,local-authority:COV
article-4-direction-area,7010009235,7010009235,local-authority:COV
article-4-direction-area,7010002598,7010002598,local-authority:DNC
article-4-direction-area,7010002616,7010002617,local-authority:DNC
article-4-direction-area,7010004759,7010004759,local-authority:DNC
article-4-direction-area,7010002640,7010002694,local-authority:DOV
article-4-direction-area,7010007348,7010007425,local-authority:DST
article-4-direction-area,7010002972,7010003263,local-authority:ECA
article-4-direction-area,7010003978,7010004010,local-authority:ENF
article-4-direction-area,7010002696,7010002725,local-authority:EPS
article-4-direction-area,7010009435,7010009435,local-authority:EXE
article-4-direction-area,7010009246,7010009248,local-authority:FEN
article-4-direction-area,7010002635,7010002639,local-authority:GAT
article-4-direction-area,7010002257,7010002272,local-authority:GLO
article-4-direction-area,7010002833,7010002871,local-authority:GLO
article-4-direction-area,7010002917,7010002971,local-authority:GLO
article-4-direction-area,7010002618,7010002634,local-authority:GRY
article-4-direction-area,7010002695,7010002695,local-authority:GRY
article-4-direction-area,7010009249,7010009398,local-authority:HIL
article-4-direction-area,7010004012,7010004064,local-authority:HOR
article-4-direction-area,7010009064,7010009088,local-authority:HRY
article-4-direction-area,7010004790,7010004873,local-authority:KEC
article-4-direction-area,7010000000,7010000009,local-authority:LBH
article-4-direction-area,7010000012,7010000013,local-authority:LBH
article-4-direction-area,7010000015,7010000017,local-authority:LBH
article-4-direction-area,7010000039,7010000039,local-authority:LBH
article-4-direction-area,7010000041,7010000041,local-authority:LBH
article-4-direction-area,7010000045,7010000047,local-authority:LBH
article-4-direction-area,7010000051,7010000069,local-authority:LBH
article-4-direction-area,7010003264,7010003471,local-authority:LBH
article-4-direction-area,7010003963,7010003977,local-authority:LBH
article-4-direction-area,7010006914,7010007286,local-authority:LCE
article-4-direction-area,7010007582,7010009002,local-authority:LIV
article-4-direction-area,7010007433,7010007517,local-authority:MAI
article-4-direction-area,7010002218,7010002256,local-authority:MDW
article-4-direction-area,7010002787,7010002826,local-authority:MDW
article-4-direction-area,7010009039,7010009054,local-authority:MIK
article-4-direction-area,7010002273,7010002369,local-authority:NBL
article-4-direction-area,7010007556,7010007568,local-authority:NBL
article-4-direction-area,7010002370,7010002382,local-authority:NET
article-4-direction-area,7010004988,7010004996,local-authority:NEW
article-4-direction-area,7010002775,7010002786,local-authority:NLN
article-4-direction-area,7010009477,7010009436,local-authority:NNO
article-4-direction-area,7010002879,7010002916,local-authority:NSM
article-4-direction-area,7010007569,7010007581,local-authority:NTY
article-4-direction-area,7010009003,7010009009,local-authority:NTY
article-4-direction-area,7010004296,7010004296,local-authority:PLY
article-4-direction-area,7010004874,7010004981,local-authority:PTE
article-4-direction-area,7010004982,7010004987,local-authority:RCH
article-4-direction-area,7010007287,7010007347,local-authority:ROH
article-4-direction-area,7010002872,7010002878,local-authority:ROS
article-4-direction-area,7010002746,7010002774,local-authority:SAL
article-4-direction-area,7010002827,7010002832,local-authority:SAL
article-4-direction-area,7010003896,7010003907,local-authority:SAW
article-4-direction-area,7010005101,7010005109,local-authority:SCA
article-4-direction-area,7010007518,7010007523,local-authority:SFT
article-4-direction-area,7010005129,7010005130,local-authority:SGC
article-4-direction-area,7010009205,7010009234,local-authority:SKP
article-4-direction-area,7010007430,7010007432,local-authority:SLF
article-4-direction-area,7010005046,7010005100,local-authority:SNO
article-4-direction-area,7010007426,7010007429,local-authority:SPE
article-4-direction-area,7010004773,7010004787,local-authority:SST
article-4-direction-area,7010009094,7010009120,local-authority:STE
article-4-direction-area,7010003472,7010003895,local-authority:SWK
article-4-direction-area,7010003908,7010003962,local-authority:SWK
article-4-direction-area,7010006913,7010006913,local-authority:SWK
article-4-direction-area,7010005131,7010005180,local-authority:TAN
article-4-direction-area,7010002726,7010002735,local-authority:TEW
article-4-direction-area,7010009093,7010009093,local-authority:TEW
article-4-direction-area,7010004788,7010004789,local-authority:TOB
article-4-direction-area,7010004217,7010004279,local-authority:TWH
article-4-direction-area,7010007524,7010007552,local-authority:WAE
article-4-direction-area,7010002736,7010002744,local-authority:WBK
article-4-direction-area,7010005191,7010006804,local-authority:WFT
article-4-direction-area,7010009023,7010009030,local-authority:WOT
article-4-direction-area,7010009121,7010009204,local-authority:WOX
article-4-direction-area,7010004760,7010004772,local-authority:WRL
article-4-direction-area,7010009237,7010009245,local-authority:WRL
article-4-direction-area,7010005181,7010005190,local-authority:WSM
article-4-direction-area,7010009089,7010009092,local-authority:YOR
article-4-direction-area,7010006887,7010006912,national-park-authority:Q72617158
article-4-direction-area,7010009399,7010009404,local-authority:DAR
article-4-direction-area,7010009405,7010009434,national-park-authority:Q27159704
