source,attribution,collection,documentation-url,endpoint,licence,organisation,pipeline,entry-date,start-date,end-date
6195a586e5f49fb41b8eb277951a67d2,crown-copyright,organisation,,248b57e240f0c432dd97ad14348e3801cb7a85cc7f92e368e38e8903d82eacee,ogl3,government-organisation:D1342,waste-authority,2022-05-30T20:20:10:43Z,,
550112a138212c0998d44cbda1216233,wikidata,organisation,,ed3bf5d186b72f909576c01cd525f1ed29a4f12eed4fad3b3b08943dd4e6fe95,cc-by-sa,nonprofit:Q180,waste-authority,2022-05-30T19:19:48:02Z,,
