source,attribution,collection,documentation-url,endpoint,licence,organisation,pipelines,entry-date,start-date,end-date
cf0480f15ebdca7a249cdd82a2d6f116,,employment-allocation,,67092daa83605658e5292546e90b2154ccd0048664c99d508dc67e9b1d8b60db,,local-authority-eng:ESK,employment-allocation,2021-06-23T00:00:00Z,2021-06-23,
dc3844996bf52b7aa4f39d49f192cb78,,employment-allocation,,9828e9c18cb0b6ad45610db880bc1e5e874ab179220da47e118ca0c9e07577ef,,local-authority-eng:ESK,employment-allocation,2021-06-23T00:00:00Z,2021-06-23,
7119c8ff03a34531e9cb12016a8dd757,,employment-allocation,,,,development-corporation:Q20648596,employment-allocation,2021-09-03T15:46:51Z,,
d6b24928a069e6cc9db7400545b7e95b,,employment-allocation,,,,development-corporation:Q6670544,employment-allocation,2021-09-03T15:46:51Z,,
cae4f5d1c37edf371bb432d629041ac2,,employment-allocation,,,,development-corporation:Q72456968,employment-allocation,2021-09-03T15:46:51Z,,
521220d83adb767f8781940eaf0fc825,,employment-allocation,,,,development-corporation:Q72463795,employment-allocation,2021-09-03T15:46:51Z,,
092434cfff373421d8f3fcd873e1b5fd,,employment-allocation,,,,local-authority-eng:ADU,employment-allocation,2021-09-03T15:46:51Z,,
ec4dc9680d8b48893356428ab053766a,,employment-allocation,,,,local-authority-eng:ALL,employment-allocation,2021-09-03T15:46:51Z,,
1db3f106b02ff59d5d7379fa4a795ec2,,employment-allocation,,,,local-authority-eng:AMB,employment-allocation,2021-09-03T15:46:51Z,,
62db8922aa2da8bc570a1ba6fb40e7e9,,employment-allocation,,,,local-authority-eng:ARU,employment-allocation,2021-09-03T15:46:51Z,,
8e8e8ea83d5c0fcc762e3ea644698da6,,employment-allocation,,,,local-authority-eng:ASF,employment-allocation,2021-09-03T15:46:51Z,,
474aeae178511c93682734774e7fa53c,,employment-allocation,,,,local-authority-eng:ASH,employment-allocation,2021-09-03T15:46:51Z,,
4fe0200eba0d2c0ab5d3b58db7423ccc,,employment-allocation,,,,local-authority-eng:AYL,employment-allocation,2021-09-03T15:46:51Z,,2020-03-31
0b7d6608b333c3ccfbb87fd44d337dfc,,employment-allocation,,,,local-authority-eng:BAB,employment-allocation,2021-09-03T15:46:51Z,,
a517824e414e7f826a5011aa7f39b87d,,employment-allocation,,,,local-authority-eng:BAE,employment-allocation,2021-09-03T15:46:51Z,,
75c3e4354df4f9cda8966c42f864ab31,,employment-allocation,,,,local-authority-eng:BAI,employment-allocation,2021-09-03T15:46:51Z,,
b3d1a740d9503caa6d8a9212fd6dbfbd,,employment-allocation,,,,local-authority-eng:BAN,employment-allocation,2021-09-03T15:46:51Z,,
