prefix,resource,endpoint,entry-number,organisation,reference,entity,entry-date,start-date,end-date
air-quality-management-area,,,,government-organisation:D7,48,35000,,,
air-quality-management-area,,,,government-organisation:D7,571,35001,,,
air-quality-management-area,,,,government-organisation:D7,572,35002,,,
air-quality-management-area,,,,government-organisation:D7,1540,35003,,,
air-quality-management-area,,,,government-organisation:D7,3610,35004,,,
air-quality-management-area,,,,government-organisation:D7,3611,35005,,,
air-quality-management-area,,,,government-organisation:D7,3612,35006,,,
air-quality-management-area,,,,government-organisation:D7,3380,35007,,,
air-quality-management-area,,,,government-organisation:D7,3606,35008,,,
air-quality-management-area,,,,government-organisation:D7,54,35009,,,
air-quality-management-area,,,,government-organisation:D7,3607,35010,,,
air-quality-management-area,,,,government-organisation:D7,3601,35011,,,
air-quality-management-area,,,,government-organisation:D7,3605,35012,,,
air-quality-management-area,,,,government-organisation:D7,451,35013,,,
air-quality-management-area,,,,government-organisation:D7,589,35014,,,
air-quality-management-area,,,,government-organisation:D7,656,35015,,,
air-quality-management-area,,,,government-organisation:D7,405,35016,,,
air-quality-management-area,,,,government-organisation:D7,132,35017,,,
air-quality-management-area,,,,government-organisation:D7,688,35018,,,
air-quality-management-area,,,,government-organisation:D7,1600,35019,,,
air-quality-management-area,,,,government-organisation:D7,3376,35020,,,
air-quality-management-area,,,,government-organisation:D7,3562,35021,,,
air-quality-management-area,,,,government-organisation:D7,3368,35022,,,
air-quality-management-area,,,,government-organisation:D7,3369,35023,,,
air-quality-management-area,,,,government-organisation:D7,69,35024,,,
air-quality-management-area,,,,government-organisation:D7,686,35025,,,
air-quality-management-area,,,,government-organisation:D7,481,35026,,,
air-quality-management-area,,,,government-organisation:D7,461,35027,,,
air-quality-management-area,,,,government-organisation:D7,67,35028,,,
air-quality-management-area,,,,government-organisation:D7,68,35029,,,
air-quality-management-area,,,,government-organisation:D7,3425,35030,,,
air-quality-management-area,,,,government-organisation:D7,3435,35031,,,
air-quality-management-area,,,,government-organisation:D7,3408,35032,,,
air-quality-management-area,,,,government-organisation:D7,3384,35033,,,
air-quality-management-area,,,,government-organisation:D7,137,35034,,,
air-quality-management-area,,,,government-organisation:D7,154,35035,,,
air-quality-management-area,,,,government-organisation:D7,36,35036,,,
air-quality-management-area,,,,government-organisation:D7,103,35037,,,
air-quality-management-area,,,,government-organisation:D7,157,35038,,,
air-quality-management-area,,,,government-organisation:D7,134,35039,,,
air-quality-management-area,,,,government-organisation:D7,380,35040,,,
air-quality-management-area,,,,government-organisation:D7,109,35041,,,
air-quality-management-area,,,,government-organisation:D7,84,35042,,,
air-quality-management-area,,,,government-organisation:D7,110,35043,,,
air-quality-management-area,,,,government-organisation:D7,441,35044,,,
air-quality-management-area,,,,government-organisation:D7,443,35045,,,
air-quality-management-area,,,,government-organisation:D7,611,35046,,,
air-quality-management-area,,,,government-organisation:D7,852,35047,,,
air-quality-management-area,,,,government-organisation:D7,677,35048,,,
air-quality-management-area,,,,government-organisation:D7,679,35049,,,
air-quality-management-area,,,,government-organisation:D7,1368,35050,,,
air-quality-management-area,,,,government-organisation:D7,1493,35051,,,
air-quality-management-area,,,,government-organisation:D7,675,35052,,,
air-quality-management-area,,,,government-organisation:D7,857,35053,,,
air-quality-management-area,,,,government-organisation:D7,1495,35054,,,
air-quality-management-area,,,,government-organisation:D7,1371,35055,,,
air-quality-management-area,,,,government-organisation:D7,1,35056,,,
air-quality-management-area,,,,government-organisation:D7,1481,35057,,,
