dataset,end-date,endpoint,entry-date,entry-number,field,pattern,resource,start-date
air-quality-management-area,,fc2f0599d4604ae4a9ceeafa994b2583be70bd37552b8fc188b2449d3b2b4700,,,notes,^[EW],,
