end-date,endpoint,entity,entry-date,entry-number,organisation,prefix,resource,start-date,value,reference
,,19100000,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,1
,,19100001,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,2
,,19100002,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,3
,,19100003,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,4
,,19100004,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,5
,,19100005,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,6
,,19100006,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,7
,,19100007,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,8
,,19100008,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,9
,,19100009,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,10
,,19100010,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,11
,,19100011,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,12
,,19100012,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,13
,,19100013,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,14
,,19100014,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,15
,,19100015,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,16
,,19100016,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,17
,,19100017,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,18
,,19100018,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,19
,,19100019,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,20
,,19100020,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,21
,,19100021,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,22
,,19100022,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,23
,,19100023,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,24
,,19100024,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,25
,,19100025,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,26
,,19100026,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,27
,,19100027,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,28
,,19100028,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,29
,,19100029,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,30
,,19100030,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,31
,,19100031,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,32
,,19100032,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,33
,,19100033,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,34
,,19100034,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,35
,,19100035,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,36
,,19100036,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,37
,,19100037,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,38
,,19100038,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,39
,,19100039,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,40
,,19100040,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,41
,,19100041,,,local-authority-eng:BUC,tree-preservation-zone,ae35aa8a7903f92fdb6035cae6183ef5bf7683e876733b5fbcf29f7704976a90,,,42
