source,attribution,collection,documentation-url,endpoint,licence,organisation,pipelines,entry-date,start-date,end-date
16cbfc64c5692cc8c3c10407e4c05e00,,conservation-area,https://data.gov.uk/dataset/d2284a6c-82bd-4b7c-9dc8-cecbe2fe0969/conservation-areas,833e2e15068ee0aa57d94513b1ec5035b681b22a626bb080749aa323391d2b50,,local-authority:TRF,conservation-area,2020-11-29T12:18:40Z,2020-11-29,
87e88244f8e757977089da03b3a7b625,,conservation-area,https://data.gov.uk/dataset/5b6c6254-1493-4840-a507-21f7b711582e/sedgemoor-conservation-areas,1e54db15e6aacb60345575ec20d558851d722a4711bb20b324ccb7cbffd1afa9,,local-authority:SEG,conservation-area,2020-11-29T12:18:40Z,2020-11-29,2024-09-05
d2791840d015a6edb7de89e27fbcf7f3,,conservation-area,https://data.gov.uk/dataset/34998a72-3d6e-40eb-a5bd-f9bc9c4ec1e3/conservation-areas,7cb1692a54e5a767247f2539cc65d2f02c0d0e47f81aef5d67db0363709a99b5,,local-authority:DUD,conservation-area,2020-11-29T12:18:40Z,2020-11-29,
fbcd145a0d6cfaab71c94cd48515cc6a,,conservation-area,https://data.gov.uk/dataset/5e39b5a4-cba0-491c-9143-30ef31f9ecf7/conservation-areas,a4197adbefe3deb8f96bff4ba356a4c98e093983240fe8e913481d6bbcf3d9db,,local-authority:PUR,conservation-area,2020-11-29T12:18:40Z,2020-11-29,2024-09-05
c74d446106726338d87d4b3cf446df74,,conservation-area,https://data.gov.uk/dataset/ccd28093-713e-4b9f-8d69-e350a00e7940/conservation-areas,6db7a78f1a3681ff82dd14e7abe1391169575d1df7660902afbbc10cec67b202,,local-authority:NOW,conservation-area,2020-11-29T12:18:40Z,2020-11-29,
c8ed39df9748f97b9ef25dfc1d0b253b,,conservation-area,https://data.gov.uk/dataset/bbb3cc40-ba5a-4aa6-970c-99aafcbb30bf/conservation-areas,0d8e344034c0489e9142e824ebeb300c5af5e103d140e36f3dc710d221c05f37,,local-authority:CAR,conservation-area,2020-11-29T12:18:40Z,2020-11-29,
c3c0af1468a99c73046f3add1459411e,,conservation-area,https://data.gov.uk/dataset/fed739d7-1303-4397-bc1e-1312a0015b41/conservation-area-historic-breakdown,f1c0048a9dbf0c716bfdbaba9e4da19870a59d95507aaa046824fcba01064a25,,local-authority:MAL,conservation-area,2020-11-29T12:18:40Z,2020-11-29,
e4c5c58db0ba31a23e9ab6fef808fadd,,conservation-area,https://data.gov.uk/dataset/b99685b2-0eb6-407e-87e1-4be5e7866655/conservation-areas,5c32ce2a1c89b1f91b7c6ebca6c01aaff88797917d42c637732b5ef8a026d099,,local-authority:CHI,conservation-area,2020-11-29T12:18:40Z,2020-11-29,
976d7783a0acd7a16f6f8a0cac4c751d,,conservation-area,https://data.gov.uk/dataset/de1d30d6-24d2-40e4-9b1d-60f6e503ebaa/conservation-areas,f6b468c84948ec43983f7dda486b3f224735e2889f94f69cd83ddf0db9b35e19,,local-authority:STH,conservation-area,2020-11-29T12:18:40Z,2020-11-29,
e784a1c6d74ddd84e725c9325e9a38fc,,conservation-area,https://data.london.gov.uk/dataset/conservation_areas,5d1d938d712dc3c3e094f070581466f89e397e1669655850b6caf7d3b643cfed,,local-authority:SWK,conservation-area,2020-11-29T12:18:40Z,2020-11-29,
4c021167b2cba4101e9308414bcf7ba0,,conservation-area,https://data.gov.uk/dataset/2bad5f04-ad3a-45d1-8065-a9ba872cd871/calverton-np-conservation-area,a910b126bd355f5cdd90e37e657780087d2be5ecde52ba2e76bd0ed471ee7762,,local-authority:GED,conservation-area,2020-11-29T12:18:40Z,2020-11-29,2024-09-05
08376cd3afe8761fbe7063b1ebdd6899,,conservation-area,https://data.gov.uk/dataset/86bea27d-e174-4a67-aa4b-ee1d3c72a0e8/st-helens-conservation-areas,985c16bc25453fd0649f2e03b4901ee882fd008b06d25cd2ed2f2272e8bc8990,,local-authority:SHN,conservation-area,2020-11-29T12:18:40Z,2020-11-29,2024-09-05
c715e7bf9810de5e389714646cf3500f,,conservation-area,https://data.gov.uk/dataset/519b7bf1-e830-4cf9-8d90-1546e3764a1d/conservation-areas,d74730ad1ef0a9baefea7d86e5175c81752896a5cdaf2e28b88027dce9b27317,,local-authority:SOX,conservation-area,2020-11-29T12:18:40Z,2020-11-29,
3f4a451a0221db5bc29cb647a0fc00d4,,conservation-area,https://data.gov.uk/dataset/c782a0de-ef2f-4c6d-aef3-dc068ac12e6b/conservation-areas-babergh,e6a63c92987299ca1409660135ab597f51b13f8c050421e7602c8f01054205f9,,local-authority:BAB,conservation-area,2020-11-29T12:18:40Z,2020-11-29,2024-09-05
534e09b8cb908fedcc9c5fa6c7e8de1f,,conservation-area,https://data.gov.uk/dataset/f9b58c79-0558-4e12-9128-d896f4bd2881/conservation-areas,d9f930af09cef73df4db5745d5555afb5b02f51c4818bd97e804b349f8f3ba4e,,national-park-authority:Q72617988,conservation-area,2020-11-29T12:18:40Z,2020-11-29,
65403abd968fff7bd7a6ea7268c96ad4,,conservation-area,https://data.gov.uk/dataset/231529d5-462c-4805-9fff-a5af0f3749ef/conservation-areas,813908b12b2b7e092e32e0c2ed7ae928add989c27ceeaac271caffea9ae7b8d1,,local-authority:NGM,conservation-area,2020-11-29T12:18:40Z,2020-11-29,
b4a6eaef6c93f4c8e015f89fffb54b10,,conservation-area,https://data.gov.uk/dataset/7acc10b4-f7df-4c02-8622-acbbaadb031d/halton-conservation-areas,f4415a266ba03cc5c71ab627967e794ce0b8ba4c5da00c79aacc40b55f6e7a93,,local-authority:HAL,conservation-area,2020-11-29T12:18:40Z,2020-11-29,2024-09-05
1afb78f9aa1e047004d531fc9cdbf41b,,conservation-area,https://data.gov.uk/dataset/1dd418af-62b2-47bb-90ff-f4f8d583aaad/conservation-areas,5e15eba1bd113aa524840907df82132457c85491ceb2e448f5ffa42dff0a9c19,,local-authority:NED,conservation-area,2020-11-29T12:18:40Z,2020-11-29,
d2e5e07d76e3492cdbb5280470bf0f19,,conservation-area,https://data.gov.uk/dataset/7d5490e2-d6e1-4656-bdd3-5be48186d2e5/dnpa-conservation-areas,b89a17ca70af985a2b4849fb1b95d90be4b10b7f53a2846f1b9865dd07e31339,,national-park-authority:Q5225646,conservation-area,2020-11-29T12:18:40Z,2020-11-29,
756df548c7508aa68d0f52c11c6e2762,,conservation-area,https://data.gov.uk/dataset/e31bb7b2-74c6-4d31-ab3b-e6cf17dfc786/conservation-areas,8ef7c6547386b2330e06d93ba3f5e65cbb21edc4943bbc566203419198a1866b,,local-authority:LND,conservation-area,2020-11-29T12:18:40Z,2020-11-29,
6cde8024b88ae00e13ae674c5ef1ec98,,conservation-area,https://data.gov.uk/dataset/e702ebff-27b4-4e86-acbb-74d066f3c4e7/conservation-areas,e16847d72fae8c0561a5093e1aa8f98ee64070746b682928e906c75ae9fa3671,,local-authority:LCE,conservation-area,2020-11-29T12:18:40Z,2020-11-29,2024-10-23
