prefix,resource,organisation,reference,entity
development-policy,,local-authority-eng:BUC,wdlp-BE1,5600463
development-policy,,local-authority-eng:BUC,wdlp-BE2,5600464
development-policy,,local-authority-eng:BUC,wdlp-BE3,5600465
development-policy,,local-authority-eng:BUC,wdlp-RUR1,5600466
development-policy,,local-authority-eng:BUC,wdlp-RUR2,5600467
development-policy,,local-authority-eng:BUC,wdlp-RUR3,5600468
development-policy,,local-authority-eng:BUC,wdlp-RUR4,5600469
development-policy,,local-authority-eng:BUC,wdlp-RUR5,5600470
development-policy,,local-authority-eng:BUC,wdlp-RUR6,5600471
development-policy,,local-authority-eng:BUC,wdlp-RUR7,5600472
development-policy,,local-authority-eng:BUC,wdlp-RUR8,5600473
development-policy,,local-authority-eng:BUC,wdlp-RUR9,5600474
development-policy,,local-authority-eng:BUC,wdlp-RUR10,5600475
development-policy,,local-authority-eng:BUC,wdlp-RUR11,5600476
development-policy,,local-authority-eng:BUC,wdlp-RUR12,5600477
development-policy,,local-authority-eng:BUC,wdlp-DM20,5600478
development-policy,,local-authority-eng:BUC,wdlp-DM21,5600479
development-policy,,local-authority-eng:BUC,wdlp-DM22,5600480
development-policy,,local-authority-eng:BUC,wdlp-DM23,5600481
development-policy,,local-authority-eng:BUC,wdlp-DM24,5600482
development-policy,,local-authority-eng:BUC,wdlp-DM25,5600483
development-policy,,local-authority-eng:BUC,wdlp-DM26,5600484
development-policy,,local-authority-eng:BUC,wdlp-DM27,5600485
development-policy,,local-authority-eng:BUC,wdlp-DM28,5600486
development-policy,,local-authority-eng:BUC,wdlp-DM29,5600487
development-policy,,local-authority-eng:BUC,wdlp-DM30,5600488
development-policy,,local-authority-eng:BUC,wdlp-DM31,5600489
development-policy,,local-authority-eng:BUC,wdlp-DM32,5600490
development-policy,,local-authority-eng:BUC,wdlp-DM33,5600491
development-policy,,local-authority-eng:BUC,wdlp-DM34,5600492
development-policy,,local-authority-eng:BUC,wdlp-DM35,5600493
development-policy,,local-authority-eng:BUC,wdlp-DM36,5600494
development-policy,,local-authority-eng:BUC,wdlp-DM37,5600495
development-policy,,local-authority-eng:BUC,wdlp-DM38,5600496
development-policy,,local-authority-eng:BUC,wdlp-DM39,5600497
development-policy,,local-authority-eng:BUC,wdlp-DM40,5600498
development-policy,,local-authority-eng:BUC,wdlp-DM41,5600499
development-policy,,local-authority-eng:BUC,wdlp-DM42,5600500
development-policy,,local-authority-eng:BUC,wdlp-DM43,5600501
development-policy,,local-authority-eng:BUC,wdlp-DM44,5600502
development-policy,,local-authority-eng:BUC,wdlp-DM45,5600503
development-policy,,local-authority-eng:BUC,wdlp-DM46,5600504
development-policy,,local-authority-eng:BUC,wdlp-DM47,5600505
development-policy,,local-authority-eng:BUC,dsa-HWTC1,5600506
development-policy,,local-authority-eng:BUC,dsa-HWTC2,5600507
development-policy,,local-authority-eng:BUC,dsa-HWTC3,5600508
development-policy,,local-authority-eng:BUC,dsa-HWTC4,5600509
development-policy,,local-authority-eng:BUC,dsa-HWTC5,5600510
development-policy,,local-authority-eng:BUC,dsa-HWTC6,5600511
development-policy,,local-authority-eng:BUC,dsa-HWTC7,5600512
development-policy,,local-authority-eng:BUC,dsa-HWTC8,5600513
development-policy,,local-authority-eng:BUC,dsa-HWTC9,5600514
development-policy,,local-authority-eng:BUC,dsa-HWTC10,5600515
development-policy,,local-authority-eng:BUC,dsa-HWTC11,5600516
development-policy,,local-authority-eng:BUC,dsa-HWTC12,5600517
development-policy,,local-authority-eng:BUC,dsa-HWTC13,5600518
development-policy,,local-authority-eng:BUC,dsa-HWTC14,5600519
development-policy,,local-authority-eng:BUC,dsa-HWTC15,5600520
development-policy,,local-authority-eng:BUC,dsa-HWTC16,5600521
development-policy,,local-authority-eng:BUC,dsa-HWTC17,5600522
development-policy,,local-authority-eng:BUC,dsa-HWTC18,5600523
development-policy,,local-authority-eng:BUC,dsa-HWTC19,5600524
development-policy,,local-authority-eng:BUC,dsa-HWTC20,5600525
development-policy,,local-authority-eng:BUC,dsa-HWTC21,5600526
development-policy,,local-authority-eng:BUC,dsa-HW1,5600527
development-policy,,local-authority-eng:BUC,dsa-HW2,5600528
development-policy,,local-authority-eng:BUC,dsa-HW3,5600529
development-policy,,local-authority-eng:BUC,dsa-MR1,5600530
development-policy,,local-authority-eng:BUC,dsa-MR2,5600531
development-policy,,local-authority-eng:BUC,dsa-MR3,5600532
development-policy,,local-authority-eng:BUC,dsa-MR4,5600533
development-policy,,local-authority-eng:BUC,dsa-MR5,5600534
development-policy,,local-authority-eng:BUC,dsa-PR1,5600535
development-policy,,local-authority-eng:BUC,dsa-PR2,5600536
development-policy,,local-authority-eng:BUC,dsa-DM1,5600537
development-policy,,local-authority-eng:BUC,dsa-DM2,5600538
development-policy,,local-authority-eng:BUC,dsa-DM3,5600539
development-policy,,local-authority-eng:BUC,dsa-DM4,5600540
development-policy,,local-authority-eng:BUC,dsa-DM5,5600541
development-policy,,local-authority-eng:BUC,dsa-DM6,5600542
development-policy,,local-authority-eng:BUC,dsa-DM7,5600543
development-policy,,local-authority-eng:BUC,dsa-DM8,5600544
development-policy,,local-authority-eng:BUC,dsa-DM9,5600545
development-policy,,local-authority-eng:BUC,dsa-DM10,5600546
development-policy,,local-authority-eng:BUC,dsa-DM11,5600547
development-policy,,local-authority-eng:BUC,dsa-DM12,5600548
development-policy,,local-authority-eng:BUC,dsa-DM13,5600549
development-policy,,local-authority-eng:BUC,dsa-DM14,5600550
development-policy,,local-authority-eng:BUC,dsa-DM15,5600551
development-policy,,local-authority-eng:BUC,dsa-DM16,5600552
development-policy,,local-authority-eng:BUC,dsa-DM19,5600553
development-policy,,local-authority-eng:BUC,bmwlp-P1,5600554
development-policy,,local-authority-eng:BUC,bmwlp-P2,5600555
development-policy,,local-authority-eng:BUC,bmwlp-P3,5600556
development-policy,,local-authority-eng:BUC,bmwlp-P4,5600557
development-policy,,local-authority-eng:BUC,bmwlp-P5,5600558
development-policy,,local-authority-eng:BUC,bmwlp-P6,5600559
development-policy,,local-authority-eng:BUC,bmwlp-P7,5600560
development-policy,,local-authority-eng:BUC,bmwlp-P8,5600561
development-policy,,local-authority-eng:BUC,bmwlp-P9,5600562
development-policy,,local-authority-eng:BUC,bmwlp-P10,5600563
development-policy,,local-authority-eng:BUC,bmwlp-P11,5600564
development-policy,,local-authority-eng:BUC,bmwlp-P12,5600565
development-policy,,local-authority-eng:BUC,bmwlp-P13,5600566
development-policy,,local-authority-eng:BUC,bmwlp-P14,5600567
development-policy,,local-authority-eng:BUC,bmwlp-P15,5600568
development-policy,,local-authority-eng:BUC,bmwlp-P16,5600569
development-policy,,local-authority-eng:BUC,bmwlp-P17,5600570
development-policy,,local-authority-eng:BUC,bmwlp-P18,5600571
development-policy,,local-authority-eng:BUC,bmwlp-P19,5600572
development-policy,,local-authority-eng:BUC,bmwlp-P20,5600573
development-policy,,local-authority-eng:BUC,bmwlp-P21,5600574
development-policy,,local-authority-eng:BUC,bmwlp-P22,5600575
development-policy,,local-authority-eng:BUC,bmwlp-P23,5600576
development-policy,,local-authority-eng:BUC,bmwlp-P24,5600577
development-policy,,local-authority-eng:BUC,bmwlp-P25,5600578
development-policy,,local-authority-eng:BUC,bmwlp-P26,5600579
development-policy,,local-authority-eng:BUC,bmwlp-P27,5600580
development-policy,,local-authority-eng:BUC,bmwlp-P28,5600581
development-policy,,local-authority-eng:BUC,astonclintonndp-HQD1,5600582
development-policy,,local-authority-eng:BUC,astonclintonndp-HQD2,5600583
development-policy,,local-authority-eng:BUC,astonclintonndp-H1,5600584
development-policy,,local-authority-eng:BUC,astonclintonndp-H2,5600585
development-policy,,local-authority-eng:BUC,astonclintonndp-H3,5600586
development-policy,,local-authority-eng:BUC,astonclintonndp-H4,5600587
development-policy,,local-authority-eng:BUC,astonclintonndp-H5,5600588
development-policy,,local-authority-eng:BUC,astonclintonndp-B1,5600589
development-policy,,local-authority-eng:BUC,astonclintonndp-B2,5600590
development-policy,,local-authority-eng:BUC,astonclintonndp-B3,5600591
development-policy,,local-authority-eng:BUC,astonclintonndp-B4,5600592
development-policy,,local-authority-eng:BUC,astonclintonndp-L1,5600593
development-policy,,local-authority-eng:BUC,astonclintonndp-L2,5600594
development-policy,,local-authority-eng:BUC,astonclintonndp-L3,5600595
development-policy,,local-authority-eng:BUC,astonclintonndp-E1,5600596
development-policy,,local-authority-eng:BUC,astonclintonndp-E2,5600597
development-policy,,local-authority-eng:BUC,astonclintonndp-T1,5600598
development-policy,,local-authority-eng:BUC,astonclintonndp-T2,5600599
development-policy,,local-authority-eng:BUC,astonclintonndp-EN1,5600600
development-policy,,local-authority-eng:BUC,astonclintonndp-EN2,5600601
development-policy,,local-authority-eng:BUC,astonclintonndp-EN3,5600602
development-policy,,local-authority-eng:BUC,astonclintonndp-EN4,5600603
development-policy,,local-authority-eng:BUC,buckinghamndp-HP1,5600604
development-policy,,local-authority-eng:BUC,buckinghamndp-HP2,5600605
development-policy,,local-authority-eng:BUC,buckinghamndp-HP3,5600606
development-policy,,local-authority-eng:BUC,buckinghamndp-HP4,5600607
development-policy,,local-authority-eng:BUC,buckinghamndp-HP5,5600608
development-policy,,local-authority-eng:BUC,buckinghamndp-HP6,5600609
development-policy,,local-authority-eng:BUC,buckinghamndp-HP7,5600610
development-policy,,local-authority-eng:BUC,buckinghamndp-DHE1,5600611
development-policy,,local-authority-eng:BUC,buckinghamndp-DHE2,5600612
development-policy,,local-authority-eng:BUC,buckinghamndp-DHE3,5600613
development-policy,,local-authority-eng:BUC,buckinghamndp-DHE4,5600614
development-policy,,local-authority-eng:BUC,buckinghamndp-DHE5,5600615
development-policy,,local-authority-eng:BUC,buckinghamndp-DHE6,5600616
development-policy,,local-authority-eng:BUC,buckinghamndp-CLH1,5600617
development-policy,,local-authority-eng:BUC,buckinghamndp-CLH2,5600618
development-policy,,local-authority-eng:BUC,buckinghamndp-CLH3,5600619
development-policy,,local-authority-eng:BUC,buckinghamndp-CLH4,5600620
development-policy,,local-authority-eng:BUC,buckinghamndp-CLH5,5600621
development-policy,,local-authority-eng:BUC,buckinghamndp-CLH6,5600622
development-policy,,local-authority-eng:BUC,buckinghamndp-CLH7,5600623
development-policy,,local-authority-eng:BUC,buckinghamndp-CLH8,5600624
development-policy,,local-authority-eng:BUC,buckinghamndp-EE1,5600625
development-policy,,local-authority-eng:BUC,buckinghamndp-EE2,5600626
development-policy,,local-authority-eng:BUC,buckinghamndp-EE3,5600627
development-policy,,local-authority-eng:BUC,buckinghamndp-EE4,5600628
development-policy,,local-authority-eng:BUC,buckinghamndp-EE5,5600629
development-policy,,local-authority-eng:BUC,buckinghamndp-EE6,5600630
development-policy,,local-authority-eng:BUC,buckinghamndp-EE7,5600631
development-policy,,local-authority-eng:BUC,buckinghamndp-EE8,5600632
development-policy,,local-authority-eng:BUC,buckinghamndp-I1,5600633
development-policy,,local-authority-eng:BUC,buckinghamndp-I2,5600634
development-policy,,local-authority-eng:BUC,buckinghamndp-I3,5600635
development-policy,,local-authority-eng:BUC,buckinghamndp-I4,5600636
development-policy,,local-authority-eng:BUC,buckinghamndp-I5,5600637
development-policy,,local-authority-eng:BUC,buckinghamndp-SR1,5600638
development-policy,,local-authority-eng:BUC,buckinghamndp-SR2,5600639
development-policy,,local-authority-eng:BUC,buckinghamndp-SR3,5600640
development-policy,,local-authority-eng:BUC,buckinghamndp-SR4,5600641
development-policy,,local-authority-eng:BUC,buckinghamndp-SR5,5600642
development-policy,,local-authority-eng:BUC,buckinghamndp-SR6,5600643
development-policy,,local-authority-eng:BUC,buckinghamndp-SR7,5600644
development-policy,,local-authority-eng:BUC,bucklandndp-BP1,5600645
development-policy,,local-authority-eng:BUC,bucklandndp-BP2,5600646
development-policy,,local-authority-eng:BUC,bucklandndp-BP3,5600647
development-policy,,local-authority-eng:BUC,bucklandndp-BP4,5600648
development-policy,,local-authority-eng:BUC,bucklandndp-BP5,5600649
development-policy,,local-authority-eng:BUC,bucklandndp-BP6,5600650
development-policy,,local-authority-eng:BUC,bucklandndp-BP7,5600651
development-policy,,local-authority-eng:BUC,bucklandndp-BP8,5600652
development-policy,,local-authority-eng:BUC,bucklandndp-BP9,5600653
development-policy,,local-authority-eng:BUC,bucklandndp-BP10,5600654
development-policy,,local-authority-eng:BUC,bucklandndp-BP11,5600655
development-policy,,local-authority-eng:BUC,bucklandndp-BP12,5600656
development-policy,,local-authority-eng:BUC,bucklandndp-BP13,5600657
development-policy,,local-authority-eng:BUC,bucklandndp-BP14,5600658
development-policy,,local-authority-eng:BUC,bucklandndp-BP15,5600659
development-policy,,local-authority-eng:BUC,cheddingtonndp-P1,5600660
development-policy,,local-authority-eng:BUC,cheddingtonndp-P2,5600661
development-policy,,local-authority-eng:BUC,cheddingtonndp-P3,5600662
development-policy,,local-authority-eng:BUC,cheddingtonndp-P4,5600663
development-policy,,local-authority-eng:BUC,cheddingtonndp-P5,5600664
development-policy,,local-authority-eng:BUC,cheddingtonndp-P6,5600665
development-policy,,local-authority-eng:BUC,cheddingtonndp-P7,5600666
development-policy,,local-authority-eng:BUC,edlesboroughndp-EP1,5600667
development-policy,,local-authority-eng:BUC,edlesboroughndp-EP2,5600668
development-policy,,local-authority-eng:BUC,edlesboroughndp-EP3,5600669
development-policy,,local-authority-eng:BUC,edlesboroughndp-EP4,5600670
development-policy,,local-authority-eng:BUC,edlesboroughndp-EP5,5600671
development-policy,,local-authority-eng:BUC,edlesboroughndp-EP6,5600672
development-policy,,local-authority-eng:BUC,edlesboroughndp-EP7,5600673
development-policy,,local-authority-eng:BUC,edlesboroughndp-EP8,5600674
development-policy,,local-authority-eng:BUC,edlesboroughndp-EP9,5600675
development-policy,,local-authority-eng:BUC,edlesboroughndp-EP10,5600676
development-policy,,local-authority-eng:BUC,edlesboroughndp-EP11,5600677
development-policy,,local-authority-eng:BUC,edlesboroughndp-EP12,5600678
development-policy,,local-authority-eng:BUC,greathorwoodndp-P1,5600679
development-policy,,local-authority-eng:BUC,greathorwoodndp-P2,5600680
development-policy,,local-authority-eng:BUC,greathorwoodndp-P3,5600681
development-policy,,local-authority-eng:BUC,greathorwoodndp-P4,5600682
development-policy,,local-authority-eng:BUC,haddenhamndp-TGA1,5600683
development-policy,,local-authority-eng:BUC,haddenhamndp-TGA2,5600684
development-policy,,local-authority-eng:BUC,haddenhamndp-TGA3,5600685
development-policy,,local-authority-eng:BUC,haddenhamndp-CES1,5600686
development-policy,,local-authority-eng:BUC,haddenhamndp-HWS1,5600687
development-policy,,local-authority-eng:BUC,haddenhamndp-HWS2,5600688
development-policy,,local-authority-eng:BUC,haddenhamndp-SRL1,5600689
development-policy,,local-authority-eng:BUC,haddenhamndp-SRL2,5600690
development-policy,,local-authority-eng:BUC,haddenhamndp-SRL3,5600691
development-policy,,local-authority-eng:BUC,haddenhamndp-RBJ1,5600692
development-policy,,local-authority-eng:BUC,ivinghoendp-HSG1,5600693
development-policy,,local-authority-eng:BUC,ivinghoendp-HSG2,5600694
development-policy,,local-authority-eng:BUC,ivinghoendp-ENV1,5600695
development-policy,,local-authority-eng:BUC,ivinghoendp-ENV2,5600696
development-policy,,local-authority-eng:BUC,ivinghoendp-ENV3,5600697
development-policy,,local-authority-eng:BUC,ivinghoendp-TRA1,5600698
development-policy,,local-authority-eng:BUC,ivinghoendp-TRA2,5600699
development-policy,,local-authority-eng:BUC,ivinghoendp-REC1,5600700
development-policy,,local-authority-eng:BUC,ivinghoendp-REC2,5600701
development-policy,,local-authority-eng:BUC,ivinghoendp-TEL1,5600702
development-policy,,local-authority-eng:BUC,ivinghoendp-BUS1,5600703
development-policy,,local-authority-eng:BUC,longcrendonndp-LC1,5600704
development-policy,,local-authority-eng:BUC,longcrendonndp-LC2,5600705
development-policy,,local-authority-eng:BUC,longcrendonndp-LC3,5600706
development-policy,,local-authority-eng:BUC,longcrendonndp-LC4,5600707
development-policy,,local-authority-eng:BUC,longcrendonndp-LC5,5600708
development-policy,,local-authority-eng:BUC,longcrendonndp-LC6,5600709
development-policy,,local-authority-eng:BUC,longcrendonndp-LC7,5600710
development-policy,,local-authority-eng:BUC,longcrendonndp-LC8,5600711
development-policy,,local-authority-eng:BUC,longcrendonndp-LC9,5600712
development-policy,,local-authority-eng:BUC,longcrendonndp-LC10,5600713
development-policy,,local-authority-eng:BUC,longcrendonndp-LC11,5600714
development-policy,,local-authority-eng:BUC,longcrendonndp-LC12,5600715
development-policy,,local-authority-eng:BUC,longcrendonndp-LC13,5600716
development-policy,,local-authority-eng:BUC,longcrendonndp-LC14,5600717
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG1,5600718
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG2,5600719
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG3,5600720
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG4,5600721
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG5,5600722
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG6,5600723
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG7,5600724
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG8,5600725
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG9,5600726
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG10,5600727
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG11,5600728
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG12,5600729
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG13,5600730
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG14,5600731
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG15,5600732
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG16,5600733
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG17,5600734
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG18,5600735
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG19,5600736
development-policy,,local-authority-eng:BUC,marshgibbonndp-MG20,5600737
development-policy,,local-authority-eng:BUC,pitstonendp-P1,5600738
development-policy,,local-authority-eng:BUC,pitstonendp-P2,5600739
development-policy,,local-authority-eng:BUC,pitstonendp-P3,5600740
development-policy,,local-authority-eng:BUC,pitstonendp-P4,5600741
development-policy,,local-authority-eng:BUC,pitstonendp-P5,5600742
development-policy,,local-authority-eng:BUC,pitstonendp-P6,5600743
development-policy,,local-authority-eng:BUC,pitstonendp-P7,5600744
development-policy,,local-authority-eng:BUC,pitstonendp-P8,5600745
development-policy,,local-authority-eng:BUC,quaintonndp-E1,5600746
development-policy,,local-authority-eng:BUC,quaintonndp-E2,5600747
development-policy,,local-authority-eng:BUC,quaintonndp-H1,5600748
development-policy,,local-authority-eng:BUC,quaintonndp-H2,5600749
development-policy,,local-authority-eng:BUC,quaintonndp-CF1,5600750
development-policy,,local-authority-eng:BUC,quaintonndp-NE1,5600751
development-policy,,local-authority-eng:BUC,quaintonndp-NE2,5600752
development-policy,,local-authority-eng:BUC,quaintonndp-LE1,5600753
development-policy,,local-authority-eng:BUC,quaintonndp-T1,5600754
development-policy,,local-authority-eng:BUC,quaintonndp-T2,5600755
development-policy,,local-authority-eng:BUC,quaintonndp-I1,5600756
development-policy,,local-authority-eng:BUC,slaptonndp-SLP1,5600757
development-policy,,local-authority-eng:BUC,slaptonndp-SLP2,5600758
development-policy,,local-authority-eng:BUC,slaptonndp-SLP3,5600759
development-policy,,local-authority-eng:BUC,slaptonndp-SLP4,5600760
development-policy,,local-authority-eng:BUC,slaptonndp-SLP5,5600761
development-policy,,local-authority-eng:BUC,slaptonndp-SLP6,5600762
development-policy,,local-authority-eng:BUC,steepleclaydonndp-SC1,5600763
development-policy,,local-authority-eng:BUC,steepleclaydonndp-SC2,5600764
development-policy,,local-authority-eng:BUC,steepleclaydonndp-SC3,5600765
development-policy,,local-authority-eng:BUC,steepleclaydonndp-SC4,5600766
development-policy,,local-authority-eng:BUC,steepleclaydonndp-SC5,5600767
development-policy,,local-authority-eng:BUC,steepleclaydonndp-SC6,5600768
development-policy,,local-authority-eng:BUC,steepleclaydonndp-SC7,5600769
development-policy,,local-authority-eng:BUC,steepleclaydonndp-SC8,5600770
development-policy,,local-authority-eng:BUC,waddesdonndp-WAD1,5600771
development-policy,,local-authority-eng:BUC,waddesdonndp-WAD2,5600772
development-policy,,local-authority-eng:BUC,waddesdonndp-WAD3,5600773
development-policy,,local-authority-eng:BUC,waddesdonndp-WAD4,5600774
development-policy,,local-authority-eng:BUC,waddesdonndp-WAD5,5600775
development-policy,,local-authority-eng:BUC,waddesdonndp-WAD6,5600776
development-policy,,local-authority-eng:BUC,waddesdonndp-WAD7,5600777
development-policy,,local-authority-eng:BUC,waddesdonndp-WAD8,5600778
development-policy,,local-authority-eng:BUC,waddesdonndp-WAD9,5600779
development-policy,,local-authority-eng:BUC,waddesdonndp-WAD10,5600780
development-policy,,local-authority-eng:BUC,waddesdonndp-WAD11,5600781
development-policy,,local-authority-eng:BUC,waddesdonndp-WAD12,5600782
development-policy,,local-authority-eng:BUC,waddesdonndp-WAD13,5600783
development-policy,,local-authority-eng:BUC,waddesdonndp-WAD14,5600784
development-policy,,local-authority-eng:BUC,westonturvillendp-H1,5600785
development-policy,,local-authority-eng:BUC,westonturvillendp-H2,5600786
development-policy,,local-authority-eng:BUC,westonturvillendp-H3,5600787
development-policy,,local-authority-eng:BUC,westonturvillendp-H4,5600788
development-policy,,local-authority-eng:BUC,westonturvillendp-T1,5600789
development-policy,,local-authority-eng:BUC,westonturvillendp-T2,5600790
development-policy,,local-authority-eng:BUC,westonturvillendp-T3,5600791
development-policy,,local-authority-eng:BUC,westonturvillendp-E1,5600792
development-policy,,local-authority-eng:BUC,westonturvillendp-E2,5600793
development-policy,,local-authority-eng:BUC,westonturvillendp-E3,5600794
development-policy,,local-authority-eng:BUC,westonturvillendp-C1,5600795
development-policy,,local-authority-eng:BUC,westonturvillendp-C2,5600796
development-policy,,local-authority-eng:BUC,westonturvillendp-C3,5600797
development-policy,,local-authority-eng:BUC,westonturvillendp-HE1,5600798
development-policy,,local-authority-eng:BUC,westonturvillendp-HE2,5600799
development-policy,,local-authority-eng:BUC,westonturvillendp-B1,5600800
development-policy,,local-authority-eng:BUC,westonturvillendp-B2,5600801
development-policy,,local-authority-eng:BUC,westonturvillendp-B3,5600802
development-policy,,local-authority-eng:BUC,wendoverndp-H1,5600803
development-policy,,local-authority-eng:BUC,wendoverndp-H2,5600804
development-policy,,local-authority-eng:BUC,wendoverndp-H3,5600805
development-policy,,local-authority-eng:BUC,wendoverndp-H4,5600806
development-policy,,local-authority-eng:BUC,wendoverndp-SD1,5600807
development-policy,,local-authority-eng:BUC,wendoverndp-SD2,5600808
development-policy,,local-authority-eng:BUC,wendoverndp-B1,5600809
development-policy,,local-authority-eng:BUC,wendoverndp-CF1,5600810
development-policy,,local-authority-eng:BUC,wendoverndp-CH1,5600811
development-policy,,local-authority-eng:BUC,wendoverndp-G1,5600812
development-policy,,local-authority-eng:BUC,wendoverndp-G2,5600813
development-policy,,local-authority-eng:BUC,wendoverndp-G3,5600814
development-policy,,local-authority-eng:BUC,wendoverndp-IC1,5600815
development-policy,,local-authority-eng:BUC,wendoverndp-T1,5600816
development-policy,,local-authority-eng:BUC,wendoverndp-T2,5600817
development-policy,,local-authority-eng:BUC,wendoverndp-T3,5600818
development-policy,,local-authority-eng:BUC,wendoverndp-T4,5600819
development-policy,,local-authority-eng:BUC,wingndp-CGS1,5600820
development-policy,,local-authority-eng:BUC,wingndp-CGS2,5600821
development-policy,,local-authority-eng:BUC,wingndp-CGS3,5600822
development-policy,,local-authority-eng:BUC,wingndp-F1,5600823
development-policy,,local-authority-eng:BUC,wingndp-HE1,5600824
development-policy,,local-authority-eng:BUC,wingndp-HE2,5600825
development-policy,,local-authority-eng:BUC,wingndp-VE1,5600826
development-policy,,local-authority-eng:BUC,wingndp-E1,5600827
development-policy,,local-authority-eng:BUC,wingndp-E2,5600828
development-policy,,local-authority-eng:BUC,wingndp-E3,5600829
development-policy,,local-authority-eng:BUC,wingndp-E4,5600830
development-policy,,local-authority-eng:BUC,wingndp-T1,5600831
development-policy,,local-authority-eng:BUC,wingndp-T2,5600832
development-policy,,local-authority-eng:BUC,wingndp-T3,5600833
development-policy,,local-authority-eng:BUC,wingndp-T4,5600834
development-policy,,local-authority-eng:BUC,wingndp-HO1,5600835
development-policy,,local-authority-eng:BUC,wingndp-HO2,5600836
development-policy,,local-authority-eng:BUC,wingndp-HO3,5600837
development-policy,,local-authority-eng:BUC,wingndp-A1,5600838
development-policy,,local-authority-eng:BUC,wingndp-A2,5600839
development-policy,,local-authority-eng:BUC,wingraverowshamndp-P1,5600840
development-policy,,local-authority-eng:BUC,wingraverowshamndp-P2,5600841
development-policy,,local-authority-eng:BUC,wingraverowshamndp-P3,5600842
development-policy,,local-authority-eng:BUC,wingraverowshamndp-P4,5600843
development-policy,,local-authority-eng:BUC,wingraverowshamndp-P5,5600844
development-policy,,local-authority-eng:BUC,wingraverowshamndp-P6,5600845
development-policy,,local-authority-eng:BUC,wingraverowshamndp-P7,5600846
development-policy,,local-authority-eng:BUC,wingraverowshamndp-P8,5600847
development-policy,,local-authority-eng:BUC,winslowndp-P1,5600848
development-policy,,local-authority-eng:BUC,winslowndp-P2,5600849
development-policy,,local-authority-eng:BUC,winslowndp-P3,5600850
development-policy,,local-authority-eng:BUC,winslowndp-P4,5600851
development-policy,,local-authority-eng:BUC,winslowndp-P5,5600852
development-policy,,local-authority-eng:BUC,winslowndp-P6,5600853
development-policy,,local-authority-eng:BUC,winslowndp-P7,5600854
development-policy,,local-authority-eng:BUC,winslowndp-P8,5600855
development-policy,,local-authority-eng:BUC,winslowndp-P9,5600856
development-policy,,local-authority-eng:BUC,winslowndp-P10,5600857
development-policy,,local-authority-eng:BUC,winslowndp-P11,5600858
development-policy,,local-authority-eng:BUC,winslowndp-P12,5600859
development-policy,,local-authority-eng:BUC,winslowndp-P13,5600860
development-policy,,local-authority-eng:BUC,winslowndp-P14,5600861
development-policy,,local-authority-eng:BUC,winslowndp-P15,5600862
development-policy,,local-authority-eng:BUC,winslowndp-P16,5600863
development-policy,,local-authority-eng:BUC,winslowndp-P17,5600864
development-policy,,local-authority-eng:BUC,winslowndp-P18,5600865
development-policy,,local-authority-eng:BUC,winslowndp-P19,5600866
development-policy,,local-authority-eng:BUC,winslowndp-P20,5600867
development-policy,,local-authority-eng:BUC,worminghallndp-SB1,5600868
development-policy,,local-authority-eng:BUC,worminghallndp-NH1,5600869
development-policy,,local-authority-eng:BUC,worminghallndp-NH2,5600870
development-policy,,local-authority-eng:BUC,worminghallndp-NH3,5600871
development-policy,,local-authority-eng:BUC,worminghallndp-RC1,5600872
development-policy,,local-authority-eng:BUC,worminghallndp-CFR1,5600873
development-policy,,local-authority-eng:BUC,worminghallndp-CFR2,5600874
development-policy,,local-authority-eng:BUC,worminghallndp-CFR3,5600875
development-policy,,local-authority-eng:BUC,worminghallndp-CH1,5600876
development-policy,,local-authority-eng:BUC,worminghallndp-TT1,5600877
development-policy,,local-authority-eng:BUC,chalfontstgilesndp-HP1,5600878
development-policy,,local-authority-eng:BUC,chalfontstgilesndp-HP2,5600879
development-policy,,local-authority-eng:BUC,chalfontstgilesndp-CFP1,5600880
development-policy,,local-authority-eng:BUC,chalfontstgilesndp-EP1,5600881
development-policy,,local-authority-eng:BUC,chalfontstgilesndp-NEP1,5600882
development-policy,,local-authority-eng:BUC,chalfontstgilesndp-NEP2,5600883
development-policy,,local-authority-eng:BUC,chalfontstgilesndp-HEP1,5600884
development-policy,,local-authority-eng:BUC,chalfontstgilesndp-DP1,5600885
development-policy,,local-authority-eng:BUC,chalfontstpeterndp-VC1,5600886
