old-entity,status,entity,notes,end-date,entry-date,start-date
560001,301,560014,Redirect MHCLG temporary entity to authoritative from GMCA,,,
560002,301,560012,Redirect MHCLG temporary entity to authoritative from GMCA,,,
560003,301,560013,Redirect MHCLG temporary entity to authoritative from GMCA,,,
