dataset,resource,field,pattern,value,entry-number,start-date,end-date,entry-date,endpoint
permitted-development-right,ae2e4bbadda50a227712436158814ed60caffa22d987f24aacbd0ac2ab529b46,entity,1500151,11500151,,,2024-08-05,,
permitted-development-right,bf83c948bf1997dc4aac377c7dc32c8b3e6ff5002b5652bbf519d02e47a6fee7,entity,1500151,11500151,,,2024-08-05,,
