end-date,endpoint,entity,entry-date,entry-number,organisation,prefix,resource,start-date,value,reference
,,7500000,,,,heritage-at-risk,,,,1006098
,,7500001,,,,heritage-at-risk,,,,1006213
,,7500002,,,,heritage-at-risk,,,,1006246
,,7500003,,,,heritage-at-risk,,,,1006280
,,7500004,,,,heritage-at-risk,,,,1006329
,,7500005,,,,heritage-at-risk,,,,1006348
,,7500006,,,,heritage-at-risk,,,,1006364
,,7500007,,,,heritage-at-risk,,,,1006379
,,7500008,,,,heritage-at-risk,,,,1006413
,,7500009,,,,heritage-at-risk,,,,1006430
,,7500010,,,,heritage-at-risk,,,,1006432
,,7500011,,,,heritage-at-risk,,,,1006465
,,7500012,,,,heritage-at-risk,,,,1006466
,,7500013,,,,heritage-at-risk,,,,1006481
,,7500014,,,,heritage-at-risk,,,,1006513
,,7500015,,,,heritage-at-risk,,,,1006531
,,7500016,,,,heritage-at-risk,,,,1006547
,,7500017,,,,heritage-at-risk,,,,1006563
,,7500018,,,,heritage-at-risk,,,,1006564
,,7500019,,,,heritage-at-risk,,,,1006597
,,7500020,,,,heritage-at-risk,,,,1006616
,,7500021,,,,heritage-at-risk,,,,1006683
,,7500022,,,,heritage-at-risk,,,,1006715
,,7500023,,,,heritage-at-risk,,,,1006716
,,7500024,,,,heritage-at-risk,,,,1006717
,,7500025,,,,heritage-at-risk,,,,1006733
,,7500026,,,,heritage-at-risk,,,,1006765
,,7500027,,,,heritage-at-risk,,,,1006898
,,7500028,,,,heritage-at-risk,,,,1006949
,,7500029,,,,heritage-at-risk,,,,1006100
,,7500030,,,,heritage-at-risk,,,,1006225
,,7500031,,,,heritage-at-risk,,,,1006275
,,7500032,,,,heritage-at-risk,,,,1006311
,,7500033,,,,heritage-at-risk,,,,1006334
,,7500034,,,,heritage-at-risk,,,,1006395
,,7500035,,,,heritage-at-risk,,,,1006409
,,7500036,,,,heritage-at-risk,,,,1006418
,,7500037,,,,heritage-at-risk,,,,1006427
,,7500038,,,,heritage-at-risk,,,,1006459
,,7500039,,,,heritage-at-risk,,,,1006479
,,7500040,,,,heritage-at-risk,,,,1006484
,,7500041,,,,heritage-at-risk,,,,1006529
,,7500042,,,,heritage-at-risk,,,,1006554
,,7500043,,,,heritage-at-risk,,,,1006570
,,7500044,,,,heritage-at-risk,,,,1006602
,,7500045,,,,heritage-at-risk,,,,1006611
,,7500046,,,,heritage-at-risk,,,,1006636
,,7500047,,,,heritage-at-risk,,,,1006684
,,7500048,,,,heritage-at-risk,,,,1006704
,,7500049,,,,heritage-at-risk,,,,1006768
,,7500050,,,,heritage-at-risk,,,,1006793
,,7500051,,,,heritage-at-risk,,,,1006820
,,7500052,,,,heritage-at-risk,,,,1006827
,,7500053,,,,heritage-at-risk,,,,1006879
,,7500054,,,,heritage-at-risk,,,,1006943
,,7500055,,,,heritage-at-risk,,,,1006119
,,7500056,,,,heritage-at-risk,,,,1006128
,,7500057,,,,heritage-at-risk,,,,1006158
,,7500058,,,,heritage-at-risk,,,,1006160
,,7500059,,,,heritage-at-risk,,,,1006167
,,7500060,,,,heritage-at-risk,,,,1006192
,,7500061,,,,heritage-at-risk,,,,1006253
,,7500062,,,,heritage-at-risk,,,,1006260
,,7500063,,,,heritage-at-risk,,,,1006278
,,7500064,,,,heritage-at-risk,,,,1006285
,,7500065,,,,heritage-at-risk,,,,1006335
,,7500066,,,,heritage-at-risk,,,,1006387
,,7500067,,,,heritage-at-risk,,,,1006437
,,7500068,,,,heritage-at-risk,,,,1006451
,,7500069,,,,heritage-at-risk,,,,1006460
,,7500070,,,,heritage-at-risk,,,,1006478
,,7500071,,,,heritage-at-risk,,,,1006567
,,7500072,,,,heritage-at-risk,,,,1006601
,,7500073,,,,heritage-at-risk,,,,1006651
,,7500074,,,,heritage-at-risk,,,,1006696
,,7500075,,,,heritage-at-risk,,,,1006712
