prefix,resource,endpoint,entry-number,organisation,reference,entity,entry-date,start-date,end-date
archaeological-priority-area,,,,government-organisation:PB1164,76962,40000,,,
archaeological-priority-area,,,,government-organisation:PB1164,76923,40001,,,
archaeological-priority-area,,,,government-organisation:PB1164,76331,40002,,,
archaeological-priority-area,,,,government-organisation:PB1164,77135,40003,,,
archaeological-priority-area,,,,government-organisation:PB1164,77696,40004,,,
archaeological-priority-area,,,,government-organisation:PB1164,77649,40005,,,
archaeological-priority-area,,,,government-organisation:PB1164,77428,40006,,,
archaeological-priority-area,,,,government-organisation:PB1164,77019,40007,,,
archaeological-priority-area,,,,government-organisation:PB1164,76564,40008,,,
archaeological-priority-area,,,,government-organisation:PB1164,76588,40009,,,
archaeological-priority-area,,,,government-organisation:PB1164,209755,40010,,,
archaeological-priority-area,,,,government-organisation:PB1164,76223,40011,,,
archaeological-priority-area,,,,government-organisation:PB1164,76304,40012,,,
archaeological-priority-area,,,,government-organisation:PB1164,76565,40013,,,
archaeological-priority-area,,,,government-organisation:PB1164,78396,40014,,,
archaeological-priority-area,,,,government-organisation:PB1164,78417,40015,,,
archaeological-priority-area,,,,government-organisation:PB1164,77654,40016,,,
archaeological-priority-area,,,,government-organisation:PB1164,78073,40017,,,
archaeological-priority-area,,,,government-organisation:PB1164,78218,40018,,,
archaeological-priority-area,,,,government-organisation:PB1164,76547,40019,,,
archaeological-priority-area,,,,government-organisation:PB1164,76669,40020,,,
archaeological-priority-area,,,,government-organisation:PB1164,76194,40021,,,
archaeological-priority-area,,,,government-organisation:PB1164,77080,40022,,,
archaeological-priority-area,,,,government-organisation:PB1164,76693,40023,,,
archaeological-priority-area,,,,government-organisation:PB1164,77550,40024,,,
archaeological-priority-area,,,,government-organisation:PB1164,209759,40025,,,
archaeological-priority-area,,,,government-organisation:PB1164,76173,40026,,,
archaeological-priority-area,,,,government-organisation:PB1164,76753,40027,,,
archaeological-priority-area,,,,government-organisation:PB1164,77281,40028,,,
archaeological-priority-area,,,,government-organisation:PB1164,76402,40029,,,
archaeological-priority-area,,,,government-organisation:PB1164,77469,40030,,,
archaeological-priority-area,,,,government-organisation:PB1164,78206,40031,,,
archaeological-priority-area,,,,government-organisation:PB1164,77065,40032,,,
archaeological-priority-area,,,,government-organisation:PB1164,77705,40033,,,
archaeological-priority-area,,,,government-organisation:PB1164,77190,40034,,,
archaeological-priority-area,,,,government-organisation:PB1164,209611,40035,,,
