dataset,endpoint,resource,column,field,start-date,end-date,entry-date
transport-access-node,,,ATCOCode,reference,,,
transport-access-node,,,NaptanCode,naptan-code,,,
transport-access-node,,,CommonName,name,,,
transport-access-node,,,StopType,transport-access-node-type,,,
transport-access-node,,,BusStopType,bus-stop-type,,,
transport-access-node,,,Notes,notes,,,
transport-access-node,,,CreationDateTime,start-date,,,
transport-access-node,,,longitude,GeoX,,,
transport-access-node,,,latitude,GeoY,,,
transport-access-node,1d1f774ac88c0d78fa1b484af2c6614cf1a3c643a46ad02e365a39b45a179eae,,Easting,GeoX,,,
transport-access-node,1d1f774ac88c0d78fa1b484af2c6614cf1a3c643a46ad02e365a39b45a179eae,,Northing,GeoY,,,
transport-access-node,3b8ad201675781c213c6fbc4200822e681bfb80024a9205c74a616d49cdf21b4,,Easting,GeoX,,,
transport-access-node,3b8ad201675781c213c6fbc4200822e681bfb80024a9205c74a616d49cdf21b4,,Northing,GeoY,,,
transport-access-node,4fbf71547440d46d14632e6ecd95494e291c7d47105bf111c044da1054004ccf,,Easting,GeoX,,,
transport-access-node,4fbf71547440d46d14632e6ecd95494e291c7d47105bf111c044da1054004ccf,,Northing,GeoY,,,
transport-access-node,326503ad766661593d37a2e2295063d3f913d19bf8bb022b980517ba8b90361f,,Easting,GeoX,,,
transport-access-node,326503ad766661593d37a2e2295063d3f913d19bf8bb022b980517ba8b90361f,,Northing,GeoY,,,
transport-access-node,9f9a2fb219a411a8c33e7d47893736f3634c8f4e7a6812992bc037064629f25e,,Easting,GeoX,,,
transport-access-node,9f9a2fb219a411a8c33e7d47893736f3634c8f4e7a6812992bc037064629f25e,,Northing,GeoY,,,
transport-access-node,da2163f88c1e382660825afe28ea8a60d4f750da7e8112c4089b7ca077276b39,,Easting,GeoX,,,
transport-access-node,da2163f88c1e382660825afe28ea8a60d4f750da7e8112c4089b7ca077276b39,,Northing,GeoY,,,
transport-access-node,7963c555f18284d37d7bc81e1b5872668c84f5e3fca14b6e68670b6da90b277a,,Easting,GeoX,,,
transport-access-node,7963c555f18284d37d7bc81e1b5872668c84f5e3fca14b6e68670b6da90b277a,,Northing,GeoY,,,
