source,attribution,collection,documentation-url,endpoint,licence,organisation,pipeline,entry-date,start-date,end-date
cdbf29d3b4b271f520cf61be0cf592d6,crown-copyright,organisation,,e2131de27e2569f7015d8bb93fff17f9d8f70ce271b8487653c5c7ec1a9470c8,ogl3,government-organisation:D1342,nonprofit,2022-05-30T20:20:10:39Z,,
fb32d75c3245fb1a75d82449c945eeed,wikidata,organisation,,f54eb6ad6b51e34a979676f6c0af25dd240a5163da8f14b3edfe83f9c3e93f20,cc-by-sa,nonprofit:Q180,nonprofit,2022-05-30T19:19:47:58Z,,
