dataset,endpoint,resource,column,field,start-date,end-date,entry-date
national-park,,,WKT,geometry,,,
national-park,,,NPARK15CD,reference,,,
national-park,,,NPARK15NM,name,,,
national-park,,,npark18cd,reference,,,
national-park,,,npark18nm,name,,,
national-park,,,NPARK22CD,reference,,,
national-park,,,NPARK22NM,name,,,
