dataset,endpoint,resource,column,field,start-date,end-date,entry-date
nature-improvement-area,,,GlobalID,reference,,,
nature-improvement-area,,,NIA_NAME,name,,,
nature-improvement-area,,,WKT,geometry,,,


