source,attribution,collection,documentation-url,endpoint,licence,organisation,pipelines,entry-date,start-date,end-date
22a0290c19f918101eab7e89b8923ff3,,article-4-direction,,,,development-corporation:Q20648596,article-4-direction-area,2021-08-31T16:13:35Z,,
4daa592fc65753d2477bd18c9a2b3e6c,,article-4-direction,,,,development-corporation:Q6670544,article-4-direction-area,2021-08-31T16:13:35Z,,
4429455a8a28b46f13ce5b3faa04e7db,,article-4-direction,,,,development-corporation:Q72456968,article-4-direction-area,2021-08-31T16:13:35Z,,
d2c075697656d15de1fd4302cfe84157,,article-4-direction,,,,development-corporation:Q72463795,article-4-direction-area,2021-08-31T16:13:35Z,,
3c58e46a5b1f2cec5538bc35f2f7cc42,,article-4-direction,,,,local-authority:ADU,article-4-direction-area,2021-08-31T16:13:35Z,,
a4dc57d273d5a51b3f6300c450a8db99,,article-4-direction,,,,local-authority:ALL,article-4-direction-area,2021-08-31T16:13:35Z,,
bb865fcef1aa0f3167ca8ed1185e7852,,article-4-direction,,,,local-authority:AMB,article-4-direction-area,2021-08-31T16:13:35Z,,
4bd493997ad44a161c7ccf56647b4984,,article-4-direction,,,,local-authority:ARU,article-4-direction-area,2021-08-31T16:13:35Z,,
e665b762fe4eac327dbc46f3c5baf31b,,article-4-direction,,,,local-authority:ASF,article-4-direction-area,2021-08-31T16:13:35Z,,
0ec3b4231466f654853c65134b352b7b,,article-4-direction,,,,local-authority:ASH,article-4-direction-area,2021-08-31T16:13:35Z,,
c99bc157e3228983bfa0f216ff54d2a9,,article-4-direction,,,,local-authority:AYL,article-4-direction-area,2021-08-31T16:13:35Z,,2020-03-31
724c839149b18720c14463af9af52ce4,,article-4-direction,,,,local-authority:BAB,article-4-direction-area,2021-08-31T16:13:35Z,,
2c269a5b5da0b5519d444ee78ff1e47a,,article-4-direction,,,,local-authority:BAE,article-4-direction-area,2021-08-31T16:13:35Z,,
90436c1e7f8e0f924f88601d7ce075af,,article-4-direction,,,,local-authority:BAI,article-4-direction-area,2021-08-31T16:13:35Z,,
8a67f2085a66fc6ff5e697bc511ec52b,,article-4-direction,,,,local-authority:BAN,article-4-direction-area,2021-08-31T16:13:35Z,,
dcca8fa010fc2f5bf8d0735acabb8e74,,article-4-direction,,,,local-authority:BAR,article-4-direction-area,2021-08-31T16:13:35Z,,
c6a3c564e32caa5b3030db80a4ec2d2a,,article-4-direction,,,,local-authority:BAS,article-4-direction-area,2021-08-31T16:13:35Z,,
d0da2f14f7f3e109879b6c13fa5b54c0,,article-4-direction,,,,local-authority:BBD,article-4-direction-area,2021-08-31T16:13:35Z,,
bb641a554dc7c7935e1330073ae11bd1,,article-4-direction,,,,local-authority:BDF,article-4-direction-area,2021-08-31T16:13:35Z,,
3be49825825b9ba6977103988e709494,,article-4-direction,,,,local-authority:BDG,article-4-direction-area,2021-08-31T16:13:35Z,,
f144317aa8ad2a9f245358bc94635b3a,,article-4-direction,,,,local-authority:BEN,article-4-direction-area,2021-08-31T16:13:35Z,,
b8d03dd64a9aaaf8ca4fc561eb157a20,,article-4-direction,,,,local-authority:BEX,article-4-direction-area,2021-08-31T16:13:35Z,,
718908f1391c9ddacd079d1ee9c08b18,,article-4-direction,,,,local-authority:BIR,article-4-direction-area,2021-08-31T16:13:35Z,,
7bc4a8e489678bc7258d06d47dc2e325,,article-4-direction,,,,local-authority:BLA,article-4-direction-area,2021-08-31T16:13:35Z,,
8e7a960f5fe7f3bab35affab4a5f0ef6,,article-4-direction,,,,local-authority:BMH,article-4-direction-area,2021-08-31T16:13:35Z,,2019-03-31
6a5448d683db779341e0d224cfce21fc,,article-4-direction,,,,local-authority:BNE,article-4-direction-area,2021-08-31T16:13:35Z,,
925c5c27adf6aa6dfbf85b671ece4154,,article-4-direction,,,,local-authority:BNH,article-4-direction-area,2021-08-31T16:13:35Z,,
