end-date,endpoint,entity,entry-date,entry-number,organisation,prefix,resource,start-date,value,reference
,,7002000000,,,local-authority-eng:BUC,tree,,,,L54NMBES07K00
,,7002000001,,,local-authority-eng:BUC,tree,,,,LC4R69ES07K00
,,7002000002,,,local-authority-eng:BUC,tree,,,,LG8X5QES07K00
,,7002000003,,,local-authority-eng:BUC,tree,,,,LGLX3IES07K00
,,7002000004,,,local-authority-eng:BUC,tree,,,,LMEXKGES07K00
,,7002000005,,,local-authority-eng:BUC,tree,,,,LNX1ARES07K00
,,7002000006,,,local-authority-eng:BUC,tree,,,,LOMKUSES07K00
,,7002000007,,,local-authority-eng:BUC,tree,,,,LPCX3XES07K00
,,7002000008,,,local-authority-eng:BUC,tree,,,,LPCX3XES07K01
,,7002000009,,,local-authority-eng:BUC,tree,,,,LPCX3YES07K00
,,7002000010,,,local-authority-eng:BUC,tree,,,,LPCX3YES07K01
,,7002000011,,,local-authority-eng:BUC,tree,,,,LPCX3ZES07K00
,,7002000012,,,local-authority-eng:BUC,tree,,,,LPCX3ZES07K01
,,7002000013,,,local-authority-eng:BUC,tree,,,,LPCX40ES07K00
,,7002000014,,,local-authority-eng:BUC,tree,,,,LPCX40ES07K01
,,7002000015,,,local-authority-eng:BUC,tree,,,,LPCX41ES07K00
,,7002000016,,,local-authority-eng:BUC,tree,,,,LPCX42ES07K00
,,7002000017,,,local-authority-eng:BUC,tree,,,,LPCX42ES07K01
,,7002000018,,,local-authority-eng:BUC,tree,,,,LPCX43ES07K00
,,7002000019,,,local-authority-eng:BUC,tree,,,,LPCX43ES07K01
,,7002000020,,,local-authority-eng:BUC,tree,,,,LPCX44ES07K00
,,7002000021,,,local-authority-eng:BUC,tree,,,,LPCX44ES07K01
,,7002000022,,,local-authority-eng:BUC,tree,,,,LPCX45ES07K00
,,7002000023,,,local-authority-eng:BUC,tree,,,,LPCX45ES07K01
,,7002000024,,,local-authority-eng:BUC,tree,,,,LPCX46ES07K00
,,7002000025,,,local-authority-eng:BUC,tree,,,,LRVKTNES07K00
,,7002000026,,,local-authority-eng:BUC,tree,,,,LRVKV6ES07K00
,,7002000027,,,local-authority-eng:BUC,tree,,,,LRYUADES07K00
,,7002000028,,,local-authority-eng:BUC,tree,,,,LVVT3XES07K00
,,7002000029,,,local-authority-eng:BUC,tree,,,,LZE1MUES07K00
,,7002000030,,,local-authority-eng:BUC,tree,,,,M2OIVHES07K00
,,7002000031,,,local-authority-eng:BUC,tree,,,,M69QGOES07K00
,,7002000032,,,local-authority-eng:BUC,tree,,,,M6DV1XES07K00
,,7002000033,,,local-authority-eng:BUC,tree,,,,M6DV1YES07K00
,,7002000034,,,local-authority-eng:BUC,tree,,,,M6DV1YES07K01
,,7002000035,,,local-authority-eng:BUC,tree,,,,M6DV1ZES07K00
,,7002000036,,,local-authority-eng:BUC,tree,,,,M6DV20ES07K00
,,7002000037,,,local-authority-eng:BUC,tree,,,,M6DV20ES07K01
,,7002000038,,,local-authority-eng:BUC,tree,,,,M6DV20ES07K02
,,7002000039,,,local-authority-eng:BUC,tree,,,,M6DV21ES07K00
,,7002000040,,,local-authority-eng:BUC,tree,,,,M6DV51ES07K00
,,7002000041,,,local-authority-eng:BUC,tree,,,,M6DV52ES07K00
,,7002000042,,,local-authority-eng:BUC,tree,,,,M6DV52ES07K01
,,7002000043,,,local-authority-eng:BUC,tree,,,,M6DV52ES07K02
,,7002000044,,,local-authority-eng:BUC,tree,,,,M6DV71ES07K00
,,7002000045,,,local-authority-eng:BUC,tree,,,,M6DV71ES07K01
,,7002000046,,,local-authority-eng:BUC,tree,,,,M7O531ES07K00
,,7002000047,,,local-authority-eng:BUC,tree,,,,M7O54HES07K00
,,7002000048,,,local-authority-eng:BUC,tree,,,,M7O562ES07K00
,,7002000049,,,local-authority-eng:BUC,tree,,,,M7O56GES07K00
,,7002000050,,,local-authority-eng:BUC,tree,,,,M7O56VES07K00
,,7002000051,,,local-authority-eng:BUC,tree,,,,M7O56WES07K00
,,7002000052,,,local-authority-eng:BUC,tree,,,,M7O56WES07K01
,,7002000053,,,local-authority-eng:BUC,tree,,,,M7TSUUES07K00
,,7002000054,,,local-authority-eng:BUC,tree,,,,M814XLES07K00
,,7002000055,,,local-authority-eng:BUC,tree,,,,MDXTW1ES07K00
,,7002000056,,,local-authority-eng:BUC,tree,,,,MDXTYBES07K00
,,7002000057,,,local-authority-eng:BUC,tree,,,,MG9ASUES07K00
,,7002000058,,,local-authority-eng:BUC,tree,,,,MG9HURES07K00
,,7002000059,,,local-authority-eng:BUC,tree,,,,MG9HVMES07K00
,,7002000060,,,local-authority-eng:BUC,tree,,,,MGGM5BES07K00
,,7002000061,,,local-authority-eng:BUC,tree,,,,MHUU2SES07K00
,,7002000062,,,local-authority-eng:BUC,tree,,,,MHUU36ES07K00
,,7002000063,,,local-authority-eng:BUC,tree,,,,MHUU3JES07K00
,,7002000064,,,local-authority-eng:BUC,tree,,,,MJJS5LES07K00
,,7002000065,,,local-authority-eng:BUC,tree,,,,MJJS62ES07K00
,,7002000066,,,local-authority-eng:BUC,tree,,,,MJJS6JES07K00
,,7002000067,,,local-authority-eng:BUC,tree,,,,MLNNEJES07K00
,,7002000068,,,local-authority-eng:BUC,tree,,,,MLNNEKES07K00
,,7002000069,,,local-authority-eng:BUC,tree,,,,MLNNEKES07K01
,,7002000070,,,local-authority-eng:BUC,tree,,,,MLNNELES07K00
,,7002000071,,,local-authority-eng:BUC,tree,,,,MLNNELES07K01
,,7002000072,,,local-authority-eng:BUC,tree,,,,MRVHDHES07K00
,,7002000073,,,local-authority-eng:BUC,tree,,,,MRVN3ZES07K00
,,7002000074,,,local-authority-eng:BUC,tree,,,,MRVN4BES07K00
,,7002000075,,,local-authority-eng:BUC,tree,,,,MRVN4CES07K00
,,7002000076,,,local-authority-eng:BUC,tree,,,,MRXHUIES07K00
,,7002000077,,,local-authority-eng:BUC,tree,,,,MV2G7YES07K00
,,7002000078,,,local-authority-eng:BUC,tree,,,,MXWLR5ES07K00
,,7002000079,,,local-authority-eng:BUC,tree,,,,MXWLRDES07K00
,,7002000080,,,local-authority-eng:BUC,tree,,,,MZEA7TES07K00
,,7002000081,,,local-authority-eng:BUC,tree,,,,N0RWFPES07K00
,,7002000082,,,local-authority-eng:BUC,tree,,,,N0Y1IAES07K00
,,7002000083,,,local-authority-eng:BUC,tree,,,,N0Y1IQES07K00
,,7002000084,,,local-authority-eng:BUC,tree,,,,N0Y1IRES07K00
,,7002000085,,,local-authority-eng:BUC,tree,,,,N0Y1ISES07K00
,,7002000086,,,local-authority-eng:BUC,tree,,,,N0Y1ITES07K00
,,7002000087,,,local-authority-eng:BUC,tree,,,,N0Y1ITES07K01
,,7002000088,,,local-authority-eng:BUC,tree,,,,N0Y1IUES07K00
,,7002000089,,,local-authority-eng:BUC,tree,,,,N0Y1IVES07K00
,,7002000090,,,local-authority-eng:BUC,tree,,,,N0Y1IWES07K00
,,7002000091,,,local-authority-eng:BUC,tree,,,,N3T6RCES07K00
,,7002000092,,,local-authority-eng:BUC,tree,,,,N6AJHGES07K00
,,7002000093,,,local-authority-eng:BUC,tree,,,,N79H8SES07K00
,,7002000094,,,local-authority-eng:BUC,tree,,,,ND0RXLES07K00
,,7002000095,,,local-authority-eng:BUC,tree,,,,NFLO7YES07K00
,,7002000096,,,local-authority-eng:BUC,tree,,,,NGBASCES07K00
,,7002000097,,,local-authority-eng:BUC,tree,,,,NGBBDLES07K00
,,7002000098,,,local-authority-eng:BUC,tree,,,,NGBBG0ES07K00
,,7002000099,,,local-authority-eng:BUC,tree,,,,NGBBJZES07K00
,,7002000100,,,local-authority-eng:BUC,tree,,,,NGBBLLES07K00
,,7002000101,,,local-authority-eng:BUC,tree,,,,NGBBNGES07K00
,,7002000102,,,local-authority-eng:BUC,tree,,,,NGBBPHES07K00
,,7002000103,,,local-authority-eng:BUC,tree,,,,NGBBRMES07K00
,,7002000104,,,local-authority-eng:BUC,tree,,,,NGBBTGES07K00
,,7002000105,,,local-authority-eng:BUC,tree,,,,NGBBYEES07K00
,,7002000106,,,local-authority-eng:BUC,tree,,,,NGBCDMES07K00
,,7002000107,,,local-authority-eng:BUC,tree,,,,NGBCF9ES07K00
,,7002000108,,,local-authority-eng:BUC,tree,,,,NGBCHYES07K00
,,7002000109,,,local-authority-eng:BUC,tree,,,,NGBCJQES07K00
,,7002000110,,,local-authority-eng:BUC,tree,,,,NGBCLHES07K00
,,7002000111,,,local-authority-eng:BUC,tree,,,,NGBCS2ES07K00
,,7002000112,,,local-authority-eng:BUC,tree,,,,NGBD3LES07K00
,,7002000113,,,local-authority-eng:BUC,tree,,,,NGBD5FES07K00
,,7002000114,,,local-authority-eng:BUC,tree,,,,NHSYVBES07K00
,,7002000115,,,local-authority-eng:BUC,tree,,,,NHSYVLES07K00
,,7002000116,,,local-authority-eng:BUC,tree,,,,NHSYVMES07K00
,,7002000117,,,local-authority-eng:BUC,tree,,,,NHSYVNES07K00
,,7002000118,,,local-authority-eng:BUC,tree,,,,NHSYVOES07K00
,,7002000119,,,local-authority-eng:BUC,tree,,,,NHSYVPES07K00
,,7002000120,,,local-authority-eng:BUC,tree,,,,NHSYVQES07K00
,,7002000121,,,local-authority-eng:BUC,tree,,,,NQ3G2BES07K00
,,7002000122,,,local-authority-eng:BUC,tree,,,,NQ3G3NES07K02
,,7002000123,,,local-authority-eng:BUC,tree,,,,NQCKP8ES07K00
,,7002000124,,,local-authority-eng:BUC,tree,,,,NTE0IGES07K00
,,7002000125,,,local-authority-eng:BUC,tree,,,,O0608PES07K00
,,7002000126,,,local-authority-eng:BUC,tree,,,,O06097ES07K02
,,7002000127,,,local-authority-eng:BUC,tree,,,,O068DVES07K00
,,7002000128,,,local-authority-eng:BUC,tree,,,,O068E1ES07K02
,,7002000129,,,local-authority-eng:BUC,tree,,,,O068EGES07K01
,,7002000130,,,local-authority-eng:BUC,tree,,,,O068EOES07K01
,,7002000131,,,local-authority-eng:BUC,tree,,,,O068EWES07K01
,,7002000132,,,local-authority-eng:BUC,tree,,,,O068F1ES07K01
,,7002000133,,,local-authority-eng:BUC,tree,,,,O1LVM5ES07K00
,,7002000134,,,local-authority-eng:BUC,tree,,,,O2C87EES07K00
