source,attribution,collection,documentation-url,endpoint,licence,organisation,pipeline,entry-date,start-date,end-date
bdd6b47a60047a302e8961f9d5a599a4,crown-copyright,organisation,,50dc792c5ae95b9471d476dcac3f20f7d65f1d9159bf00d7ccb9f46416c5b235,ogl3,government-organisation:D1342,public-authority,2022-05-30T20:20:10:41Z,,
7e2efce3e610eb292c29426e7cdc6779,wikidata,organisation,,76b91cbaf17f07d8230f0a7b9880daba50e669ceee2dc61c568fe95a8fe8dbff,cc-by-sa,nonprofit:Q180,public-authority,2022-05-30T19:19:48:00Z,,
