end-date,endpoint,entity,entry-date,entry-number,organisation,prefix,resource,start-date,value,reference
,,8700000,,,,local-authority,,,,Q4829191
,,8700000,,,,wikidata,,,,Q4829191
,,8700002,,,,local-authority,,,,Q111232446
,,8700002,,,,wikidata,,,,Q111232446
,,8700003,,,,local-authority,,,,Q111232469
,,8700003,,,,wikidata,,,,Q111232469
