old-resource,status,resource,notes
22c1efafd96778b1b218009a83c6615e7519368e414abe0cdb1d6dc723f97311,410,,retire resource for old endpoint
2afda0a3ff3a76096d2117830ebdc2ff8c52eb48700752adb1acb566aeca9520,410,,retire resource for old endpoint
5af44f448b76b6f331fd77dab360d0fb5abd12fef107dc43098e5ca22cfe10fc,410,,retire resource for old endpoint
7b57c507af394b30aec8b995264370e09ca8b6fead5a0e43fa968b40e8531fe7,410,,retire resource for old endpoint
7bf0309a526d7f4b20bef4ab1f8ed4daf2c03bf423333d7f6c1b2b17adadb596,410,,retire resource for old endpoint
81398b1422f5b2c9d250c3010acb4244ff112142cbdebfb9cf7236a5657e27f2,410,,retire resource for old endpoint
8a177f8d45b261ab51b2c4573ec8c9cc9ab0533437a31ddbdf0ce0ef3f9f6dfb,410,,retire resource for old endpoint
8cc7172ae2e6c2be971071642dd607ff4b4f2fc52587e9fab05a1402baaa5544,410,,retire resource for old endpoint
8e4776136522bb2b48c2249ef5242ee08ae830e5bc80320db23e56e9e3704829,410,,retire resource for old endpoint
8e5e76774d6dc3c0f856a4bf9ab41ed1cdadf566286bcb359fc04467e98edef5,410,,retire resource for old endpoint
9adc8733e66e72dd178add21cae42dab27b718763fac910fcdfe6b1c97c31148,410,,retire resource for old endpoint
9f0eeb21001026ee11359edbeb12a7363ebe53866b397dbfcf2daa84e5bb82ca,410,,retire resource for old endpoint
a80f86ff2473663eb8dc96cc583919c533d160fa58c270337d9afc23aa8f3b66,410,,retire resource for old endpoint
a9486d2dd7b3540beb53d1176ce38d2b6f2a07b918b3ddf2c42a6a4ca627718d,410,,retire resource for old endpoint
ab498e79f2347d6018bfca04e9ce90a430c165ea3467d6839aed5a5a6276aee3,410,,retire resource for old endpoint
b2bd0d7a357195cd11107c53f149e7d20706753ae4e7d340388b08d60125873d,410,,retire resource for old endpoint
c0162ff43f6da13b3e5dc4e94df5ec887b573dd781eda46d0f858a568925ac71,410,,retire resource for old endpoint
d3dc6e65b75994cd0ba96ec2b229710fe465368c66d34adc57adc47966788b72,410,,retire resource for old endpoint
d5ffb20c58f8e68a457a0f49b2eda2561fc70ae7a5a0dbbc4e158588d4b4ee3a,410,,retire resource for old endpoint
d8498cba584999bd723b074a5feb751a7ae5ff45d556011d5486fc4cb0d0da74,410,,retire resource for old endpoint
