dataset,end-date,endpoint,entry-date,entry-number,field,pattern,resource,start-date
listed-building,,b8f11e388fd11dcd3fc455375b6e2f6b4063bf082c99ab9fc1438a642576a20c,,,HERITAGECATEGORYDESCRIPTION,Listing,,



