old-entity,status,entity,notes,end-date,entry-date,start-date
42113863,410,,original Medway listed-building-outline entities linked to resource,,,
42113864,410,,original Medway listed-building-outline entities linked to resource,,,
42113865,410,,original Medway listed-building-outline entities linked to resource,,,
42113866,410,,original Medway listed-building-outline entities linked to resource,,,
42113867,410,,original Medway listed-building-outline entities linked to resource,,,
42113868,410,,original Medway listed-building-outline entities linked to resource,,,
42113869,410,,original Medway listed-building-outline entities linked to resource,,,
42113870,410,,original Medway listed-building-outline entities linked to resource,,,
42113871,410,,original Medway listed-building-outline entities linked to resource,,,
42113872,410,,original Medway listed-building-outline entities linked to resource,,,
42113873,410,,original Medway listed-building-outline entities linked to resource,,,
42113874,410,,original Medway listed-building-outline entities linked to resource,,,
42113875,410,,original Medway listed-building-outline entities linked to resource,,,
42113876,410,,original Medway listed-building-outline entities linked to resource,,,
42113877,410,,original Medway listed-building-outline entities linked to resource,,,
42113878,410,,original Medway listed-building-outline entities linked to resource,,,
42113879,410,,original Medway listed-building-outline entities linked to resource,,,
42113880,410,,original Medway listed-building-outline entities linked to resource,,,
42113881,410,,original Medway listed-building-outline entities linked to resource,,,
42113882,410,,original Medway listed-building-outline entities linked to resource,,,
42113883,410,,original Medway listed-building-outline entities linked to resource,,,
42113884,410,,original Medway listed-building-outline entities linked to resource,,,
42113885,410,,original Medway listed-building-outline entities linked to resource,,,
42113886,410,,original Medway listed-building-outline entities linked to resource,,,
42113887,410,,original Medway listed-building-outline entities linked to resource,,,
42113888,410,,original Medway listed-building-outline entities linked to resource,,,
42113889,410,,original Medway listed-building-outline entities linked to resource,,,
42113890,410,,original Medway listed-building-outline entities linked to resource,,,
42113891,410,,original Medway listed-building-outline entities linked to resource,,,
42113892,410,,original Medway listed-building-outline entities linked to resource,,,
42113893,410,,original Medway listed-building-outline entities linked to resource,,,
42113894,410,,original Medway listed-building-outline entities linked to resource,,,
42113895,410,,original Medway listed-building-outline entities linked to resource,,,
42113896,410,,original Medway listed-building-outline entities linked to resource,,,
42113897,410,,original Medway listed-building-outline entities linked to resource,,,
42113898,410,,original Medway listed-building-outline entities linked to resource,,,
42113899,410,,original Medway listed-building-outline entities linked to resource,,,
42113900,410,,original Medway listed-building-outline entities linked to resource,,,
42113901,410,,original Medway listed-building-outline entities linked to resource,,,
42113902,410,,original Medway listed-building-outline entities linked to resource,,,
42113903,410,,original Medway listed-building-outline entities linked to resource,,,
42113904,410,,original Medway listed-building-outline entities linked to resource,,,
42113905,410,,original Medway listed-building-outline entities linked to resource,,,
42113906,410,,original Medway listed-building-outline entities linked to resource,,,
42113907,410,,original Medway listed-building-outline entities linked to resource,,,
42113908,410,,original Medway listed-building-outline entities linked to resource,,,
42113909,410,,original Medway listed-building-outline entities linked to resource,,,
42113910,410,,original Medway listed-building-outline entities linked to resource,,,
42113911,410,,original Medway listed-building-outline entities linked to resource,,,
42113912,410,,original Medway listed-building-outline entities linked to resource,,,
42113913,410,,original Medway listed-building-outline entities linked to resource,,,
42113914,410,,original Medway listed-building-outline entities linked to resource,,,
42113915,410,,original Medway listed-building-outline entities linked to resource,,,
42113916,410,,original Medway listed-building-outline entities linked to resource,,,
42113917,410,,original Medway listed-building-outline entities linked to resource,,,
42113918,410,,original Medway listed-building-outline entities linked to resource,,,
42113919,410,,original Medway listed-building-outline entities linked to resource,,,
42113920,410,,original Medway listed-building-outline entities linked to resource,,,
42113921,410,,original Medway listed-building-outline entities linked to resource,,,
42113922,410,,original Medway listed-building-outline entities linked to resource,,,
