dataset,endpoint,resource,column,field,start-date,end-date,entry-date
listed-building-outline,,9d20207f8f2f674fda09b9632bd5d1495a635fcb762827b46c96522a45624bff,ID,reference,,,
listed-building-outline,,9d20207f8f2f674fda09b9632bd5d1495a635fcb762827b46c96522a45624bff,LISTING_DE,documentation-url,,,
listed-building-outline,,e3a22838b44a3c1e594eee33788728a6366caef066690e5fb9fd91e46e74bac1,DATE_OF_LI,start-date,,,
listed-building-outline,,e3a22838b44a3c1e594eee33788728a6366caef066690e5fb9fd91e46e74bac1,GRADE,listed-building-grade,,,
listed-building-outline,,e3a22838b44a3c1e594eee33788728a6366caef066690e5fb9fd91e46e74bac1,ID,reference,,,
listed-building-outline,,e3a22838b44a3c1e594eee33788728a6366caef066690e5fb9fd91e46e74bac1,LISTING_DE,documentation-url,,,
listed-building-outline,,efbdafb929921097a6e002188e281047bb4d512d40a8f88ade26cbb44118f0e3,DATE_OF_LI,start-date,,,
listed-building-outline,,efbdafb929921097a6e002188e281047bb4d512d40a8f88ade26cbb44118f0e3,GRADE,listed-building-grade,,,
listed-building-outline,,efbdafb929921097a6e002188e281047bb4d512d40a8f88ade26cbb44118f0e3,ID,reference,,,
listed-building-outline,,efbdafb929921097a6e002188e281047bb4d512d40a8f88ade26cbb44118f0e3,LISTING_DE,documentation-url,,,
listed-building-outline,,5fa0235c8061648b7a5cf85f870c25ae3a60ee88207a273e5b251598c9fd57d3,GlobalID,reference,,,
listed-building-outline,,5fa0235c8061648b7a5cf85f870c25ae3a60ee88207a273e5b251598c9fd57d3,GRADE,listed-building-grade,,,
listed-building-outline,,5fa0235c8061648b7a5cf85f870c25ae3a60ee88207a273e5b251598c9fd57d3,Title,name,,,
listed-building-outline,,7966dc049a9e908aec7a63231990aa57a4abbd96306be372823be1cc9c6e032f,REFVAL,reference,,,
listed-building-outline,,7966dc049a9e908aec7a63231990aa57a4abbd96306be372823be1cc9c6e032f,Label,listed-building,,,
listed-building-outline,,7966dc049a9e908aec7a63231990aa57a4abbd96306be372823be1cc9c6e032f,Title,name,,,
listed-building-outline,,7966dc049a9e908aec7a63231990aa57a4abbd96306be372823be1cc9c6e032f,Hyperlink,documentation-url,,,
listed-building-outline,,7966dc049a9e908aec7a63231990aa57a4abbd96306be372823be1cc9c6e032f,Policy,notes,,,
listed-building-outline,,6aba6abf34a427aa95cb105abcfd570d713299e75477871e403009aa05f33681,he_entry,listed-building,,,
listed-building-outline,,6aba6abf34a427aa95cb105abcfd570d713299e75477871e403009aa05f33681,Address,address-text,,,
listed-building-outline,,6aba6abf34a427aa95cb105abcfd570d713299e75477871e403009aa05f33681,Descript,listed-building-grade,,,
listed-building-outline,,6aba6abf34a427aa95cb105abcfd570d713299e75477871e403009aa05f33681,Link,documentation-url,,,
listed-building-outline,,945fde4abdc8b96d9981cbcfe4cc2ee54402d9949324eaabaf9e127919f23d87,REFVAL,listed-building,,,
listed-building-outline,,945fde4abdc8b96d9981cbcfe4cc2ee54402d9949324eaabaf9e127919f23d87,Title,name,,,
listed-building-outline,,945fde4abdc8b96d9981cbcfe4cc2ee54402d9949324eaabaf9e127919f23d87,Link,documentation-url,,,
listed-building-outline,,9d6644d4f1aa6ff8fa0a28ef3b4de05c67281a9e3cb9ab914adccd97cda87867,name,IGNORE,,,
listed-building-outline,,9d6644d4f1aa6ff8fa0a28ef3b4de05c67281a9e3cb9ab914adccd97cda87867,description,IGNORE,,,
listed-building-outline,,9d6644d4f1aa6ff8fa0a28ef3b4de05c67281a9e3cb9ab914adccd97cda87867,NAME_,name,,,
listed-building-outline,,9d6644d4f1aa6ff8fa0a28ef3b4de05c67281a9e3cb9ab914adccd97cda87867,LIST_ENTRY,reference,,,
listed-building-outline,,9d6644d4f1aa6ff8fa0a28ef3b4de05c67281a9e3cb9ab914adccd97cda87867,HYPERLINK,documentation-url,,,
listed-building-outline,,9d6644d4f1aa6ff8fa0a28ef3b4de05c67281a9e3cb9ab914adccd97cda87867,GRADE,listed-building-grade,,,
listed-building-outline,,0fe950b55f7ff4425fc051fe9dc5eaa6d7dd18cea1e16bbb0b996f059b94524b,attribut_5,reference,,,
listed-building-outline,,0fe950b55f7ff4425fc051fe9dc5eaa6d7dd18cea1e16bbb0b996f059b94524b,attribut_1,notes,,,
listed-building-outline,,0fe950b55f7ff4425fc051fe9dc5eaa6d7dd18cea1e16bbb0b996f059b94524b,attribut_4,listed-building-grade,,,
listed-building-outline,,0fe950b55f7ff4425fc051fe9dc5eaa6d7dd18cea1e16bbb0b996f059b94524b,attribut_6,name,,,
listed-building-outline,,0fe950b55f7ff4425fc051fe9dc5eaa6d7dd18cea1e16bbb0b996f059b94524b,attribut_7,description,,,
listed-building-outline,,3cddcea63d968a47a45cd4c8142031eee6e7ac9df7b0e216bf1d9bc0768ecb8b,REFVAL,reference,,,
listed-building-outline,,3cddcea63d968a47a45cd4c8142031eee6e7ac9df7b0e216bf1d9bc0768ecb8b,Title,name,,,
listed-building-outline,,3cddcea63d968a47a45cd4c8142031eee6e7ac9df7b0e216bf1d9bc0768ecb8b,Hyperlink,documentation-url,,,
listed-building-outline,,3cddcea63d968a47a45cd4c8142031eee6e7ac9df7b0e216bf1d9bc0768ecb8b,LISBGDE,listed-building-grade,,,
listed-building-outline,,3cddcea63d968a47a45cd4c8142031eee6e7ac9df7b0e216bf1d9bc0768ecb8b,Policy,notes,,,
listed-building-outline,,3cddcea63d968a47a45cd4c8142031eee6e7ac9df7b0e216bf1d9bc0768ecb8b,Label,listed-building,,,
listed-building-outline,29c2a158839842d4315d9280f3181a4273f67f0d349d706cfc3174c394b000ff,,name,IGNORE,,,
listed-building-outline,29c2a158839842d4315d9280f3181a4273f67f0d349d706cfc3174c394b000ff,,description,IGNORE,,,
listed-building-outline,29c2a158839842d4315d9280f3181a4273f67f0d349d706cfc3174c394b000ff,,NAME_,name,,,
listed-building-outline,29c2a158839842d4315d9280f3181a4273f67f0d349d706cfc3174c394b000ff,,LIST_ENTRY,reference,,,
listed-building-outline,29c2a158839842d4315d9280f3181a4273f67f0d349d706cfc3174c394b000ff,,HYPERLINK,documentation-url,,,
listed-building-outline,29c2a158839842d4315d9280f3181a4273f67f0d349d706cfc3174c394b000ff,,GRADE,listed-building-grade,,,
listed-building-outline,2b0ef9c4c1482e0f32139e231a146d52a3cde2e4148db87c13c0b414d981c32a,,attribut_5,reference,,,
listed-building-outline,2b0ef9c4c1482e0f32139e231a146d52a3cde2e4148db87c13c0b414d981c32a,,attribut_1,notes,,,
listed-building-outline,2b0ef9c4c1482e0f32139e231a146d52a3cde2e4148db87c13c0b414d981c32a,,attribut_4,listed-building-grade,,,
listed-building-outline,2b0ef9c4c1482e0f32139e231a146d52a3cde2e4148db87c13c0b414d981c32a,,attribut_6,name,,,
listed-building-outline,2b0ef9c4c1482e0f32139e231a146d52a3cde2e4148db87c13c0b414d981c32a,,attribut_7,description,,,
listed-building-outline,2edd619184cc8fdfcebab5be89c7de2ccbe03c72c7b6f71361920e3cda55163d,,ADDRESS_1,name,,,
listed-building-outline,2edd619184cc8fdfcebab5be89c7de2ccbe03c72c7b6f71361920e3cda55163d,,GRADE,listed-building-grade,,,
listed-building-outline,2edd619184cc8fdfcebab5be89c7de2ccbe03c72c7b6f71361920e3cda55163d,,NAME,IGNORE,,,
listed-building-outline,2edd619184cc8fdfcebab5be89c7de2ccbe03c72c7b6f71361920e3cda55163d,,OBJECTID,listed-building-outline,,,
listed-building-outline,2edd619184cc8fdfcebab5be89c7de2ccbe03c72c7b6f71361920e3cda55163d,,REF,reference,,,
listed-building-outline,8c363105b8138f6471cd4a453a84f15870be417ed0624d4b12f7b39ba49306ed,,REFVAL,reference,,,
listed-building-outline,8c363105b8138f6471cd4a453a84f15870be417ed0624d4b12f7b39ba49306ed,,Title,name,,,
listed-building-outline,8c363105b8138f6471cd4a453a84f15870be417ed0624d4b12f7b39ba49306ed,,Hyperlink,documentation-url,,,
listed-building-outline,8c363105b8138f6471cd4a453a84f15870be417ed0624d4b12f7b39ba49306ed,,LISBGDE,listed-building-grade,,,
listed-building-outline,8c363105b8138f6471cd4a453a84f15870be417ed0624d4b12f7b39ba49306ed,,Policy,notes,,,
listed-building-outline,8c363105b8138f6471cd4a453a84f15870be417ed0624d4b12f7b39ba49306ed,,Label,listed-building,,,
listed-building-outline,fad9233216dbd89f5e1c5707d7ecc8a5b2e336b6270bd9652c78f877d255f49f,,GlobalID,reference,,,
listed-building-outline,fad9233216dbd89f5e1c5707d7ecc8a5b2e336b6270bd9652c78f877d255f49f,,GRADE,listed-building-grade,,,
listed-building-outline,fad9233216dbd89f5e1c5707d7ecc8a5b2e336b6270bd9652c78f877d255f49f,,Title,name,,,
locally-listed-building,6c03bc498c117edddbd56138be9d27e63d36ec7b0334c7754934af58b680b6f3,,GlobalID,reference,,,
locally-listed-building,6c03bc498c117edddbd56138be9d27e63d36ec7b0334c7754934af58b680b6f3,,LOCATION,name,,,
locally-listed-building,6c03bc498c117edddbd56138be9d27e63d36ec7b0334c7754934af58b680b6f3,,Policy,notes,,,
listed-building-outline,0cbe4f9bc30b4b44da34618881d5986fdf49cfcf5d37ea998d26da79520e12a0,,ADDRESS,address-text,,,
listed-building-outline,0cbe4f9bc30b4b44da34618881d5986fdf49cfcf5d37ea998d26da79520e12a0,,DATED,start-date,,,
listed-building-outline,0cbe4f9bc30b4b44da34618881d5986fdf49cfcf5d37ea998d26da79520e12a0,,GRADE,listed-building-grade,,,
listed-building-outline,0cbe4f9bc30b4b44da34618881d5986fdf49cfcf5d37ea998d26da79520e12a0,,ID,reference,,,
listed-building-outline,f9e48302f921da41ac204cd97817651db192c83dcbc032afc9a8f19f6ce57849,,DATE_OF_LI,start-date,,,
listed-building-outline,f9e48302f921da41ac204cd97817651db192c83dcbc032afc9a8f19f6ce57849,,GRADE,listed-building-grade,,,
listed-building-outline,f9e48302f921da41ac204cd97817651db192c83dcbc032afc9a8f19f6ce57849,,ID,reference,,,
listed-building-outline,f9e48302f921da41ac204cd97817651db192c83dcbc032afc9a8f19f6ce57849,,LISTING_DE,documentation-url,,,
listed-building-outline,7d33d185db7a5ba469da8f9e1d8d04a09f1a35650271282697d214e33dcd9fa1,,DATE_OF_LI,start-date,,,
listed-building-outline,7d33d185db7a5ba469da8f9e1d8d04a09f1a35650271282697d214e33dcd9fa1,,GRADE,listed-building-grade,,,
listed-building-outline,7d33d185db7a5ba469da8f9e1d8d04a09f1a35650271282697d214e33dcd9fa1,,ID,reference,,,
listed-building-outline,7d33d185db7a5ba469da8f9e1d8d04a09f1a35650271282697d214e33dcd9fa1,,LISTING_DE,documentation-url,,,
listed-building-outline,25763ee988ddbee9003f2dd58941c01b166e1a61e88b956f1f734c4dc4584021,,DATE_OF_LI,start-date,,,
listed-building-outline,25763ee988ddbee9003f2dd58941c01b166e1a61e88b956f1f734c4dc4584021,,GRADE,listed-building-grade,,,
listed-building-outline,25763ee988ddbee9003f2dd58941c01b166e1a61e88b956f1f734c4dc4584021,,ID,reference,,,
listed-building-outline,25763ee988ddbee9003f2dd58941c01b166e1a61e88b956f1f734c4dc4584021,,LISTING_DE,documentation-url,,,
listed-building-outline,a15cf992712968ed507792bb8e41ba7cb47732a15d35bd3c121e1fd0d85fe274,,he_entry,listed-building,,,
listed-building-outline,a15cf992712968ed507792bb8e41ba7cb47732a15d35bd3c121e1fd0d85fe274,,Address,address-text,,,
listed-building-outline,a15cf992712968ed507792bb8e41ba7cb47732a15d35bd3c121e1fd0d85fe274,,Descript,listed-building-grade,,,
listed-building-outline,a15cf992712968ed507792bb8e41ba7cb47732a15d35bd3c121e1fd0d85fe274,,Link,documentation-url,,,
listed-building-outline,3ee8504f4511028a881ec4c4bd3ba0d2e45571839a658e90b74c163c1c08a809,,REFVAL,listed-building,,,
listed-building-outline,3ee8504f4511028a881ec4c4bd3ba0d2e45571839a658e90b74c163c1c08a809,,Title,name,,,
listed-building-outline,3ee8504f4511028a881ec4c4bd3ba0d2e45571839a658e90b74c163c1c08a809,,Link,documentation-url,,,
listed-building-outline,f569cf738abb48f8d9d2bda008b5e27716877dd84a22fa9edc463c288251fad8,,fid,reference,,,
listed-building-outline,3d1670809d4aef4e3886c09814b5adf9a1d02d06727d26d4870aaca7a4991f6b,,ListEntry,reference,,,
listed-building-grade,fe11d79074c5744a47ce11171e6f7c376ea41a62ef2882d527192213645b9503,,listed-building-grade,reference,,,
listed-building-outline,2422d123ec972ac516171687e530b37a7b0c9cfc53cb9154e0121dd5bcaafc03,,OBJECTID,reference,,,
listed-building-outline,,,organisation,IGNORE,,,
listed-building-outline,94a72578ff9561e7c757a5812eae4db097baba276d39ef4a67d48916326b6ef9,,ListEntry,reference,,,
listed-building-outline,95948197690657516e22d8064af1f48f922f2796e7d3b319a25f57dbb99f661a,,listed_bui,listed-building,,,
listed-building-outline,d3cafd03dbd7a0d307725e8fa0c5900d67f0e70527af5a6635013d938b20197d,,details,notes,,,
listed-building-outline,5a27c3d7c31992a6352df683b3b43bc9f68fec362df71af83ecf4616dea78ab1,,listed_bui,listed-building,,,
