prefix,resource,endpoint,entry-number,organisation,reference,entity,entry-date,start-date,end-date
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.1,521000,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.2,521001,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.3,521002,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.4,521003,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.5,521004,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.6,521005,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.7,521006,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.8,521007,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.9,521008,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.10,521009,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.11,521010,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.12,521011,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.13,521012,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.14,521013,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.15,521014,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.16,521015,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.17,521016,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.18,521017,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.19,521018,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.20,521019,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.21,521020,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.22,521021,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.23,521022,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.24,521023,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.25,521024,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.26,521025,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.27,521026,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.28,521027,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.29,521028,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.30,521029,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.31,521030,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.32,521031,,,
flood-storage-area,,,,government-organisation:EA199,Flood_Map_for_Planning_Rivers_and_Sea_Flood_Storage_Areas.33,521032,,,
