dataset,endpoint,resource,column,field,start-date,end-date,entry-date
title-boundary,,,NATIONALCADASTRALREFERENCE,reference,,,
title-boundary,,,WKT,geometry,,,
title-boundary,,,VALIDFROM,start-date,,,
