dataset,endpoint,resource,column,field,start-date,end-date,entry-date
region,,,WKT,geometry,,,
region,,,rgn15nm,name,,,
region,,,RGN23NM,name,,,
region,,,rgn15cd,reference,,,
region,,,RGN23CD,reference,,,
