prefix,resource,endpoint,entry-number,organisation,reference,entity,entry-date,start-date,end-date
nutrient-neutrality-catchment,,,,government-organisation:PB202,1,590000,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,2,590001,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,3,590002,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,4,590003,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,5,590004,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,6,590005,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,7,590006,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,8,590007,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,9,590008,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,10,590009,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,11,590010,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,12,590011,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,13,590012,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,14,590013,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,15,590014,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,16,590015,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,17,590016,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,18,590017,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,19,590018,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,20,590019,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,21,590020,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,22,590021,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,23,590022,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,24,590023,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,25,590024,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,26,590025,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,27,590026,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,28,590027,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,29,590028,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,30,590029,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,31,590030,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,32,590031,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,33,590032,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,34,590033,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,35,590034,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,36,590035,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,37,590036,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,38,590037,,,
nutrient-neutrality-catchment,,,,government-organisation:PB202,39,590038,,,
