end-date,endpoint,entity,entry-date,entry-number,organisation,prefix,resource,start-date,value,reference
,,41100001,,,local-authority-eng:CAT,locally-listed-building,fd73848f969dd4793016fcc23215a9e88b7805dd5ef1306eed30bf104534fdbf,,,{CAB9238A-A9DE-4591-9064-4F5896D16999}
,,41100002,,,local-authority-eng:CAT,locally-listed-building,fd73848f969dd4793016fcc23215a9e88b7805dd5ef1306eed30bf104534fdbf,,,{9FAEE92C-BD24-4620-8A82-07EBDA5FD7D5}
,,41100003,,,local-authority-eng:CAT,locally-listed-building,fd73848f969dd4793016fcc23215a9e88b7805dd5ef1306eed30bf104534fdbf,,,{D2BAE130-D159-45A2-938C-EB4820B6D090}
,,41100004,,,local-authority-eng:CAT,locally-listed-building,fd73848f969dd4793016fcc23215a9e88b7805dd5ef1306eed30bf104534fdbf,,,{8C9DE26A-F608-4EAD-8655-E32312A2ABBF}
,,41100005,,,local-authority-eng:CAT,locally-listed-building,fd73848f969dd4793016fcc23215a9e88b7805dd5ef1306eed30bf104534fdbf,,,{855E60E1-45D7-40B0-9FD3-4A7968221FE0}
,,41100006,,,local-authority-eng:CAT,locally-listed-building,fd73848f969dd4793016fcc23215a9e88b7805dd5ef1306eed30bf104534fdbf,,,{28D3AF3F-4ACA-41D2-82B2-3BB415B6DB25}
,,41100007,,,local-authority-eng:CAT,locally-listed-building,fd73848f969dd4793016fcc23215a9e88b7805dd5ef1306eed30bf104534fdbf,,,{429FDF92-49A1-4AD7-BB0F-5E70129E2789}
,,41100008,,,local-authority-eng:CAT,locally-listed-building,fd73848f969dd4793016fcc23215a9e88b7805dd5ef1306eed30bf104534fdbf,,,{A09DEEC0-280E-4B9F-85FA-9E3FEF9287ED}
,,41100009,,,local-authority-eng:CAT,locally-listed-building,fd73848f969dd4793016fcc23215a9e88b7805dd5ef1306eed30bf104534fdbf,,,{809816E5-9422-4179-B080-9C67CE6AE814}
,,41100010,,,local-authority-eng:CAT,locally-listed-building,fd73848f969dd4793016fcc23215a9e88b7805dd5ef1306eed30bf104534fdbf,,,{202ED8B5-3720-4F11-BF26-3509EFA35A7E}
