source,attribution,collection,documentation-url,endpoint,licence,organisation,pipeline,entry-date,start-date,end-date
4bc0d1379c41e701963fea6132f2d3f7,crown-copyright,organisation,,34a45731b6b37da0fcf779ef70092abfc97718891421fbd9f353e49400bfa83e,ogl3,government-organisation:D1342,regional-park-authority,2022-05-30T20:20:10:42Z,,
7b827f97e0e136f5633a2f0007d0aa5e,wikidata,organisation,,aa9b4f0c308b17af787ff2c3d3e019e1ef97c12e386db8cfd95d5fe19db81e5a,cc-by-sa,nonprofit:Q180,regional-park-authority,2022-05-30T19:19:48:01Z,,
