end-date,endpoint,entity,entry-date,entry-number,organisation,prefix,resource,start-date,value,reference
,,4500000,,,,developer-agreement-type,,,,section-106
,,4500001,,,,developer-agreement-type,,,,community-infrastructure-levy
,,4500002,,,,developer-agreement-type,,,,section-278
