end-date,endpoint,entity,entry-date,entry-number,organisation,prefix,resource,start-date,value,reference
,,4300000,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01530-da-con-1
,,4300001,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01530-da-con-2
,,4300002,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01530-da-con-3
,,4300003,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01530-da-con-4
,,4300004,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01530-da-con-5
,,4300005,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01530-da-con-6
,,4300006,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01530-da-con-7
,,4300007,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01530-da-con-8
,,4300008,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01530-da-con-9
,,4300009,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-00125-da-con-1
,,4300010,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-00125-da-con-2
,,4300011,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-00125-da-con-3
,,4300012,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-00125-da-con-4
,,4300013,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01345-da-con-1
,,4300014,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01345-da-con-2
,,4300015,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01345-da-con-3
,,4300016,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01345-da-con-4
,,4300017,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01345-da-con-5
,,4300018,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01345-da-con-6
,,4300019,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01345-da-con-7
,,4300020,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-01322-da-con-1
,,4300021,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-01322-da-con-2
,,4300022,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-01322-da-con-3
,,4300023,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-00888-da-con-1
,,4300024,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-00888-da-con-2
,,4300025,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-00242-da-con-1
,,4300026,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-00242-da-con-2
,,4300027,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-00242-da-con-3
,,4300028,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-00242-da-con-4
,,4300029,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-01169-da-con-1
,,4300030,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-01169-da-con-2
,,4300031,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-01169-da-con-3
,,4300032,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-00682-da-con-1
,,4300033,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-00682-da-con-2
,,4300034,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-00682-da-con-3
,,4300035,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-18-00682-da-con-4
,,4300036,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-00831-da-con-1
,,4300037,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-00831-da-con-2
,,4300038,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01523-da-con-1
,,4300039,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01523-da-con-2
,,4300040,,,local-authority-eng:DOV,developer-agreement-contribution,,,,DOV-17-01523-da-con-3
