end-date,endpoint,entity,entry-date,entry-number,organisation,prefix,resource,start-date,value,reference
,,626001,,,,statistical-geography,,,E60000001,
,,626002,,,,statistical-geography,,,E60000002,
,,626003,,,,statistical-geography,,,E60000003,
,,626004,,,,statistical-geography,,,E60000004,
,,626005,,,,statistical-geography,,,E60000005,
,,626006,,,,statistical-geography,,,E60000006,
,,626007,,,,statistical-geography,,,E60000007,
,,626008,,,,statistical-geography,,,E60000008,
,,626009,,,,statistical-geography,,,E60000009,
,,626010,,,,statistical-geography,,,E60000010,
,,626011,,,,statistical-geography,,,E60000011,
,,626012,,,,statistical-geography,,,E60000012,
,,626013,,,,statistical-geography,,,E60000013,
,,626014,,,,statistical-geography,,,E60000014,
,,626015,,,,statistical-geography,,,E60000015,
,,626016,,,,statistical-geography,,,E60000016,
,,626017,,,,statistical-geography,,,E60000017,
,,626018,,,,statistical-geography,,,E60000018,
,,626019,,,,statistical-geography,,,E60000019,
,,626020,,,,statistical-geography,,,E60000020,
,,626021,,,,statistical-geography,,,E60000021,
,,626022,,,,statistical-geography,,,E60000022,
,,626023,,,,statistical-geography,,,E60000023,
,,626024,,,,statistical-geography,,,E60000024,
,,626025,,,,statistical-geography,,,E60000025,
,,626026,,,,statistical-geography,,,E60000026,
,,626027,,,,statistical-geography,,,E60000027,
,,626028,,,,statistical-geography,,,E60000028,
,,626029,,,,statistical-geography,,,E60000029,
,,626030,,,,statistical-geography,,,E60000030,
,,626031,,,,statistical-geography,,,E60000031,
,,626032,,,,statistical-geography,,,E60000032,
,,626033,,,,statistical-geography,,,E60000033,
,,626034,,,,statistical-geography,,,E60000034,
,,626035,,,,statistical-geography,,,E60000035,
,,626036,,,,statistical-geography,,,E60000036,
,,626037,,,,statistical-geography,,,E60000037,
,,626038,,,,statistical-geography,,,E60000038,
,,626039,,,,statistical-geography,,,E60000039,
,,626040,,,,statistical-geography,,,E60000040,
,,626041,,,,statistical-geography,,,E60000041,
,,626042,,,,statistical-geography,,,E60000042,
,,626043,,,,statistical-geography,,,E60000043,
,,626044,,,,statistical-geography,,,E60000044,
,,626045,,,,statistical-geography,,,E60000045,
,,626046,,,,statistical-geography,,,E60000046,
,,626047,,,,statistical-geography,,,E60000047,
,,626048,,,,statistical-geography,,,E60000048,
,,626049,,,,statistical-geography,,,E60000049,
,,626050,,,,statistical-geography,,,E60000050,
,,626051,,,,statistical-geography,,,E60000051,
,,626052,,,,statistical-geography,,,E60000052,
,,626053,,,,statistical-geography,,,E60000053,
,,626054,,,,statistical-geography,,,E60000054,
,,626055,,,,statistical-geography,,,E60000055,
,,626056,,,,statistical-geography,,,E60000056,
,,626057,,,,statistical-geography,,,E60000057,
,,626058,,,,statistical-geography,,,E60000058,
,,626059,,,,statistical-geography,,,E60000059,
,,626060,,,,statistical-geography,,,E60000060,
,,626061,,,,statistical-geography,,,E60000061,
,,626062,,,,statistical-geography,,,E60000062,
,,626063,,,,statistical-geography,,,E60000063,
,,626064,,,,statistical-geography,,,E60000064,
,,626065,,,,statistical-geography,,,E60000065,
,,626066,,,,statistical-geography,,,E60000066,
,,626067,,,,statistical-geography,,,E60000067,
,,626068,,,,statistical-geography,,,E60000068,
,,626069,,,,statistical-geography,,,E60000069,
,,626070,,,,statistical-geography,,,E60000070,
,,626071,,,,statistical-geography,,,E60000071,
,,626072,,,,statistical-geography,,,E60000072,
,,626073,,,,statistical-geography,,,E60000073,
,,626074,,,,statistical-geography,,,E60000074,
,,626075,,,,statistical-geography,,,E60000075,
,,626076,,,,statistical-geography,,,E60000076,
,,626077,,,,statistical-geography,,,E60000077,
,,626078,,,,statistical-geography,,,E60000078,
,,626079,,,,statistical-geography,,,E60000079,
,,626080,,,,statistical-geography,,,E60000080,
,,626081,,,,statistical-geography,,,E60000081,
,,626082,,,,statistical-geography,,,E60000082,
,,626083,,,,statistical-geography,,,E60000083,
,,626084,,,,statistical-geography,,,E60000084,
,,626085,,,,statistical-geography,,,E60000085,
,,626086,,,,statistical-geography,,,E60000086,
,,626087,,,,statistical-geography,,,E60000087,
,,626088,,,,statistical-geography,,,E60000088,
,,626089,,,,statistical-geography,,,E60000089,
,,626090,,,,statistical-geography,,,E60000090,
,,626091,,,,statistical-geography,,,E60000091,
,,626092,,,,statistical-geography,,,E60000092,
,,626093,,,,statistical-geography,,,E60000093,
,,626094,,,,statistical-geography,,,E60000094,
,,626095,,,,statistical-geography,,,E60000095,
,,626096,,,,statistical-geography,,,E60000096,
,,626097,,,,statistical-geography,,,E60000097,
,,626098,,,,statistical-geography,,,E60000098,
,,626099,,,,statistical-geography,,,E60000099,
,,626100,,,,statistical-geography,,,E60000100,
,,626101,,,,statistical-geography,,,E60000101,
,,626102,,,,statistical-geography,,,E60000102,
,,626103,,,,statistical-geography,,,E60000103,
,,626104,,,,statistical-geography,,,E60000104,
,,626105,,,,statistical-geography,,,E60000105,
,,626106,,,,statistical-geography,,,E60000106,
,,626107,,,,statistical-geography,,,E60000107,
,,626108,,,,statistical-geography,,,E60000108,
,,626109,,,,statistical-geography,,,E60000109,
,,626110,,,,statistical-geography,,,E60000110,
,,626111,,,,statistical-geography,,,E60000111,
,,626112,,,,statistical-geography,,,E60000112,
,,626113,,,,statistical-geography,,,E60000113,
,,626114,,,,statistical-geography,,,E60000114,
,,626115,,,,statistical-geography,,,E60000115,
,,626116,,,,statistical-geography,,,E60000116,
,,626117,,,,statistical-geography,,,E60000117,
,,626118,,,,statistical-geography,,,E60000118,
,,626119,,,,statistical-geography,,,E60000119,
,,626120,,,,statistical-geography,,,E60000120,
,,626121,,,,statistical-geography,,,E60000121,
,,626122,,,,statistical-geography,,,E60000122,
,,626123,,,,statistical-geography,,,E60000123,
,,626124,,,,statistical-geography,,,E60000124,
,,626125,,,,statistical-geography,,,E60000125,
,,626126,,,,statistical-geography,,,E60000126,
,,626127,,,,statistical-geography,,,E60000127,
,,626128,,,,statistical-geography,,,E60000128,
,,626129,,,,statistical-geography,,,E60000129,
