column,dataset,end-date,endpoint,entry-date,field,resource,start-date
WKT,local-planning-authority,,,,geometry,,
LPA19CD,local-planning-authority,,,,reference,,
LPA20CD,local-planning-authority,,,,reference,,
LPA21CD,local-planning-authority,,,,reference,,
LPA19NM,local-planning-authority,,,,name,,
LPA20NM,local-planning-authority,,,,name,,
LPA21NM,local-planning-authority,,,,name,,
