end-date,endpoint,entity,entry-date,entry-number,organisation,prefix,resource,start-date,value,reference
,,16110001,,,,world-heritage-site-buffer-zone,,,,1000093
,,16110002,,,,world-heritage-site-buffer-zone,,,,1000094
,,16110003,,,,world-heritage-site-buffer-zone,,,,1000096
,,16110004,,,,world-heritage-site-buffer-zone,,,,1000098
,,16110005,,,,world-heritage-site-buffer-zone,,,,1000099
,,16110006,,,,world-heritage-site-buffer-zone,,,,1000100
,,16110007,,,,world-heritage-site-buffer-zone,,,,1000102
,,16110008,,,,world-heritage-site-buffer-zone,,,,1000106
