prefix,resource,endpoint,entry-number,organisation,reference,entity,entry-date,start-date,end-date
design-code,,,,local-authority-eng:NUN,HSG2,641000,,,
design-code,,,,local-authority-eng:BUC,1,641001,,,
design-code,,,,local-authority-eng:GRT,WUV,641002,,,
design-code,,,,local-authority-eng:HYN,HNCHZBJU,641003,,,
design-code,,,,local-authority-eng:POR,1,641004,,,
design-code,,,,local-authority-eng:POR,2,641005,,,
design-code,,,,local-authority-eng:DAC,1,641006,,,
design-code,,,,local-authority-eng:HEF,1,641007,,,
design-code,,,,local-authority-eng:NWL,1,641008,,,
design-code,,,,local-authority-eng:SWK,1,641009,,,
design-code-area,,,,local-authority-eng:NUN,HSG2 western parcel,627000,,,
design-code-area,,,,local-authority-eng:NUN,HSG2 eastern parcel,627001,,,
design-code-area,,,,local-authority-eng:BUC,E10000002,627002,,,
design-code-area,,,,local-authority-eng:GRT,01715E Phase 1,627003,,,
design-code-area,,,,local-authority-eng:HYN,5,627004,,,
design-code-area,,,,local-authority-eng:POR,BL9,627005,,,
design-code-area,,,,local-authority-eng:POR,BL10,627006,,,
design-code-area,,,,local-authority-eng:POR,BL6,627007,,,
design-code-area,,,,local-authority-eng:POR,BL7,627008,,,
design-code-area,,,,local-authority-eng:POR,BL8,627009,,,
design-code-area,,,,local-authority-eng:NWL,E07000134,627010,,,
design-code-area,,,,local-authority-eng:POR,1,627011,,,
design-code,,,,local-authority:SRY,healthy-street-for-surrey,641010,,,
design-code,,,,local-authority:TRF,trafford-design-code,641011,,,
design-code,,,,local-authority:ESS,uttlesford-design-code,641012,,,
design-code,,,,local-authority:DUD,lye-and-stour-valley-design-code,641013,,,
design-code,,,,local-authority:MAS,mansfield-town-centre-design-code,641014,,,
design-code,,,,local-authority:BEN,staples-corner-design-code,641015,,,
design-code,,,,local-authority:MDW,chatham-centre-design-code,641016,,,
design-code,,,,local-authority:ERY,east-riding-design-code,641017,,,
design-code,,,,local-authority:LAN,huncoat-design-code,641018,,,
design-code,,,,local-authority:DAC,hemel-hempstead-paradise-design-code,641019,,,
design-code,,,,local-authority:REI,a23-great-street-design-code,641020,,,
design-code-rule,,,,local-authority:SRY,hsfs-street-vision-and-strategy,8700000,,,
design-code-rule,,,,local-authority:SRY,hsfs-street-typologies,8700001,,,
design-code-rule,,,,local-authority:SRY,hsfs-creating-a-street-network,8700002,,,
design-code-rule,,,,local-authority:SRY,hsfs-connectivity-and-thinking-beyond-the-red-line,8700003,,,
design-code-rule,,,,local-authority:SRY,hsfs-permeability-and-walkability,8700004,,,
design-code-rule,,,,local-authority:SRY,hsfs-streets-and-block-patterns,8700005,,,
design-code-rule,,,,local-authority:SRY,hsfs-cul-de-sacs,8700006,,,
design-code-rule,,,,local-authority:SRY,hsfs-20-minute-neighbourhoods,8700007,,,
design-code-rule,,,,local-authority:SRY,hsfs-street-adoption,8700008,,,
design-code-rule,,,,local-authority:SRY,hsfs-utilities-and-services,8700009,,,
design-code-rule,,,,local-authority:SRY,hsfs-emergency-vehicles,8700010,,,
design-code-rule,,,,local-authority:SRY,hsfs-refuse-collection-and-servicing,8700011,,,
design-code-rule,,,,local-authority:SRY,hsfs-character-and-local-context,8700012,,,
design-code-rule,,,,local-authority:SRY,hsfs-street-types-overview-table,8700013,,,
design-code-rule,,,,local-authority:SRY,hsfs-carriageway-vision,8700014,,,
design-code-rule,,,,local-authority:SRY,hsfs-continuous-pavements-often-called-copenhagen-crossings,8700015,,,
design-code-rule,,,,local-authority:SRY,hsfs-raised-tables,8700016,,,
design-code-rule,,,,local-authority:SRY,hsfs-carriageway-widths-and-tracking-swept-path-analysis,8700017,,,
design-code-rule,,,,local-authority:SRY,hsfs-traffic-calming,8700018,,,
design-code-rule,,,,local-authority:SRY,hsfs-20mph-streets,8700019,,,
design-code-rule,,,,local-authority:SRY,hsfs-junction-geometry-and-characteristics,8700020,,,
design-code-rule,,,,local-authority:SRY,hsfs-staggered-junctions,8700021,,,
design-code-rule,,,,local-authority:SRY,hsfs-turning-heads,8700022,,,
design-code-rule,,,,local-authority:SRY,hsfs-materials-guidance,8700023,,,
design-code-rule,,,,local-authority:SRY,hsfs-pedestrian-and-cycle-crossings,8700024,,,
design-code-rule,,,,local-authority:SRY,hsfs-artwork-on-crossings,8700025,,,
design-code-rule,,,,local-authority:SRY,hsfs-road-markings,8700026,,,
design-code-rule,,,,local-authority:SRY,hsfs-accessibility-considerations,8700027,,,
design-code-rule,,,,local-authority:SRY,hsfs-safety-considerations-for-streets-with-high-vehicle-volumes-and-or-speeds,8700028,,,
design-code-rule,,,,local-authority:SRY,hsfs-pedestrian-vision-and-strategy,8700029,,,
design-code-rule,,,,local-authority:SRY,hsfs-continuous-level-surface-streets,8700030,,,
design-code-rule,,,,local-authority:SRY,hsfs-why-trees-are-important,8700031,,,
design-code-rule,,,,local-authority:SRY,hsfs-adoption-and-planting,8700032,,,
design-code-rule,,,,local-authority:SRY,hsfs-selection-of-street-tree-species,8700033,,,
design-code-rule,,,,local-authority:SRY,hsfs-tree-planting-considerations,8700034,,,
design-code-rule,,,,local-authority:SRY,hsfs-appropriate-tree-planting-locations,8700035,,,
design-code-rule,,,,local-authority:SRY,hsfs-tree-pits-and-root-volumes,8700036,,,
design-code-rule,,,,local-authority:SRY,hsfs-protection-and-establishment-of-trees,8700037,,,
design-code-rule,,,,local-authority:SRY,hsfs-existing-trees-and-hedgerows,8700038,,,
design-code-rule,,,,local-authority:SRY,hsfs-safety-implications-for-trees-and-planting,8700039,,,
design-code-rule,,,,local-authority:SRY,hsfs-utilities-and-trees,8700040,,,
design-code-rule,,,,local-authority:SRY,hsfs-tree-maintenance-and-adoption,8700041,,,
design-code-rule,,,,local-authority:SRY,hsfs-planters,8700042,,,
design-code-rule,,,,local-authority:SRY,"""hsfs-grass-verges,-shrubs-and-ground-cover-planting""",8700043,,,
design-code-rule,,,,local-authority:SRY,hsfs-design-principles-for-suds-in-surrey,8700044,,,
design-code-rule,,,,local-authority:SRY,hsfs-suds-management-train,8700045,,,
design-code-rule,,,,local-authority:SRY,hsfs-location-of-suds-features,8700046,,,
design-code-rule,,,,local-authority:SRY,hsfs-exceedance-and-flood-risk,8700047,,,
design-code-rule,,,,local-authority:SRY,hsfs-choice-of-suds-for-streets,8700048,,,
design-code-rule,,,,local-authority:SRY,hsfs-suds-maintenance,8700049,,,
design-code-rule,,,,local-authority:SRY,hsfs-adoption-considerations,8700050,,,
design-code-rule,,,,local-authority:SRY,hsfs-drainage-materials,8700051,,,
design-code-rule,,,,local-authority:SRY,hsfs-ordinary-watercourses,8700052,,,
design-code-rule,,,,local-authority:SRY,hsfs-streetlights,8700053,,,
design-code-rule,,,,local-authority:SRY,hsfs-location-of-streetlights,8700054,,,
design-code-rule,,,,local-authority:SRY,hsfs-technical-specification-for-lighting,8700055,,,
design-code-rule,,,,local-authority:SRY,hsfs-street-furniture-and-signage,8700056,,,
design-code-rule,,,,local-authority:SRY,hsfs-technical-design-specification-for-signage,8700057,,,
design-code-rule,,,,local-authority:SRY,hsfs-technical-design-specification-for-bollards,8700058,,,
design-code-rule,,,,local-authority:SRY,hsfs-electric-vehicle-ev-charging,8700059,,,
design-code-rule,,,,local-authority:SRY,hsfs-ev-charging-equipment-selection,8700060,,,
design-code-rule,,,,local-authority:SRY,hsfs-location-of-ev-charger-equipment,8700061,,,
design-code-rule,,,,local-authority:SRY,hsfs-street-furniture-lighting-and-signage,8700062,,,
design-code-rule,,,,local-authority:SRY,hsfs-parking-principles,8700063,,,
design-code-rule,,,,local-authority:SRY,hsfs-on-street-and-opportunity-parking,8700064,,,
design-code-rule,,,,local-authority:SRY,hsfs-off-street-parking-on-and-off-plot,8700065,,,
design-code-rule,,,,local-authority:SRY,hsfs-parking-space-dimensions,8700066,,,
design-code-rule,,,,local-authority:SRY,hsfs-garages-and-driveways,8700067,,,
design-code-rule,,,,local-authority:SRY,hsfs-on-street-delivery-and-loading-bays,8700068,,,
design-code-rule,,,,local-authority:SRY,hsfs-school-parking,8700069,,,
