column,dataset,end-date,endpoint,entry-date,field,resource,start-date
WKT,design-code-area,,,,geometry,,
LABEL,design-code-area,,,,reference,22bcc30f0fc96bbe9086853edb607c02df3e7bfd006b25dda4216f30ab17d083,
CODE,design-code-area,,,,reference,85e26113cbc3ced698aa72be161c968f0a63573a7593c43cab12e5431027d40c,
NUMBER,design-code-area,,,,design-code,85e26113cbc3ced698aa72be161c968f0a63573a7593c43cab12e5431027d40c,
APGRECNO,design-code-area,,,,reference,08b656dcede0aa79c849634e34559a97041233b3f5ccc6ec9bf7d54b30a76f1f,
Ref,design-code-area,,,,reference,97d8cf013acf356d9ddeb38733c844c655fcb8e09a5bf10507fa228e806cb6ec,
Broad_Loca,design-code-area,,,,name,97d8cf013acf356d9ddeb38733c844c655fcb8e09a5bf10507fa228e806cb6ec,
CODE,design-code-area,,,,reference,e3d6218275b451f559664ea82e8a2904c28d4fed2f19bb856e0f1a3bf45d1c26,
