source,attribution,collection,documentation-url,endpoint,licence,organisation,pipeline,entry-date,start-date,end-date
19d52157d91f9d87882e0531e5c979cf,historic-england,historic-england,https://historicengland.org.uk/listing/the-list/data-downloads,d7a3030ffdf1c6f70cffdc0230928df129362c4b0c2d8b32e3bef22910e3f3f7,ogl3,government-organisation:PB1164,listed-building-grade,2021-06-02,,2021-10-02
3564e9bd166b94040fb5f2a1327eca10,historic-england,historic-england,https://historicengland.org.uk/listing/the-list/data-downloads,fe11d79074c5744a47ce11171e6f7c376ea41a62ef2882d527192213645b9503,ogl3,government-organisation:PB1164,listed-building-grade,2021-11-22,,
