prefix,resource,entry-number,organisation,reference,entity
statistical-geography,,,,E63008636,2501544
statistical-geography,,,,E63008637,2501545
statistical-geography,,,,E63008638,2501546
statistical-geography,,,,E63008639,2501547
statistical-geography,,,,E63008640,2501548
statistical-geography,,,,E63008641,2501549
statistical-geography,,,,E63008642,2501550
statistical-geography,,,,E63008643,2501551
statistical-geography,,,,E63008644,2501552
statistical-geography,,,,E63008645,2501553
statistical-geography,,,,E63008646,2501554
statistical-geography,,,,E63008647,2501555
statistical-geography,,,,E63008648,2501556
statistical-geography,,,,E63008649,2501557
statistical-geography,,,,E63008650,2501558
statistical-geography,,,,E63008651,2501559
statistical-geography,,,,E63008652,2501560
statistical-geography,,,,E63008653,2501561
statistical-geography,,,,E63008654,2501562
statistical-geography,,,,E63008655,2501563
statistical-geography,,,,E63008656,2501564
statistical-geography,,,,E63008657,2501565
statistical-geography,,,,E63008658,2501566
statistical-geography,,,,E63008659,2501567
statistical-geography,,,,E63008660,2501568
statistical-geography,,,,E63008661,2501569
statistical-geography,,,,E63008662,2501570
statistical-geography,,,,E63008663,2501571
statistical-geography,,,,E63008664,2501572
statistical-geography,,,,E63008665,2501573
statistical-geography,,,,E63008666,2501574
statistical-geography,,,,E63008667,2501575
statistical-geography,,,,E63008668,2501576
statistical-geography,,,,E63008669,2501577
statistical-geography,,,,E63008670,2501578
statistical-geography,,,,E63008671,2501579
statistical-geography,,,,E63008672,2501580
statistical-geography,,,,E63008673,2501581
statistical-geography,,,,E63008674,2501582
statistical-geography,,,,E63008675,2501583
statistical-geography,,,,E63008676,2501584
statistical-geography,,,,E63008677,2501585
statistical-geography,,,,E63008678,2501586
statistical-geography,,,,E63008679,2501587
statistical-geography,,,,E63008680,2501588
statistical-geography,,,,E63008681,2501589
statistical-geography,,,,E63008682,2501590
statistical-geography,,,,E63008683,2501591
statistical-geography,,,,E63008684,2501592
statistical-geography,,,,E63008685,2501593
statistical-geography,,,,E63008686,2501594
statistical-geography,,,,E63008687,2501595
statistical-geography,,,,E63008688,2501596
statistical-geography,,,,E63008689,2501597
statistical-geography,,,,E63008690,2501598
statistical-geography,,,,E63008691,2501599
statistical-geography,,,,E63008692,2501600
statistical-geography,,,,E63008693,2501601
statistical-geography,,,,E63008694,2501602
statistical-geography,,,,E63008695,2501603
statistical-geography,,,,E63008696,2501604
statistical-geography,,,,E63008697,2501605
statistical-geography,,,,E63008698,2501606
statistical-geography,,,,E63008699,2501607
statistical-geography,,,,E63008700,2501608
statistical-geography,,,,E63008701,2501609
statistical-geography,,,,E63008702,2501610
statistical-geography,,,,E63008703,2501611
statistical-geography,,,,E63008704,2501612
statistical-geography,,,,E63008705,2501613
statistical-geography,,,,E63008706,2501614
statistical-geography,,,,E63008707,2501615
statistical-geography,,,,E63008708,2501616
statistical-geography,,,,E63008709,2501617
statistical-geography,,,,E63008710,2501618
statistical-geography,,,,E63008711,2501619
statistical-geography,,,,E63008712,2501620
statistical-geography,,,,E63008713,2501621
statistical-geography,,,,E63008714,2501622
statistical-geography,,,,E63008715,2501623
statistical-geography,,,,E63008716,2501624
statistical-geography,,,,E63008717,2501625
statistical-geography,,,,E63008718,2501626
statistical-geography,,,,E63008719,2501627
statistical-geography,,,,E63008720,2501628
statistical-geography,,,,E63008721,2501629
statistical-geography,,,,E63008722,2501630
statistical-geography,,,,E63008723,2501631
statistical-geography,,,,E63008724,2501632
statistical-geography,,,,E63008725,2501633
statistical-geography,,,,E63008726,2501634
statistical-geography,,,,E63008727,2501635
statistical-geography,,,,E63008728,2501636
statistical-geography,,,,E63008729,2501637
statistical-geography,,,,E63008730,2501638
statistical-geography,,,,E63008731,2501639
statistical-geography,,,,E63008732,2501640
statistical-geography,,,,E63008733,2501641
statistical-geography,,,,E63008734,2501642
statistical-geography,,,,E63008735,2501643
statistical-geography,,,,E63008736,2501644
statistical-geography,,,,E63008737,2501645
statistical-geography,,,,E63008738,2501646
statistical-geography,,,,E63008739,2501647
statistical-geography,,,,E63008740,2501648
statistical-geography,,,,E63008741,2501649
statistical-geography,,,,E63008742,2501650
statistical-geography,,,,E63008743,2501651
statistical-geography,,,,E63008744,2501652
statistical-geography,,,,E63008745,2501653
statistical-geography,,,,E63008746,2501654
statistical-geography,,,,E63008747,2501655
statistical-geography,,,,E63008748,2501656
statistical-geography,,,,E63008749,2501657
statistical-geography,,,,E63008750,2501658
statistical-geography,,,,E63008751,2501659
statistical-geography,,,,E63008752,2501660
statistical-geography,,,,E63008753,2501661
statistical-geography,,,,E63008754,2501662
statistical-geography,,,,E63008755,2501663
statistical-geography,,,,E63008756,2501664
statistical-geography,,,,E63008757,2501665
statistical-geography,,,,E63008758,2501666
statistical-geography,,,,E63008759,2501667
statistical-geography,,,,E63008760,2501668
statistical-geography,,,,E63008761,2501669
statistical-geography,,,,E63008762,2501670
statistical-geography,,,,E63008763,2501671
statistical-geography,,,,E63008764,2501672
statistical-geography,,,,E63008765,2501673
statistical-geography,,,,E63008766,2501674
statistical-geography,,,,E63008767,2501675
statistical-geography,,,,E63008768,2501676
statistical-geography,,,,E63008769,2501677
statistical-geography,,,,E63008770,2501678
statistical-geography,,,,E63008771,2501679
statistical-geography,,,,E63008772,2501680
statistical-geography,,,,E63008773,2501681
statistical-geography,,,,E63008774,2501682
statistical-geography,,,,E63008775,2501683
statistical-geography,,,,E63008776,2501684
statistical-geography,,,,E63008777,2501685
statistical-geography,,,,E63008778,2501686
statistical-geography,,,,E63008779,2501687
statistical-geography,,,,E63008780,2501688
statistical-geography,,,,E63008781,2501689
statistical-geography,,,,E63008782,2501690
statistical-geography,,,,E63008783,2501691
statistical-geography,,,,E63008784,2501692
statistical-geography,,,,E63008785,2501693
statistical-geography,,,,E63008786,2501694
statistical-geography,,,,E63008787,2501695
statistical-geography,,,,E63008788,2501696
statistical-geography,,,,E63008789,2501697
statistical-geography,,,,E63008790,2501698
statistical-geography,,,,E63008791,2501699
statistical-geography,,,,E63008792,2501700
statistical-geography,,,,E63008793,2501701
statistical-geography,,,,E63008794,2501702
statistical-geography,,,,E63008795,2501703
statistical-geography,,,,E63008796,2501704
statistical-geography,,,,E63008797,2501705
statistical-geography,,,,E63008798,2501706
statistical-geography,,,,E63008799,2501707
statistical-geography,,,,E63008800,2501708
statistical-geography,,,,E63008801,2501709
statistical-geography,,,,E63008802,2501710
statistical-geography,,,,E63008803,2501711
statistical-geography,,,,E63008804,2501712
statistical-geography,,,,E63008805,2501713
statistical-geography,,,,E63008806,2501714
statistical-geography,,,,E63008807,2501715
statistical-geography,,,,E63008808,2501716
statistical-geography,,,,E63008809,2501717
statistical-geography,,,,E63008810,2501718
statistical-geography,,,,E63008811,2501719
statistical-geography,,,,E63008812,2501720
statistical-geography,,,,E63008813,2501721
statistical-geography,,,,E63008814,2501722
statistical-geography,,,,E63008815,2501723
statistical-geography,,,,E63008816,2501724
statistical-geography,,,,E63008817,2501725
statistical-geography,,,,E63008818,2501726
statistical-geography,,,,E63008819,2501727
statistical-geography,,,,E63008820,2501728
statistical-geography,,,,E63008821,2501729
statistical-geography,,,,E63008822,2501730
statistical-geography,,,,E63008823,2501731
statistical-geography,,,,E63008824,2501732
statistical-geography,,,,E63008825,2501733
statistical-geography,,,,E63008826,2501734
statistical-geography,,,,E63008827,2501735
statistical-geography,,,,E63008828,2501736
statistical-geography,,,,E63008829,2501737
statistical-geography,,,,E63008830,2501738
statistical-geography,,,,E63008831,2501739
statistical-geography,,,,E63008832,2501740
statistical-geography,,,,E63008833,2501741
statistical-geography,,,,E63008834,2501742
statistical-geography,,,,E63008835,2501743
statistical-geography,,,,E63008836,2501744
statistical-geography,,,,E63008837,2501745
statistical-geography,,,,E63008838,2501746
statistical-geography,,,,E63008839,2501747
statistical-geography,,,,E63008840,2501748
statistical-geography,,,,E63008841,2501749
statistical-geography,,,,E63008842,2501750
statistical-geography,,,,E63008843,2501751
statistical-geography,,,,E63008844,2501752
statistical-geography,,,,E63008845,2501753
statistical-geography,,,,E63008846,2501754
statistical-geography,,,,E63008847,2501755
statistical-geography,,,,E63008848,2501756
statistical-geography,,,,E63008849,2501757
statistical-geography,,,,E63008850,2501758
statistical-geography,,,,E63008851,2501759
statistical-geography,,,,E63008852,2501760
statistical-geography,,,,E63008853,2501761
statistical-geography,,,,E63008854,2501762
statistical-geography,,,,E63008855,2501763
statistical-geography,,,,E63008856,2501764
statistical-geography,,,,E63008857,2501765
statistical-geography,,,,E63008858,2501766
statistical-geography,,,,E63008859,2501767
statistical-geography,,,,E63008860,2501768
statistical-geography,,,,E63008861,2501769
statistical-geography,,,,E63008862,2501770
statistical-geography,,,,E63008863,2501771
statistical-geography,,,,E63008864,2501772
statistical-geography,,,,E63008865,2501773
statistical-geography,,,,E63008866,2501774
statistical-geography,,,,E63008867,2501775
statistical-geography,,,,E63008868,2501776
statistical-geography,,,,E63008869,2501777
statistical-geography,,,,E63008870,2501778
statistical-geography,,,,E63008871,2501779
statistical-geography,,,,E63008872,2501780
statistical-geography,,,,E63008873,2501781
statistical-geography,,,,E63008874,2501782
statistical-geography,,,,E63008875,2501783
statistical-geography,,,,E63008876,2501784
statistical-geography,,,,E63008877,2501785
statistical-geography,,,,E63008878,2501786
statistical-geography,,,,E63008879,2501787
statistical-geography,,,,E63008880,2501788
statistical-geography,,,,E63008881,2501789
statistical-geography,,,,E63008882,2501790
statistical-geography,,,,E63008883,2501791
statistical-geography,,,,E63008884,2501792
statistical-geography,,,,E63008885,2501793
statistical-geography,,,,E63008886,2501794
statistical-geography,,,,E63008887,2501795
statistical-geography,,,,E63008888,2501796
statistical-geography,,,,E63008889,2501797
statistical-geography,,,,E63008890,2501798
statistical-geography,,,,E63008891,2501799
statistical-geography,,,,E63008892,2501800
statistical-geography,,,,E63008893,2501801
statistical-geography,,,,E63008894,2501802
statistical-geography,,,,E63008895,2501803
statistical-geography,,,,E63008896,2501804
statistical-geography,,,,E63008897,2501805
statistical-geography,,,,E63008898,2501806
statistical-geography,,,,E63008899,2501807
statistical-geography,,,,E63008900,2501808
statistical-geography,,,,E63008901,2501809
statistical-geography,,,,E63008902,2501810
statistical-geography,,,,E63008903,2501811
statistical-geography,,,,E63008904,2501812
statistical-geography,,,,E63008905,2501813
statistical-geography,,,,E63008906,2501814
statistical-geography,,,,E63008907,2501815
statistical-geography,,,,E63008908,2501816
statistical-geography,,,,E63008909,2501817
statistical-geography,,,,E63008910,2501818
statistical-geography,,,,E63008911,2501819
statistical-geography,,,,E63008912,2501820
statistical-geography,,,,E63008913,2501821
statistical-geography,,,,E63008914,2501822
statistical-geography,,,,E63008915,2501823
statistical-geography,,,,E63008916,2501824
statistical-geography,,,,E63008917,2501825
statistical-geography,,,,E63008918,2501826
statistical-geography,,,,E63008919,2501827
statistical-geography,,,,E63008920,2501828
statistical-geography,,,,E63008921,2501829
statistical-geography,,,,E63008922,2501830
statistical-geography,,,,E63008923,2501831
statistical-geography,,,,E63008924,2501832
statistical-geography,,,,E63008925,2501833
statistical-geography,,,,E63008926,2501834
statistical-geography,,,,E63008927,2501835
statistical-geography,,,,E63008928,2501836
statistical-geography,,,,E63008929,2501837
statistical-geography,,,,E63008930,2501838
statistical-geography,,,,E63008931,2501839
statistical-geography,,,,E63008932,2501840
statistical-geography,,,,E63008933,2501841
statistical-geography,,,,E63008934,2501842
statistical-geography,,,,E63008935,2501843
statistical-geography,,,,E63008936,2501844
statistical-geography,,,,E63008937,2501845
statistical-geography,,,,E63008938,2501846
statistical-geography,,,,E63008939,2501847
statistical-geography,,,,E63008940,2501848
statistical-geography,,,,E63008941,2501849
statistical-geography,,,,E63008942,2501850
statistical-geography,,,,E63008943,2501851
statistical-geography,,,,E63008944,2501852
statistical-geography,,,,E63008945,2501853
statistical-geography,,,,E63008946,2501854
statistical-geography,,,,E63008947,2501855
statistical-geography,,,,E63008948,2501856
statistical-geography,,,,E63008949,2501857
statistical-geography,,,,E63008950,2501858
statistical-geography,,,,E63008951,2501859
statistical-geography,,,,E63008952,2501860
statistical-geography,,,,E63008953,2501861
statistical-geography,,,,E63008954,2501862
statistical-geography,,,,E63008955,2501863
statistical-geography,,,,E63008956,2501864
statistical-geography,,,,E63008957,2501865
statistical-geography,,,,E63008958,2501866
statistical-geography,,,,E63008959,2501867
statistical-geography,,,,E63008960,2501868
statistical-geography,,,,E63008961,2501869
statistical-geography,,,,E63008962,2501870
statistical-geography,,,,E63008963,2501871
statistical-geography,,,,E63008964,2501872
statistical-geography,,,,E63008965,2501873
statistical-geography,,,,E63008966,2501874
statistical-geography,,,,E63008967,2501875
statistical-geography,,,,E63008968,2501876
statistical-geography,,,,E63008969,2501877
statistical-geography,,,,E63008970,2501878
statistical-geography,,,,E63008971,2501879
statistical-geography,,,,E63008972,2501880
statistical-geography,,,,E63008973,2501881
statistical-geography,,,,E63008974,2501882
statistical-geography,,,,E63008975,2501883
statistical-geography,,,,E63008976,2501884
statistical-geography,,,,E63008977,2501885
statistical-geography,,,,E63008978,2501886
statistical-geography,,,,E63008979,2501887
statistical-geography,,,,E63008980,2501888
statistical-geography,,,,E63008981,2501889
statistical-geography,,,,E63008982,2501890
statistical-geography,,,,E63008983,2501891
statistical-geography,,,,E63008984,2501892
statistical-geography,,,,E63008985,2501893
statistical-geography,,,,E63008986,2501894
statistical-geography,,,,E63008987,2501895
statistical-geography,,,,E63008988,2501896
statistical-geography,,,,E63008989,2501897
statistical-geography,,,,E63008990,2501898
statistical-geography,,,,E63008991,2501899
statistical-geography,,,,E63008992,2501900
statistical-geography,,,,E63008993,2501901
statistical-geography,,,,E63008994,2501902
statistical-geography,,,,E63008995,2501903
statistical-geography,,,,E63008996,2501904
statistical-geography,,,,E63008997,2501905
statistical-geography,,,,E63008998,2501906
statistical-geography,,,,E63008999,2501907
statistical-geography,,,,E63009000,2501908
statistical-geography,,,,E63009001,2501909
statistical-geography,,,,E63009002,2501910
statistical-geography,,,,E63009003,2501911
statistical-geography,,,,E63009004,2501912
statistical-geography,,,,E63009005,2501913
statistical-geography,,,,E63009006,2501914
statistical-geography,,,,E63009007,2501915
statistical-geography,,,,E63009008,2501916
statistical-geography,,,,E63009009,2501917
statistical-geography,,,,E63009010,2501918
statistical-geography,,,,E63009011,2501919
statistical-geography,,,,E63009012,2501920
statistical-geography,,,,E63009013,2501921
statistical-geography,,,,E63009014,2501922
statistical-geography,,,,E63009015,2501923
statistical-geography,,,,E63009016,2501924
statistical-geography,,,,E63009017,2501925
statistical-geography,,,,E63009018,2501926
statistical-geography,,,,E63009019,2501927
statistical-geography,,,,E63009020,2501928
statistical-geography,,,,E63009021,2501929
statistical-geography,,,,E63009022,2501930
statistical-geography,,,,E63009023,2501931
statistical-geography,,,,E63009024,2501932
statistical-geography,,,,E63009025,2501933
statistical-geography,,,,E63009026,2501934
statistical-geography,,,,E63009027,2501935
statistical-geography,,,,E63009028,2501936
statistical-geography,,,,E63009029,2501937
statistical-geography,,,,E63009030,2501938
statistical-geography,,,,E63009031,2501939
statistical-geography,,,,E63009032,2501940
statistical-geography,,,,E63009033,2501941
statistical-geography,,,,E63009034,2501942
statistical-geography,,,,E63009035,2501943
statistical-geography,,,,E63009036,2501944
statistical-geography,,,,E63009037,2501945
statistical-geography,,,,E63009038,2501946
statistical-geography,,,,E63009039,2501947
statistical-geography,,,,E63009040,2501948
statistical-geography,,,,E63009041,2501949
statistical-geography,,,,E63009042,2501950
statistical-geography,,,,E63009043,2501951
statistical-geography,,,,E63009044,2501952
statistical-geography,,,,E63009045,2501953
statistical-geography,,,,E63009046,2501954
statistical-geography,,,,E63009047,2501955
statistical-geography,,,,E63009048,2501956
statistical-geography,,,,E63009049,2501957
statistical-geography,,,,E63009050,2501958
statistical-geography,,,,E63009051,2501959
statistical-geography,,,,E63009052,2501960
statistical-geography,,,,E63009053,2501961
statistical-geography,,,,E63009054,2501962
statistical-geography,,,,E63009055,2501963
statistical-geography,,,,E63009056,2501964
statistical-geography,,,,E63009057,2501965
statistical-geography,,,,E63009058,2501966
statistical-geography,,,,E63009059,2501967
statistical-geography,,,,E63009060,2501968
statistical-geography,,,,E63009061,2501969
statistical-geography,,,,E63009062,2501970
statistical-geography,,,,E63009063,2501971
statistical-geography,,,,E63009064,2501972
statistical-geography,,,,E63009065,2501973
statistical-geography,,,,E63009066,2501974
statistical-geography,,,,E63009067,2501975
statistical-geography,,,,E63009068,2501976
statistical-geography,,,,E63009069,2501977
statistical-geography,,,,E63009070,2501978
statistical-geography,,,,E63009071,2501979
statistical-geography,,,,E63009072,2501980
statistical-geography,,,,E63009073,2501981
statistical-geography,,,,E63009074,2501982
statistical-geography,,,,E63009075,2501983
statistical-geography,,,,E63009076,2501984
statistical-geography,,,,E63009077,2501985
statistical-geography,,,,E63009078,2501986
statistical-geography,,,,E63009079,2501987
statistical-geography,,,,E63009080,2501988
statistical-geography,,,,E63009081,2501989
statistical-geography,,,,E63009082,2501990
statistical-geography,,,,E63009083,2501991
statistical-geography,,,,E63009084,2501992
statistical-geography,,,,E63009085,2501993
statistical-geography,,,,E63009086,2501994
statistical-geography,,,,E63009087,2501995
statistical-geography,,,,E63009088,2501996
statistical-geography,,,,E63009089,2501997
statistical-geography,,,,E63009090,2501998
statistical-geography,,,,E63009091,2501999
statistical-geography,,,,E63009092,2502000
statistical-geography,,,,E63009093,2502001
statistical-geography,,,,E63009094,2502002
statistical-geography,,,,E63009095,2502003
statistical-geography,,,,E63009096,2502004
statistical-geography,,,,E63009097,2502005
statistical-geography,,,,E63009098,2502006
statistical-geography,,,,E63009099,2502007
statistical-geography,,,,E63009100,2502008
statistical-geography,,,,E63009101,2502009
statistical-geography,,,,E63009102,2502010
statistical-geography,,,,E63009103,2502011
statistical-geography,,,,E63009104,2502012
statistical-geography,,,,E63009105,2502013
statistical-geography,,,,E63009106,2502014
statistical-geography,,,,E63009107,2502015
statistical-geography,,,,E63009108,2502016
statistical-geography,,,,E63009109,2502017
statistical-geography,,,,E63009110,2502018
statistical-geography,,,,E63009111,2502019
statistical-geography,,,,E63009112,2502020
statistical-geography,,,,E63009113,2502021
statistical-geography,,,,E63009114,2502022
statistical-geography,,,,E63009115,2502023
statistical-geography,,,,E63009116,2502024
statistical-geography,,,,E63009117,2502025
statistical-geography,,,,E63009118,2502026
statistical-geography,,,,E63009119,2502027
statistical-geography,,,,E63009120,2502028
statistical-geography,,,,E63009121,2502029
statistical-geography,,,,E63009122,2502030
statistical-geography,,,,E63009123,2502031
statistical-geography,,,,E63009124,2502032
statistical-geography,,,,E63009125,2502033
statistical-geography,,,,E63009126,2502034
statistical-geography,,,,E63009127,2502035
statistical-geography,,,,E63009128,2502036
statistical-geography,,,,E63009129,2502037
statistical-geography,,,,E63009130,2502038
statistical-geography,,,,E63009131,2502039
statistical-geography,,,,E63009132,2502040
statistical-geography,,,,E63009133,2502041
statistical-geography,,,,E63009134,2502042
statistical-geography,,,,E63009135,2502043
statistical-geography,,,,E63009136,2502044
statistical-geography,,,,E63009137,2502045
statistical-geography,,,,E63009138,2502046
statistical-geography,,,,E63009139,2502047
statistical-geography,,,,E63009140,2502048
statistical-geography,,,,E63009141,2502049
statistical-geography,,,,E63009142,2502050
statistical-geography,,,,E63009143,2502051
statistical-geography,,,,E63009144,2502052
statistical-geography,,,,E63009145,2502053
statistical-geography,,,,E63009146,2502054
statistical-geography,,,,E63009147,2502055
statistical-geography,,,,E63009148,2502056
statistical-geography,,,,E63009149,2502057
statistical-geography,,,,E63009150,2502058
statistical-geography,,,,E63009151,2502059
statistical-geography,,,,E63009152,2502060
statistical-geography,,,,E63009153,2502061
statistical-geography,,,,E63009154,2502062
statistical-geography,,,,E63009155,2502063
statistical-geography,,,,E63009156,2502064
statistical-geography,,,,E63009157,2502065
statistical-geography,,,,E63009158,2502066
statistical-geography,,,,E63009159,2502067
statistical-geography,,,,E63009160,2502068
statistical-geography,,,,E63009161,2502069
statistical-geography,,,,E63009162,2502070
statistical-geography,,,,E63009163,2502071
statistical-geography,,,,E63009164,2502072
statistical-geography,,,,E63009165,2502073
statistical-geography,,,,E63009166,2502074
statistical-geography,,,,E63009167,2502075
statistical-geography,,,,E63009168,2502076
statistical-geography,,,,E63009169,2502077
statistical-geography,,,,E63009170,2502078
statistical-geography,,,,E63009171,2502079
statistical-geography,,,,E63009172,2502080
statistical-geography,,,,E63009173,2502081
statistical-geography,,,,E63009174,2502082
statistical-geography,,,,E63009175,2502083
statistical-geography,,,,E63009176,2502084
statistical-geography,,,,E63009177,2502085
statistical-geography,,,,E63009178,2502086
statistical-geography,,,,E63009179,2502087
statistical-geography,,,,E63009180,2502088
statistical-geography,,,,E63009181,2502089
statistical-geography,,,,E63009182,2502090
statistical-geography,,,,E63009183,2502091
statistical-geography,,,,E63009184,2502092
statistical-geography,,,,E63009185,2502093
statistical-geography,,,,E63009186,2502094
statistical-geography,,,,E63009187,2502095
statistical-geography,,,,E63009188,2502096
statistical-geography,,,,E63009189,2502097
statistical-geography,,,,E63009190,2502098
statistical-geography,,,,E63009191,2502099
statistical-geography,,,,E63009192,2502100
statistical-geography,,,,E63009193,2502101
statistical-geography,,,,E63009194,2502102
statistical-geography,,,,E63009195,2502103
statistical-geography,,,,E63009196,2502104
statistical-geography,,,,E63009197,2502105
statistical-geography,,,,E63009198,2502106
statistical-geography,,,,E63009199,2502107
statistical-geography,,,,E63009200,2502108
statistical-geography,,,,E63009201,2502109
statistical-geography,,,,E63009202,2502110
statistical-geography,,,,E63009203,2502111
statistical-geography,,,,E63009204,2502112
statistical-geography,,,,E63009205,2502113
statistical-geography,,,,E63009206,2502114
statistical-geography,,,,E63009207,2502115
statistical-geography,,,,E63009208,2502116
statistical-geography,,,,E63009209,2502117
statistical-geography,,,,E63009210,2502118
statistical-geography,,,,E63009211,2502119
statistical-geography,,,,E63009212,2502120
statistical-geography,,,,E63009213,2502121
statistical-geography,,,,E63009214,2502122
statistical-geography,,,,E63009215,2502123
statistical-geography,,,,E63009216,2502124
statistical-geography,,,,E63009217,2502125
statistical-geography,,,,E63009218,2502126
statistical-geography,,,,E63009219,2502127
statistical-geography,,,,E63009220,2502128
statistical-geography,,,,E63009221,2502129
statistical-geography,,,,E63009222,2502130
statistical-geography,,,,E63009223,2502131
statistical-geography,,,,E63009224,2502132
statistical-geography,,,,E63009225,2502133
statistical-geography,,,,E63009226,2502134
statistical-geography,,,,E63009227,2502135
statistical-geography,,,,E63009228,2502136
statistical-geography,,,,E63009229,2502137
statistical-geography,,,,E63009230,2502138
statistical-geography,,,,E63009231,2502139
statistical-geography,,,,E63009232,2502140
statistical-geography,,,,E63009233,2502141
statistical-geography,,,,E63009234,2502142
statistical-geography,,,,E63009235,2502143
statistical-geography,,,,E63009236,2502144
statistical-geography,,,,E63009237,2502145
statistical-geography,,,,E63009238,2502146
statistical-geography,,,,E63009239,2502147
statistical-geography,,,,E63009240,2502148
statistical-geography,,,,E63009241,2502149
statistical-geography,,,,E63009242,2502150
statistical-geography,,,,E63009243,2502151
statistical-geography,,,,E63009244,2502152
statistical-geography,,,,E63009245,2502153
statistical-geography,,,,E63009246,2502154
statistical-geography,,,,E63009247,2502155
statistical-geography,,,,E63009248,2502156
statistical-geography,,,,E63009249,2502157
statistical-geography,,,,E63009250,2502158
statistical-geography,,,,E63009251,2502159
statistical-geography,,,,E63009252,2502160
statistical-geography,,,,E63009253,2502161
statistical-geography,,,,E63009254,2502162
statistical-geography,,,,E63009255,2502163
statistical-geography,,,,E63009256,2502164
statistical-geography,,,,E63009257,2502165
statistical-geography,,,,E63009258,2502166
statistical-geography,,,,E63009259,2502167
statistical-geography,,,,E63009260,2502168
statistical-geography,,,,E63009261,2502169
statistical-geography,,,,E63009262,2502170
statistical-geography,,,,E63009263,2502171
statistical-geography,,,,E63009264,2502172
statistical-geography,,,,E63009265,2502173
statistical-geography,,,,E63009266,2502174
statistical-geography,,,,E63009267,2502175
statistical-geography,,,,E63009268,2502176
statistical-geography,,,,E63009269,2502177
statistical-geography,,,,E63009270,2502178
statistical-geography,,,,E63009271,2502179
statistical-geography,,,,E63009272,2502180
statistical-geography,,,,E63009273,2502181
statistical-geography,,,,E63009274,2502182
statistical-geography,,,,E63009275,2502183
statistical-geography,,,,E63009276,2502184
statistical-geography,,,,E63009277,2502185
statistical-geography,,,,E63009278,2502186
statistical-geography,,,,E63009279,2502187
statistical-geography,,,,E63009280,2502188
statistical-geography,,,,E63009281,2502189
statistical-geography,,,,E63009282,2502190
statistical-geography,,,,E63009283,2502191
statistical-geography,,,,E63009284,2502192
statistical-geography,,,,E63009285,2502193
statistical-geography,,,,E63009286,2502194
statistical-geography,,,,E63009287,2502195
statistical-geography,,,,E63009288,2502196
statistical-geography,,,,E63009289,2502197
statistical-geography,,,,E63009290,2502198
statistical-geography,,,,E63009291,2502199
statistical-geography,,,,E63009292,2502200
statistical-geography,,,,E63009293,2502201
statistical-geography,,,,E63009294,2502202
statistical-geography,,,,E63009295,2502203
statistical-geography,,,,E63009296,2502204
statistical-geography,,,,E63009297,2502205
statistical-geography,,,,E63009298,2502206
statistical-geography,,,,E63009299,2502207
statistical-geography,,,,E63009300,2502208
statistical-geography,,,,E63009301,2502209
statistical-geography,,,,E63009302,2502210
statistical-geography,,,,E63009303,2502211
statistical-geography,,,,E63009304,2502212
statistical-geography,,,,E63009305,2502213
statistical-geography,,,,E63009306,2502214
statistical-geography,,,,E63009307,2502215
statistical-geography,,,,E63009308,2502216
statistical-geography,,,,E63009309,2502217
statistical-geography,,,,E63009310,2502218
statistical-geography,,,,E63009311,2502219
statistical-geography,,,,E63009312,2502220
statistical-geography,,,,E63009313,2502221
statistical-geography,,,,E63009314,2502222
statistical-geography,,,,E63009315,2502223
statistical-geography,,,,E63009316,2502224
statistical-geography,,,,E63009317,2502225
statistical-geography,,,,E63009318,2502226
statistical-geography,,,,E63009319,2502227
statistical-geography,,,,E63009320,2502228
statistical-geography,,,,E63009321,2502229
statistical-geography,,,,E63009322,2502230
statistical-geography,,,,E63009323,2502231
statistical-geography,,,,E63009324,2502232
statistical-geography,,,,E63009325,2502233
statistical-geography,,,,E63009326,2502234
statistical-geography,,,,E63009327,2502235
statistical-geography,,,,E63009328,2502236
statistical-geography,,,,E63009329,2502237
statistical-geography,,,,E63009330,2502238
statistical-geography,,,,E63009331,2502239
statistical-geography,,,,E63009332,2502240
statistical-geography,,,,E63009333,2502241
statistical-geography,,,,E63009334,2502242
statistical-geography,,,,E63009335,2502243
statistical-geography,,,,E63009336,2502244
statistical-geography,,,,E63009337,2502245
statistical-geography,,,,E63009338,2502246
statistical-geography,,,,E63009339,2502247
statistical-geography,,,,E63009340,2502248
statistical-geography,,,,E63009341,2502249
statistical-geography,,,,E63009342,2502250
statistical-geography,,,,E63009343,2502251
statistical-geography,,,,E63009344,2502252
statistical-geography,,,,E63009345,2502253
statistical-geography,,,,E63009346,2502254
statistical-geography,,,,E63009347,2502255
statistical-geography,,,,E63009348,2502256
statistical-geography,,,,E63009349,2502257
statistical-geography,,,,E63009350,2502258
statistical-geography,,,,E63009351,2502259
statistical-geography,,,,E63009352,2502260
statistical-geography,,,,E63009353,2502261
statistical-geography,,,,E63009354,2502262
statistical-geography,,,,E63009355,2502263
statistical-geography,,,,E63009356,2502264
statistical-geography,,,,E63009357,2502265
statistical-geography,,,,E63009358,2502266
statistical-geography,,,,E63009359,2502267
statistical-geography,,,,E63009360,2502268
statistical-geography,,,,E63009361,2502269
statistical-geography,,,,E63009362,2502270
statistical-geography,,,,E63009363,2502271
statistical-geography,,,,E63009364,2502272
statistical-geography,,,,E63009365,2502273
statistical-geography,,,,E63009366,2502274
statistical-geography,,,,E63009367,2502275
statistical-geography,,,,E63009368,2502276
statistical-geography,,,,E63009369,2502277
statistical-geography,,,,E63009370,2502278
