dataset,endpoint,resource,column,field,start-date,end-date,entry-date
site-of-special-scientific-interest,,,REF_CODE,IGNORE,,,
site-of-special-scientific-interest,,,HYPERLINK,reference,,,
site-of-special-scientific-interest,,,WKT,geometry,,,
