dataset,entity-minimum,entity-maximum,organisation
local-area-requirements,20000,20000,local-authority:ADU
local-area-requirements,20001,20001,local-authority:ALL
local-area-requirements,20002,20002,local-authority:ASH
local-area-requirements,20003,20003,local-authority:BAB
local-area-requirements,20004,20004,local-authority:BDG
local-area-requirements,20005,20005,local-authority:BNE
local-area-requirements,20006,20006,local-authority:BNS
local-area-requirements,20007,20007,local-authority:BAI
local-area-requirements,20008,20008,local-authority:BAN
local-area-requirements,20009,20009,local-authority:BAE
local-area-requirements,20010,20010,local-authority:BAS
local-area-requirements,20011,20011,local-authority:BDF
local-area-requirements,20012,20012,local-authority:BEX
local-area-requirements,20013,20013,local-authority:BBD
local-area-requirements,20014,20014,local-authority:BPL
local-area-requirements,20015,20015,local-authority:BOL
local-area-requirements,20016,20016,local-authority:BOT
local-area-requirements,20017,20017,local-authority:BPC
local-area-requirements,20018,20018,local-authority:BRC
local-area-requirements,20019,20019,local-authority:BRD
local-area-requirements,20020,20020,local-authority:BRA
local-area-requirements,20021,20021,local-authority:BRE
local-area-requirements,20022,20022,local-authority:BEN
local-area-requirements,20023,20023,local-authority:BRW
local-area-requirements,20024,20024,local-authority:BNH
local-area-requirements,20025,20025,local-authority:BIR
local-area-requirements,20026,20026,local-authority:BST
local-area-requirements,20027,20027,local-authority:BRO
local-area-requirements,20028,20028,national-park-authority:Q4972284
local-area-requirements,20029,20029,local-authority:BRY
local-area-requirements,20030,20030,local-authority:BRT
local-area-requirements,20031,20031,local-authority:BUN
local-area-requirements,20032,20032,local-authority:BUR
local-area-requirements,20033,20033,local-authority:CAB
local-area-requirements,20034,20034,local-authority:CMD
local-area-requirements,20035,20035,local-authority:CAN
local-area-requirements,20036,20036,local-authority:CAS
local-area-requirements,20037,20037,local-authority:CBF
local-area-requirements,20038,20038,local-authority:CHA
local-area-requirements,20039,20039,local-authority:CHL
local-area-requirements,20040,20040,local-authority:CHT
local-area-requirements,20041,20041,local-authority:CHR
local-area-requirements,20042,20042,local-authority:CHE
local-area-requirements,20043,20043,local-authority:CHW
local-area-requirements,20044,20044,local-authority:CHI
local-area-requirements,20045,20045,local-authority:CHO
local-area-requirements,20046,20046,local-authority:LND
local-area-requirements,20047,20047,local-authority:COL
local-area-requirements,20048,20048,local-authority:COP
local-area-requirements,20049,20049,local-authority:COR
local-area-requirements,20050,20050,local-authority:CON
local-area-requirements,20051,20051,local-authority:COT
local-area-requirements,20052,20052,local-authority:COV
local-area-requirements,20053,20053,local-authority:CRA
local-area-requirements,20054,20054,local-authority:CRW
local-area-requirements,20055,20055,local-authority:CRY
local-area-requirements,20056,20056,local-authority:CUA
local-area-requirements,20057,20057,local-authority:DAR
local-area-requirements,20058,20058,national-park-authority:Q5225646
local-area-requirements,20059,20059,local-authority:DAV
local-area-requirements,20060,20060,local-authority:DNC
local-area-requirements,20061,20061,local-authority:DST
local-area-requirements,20062,20062,local-authority:DOV
local-area-requirements,20063,20063,local-authority:DUD
local-area-requirements,20064,20064,local-authority:DUR
local-area-requirements,20065,20065,local-authority:EAL
local-area-requirements,20066,20066,local-authority:ECA
local-area-requirements,20067,20067,local-authority:EDE
local-area-requirements,20068,20068,local-authority:EHA
local-area-requirements,20069,20069,local-authority:EHE
local-area-requirements,20070,20070,local-authority:ERY
local-area-requirements,20071,20071,local-authority:EST
local-area-requirements,20072,20072,local-authority:ESK
local-area-requirements,20073,20073,local-authority:EAS
