dataset,endpoint,resource,column,field,start-date,end-date,entry-date
asset-of-community-value,6c7c7c2c9e48f685756ec74fefa0d04daf69a75624b8016949fb67c673826a89,,Property name and address,name,,,
asset-of-community-value,6c7c7c2c9e48f685756ec74fefa0d04daf69a75624b8016949fb67c673826a89,,Date Nomination Received,nomination-date,,,
asset-of-community-value,6c7c7c2c9e48f685756ec74fefa0d04daf69a75624b8016949fb67c673826a89,,Nominated By,nominating-group,,,
asset-of-community-value,6c7c7c2c9e48f685756ec74fefa0d04daf69a75624b8016949fb67c673826a89,,Reason For Unsuccessful Nomination,notes,,,
asset-of-community-value,6c7c7c2c9e48f685756ec74fefa0d04daf69a75624b8016949fb67c673826a89,,Decision Date,decision-date,,,
asset-of-community-value,6c7c7c2c9e48f685756ec74fefa0d04daf69a75624b8016949fb67c673826a89,,Notice To Dispose Received By Council Date,notification-to-sell-date,,,
asset-of-community-value,6c7c7c2c9e48f685756ec74fefa0d04daf69a75624b8016949fb67c673826a89,,Community Group Which Triggered Full Moratorium,interested-group,,,
asset-of-community-value,6c7c7c2c9e48f685756ec74fefa0d04daf69a75624b8016949fb67c673826a89,,Listing Expiry Date,expiry-date,,,
asset-of-community-value,6c7c7c2c9e48f685756ec74fefa0d04daf69a75624b8016949fb67c673826a89,,Location,point,,,
