prefix,resource,endpoint,entry-number,organisation,reference,entity,entry-date,start-date,end-date
asset-of-community-value,,,,local-authority:CMD,CAMACV16,17100000,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV11,17100001,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV56,17100002,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV62,17100003,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV49A,17100004,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV2,17100005,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV31A,17100006,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV49,17100007,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV48,17100008,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV11A,17100009,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV33,17100010,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV26,17100011,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV61,17100012,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV6B,17100013,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV9A,17100014,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV43,17100015,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV26A,17100016,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV4,17100017,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV35A,17100018,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV64,17100019,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV17A,17100020,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV20,17100021,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV12,17100022,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV54,17100023,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV28A,17100024,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV17 (2nd moratorium),17100025,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV44,17100026,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV45,17100027,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV15A,17100028,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV28,17100029,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV35,17100030,,,
asset-of-community-value,,,,local-authority:CMD,CAMACV58,17100031,,,
