prefix,resource,endpoint,entry-number,organisation,reference,entity,entry-date,start-date,end-date
agricultural-land-classification,,,,government-organisation:PB202,TG2/Grade 1,32000,,,
agricultural-land-classification,,,,government-organisation:PB202,TG2/Grade 2,32001,,,
agricultural-land-classification,,,,government-organisation:PB202,TG2/Grade 3,32002,,,
agricultural-land-classification,,,,government-organisation:PB202,TG2/Grade 4,32003,,,
agricultural-land-classification,,,,government-organisation:PB202,TG2/Non Agricultural,32004,,,
agricultural-land-classification,,,,government-organisation:PB202,TG2/Urban,32005,,,
agricultural-land-classification,,,,government-organisation:PB202,T2V/Grade 2,32006,,,
agricultural-land-classification,,,,government-organisation:PB202,T2V/Grade 3,32007,,,
agricultural-land-classification,,,,government-organisation:PB202,T2V/Grade 4,32008,,,
agricultural-land-classification,,,,government-organisation:PB202,T2V/Urban,32009,,,
agricultural-land-classification,,,,government-organisation:PB202,T2V/Grade 1,32010,,,
agricultural-land-classification,,,,government-organisation:PB202,T2V/Non Agricultural,32011,,,
agricultural-land-classification,,,,government-organisation:PB202,6G2/Urban,32012,,,
agricultural-land-classification,,,,government-organisation:PB202,6G2/Grade 3,32013,,,
agricultural-land-classification,,,,government-organisation:PB202,6G2/Grade 1,32014,,,
agricultural-land-classification,,,,government-organisation:PB202,62W/Grade 2,32015,,,
agricultural-land-classification,,,,government-organisation:PB202,62W/Grade 3,32016,,,
agricultural-land-classification,,,,government-organisation:PB202,62W/Grade 4,32017,,,
agricultural-land-classification,,,,government-organisation:PB202,6K/Grade 1,32018,,,
agricultural-land-classification,,,,government-organisation:PB202,6K/Grade 2,32019,,,
agricultural-land-classification,,,,government-organisation:PB202,6K/Grade 3,32020,,,
agricultural-land-classification,,,,government-organisation:PB202,6K/Grade 4,32021,,,
agricultural-land-classification,,,,government-organisation:PB202,6K/Grade 5,32022,,,
agricultural-land-classification,,,,government-organisation:PB202,6K/Non Agricultural,32023,,,
agricultural-land-classification,,,,government-organisation:PB202,6K/Urban,32024,,,
agricultural-land-classification,,,,government-organisation:PB202,G2K/Grade 3,32025,,,
agricultural-land-classification,,,,government-organisation:PB202,G2K/Urban,32026,,,
agricultural-land-classification,,,,government-organisation:PB202,G2K/Grade 1,32027,,,
agricultural-land-classification,,,,government-organisation:PB202,58/Grade 2,32028,,,
agricultural-land-classification,,,,government-organisation:PB202,58/Grade 3,32029,,,
agricultural-land-classification,,,,government-organisation:PB202,58/Grade 4,32030,,,
agricultural-land-classification,,,,government-organisation:PB202,58/Grade 5,32031,,,
agricultural-land-classification,,,,government-organisation:PB202,58/Urban,32032,,,
agricultural-land-classification,,,,government-organisation:PB202,58/Non Agricultural,32033,,,
agricultural-land-classification,,,,government-organisation:PB202,A7/Urban,32034,,,
agricultural-land-classification,,,,government-organisation:PB202,A7/Grade 3,32035,,,
agricultural-land-classification,,,,government-organisation:PB202,A7/Grade 4,32036,,,
agricultural-land-classification,,,,government-organisation:PB202,A7/Grade 5,32037,,,
agricultural-land-classification,,,,government-organisation:PB202,6R7/Grade 3,32038,,,
agricultural-land-classification,,,,government-organisation:PB202,6R7/Grade 4,32039,,,
agricultural-land-classification,,,,government-organisation:PB202,6R7/Non Agricultural,32040,,,
agricultural-land-classification,,,,government-organisation:PB202,6R7/Grade 1,32041,,,
agricultural-land-classification,,,,government-organisation:PB202,6R7/Grade 2,32042,,,
agricultural-land-classification,,,,government-organisation:PB202,6R7/Grade 5,32043,,,
agricultural-land-classification,,,,government-organisation:PB202,67/Grade 3,32044,,,
agricultural-land-classification,,,,government-organisation:PB202,67/Grade 4,32045,,,
agricultural-land-classification,,,,government-organisation:PB202,AR7/Grade 2,32046,,,
agricultural-land-classification,,,,government-organisation:PB202,AR7/Grade 3,32047,,,
agricultural-land-classification,,,,government-organisation:PB202,AR7/Grade 4,32048,,,
agricultural-land-classification,,,,government-organisation:PB202,AR7/Non Agricultural,32049,,,
agricultural-land-classification,,,,government-organisation:PB202,A7/Grade 1,32050,,,
agricultural-land-classification,,,,government-organisation:PB202,A7/Grade 2,32051,,,
agricultural-land-classification,,,,government-organisation:PB202,A7/Non Agricultural,32052,,,
agricultural-land-classification,,,,government-organisation:PB202,R7/Grade 1,32053,,,
agricultural-land-classification,,,,government-organisation:PB202,R7/Grade 2,32054,,,
agricultural-land-classification,,,,government-organisation:PB202,R7/Grade 3,32055,,,
agricultural-land-classification,,,,government-organisation:PB202,R7/Grade 4,32056,,,
agricultural-land-classification,,,,government-organisation:PB202,R7/Grade 5,32057,,,
agricultural-land-classification,,,,government-organisation:PB202,R7/Non Agricultural,32058,,,
agricultural-land-classification,,,,government-organisation:PB202,R7/Urban,32059,,,
agricultural-land-classification,,,,government-organisation:PB202,F7/Exclusion,32060,,,
agricultural-land-classification,,,,government-organisation:PB202,F7/Grade 2,32061,,,
agricultural-land-classification,,,,government-organisation:PB202,F7/Grade 3,32062,,,
agricultural-land-classification,,,,government-organisation:PB202,F7/Grade 4,32063,,,
agricultural-land-classification,,,,government-organisation:PB202,F7/Non Agricultural,32064,,,
agricultural-land-classification,,,,government-organisation:PB202,F7/Urban,32065,,,
agricultural-land-classification,,,,government-organisation:PB202,F7/Grade 5,32066,,,
agricultural-land-classification,,,,government-organisation:PB202,F7/Grade 1,32067,,,
agricultural-land-classification,,,,government-organisation:PB202,X7/Grade 1,32068,,,
