source,attribution,collection,documentation-url,endpoint,licence,organisation,pipeline,entry-date,start-date,end-date
ab6587075cc7e541a84d909a0e4d8244,,article-4-direction,,,,local-authority-eng:BOL,article-4-direction-area,2021-08-31,,
89520cc6144e9c9ba93d166430edc8b5,,article-4-direction,,,,local-authority-eng:BOS,article-4-direction-area,2021-08-31,,
4cab8edd12df1522a21b08b9d2bfa386,,article-4-direction,,,,local-authority-eng:BOT,article-4-direction-area,2021-08-31,,
4f4e74e7796a37482304ccfc04ad68dc,,article-4-direction,,,,local-authority-eng:BPC,article-4-direction-area,2021-08-31,,
ff7042e7c8876e58691f88f6d878f893,,article-4-direction,,,,local-authority-eng:BPL,article-4-direction-area,2021-08-31,,
de6a654805838db0867a2f718121d49a,,article-4-direction,,,,local-authority-eng:BRA,article-4-direction-area,2021-08-31,,
5760dedfc96ca0f2d8077a43d8f3d4e0,,article-4-direction,,,,local-authority-eng:BRC,article-4-direction-area,2021-08-31,,
d01b3b162c2295efd2e25b161d3eddbc,,article-4-direction,,,,local-authority-eng:BRD,article-4-direction-area,2021-08-31,,
24e0e0d9a9f852e4899a8cb03926ce27,,article-4-direction,,,,local-authority-eng:BRE,article-4-direction-area,2021-08-31,,
c61572f6e9a97dc0b098378a08f1d313,,article-4-direction,,,,local-authority-eng:BRM,article-4-direction-area,2021-08-31,,
21cbd5e48bc09ebc446030465a675c85,,article-4-direction,,,,local-authority-eng:BRO,article-4-direction-area,2021-08-31,,
995535a465d5ae4292d50ae43e9434fe,,article-4-direction,,,,local-authority-eng:BRT,article-4-direction-area,2021-08-31,,
63fcfcb76216b331076c33bc346d0adf,,article-4-direction,,,,local-authority-eng:BRW,article-4-direction-area,2021-08-31,,
8a927b430de80a2b637ae0b80dc7bccc,,article-4-direction,,,,local-authority-eng:BRX,article-4-direction-area,2021-08-31,,
7c1bc2cd0c3aaa910934e48284a671ab,,article-4-direction,,,,local-authority-eng:BRY,article-4-direction-area,2021-08-31,,
f9b47317d0a77a472d2c940048fc82ea,,article-4-direction,,,,local-authority-eng:BST,article-4-direction-area,2021-08-31,,
6dc9e95a52020ace76550ce50eb737da,,article-4-direction,,,,local-authority-eng:BUN,article-4-direction-area,2021-08-31,,
86a00059bb3a35dbd1e0d3f0a3f24ab3,,article-4-direction,,,,local-authority-eng:BUR,article-4-direction-area,2021-08-31,,
bb47c6d2085872b9b15315b54863449b,,article-4-direction,,,,local-authority-eng:CAB,article-4-direction-area,2021-08-31,,
c5fe10d878b418406e019b39c6e5cac2,,article-4-direction,,,,local-authority-eng:CAN,article-4-direction-area,2021-08-31,,
a7692a11b31b95c751a84831d726cb4b,,article-4-direction,,,,local-authority-eng:CAR,article-4-direction-area,2021-08-31,,
6e4eef7a0aea06e81abc3edf53d9c41a,,article-4-direction,,,,local-authority-eng:CAS,article-4-direction-area,2021-08-31,,
7b31561dbfcfd1c04caa10fee680ca56,,article-4-direction,,,,local-authority-eng:CBF,article-4-direction-area,2021-08-31,,
7afee22f0c9f4cbd888ed275b4435244,,article-4-direction,,,,local-authority-eng:CHA,article-4-direction-area,2021-08-31,,
8a5830f08f207927891d60948aa84984,,article-4-direction,,,,local-authority-eng:CHC,article-4-direction-area,2021-08-31,,2019-03-31
34351e6fa3d11e9add380deb6066c521,,article-4-direction,,,,local-authority-eng:CHE,article-4-direction-area,2021-08-31,,
5f612671cc3d5e744b996a43a6d05ebf,,article-4-direction,,,,local-authority-eng:CHI,article-4-direction-area,2021-08-31,,
1e2dfbb9e57ddc3cf9b0d3fc879fd533,,article-4-direction,,,,local-authority-eng:CHL,article-4-direction-area,2021-08-31,,
e046ebd789f7362601e50bb7b94bde1f,,article-4-direction,,,,local-authority-eng:CHN,article-4-direction-area,2021-08-31,,2020-03-31
64ba5edac4371c972332d6517e22895c,,article-4-direction,,,,local-authority-eng:CHO,article-4-direction-area,2021-08-31,,
b9d10fa05268113ab6ea57cf124223cb,,article-4-direction,,,,local-authority-eng:CHR,article-4-direction-area,2021-08-31,,
8c488061b70b217dcd7ea2a3676095c1,,article-4-direction,,,,local-authority-eng:CHS,article-4-direction-area,2021-08-31,,
8f866dae88713c608df854a529d2615a,,article-4-direction,,,,local-authority-eng:CHT,article-4-direction-area,2021-08-31,,
4f7a3e7d29728af6eaa78a77e02595a9,,article-4-direction,,,,local-authority-eng:CHW,article-4-direction-area,2021-08-31,,
41732d13160b94753791297733ce6f27,,article-4-direction,,,,local-authority-eng:CLD,article-4-direction-area,2021-08-31,,
783a35714ad6a4e5a5003bbb6436d7a7,,article-4-direction,,,,local-authority-eng:CMD,article-4-direction-area,2021-08-31,,
9c9962ebb30c78207a3bbe9f4bf6b3d6,,article-4-direction,,,,local-authority-eng:COL,article-4-direction-area,2021-08-31,,
cb257c3766702b6e08b07c6f4f5825a0,,article-4-direction,,,,local-authority-eng:CON,article-4-direction-area,2021-08-31,,
705fe6598c11585544bb3b42ea94dfac,,article-4-direction,,,,local-authority-eng:COP,article-4-direction-area,2021-08-31,,
0a7eb561be117601011272488da62c04,,article-4-direction,,,,local-authority-eng:COR,article-4-direction-area,2021-08-31,,
25e78a77722b9ebfdf36068b158f3115,,article-4-direction,,,,local-authority-eng:COT,article-4-direction-area,2021-08-31,,
d63bfc94fe02f5172f5d4ceee60714d3,,article-4-direction,,,,local-authority-eng:COV,article-4-direction-area,2021-08-31,,
182dca518fb41d4efc2b69029879614a,,article-4-direction,,,,local-authority-eng:CRA,article-4-direction-area,2021-08-31,,
2635272fc0827e9859f54d3a9767aedc,,article-4-direction,,,,local-authority-eng:CRW,article-4-direction-area,2021-08-31,,
844542b3344d4af264ad4940db5016e1,,article-4-direction,,,,local-authority-eng:CRY,article-4-direction-area,2021-08-31,,
1e911ec9523b702c0edb7e0cf38406a5,,article-4-direction,,,,local-authority-eng:DAC,article-4-direction-area,2021-08-31,,
c1d2761ebd94bb4d9634768a037ece72,,article-4-direction,,,,local-authority-eng:DAL,article-4-direction-area,2021-08-31,,
c217637399ae0158bc33ea2e7f2de1d2,,article-4-direction,,,,local-authority-eng:DAR,article-4-direction-area,2021-08-31,,
f2ce4b4fe87e01c4f9e9ebe8354bbabe,,article-4-direction,,,,local-authority-eng:DAV,article-4-direction-area,2021-08-31,,
7bcfddf87a477b285cdc13f1058e9e22,,article-4-direction,,,,local-authority-eng:DEB,article-4-direction-area,2021-08-31,,
f4467505c86b9202131f5860c007b3b5,,article-4-direction,,,,local-authority-eng:DER,article-4-direction-area,2021-08-31,,
2b28eed6a66f750d55b85afafca43c42,,article-4-direction,,,,local-authority-eng:DOV,article-4-direction-area,2021-08-31,,
36362017ddc58a0c4f67bb5778d45278,,article-4-direction,,,,local-authority-eng:DST,article-4-direction-area,2021-08-31,,
da7511f1b2c2a1fd61a2add7f17d55bb,,article-4-direction,,,,local-authority-eng:DUD,article-4-direction-area,2021-08-31,,
0677e67ccfa420c6315c39399ce729f9,,article-4-direction,,,,local-authority-eng:DUR,article-4-direction-area,2021-08-31,,
a79675693a3ec88f725b92836a4cbc5f,,article-4-direction,,,,local-authority-eng:EAL,article-4-direction-area,2021-08-31,,
fb3ed2af4940f34392b8c2013abc2b91,,article-4-direction,,,,local-authority-eng:EAS,article-4-direction-area,2021-08-31,,
1e8c14a644a88f72d1886fb06df9d621,,article-4-direction,,,,local-authority-eng:EAT,article-4-direction-area,2021-08-31,,
bb288ea41cb579c065f3dff23c4c5eae,,article-4-direction,,,,local-authority-eng:ECA,article-4-direction-area,2021-08-31,,
18fd0401fc1dc7207023833fcdd052f0,,article-4-direction,,,,local-authority-eng:EDE,article-4-direction-area,2021-08-31,,
7244c6c6f390f084bd3ccc81e5c4e243,,article-4-direction,,,,local-authority-eng:EDN,article-4-direction-area,2021-08-31,,
955ad0e695bb85952ff0f199d8597f55,,article-4-direction,,,,local-authority-eng:EDO,article-4-direction-area,2021-08-31,,2019-03-31
15fc5c764bec2f996fbc7ad799290594,,article-4-direction,,,,local-authority-eng:EHA,article-4-direction-area,2021-08-31,,
64773faf99b983c459514aea6284fc17,,article-4-direction,,,,local-authority-eng:EHE,article-4-direction-area,2021-08-31,,
fca4b7df991bb400352aba4dbb5a0072,,article-4-direction,,,,local-authority-eng:ELI,article-4-direction-area,2021-08-31,,
de75648c9b3153ec7b46fe50b96195fa,,article-4-direction,,,,local-authority-eng:ELM,article-4-direction-area,2021-08-31,,
323f9f87b01aea9d704f9c33f95f2ce4,,article-4-direction,,,,local-authority-eng:ENF,article-4-direction-area,2021-08-31,,
a757914a7893e94e9d6b18f5cdd27cc9,,article-4-direction,,,,local-authority-eng:ENO,article-4-direction-area,2021-08-31,,
0b7c40a52f3afe640b1245be99148aad,,article-4-direction,,,,local-authority-eng:EPP,article-4-direction-area,2021-08-31,,
044ff765adf184b521965510e1734a25,,article-4-direction,,,,local-authority-eng:EPS,article-4-direction-area,2021-08-31,,
63f2d9c9d7c58367f669ac54da40b02a,,article-4-direction,,,,local-authority-eng:ERE,article-4-direction-area,2021-08-31,,
c41edf03f18fc73ccd10239acba2bb91,,article-4-direction,,,,local-authority-eng:ERY,article-4-direction-area,2021-08-31,,
5be0059b241433da78e74dce74ba4068,,article-4-direction,,,,local-authority-eng:ESK,article-4-direction-area,2021-08-31,,
40fa5b376ae0d7057e3b35f0e7e35a72,,article-4-direction,,,,local-authority-eng:EST,article-4-direction-area,2021-08-31,,
2a82080050aae9006662c0a19f7f6182,,article-4-direction,,,,local-authority-eng:EXE,article-4-direction-area,2021-08-31,,
63143fc2e1baa29c988d41ddfa732434,,article-4-direction,,,,local-authority-eng:FAR,article-4-direction-area,2021-08-31,,
da32d322ae7851ae62a0478c4741fece,,article-4-direction,,,,local-authority-eng:FEN,article-4-direction-area,2021-08-31,,
f7e7034da1f358c0476a04ed6aba0ab0,,article-4-direction,,,,local-authority-eng:FOE,article-4-direction-area,2021-08-31,,
a3f2dc656d7e7556a387faea9b093424,,article-4-direction,,,,local-authority-eng:FOR,article-4-direction-area,2021-08-31,,2019-03-31
7bf6b89a9cb36b5f70459f7eb3d93138,,article-4-direction,,,,local-authority-eng:FYL,article-4-direction-area,2021-08-31,,
99ac154ea85b472f2c9788d6a3ed1e93,,article-4-direction,,,,local-authority-eng:GAT,article-4-direction-area,2021-08-31,,
270d9d23afb17b1c43e3d37ed6feafbb,,article-4-direction,,,,local-authority-eng:GED,article-4-direction-area,2021-08-31,,
fcc6e4b9931c79ad3fd47ea4f1762e90,,article-4-direction,,,,local-authority-eng:GLA,article-4-direction-area,2021-08-31,,
c964234c7fcab4d536b15a515aa039be,,article-4-direction,,,,local-authority-eng:GLO,article-4-direction-area,2021-08-31,,
b7d579f835e886d34fedef9978a9fec1,,article-4-direction,,,,local-authority-eng:GOS,article-4-direction-area,2021-08-31,,
efcec5966f0414723fb940e5e78e9b1f,,article-4-direction,,,,local-authority-eng:GRA,article-4-direction-area,2021-08-31,,
d3c250f6ff321c7ff9356a1acbb05ac6,,article-4-direction,,,,local-authority-eng:GRE,article-4-direction-area,2021-08-31,,
3b789d00f52201930c22b1c6de5c5a28,,article-4-direction,,,,local-authority-eng:GRT,article-4-direction-area,2021-08-31,,
a9551ecaa5cf117f666564958bdf5f9e,,article-4-direction,,,,local-authority-eng:GRY,article-4-direction-area,2021-08-31,,
89022794853bef50142819fa7d883d25,,article-4-direction,,,,local-authority-eng:HAA,article-4-direction-area,2021-08-31,,
3a1850230ac3fbbd4795a88491c4afac,,article-4-direction,,,,local-authority-eng:HAE,article-4-direction-area,2021-08-31,,
feaf3e9baa14b9b4be32e77c1ead31c9,,article-4-direction,,,,local-authority-eng:HAG,article-4-direction-area,2021-08-31,,
81d17a76ad5e233d48020236b939d6ca,,article-4-direction,,,,local-authority-eng:HAL,article-4-direction-area,2021-08-31,,
43a0218a2f1d942c81dedde1e5f566e8,,article-4-direction,,,,local-authority-eng:HAO,article-4-direction-area,2021-08-31,,
23d5a5a6eefb50aadf8eabfb79f5c5c7,,article-4-direction,,,,local-authority-eng:HAR,article-4-direction-area,2021-08-31,,
39ffb30fbc3a3a733aac92ab3f90c0e1,,article-4-direction,,,,local-authority-eng:HAS,article-4-direction-area,2021-08-31,,
e89690717f419fdaa5646dd97aaf5354,,article-4-direction,,,,local-authority-eng:HAT,article-4-direction-area,2021-08-31,,
6bfe387d75d478836a4b1bf4bc6996dc,,article-4-direction,,,,local-authority-eng:HAV,article-4-direction-area,2021-08-31,,
9ebf9f301f70cad0d3b262adfea724da,,article-4-direction,,,,local-authority-eng:HCK,article-4-direction-area,2021-08-31,,
8e49fa814054e3725d668c1b4a41de5b,,article-4-direction,,,,local-authority-eng:HEF,article-4-direction-area,2021-08-31,,
f6114a2a87baaa008a7d7afdc872762e,,article-4-direction,,,,local-authority-eng:HER,article-4-direction-area,2021-08-31,,
3859d704da5f43e9bdc0eb01d93a685b,,article-4-direction,,,,local-authority-eng:HIG,article-4-direction-area,2021-08-31,,
a33e4d4ccf537f06cf3e962932e422d1,,article-4-direction,,,,local-authority-eng:HIL,article-4-direction-area,2021-08-31,,
49ccd66ed683eb0f74cf9f66c65f975c,,article-4-direction,,,,local-authority-eng:HIN,article-4-direction-area,2021-08-31,,
59b085f82e7100740ab7c3cac12a8d1a,,article-4-direction,,,,local-authority-eng:HMF,article-4-direction-area,2021-08-31,,
dd448b2a626ad295f7015bd90bed3ca7,,article-4-direction,,,,local-authority-eng:HNS,article-4-direction-area,2021-08-31,,
7b39269f0459b3799af7e125c2a5cc08,,article-4-direction,,,,local-authority-eng:HOR,article-4-direction-area,2021-08-31,,
d012963fb34c3da4504abc8fd4441836,,article-4-direction,,,,local-authority-eng:HPL,article-4-direction-area,2021-08-31,,
6487949a130099ccb7737d28804179ff,,article-4-direction,,,,local-authority-eng:HRW,article-4-direction-area,2021-08-31,,
5d8ce2f0262fd5139511373f1cd2caad,,article-4-direction,,,,local-authority-eng:HRY,article-4-direction-area,2021-08-31,,
e409381f0783e705f593d296f242b484,,article-4-direction,,,,local-authority-eng:HUN,article-4-direction-area,2021-08-31,,
bf42ac5cbb23c5b3ce95e571327a97b2,,article-4-direction,,,,local-authority-eng:HYN,article-4-direction-area,2021-08-31,,
917be36efcf2679e392813f94813e24b,,article-4-direction,,,,local-authority-eng:IOS,article-4-direction-area,2021-08-31,,
1c1b587c1b3bcf7540b7f4234bf5a4e0,,article-4-direction,,,,local-authority-eng:IOW,article-4-direction-area,2021-08-31,,
5d94edfb0445af1f0282eac87fdaa3c2,,article-4-direction,,,,local-authority-eng:IPS,article-4-direction-area,2021-08-31,,
cc43538ebaaaf339e46169bd9c4a54da,,article-4-direction,,,,local-authority-eng:ISL,article-4-direction-area,2021-08-31,,
dac0904bb0e9e51a56218399c40432aa,,article-4-direction,,,,local-authority-eng:KEC,article-4-direction-area,2021-08-31,,
b3ad5ae6caee9ef11a93fd2289a26455,,article-4-direction,,,,local-authority-eng:KET,article-4-direction-area,2021-08-31,,
c0b1b73f2aa3a8654d12a73ce5e271a8,,article-4-direction,,,,local-authority-eng:KHL,article-4-direction-area,2021-08-31,,
00b191b20407a0bcb4c5b4f6177d8727,,article-4-direction,,,,local-authority-eng:KIN,article-4-direction-area,2021-08-31,,
1a070cf896e2017ef3651800629c8907,,article-4-direction,,,,local-authority-eng:KIR,article-4-direction-area,2021-08-31,,
36c195bc6ccc0848aed0cbedab4e8a48,,article-4-direction,,,,local-authority-eng:KTT,article-4-direction-area,2021-08-31,,
df1f762cbcbbff832438b97b9eef22f5,,article-4-direction,,,,local-authority-eng:KWL,article-4-direction-area,2021-08-31,,
c07f365d745305fc0ece405fd4d4f59f,,article-4-direction,,,,local-authority-eng:LAC,article-4-direction-area,2021-08-31,,
6e8cb8d15ffa63cbf5776263dbf41556,,article-4-direction,,,,local-authority-eng:LCE,article-4-direction-area,2021-08-31,,
dc1aff067edae7913fd65e0379b821f7,,article-4-direction,,,,local-authority-eng:LDS,article-4-direction-area,2021-08-31,,
a766e0e83d9274f1b7285a5d9131acda,,article-4-direction,,,,local-authority-eng:LEE,article-4-direction-area,2021-08-31,,
2055985224dc3841a23770f1ec3ca1da,,article-4-direction,,,,local-authority-eng:LEW,article-4-direction-area,2021-08-31,,
4da671d048c387f1d3c63610fee141ec,,article-4-direction,,,,local-authority-eng:LIC,article-4-direction-area,2021-08-31,,
fe52b6ade487304c7fe197edda3cb584,,article-4-direction,,,,local-authority-eng:LIF,article-4-direction-area,2021-08-31,,
5599cf3b57970dff2c62e5a3807ed0ed,,article-4-direction,,,,local-authority-eng:LIV,article-4-direction-area,2021-08-31,,
02c3352d3c77f456b967c54b9ffd2ac2,,article-4-direction,,,,local-authority-eng:LND,article-4-direction-area,2021-08-31,,
1865bafb8cbfa9f13403f2e9f55a9ff0,,article-4-direction,,,,local-authority-eng:LUT,article-4-direction-area,2021-08-31,,
b66dbb5ce775c4091ce5ea51077a5389,,article-4-direction,,,,local-authority-eng:MAI,article-4-direction-area,2021-08-31,,
82cb694f7183686a5670632737f12910,,article-4-direction,,,,local-authority-eng:MAL,article-4-direction-area,2021-08-31,,
cd06e00ec556e27496754e180d4dcdfa,,article-4-direction,,,,local-authority-eng:MAN,article-4-direction-area,2021-08-31,,
5d4bdacd78d44aa58616ae811147ef29,,article-4-direction,,,,local-authority-eng:MAS,article-4-direction-area,2021-08-31,,
e3c5f1868b311763e34bf64de2299d6f,,article-4-direction,,,,local-authority-eng:MAV,article-4-direction-area,2021-08-31,,
bce67c1e785ad264354098a18a67b2ea,,article-4-direction,,,,local-authority-eng:MDB,article-4-direction-area,2021-08-31,,
be375001a221dda47abd9c07715a5ad0,,article-4-direction,,,,local-authority-eng:MDE,article-4-direction-area,2021-08-31,,
6b46a87db3e81804a88a130311883225,,article-4-direction,,,,local-authority-eng:MEL,article-4-direction-area,2021-08-31,,
d4ab73689451ac4acadfdba931cb72b8,,article-4-direction,,,,local-authority-eng:MEN,article-4-direction-area,2021-08-31,,
06e8c4b8f96a182fffbdaf18226a9ee9,,article-4-direction,,,,local-authority-eng:MIK,article-4-direction-area,2021-08-31,,
d2bcce92ea74c35ca5d176fa5e80e651,,article-4-direction,,,,local-authority-eng:MOL,article-4-direction-area,2021-08-31,,
625ffb45150d27f5bc8c8d95e98b9c22,,article-4-direction,,,,local-authority-eng:MRT,article-4-direction-area,2021-08-31,,
63692d1dd50121f08c3bdce8312b36e6,,article-4-direction,,,,local-authority-eng:MSS,article-4-direction-area,2021-08-31,,
b1d6fbbdc9f46bfc133849b41df4b095,,article-4-direction,,,,local-authority-eng:MSU,article-4-direction-area,2021-08-31,,
4e3447892bd5e58b74c0efc56927b08a,,article-4-direction,,,,local-authority-eng:NBL,article-4-direction-area,2021-08-31,,
31df0906d63b4d75d0b5e81cbd87cacf,,article-4-direction,,,,local-authority-eng:NDE,article-4-direction-area,2021-08-31,,
31fff3138c786b0ca94e5fe7a441e0ef,,article-4-direction,,,,local-authority-eng:NDO,article-4-direction-area,2021-08-31,,2019-03-31
e3f7bbc9b789113dc7b8bb23d3cdbec9,,article-4-direction,,,,local-authority-eng:NEA,article-4-direction-area,2021-08-31,,
17ffd9fa2fa7bad1ef9b97843bc93049,,article-4-direction,,,,local-authority-eng:NEC,article-4-direction-area,2021-08-31,,
4562b256d05284c27ca68217776648b7,,article-4-direction,,,,local-authority-eng:NED,article-4-direction-area,2021-08-31,,
ece011942c8b3dfc0e7213e32b178648,,article-4-direction,,,,local-authority-eng:NEL,article-4-direction-area,2021-08-31,,
55cc114fa35e45cce9dca519395724c4,,article-4-direction,,,,local-authority-eng:NET,article-4-direction-area,2021-08-31,,
40dc7c480f3478480db85371575c1a8c,,article-4-direction,,,,local-authority-eng:NEW,article-4-direction-area,2021-08-31,,
9ce278e512ba050c794a5cec8cfecbe9,,article-4-direction,,,,local-authority-eng:NGM,article-4-direction-area,2021-08-31,,
3eb55f99aeea8b0be4cc6706803af867,,article-4-direction,,,,local-authority-eng:NHE,article-4-direction-area,2021-08-31,,
ca10e1d46bbad82591dbbd6725b9720b,,article-4-direction,,,,local-authority-eng:NKE,article-4-direction-area,2021-08-31,,
4eed820f96ea2c97f589728130c1c96d,,article-4-direction,,,,local-authority-eng:NLN,article-4-direction-area,2021-08-31,,
3833f1acee61390f62e7edc415b74b39,,article-4-direction,,,,local-authority-eng:NNO,article-4-direction-area,2021-08-31,,
2627a718ea4d8b0206471691c63ef171,,article-4-direction,,,,local-authority-eng:NNUA,article-4-direction-area,2021-08-31,,
07d023d78fb6323aae7268422bc3886b,,article-4-direction,,,,local-authority-eng:NOR,article-4-direction-area,2021-08-31,,
c0a4a3b8d43db6ad5ac24aaef868ffdc,,article-4-direction,,,,local-authority-eng:NOW,article-4-direction-area,2021-08-31,,
0a5ad06f1ee65a8523d7453bcd475401,,article-4-direction,,,,local-authority-eng:NSM,article-4-direction-area,2021-08-31,,
0313be52a5ce0602accb6e21e55ce116,,article-4-direction,,,,local-authority-eng:NTY,article-4-direction-area,2021-08-31,,
f208beeeb224fbfbc421adf7c2c112b3,,article-4-direction,,,,local-authority-eng:NUN,article-4-direction-area,2021-08-31,,
4ebe0ad31445a52393c6fb5b5f6ed22a,,article-4-direction,,,,local-authority-eng:NWA,article-4-direction-area,2021-08-31,,
01d750a39681e5d58e76ecfabbcd6619,,article-4-direction,,,,local-authority-eng:NWL,article-4-direction-area,2021-08-31,,
5774edae98261bb8d3afc5653a36d2aa,,article-4-direction,,,,local-authority-eng:NWM,article-4-direction-area,2021-08-31,,
176f81013919da2bdd7d87ea478de465,,article-4-direction,,,,local-authority-eng:OAD,article-4-direction-area,2021-08-31,,
699b1ce05573bfecc1189a606b406cad,,article-4-direction,,,,local-authority-eng:OLD,article-4-direction-area,2021-08-31,,
1d710a23286a9dde59cc5275d5c66397,,article-4-direction,,,,local-authority-eng:OXO,article-4-direction-area,2021-08-31,,
baccbe6280a38ac31d571a01a17d295c,,article-4-direction,,,,local-authority-eng:PEN,article-4-direction-area,2021-08-31,,
d7cf6769e3f4d928347f8a554c0ec34d,,article-4-direction,,,,local-authority-eng:PLY,article-4-direction-area,2021-08-31,,
09535d9b8451e6ffc8ea0b04f3d2f792,,article-4-direction,,,,local-authority-eng:POL,article-4-direction-area,2021-08-31,,2019-03-31
4b66fb909b74063fcdeec43f5cd14c52,,article-4-direction,,,,local-authority-eng:POR,article-4-direction-area,2021-08-31,,
5459e33a2ab85885354f506b425b04cb,,article-4-direction,,,,local-authority-eng:PRE,article-4-direction-area,2021-08-31,,
812386bd1fae83b0b4b0976a173fd19c,,article-4-direction,,,,local-authority-eng:PTE,article-4-direction-area,2021-08-31,,
c30b785bba4790cdb0c7000d85159f62,,article-4-direction,,,,local-authority-eng:PUR,article-4-direction-area,2021-08-31,,2019-03-31
50f6bf6f4ded930f29c76ebb57781fcb,,article-4-direction,,,,local-authority-eng:RCC,article-4-direction-area,2021-08-31,,
354b3f6df0c2ca8db9aeb043f0576bd2,,article-4-direction,,,,local-authority-eng:RCH,article-4-direction-area,2021-08-31,,
be861f7bec95e7dc06ca6b7288353ded,,article-4-direction,,,,local-authority-eng:RDB,article-4-direction-area,2021-08-31,,
81ff151d10cdb10de3734bfead7d6228,,article-4-direction,,,,local-authority-eng:RDG,article-4-direction-area,2021-08-31,,
0f5e235be29c371365dffee2c1212015,,article-4-direction,,,,local-authority-eng:RED,article-4-direction-area,2021-08-31,,
ce414309a0afb9743172d13decbe415e,,article-4-direction,,,,local-authority-eng:REI,article-4-direction-area,2021-08-31,,
eb78478b8e6ffabbe9841a9add81f66c,,article-4-direction,,,,local-authority-eng:RIB,article-4-direction-area,2021-08-31,,
fc568819c41629ccd0121c96534f9269,,article-4-direction,,,,local-authority-eng:RIC,article-4-direction-area,2021-08-31,,
1a84a5130e5650c556b4189789141ce3,,article-4-direction,,,,local-authority-eng:RIH,article-4-direction-area,2021-08-31,,
52f3b6840b3b7eb47edc7caf6ace0080,,article-4-direction,,,,local-authority-eng:ROC,article-4-direction-area,2021-08-31,,
006e971a5728865c7bb85bd66e899ab8,,article-4-direction,,,,local-authority-eng:ROH,article-4-direction-area,2021-08-31,,
