source,attribution,collection,documentation-url,endpoint,licence,organisation,pipeline,entry-date,start-date,end-date
f38f97dcb93bf7176e7bbb88023d9c20,,developer-contributions,https://www.colchester.gov.uk/info/cbc-article/?catid=planning-fees-and-charges&id=KA-01210https://www.colchester.gov.uk/info/cbc-article/?catid=planning-fees-and-charges&id=KA-01210,5fcc24c20580a5ad333bd285630ab5da984a5aa176e94e2a02eee8168323634b,,local-authority-eng:COL,developer-agreement,2020-12-16,2020-12-16,
0659639fa9327c26502ec6560655261c,,developer-contributions,https://www.copeland.gov.uk/content/monitoring,1f308e57f0b323eab3a7525fd33a92974ab6b4916b68e2d04472b40aaba32456,,local-authority-eng:COP,developer-agreement,2020-12-18,2020-12-18,
217749b9d76d8af4ffc681376ccc82e2,,developer-contributions,https://www.eastherts.gov.uk/about-east-herts-0/east-herts-annual-infrastructure-funding-statements,2398916e652311c83f7d73136018b4c67eba0d5b02bc26289822daf7511a084c,,local-authority-eng:EHE,developer-agreement,2020-12-16,2020-12-16,
73a0675a2f5b908924d9f1d14735955e,,developer-contributions,https://epsom-ewell.gov.uk/residents/planning/planning-policy/community-infrastructure-levy-cil-guidance/annual-report,0f37f19b0d3d5eb42ddb18862639cf23cf1456963ab264a37710b8ebb0c8526e,,local-authority-eng:EPS,developer-agreement,2021-01-11,2021-01-11,
de74eff5f4b2192029ec27de197d41c5,,developer-contributions,https://www.erewash.gov.uk/planning-policy/infrastructure-funding-statement.html?highlight=WyJpbmZyYXN0cnVjdHVyZSJdhttps://www.erewash.gov.uk/planning-policy/infrastructure-funding-statement.html?highlight=WyJpbmZyYXN0cnVjdHVyZSJd,e38bfe46143d42ec996fbe99add19c7ed136f2dee12c192edbc85b2211f8ce73,,local-authority-eng:ERE,developer-agreement,2020-12-22,2020-12-22,
442edd2531815b5d5eee307c80aa4983,,developer-contributions,,3992959d38f1c2642f75c91bbbad68c992a065ec50e02ba690ac8f4b711a8269,,local-authority-eng:ERY,developer-agreement,2021-01-04,2021-01-04,
a4f0b23188be89ba7a707c48055167d3,,developer-contributions,http://www.eaststaffsbc.gov.uk/planning/planning-policy/infrastructure-funding-statement,23edc40c94663cc5c9870d29874115735a5ffae8f111ae3741692452b5a422a7,,local-authority-eng:EST,developer-agreement,2020-12-22,2020-12-22,
d0e94d98047219b70635fda1ea0e8f0e,,developer-contributions,https://www.gateshead.gov.uk/developer-agreement,cd53aa90239d7fab29538bd27572a14ef5d617b08f5eb02f5bd4d07c787baa5b,,local-authority-eng:GAT,developer-agreement,2020-12-17,2020-12-17,
48d89a683232016fcafcdc855204f087,,developer-contributions,https://www.gloucester.gov.uk/planning-development/developer-contributions/,9f4b02fe50875efa7ed82f5205a36b98b81d66310d5ffb3987f64fe6155ed83b,,local-authority-eng:GLO,developer-agreement,2021-01-04,2021-01-04,
4e62e0045f470125fcacfda1fc5c2760,,developer-contributions,https://www.gosport.gov.uk/article/1953/Infrastructure-Funding-Statement-IFS-and-Developer-Contributions,afa0b3273bbb7e19c233af9c5dd16bbcbf4091ba69e1909e5a840e3586668f0b,,local-authority-eng:GOS,developer-agreement,2020-12-29,2020-12-29,
ba6e26be872a65e4c4a0e3f03d6523ae,,developer-contributions,https://www3.halton.gov.uk/Pages/planning/Registers.aspx,92c6e28bf2b1867dbffcfbf86ed9b47d1a179b85673059b9187d9344ef7ea55d,,local-authority-eng:HAL,developer-agreement,2020-12-22,2020-12-22,
5553a6a2b8f007deaeac374820da1351,,developer-contributions,https://www.hounslow.gov.uk/info/20010/planning_and_building/1094/community_infrastructure_levy/4,149717df07e34cc9c63a17bd78c12752d7d67d606413d8dc232c86958b814218,,local-authority-eng:HNS,developer-agreement,2020-12-22,2020-12-22,
b8e7a3e7f1840ee5cdec1c29732ac291,,developer-contributions,https://www.eastherts.gov.uk/about-east-herts-0/east-herts-annual-infrastructure-funding-statements,6fb30c974f37f266c3947079dd9c3eb60c0cb1eaa550c4a27b1ea2886efd6a6a,,local-authority-eng:HRT,developer-agreement,2021-01-04,2021-01-04,
eaea1699353d6bed33cf6668aa809661,,developer-contributions,,0a9a3c4904e8eb53d4e6dc90ab208b93209c930e3a1ef2d3ed9f903c3ef7f482,,local-authority-eng:IOW,developer-agreement,2021-01-04,2021-01-04,
837e5292482223d0898554c0bef303ea,,developer-contributions,https://www.islington.gov.uk/planning/planning-policy/planning-obligations-and-community-infrastructure-levy/spending-developer-contributions,b5e608b9364ce909230c24e4a3230c04bb0fb094a07c4879fcfd9c38a6a05e60,,local-authority-eng:ISL,developer-agreement,2020-12-24,2020-12-24,
5b16eae4c82f9c5c4baf21f9290a6d1f,,developer-contributions,https://www.newark-sherwooddc.gov.uk/business/infrastructuretosupportgrowth/,bc0800197b172da0af614ad9953ccffd120fd871ce7c3a92bab785f6769ab1dd,,local-authority-eng:NEA,developer-agreement,2020-12-23,2020-12-23,
be2f0e4f4d91f6bdf152fbcc3b59d4dc,,developer-contributions,https://www.newark-sherwooddc.gov.uk/business/infrastructuretosupportgrowth/,b3fd56e66f51e1b601085e3db5a6735cde5fe19cb5bfe4ff59937a04b547b764,,local-authority-eng:NEA,developer-agreement,2020-12-23,2020-12-23,
e7a14dd04fa15c3f07d537044be0b33f,,developer-contributions,https://www.norfolk.gov.uk/rubbish-recycling-and-planning/planning-applications/planning-obligations,6be19907e749ccaecea92d9a0819172bc0892b60d8ff2eedfa7adeb70486172e,,local-authority-eng:NFK,developer-agreement,2020-12-16,2020-12-16,
755995a56c741601cda16241b54b62c7,,developer-contributions,https://www.northlincs.gov.uk/planning-and-environment/section-106-obligations/,98ba431e657f89a7ab7d4994348e09c9d4b55619ab7c9525fd6f7e13c3d915ca,,local-authority-eng:NLN,developer-agreement,2020-12-22,2020-12-22,
b007344fef9564adac13ecadc0b79744,,developer-contributions,https://my.northtyneside.gov.uk/category/1140/monitoring-reports,d0574d7dbacb8f5e91be8f7185f815a10b6d55f02491282b95784969ace63330,,local-authority-eng:NTY,developer-agreement,2021-01-04,2021-01-04,
227d3b92640a320870ee15cde1a7aca7,,developer-contributions,https://www.sevenoaks.gov.uk/downloads/download/824/developer_contributions,2aa7e57f2a595bb27b823b36a2c1ee29152c4540141e4e9d6c792d54c3079c36,,local-authority-eng:SEV,developer-agreement,2021-01-12,2021-01-12,
1eaf3be104cc9b9e9c12ba7e494c209f,,developer-contributions,https://southhams.gov.uk/developer-contribution,dcd79627acc9f6a449fb6f9dd65823bc8556e68183ec85940c46c8024dd62cf6,,local-authority-eng:SHA,developer-agreement,2020-12-18,2020-12-18,
69ecc52b3147b0c2301d5a5dcfd4619a,,developer-contributions,https://www.southlakeland.gov.uk/planning-and-building/south-lakeland-local-plan/infrastructure-funding-statement-ifs-community-infrastructure-levy-cil-and-infrastructure-delivery-plan-idp/,b16799e75361adc05a0b40f03e449374fea1c5532ec2d048aad99b33e26a6e34,,local-authority-eng:SLA,developer-agreement,2020-12-23,2020-12-23,
1736956b860f9231a699852dcd4cd6fa,,developer-contributions,https://www.salford.gov.uk/planning-building-and-regeneration/planning-applications/planning-obligations-and-community-infrastructure-levy/planning-obligations-infrastructure-funding-statement/,9433a80b62706e6d39bb1145f9452dc818594dcd061948dd7437b07d7ad7fe37,,local-authority-eng:SLF,developer-agreement,2020-12-22,2020-12-22,
bea8b564ad8d24cda89f69cdf3f51155,,developer-contributions,https://www.sunderland.gov.uk/planning-obligations,7892a892e59ddef72c0a9e19d8262cafb5333486c1298426e06e0d61416681d2,,local-authority-eng:SND,developer-agreement,2020-12-18,2020-12-18,
47bcaca0c0f7baa936e51ce100d896fb,,developer-contributions,https://minutes.tewkesbury.gov.uk/ieDecisionDetails.aspx?Id=4016,52c259b262aa472edca3845edd65973a10adb5378e2060b6b5257ef3cba091d5,,local-authority-eng:TEW,developer-agreement,2021-01-04,2021-01-04,
a501bc3a2649fd8f032ae734b527786f,,developer-contributions,,f6a7bfb6ddfe1402e7367bc4f536d0c67e6293eddfe800cbaed76cab92b99479,,local-authority-eng:TON,developer-agreement,2020-12-16,2020-12-16,
ddb5de5db6b8eb3c6d6411c8234a2f3a,,developer-contributions,,226e672cfb5e9baebef7d6a0a16e30a61e09a18d6f6d4a2dac1afd81e811697c,,local-authority-eng:TON,developer-agreement,2021-01-04,2021-01-04,
d2fe93c4e273f9a4343b609910084a78,,developer-contributions,https://westdevon.gov.uk/developer-contributions,455a640f3c8e3f305cf00b4d8c7d89d87e7878badee030c3d96fe2771a1c777b,,local-authority-eng:WDE,developer-agreement,2020-12-18,2020-12-18,
d58918ef645177291dec7e7268efe5e2,,developer-contributions,https://www.wiltshire.gov.uk/article/2435/Community-Infrastructure-Levy,ce072807557931174a3d22121fd8ac962008181474e5e98d67ac015c624d74ae,,local-authority-eng:WIL,developer-agreement,2021-01-04,2021-01-04,
2257f8bbdba71c00aeeea5f786370107,,developer-contributions,https://www.adur-worthing.gov.uk/planning-policy/worthing/worthing-developer-contributions/developer-contributions-data-worthing/,81ef832cefb3916bd499780103bea2953b1575b6949a8b6488b59c8fa3b00002,,local-authority-eng:WOT,developer-agreement,2020-12-21,2020-12-21,
85d6fd1328b576c32fd6a69e77d31676,,developer-contributions,https://www.broads-authority.gov.uk/planning/other-planning-issues/developer-contributions,9cf25b31ee020112f85ff40c12b03e96e0cdac1ca8976dfd1da92ccd7d9dd8eb,,national-park-authority:Q4972284,developer-agreement,2020-10-02,2020-10-02,
aefea775e18a7e571940eb79472a5652,,developer-contributions,https://www.newforestnpa.gov.uk/planning/infrastructure-funding-statements/,705d90de8c2841af9a725e0e4c0d39166d169e45497d895e04293821d07b2bc1,,national-park-authority:Q72617158,developer-agreement,2020-12-18,2020-12-18,
32348b96409d77ba91677f3a282ce674,,developer-contributions,https://www.southnorthants.gov.uk/info/174/community-infrastructure-levy-cil/424/cil-spending-and-s106-agreements/3,450f93f25887ed07df4f266fd5c6c4c910d84ff6a0d37e71aa7edfe297c4dffe,,local-authority-eng:SNR,developer-agreement,2020-12-22,2020-12-22,
df258f836cc71a20895a77ba5382edc6,,developer-contributions,,,,development-corporation:Q20648596,developer-agreement,2021-09-03,,
1f33c2d01075030759661925a4d32651,,developer-contributions,,,,development-corporation:Q6670544,developer-agreement,2021-09-03,,
3ed275102d5d6fe28aad6938c76adc30,,developer-contributions,,,,development-corporation:Q72456968,developer-agreement,2021-09-03,,
a505a06c2e3dfe7e41eb457f14c4f874,,developer-contributions,,,,development-corporation:Q72463795,developer-agreement,2021-09-03,,
0bf59303f3357e680f555a62ae9a7208,,developer-contributions,,,,local-authority-eng:ALL,developer-agreement,2021-09-03,,
36a109936d5b9f2c3a9a581ed5821e1a,,developer-contributions,,,,local-authority-eng:ARU,developer-agreement,2021-09-03,,
e956849c9336e1f291eee7b3c2322a43,,developer-contributions,,,,local-authority-eng:ASH,developer-agreement,2021-09-03,,
3836aa381b32d363a5e709acca494c5b,,developer-contributions,,,,local-authority-eng:BAB,developer-agreement,2021-09-03,,
2313a96d73b032789fe84e394f0adc70,,developer-contributions,,,,local-authority-eng:BAE,developer-agreement,2021-09-03,,
a0b630908aefcbe752460d97979b66c9,,developer-contributions,,,,local-authority-eng:BAI,developer-agreement,2021-09-03,,
056147b705129a33102434e32725c24f,,developer-contributions,,,,local-authority-eng:BAN,developer-agreement,2021-09-03,,
3190468afbadce64630e09f72eef8145,,developer-contributions,,,,local-authority-eng:BAR,developer-agreement,2021-09-03,,
b3b41751ce56f665f7498262de5a46bd,,developer-contributions,,,,local-authority-eng:BAS,developer-agreement,2021-09-03,,
b48c30346794db9e6e6afd320384b1df,,developer-contributions,,,,local-authority-eng:BBD,developer-agreement,2021-09-03,,
627fa1573cf07064525ec2619ff2fd9d,,developer-contributions,,,,local-authority-eng:BDF,developer-agreement,2021-09-03,,
c3f97bc1dc6e5b4a4658dc6e016fde48,,developer-contributions,,,,local-authority-eng:BDG,developer-agreement,2021-09-03,,
c3aca3b826b453ae946ecb48d664594d,,developer-contributions,,,,local-authority-eng:BEN,developer-agreement,2021-09-03,,
79f8970460ad73017aaa6721dbbc9c81,,developer-contributions,,,,local-authority-eng:BEX,developer-agreement,2021-09-03,,
549442d6543c81fa63f715d5146802db,,developer-contributions,,,,local-authority-eng:BIR,developer-agreement,2021-09-03,,
df112c1d0ed70a44a4f51b99d550d98c,,developer-contributions,,,,local-authority-eng:BLA,developer-agreement,2021-09-03,,
25551cb45c4a7e6dc0211bddc46aaba9,,developer-contributions,,,,local-authority-eng:BNE,developer-agreement,2021-09-03,,
db7576d4c424181d205aaef88a8bf2cb,,developer-contributions,,,,local-authority-eng:BNH,developer-agreement,2021-09-03,,
9546fe1089e97215b6500b8150d05452,,developer-contributions,,,,local-authority-eng:BNS,developer-agreement,2021-09-03,,
64fedcd4777c1d01389cb63cbae35087,,developer-contributions,,,,local-authority-eng:BOS,developer-agreement,2021-09-03,,
2528cb42da1149e9e7be78eb819b76e1,,developer-contributions,,,,local-authority-eng:BPC,developer-agreement,2021-09-03,,
3e2f3f6d428dcfb01af34f647112a515,,developer-contributions,,,,local-authority-eng:BPL,developer-agreement,2021-09-03,,
b5555c3250b53f8546880f5d434efea3,,developer-contributions,,,,local-authority-eng:BRC,developer-agreement,2021-09-03,,
900346f9d74892d9b80c2f962e1aeef1,,developer-contributions,,,,local-authority-eng:BRD,developer-agreement,2021-09-03,,
e2d01ed11a3d5d14951a0196885ee4f1,,developer-contributions,,,,local-authority-eng:BRE,developer-agreement,2021-09-03,,
539d1ef79881fb7dd259beea6814fbd2,,developer-contributions,,,,local-authority-eng:BRM,developer-agreement,2021-09-03,,
a0fc399282d5992beed43fab61268a65,,developer-contributions,,,,local-authority-eng:BRO,developer-agreement,2021-09-03,,
8bf676fa34c35be5c31eed9ffc2dc558,,developer-contributions,,,,local-authority-eng:BRT,developer-agreement,2021-09-03,,
d00ab3441ff32ef66fc5bd951a8ce409,,developer-contributions,,,,local-authority-eng:BRW,developer-agreement,2021-09-03,,
3873b93294557c9443fa803feadee549,,developer-contributions,,,,local-authority-eng:BRY,developer-agreement,2021-09-03,,
da500e400cc918f1dca62b9b5cd8bfc7,,developer-contributions,,,,local-authority-eng:BST,developer-agreement,2021-09-03,,
57cb0b71735a2a6b4e5298f39d65a3ad,,developer-contributions,,,,local-authority-eng:BUC,developer-agreement,2021-09-03,,
54559a20083f84bb063ac4ebced8ed51,,developer-contributions,,,,local-authority-eng:BUN,developer-agreement,2021-09-03,,
9d147fd226e57539cb7697709b1394f0,,developer-contributions,,,,local-authority-eng:BUR,developer-agreement,2021-09-03,,
605bc25653ab60c88ab5692947ca698b,,developer-contributions,,,,local-authority-eng:CAB,developer-agreement,2021-09-03,,
906119c01eaf3ef9ff30ba22780e706c,,developer-contributions,,,,local-authority-eng:CAN,developer-agreement,2021-09-03,,
1e6ab4a9731391a09f6e86d061d16d0a,,developer-contributions,,,,local-authority-eng:CAR,developer-agreement,2021-09-03,,
f189d541161ac343be1c7ee8ce6b0447,,developer-contributions,,,,local-authority-eng:CAS,developer-agreement,2021-09-03,,
36056ee243c1e8a409d0047ed3e5fa6b,,developer-contributions,,,,local-authority-eng:CAT,developer-agreement,2021-09-03,,
f6bbfefe54bba96ef06d6e195c543c58,,developer-contributions,,,,local-authority-eng:CBF,developer-agreement,2021-09-03,,
d86b91cbd3a72c568ff122e4f4d42da2,,developer-contributions,,,,local-authority-eng:CHE,developer-agreement,2021-09-03,,
d16352f9a8c7b56fe4ec1926947cf5fe,,developer-contributions,,,,local-authority-eng:CHI,developer-agreement,2021-09-03,,
5a3c7fe37899bb8ff41b1aef7b1ce494,,developer-contributions,,,,local-authority-eng:CHL,developer-agreement,2021-09-03,,
3ecfdd585c7d8f9f40216cf1a8521985,,developer-contributions,,,,local-authority-eng:CHO,developer-agreement,2021-09-03,,
34ccab7b55332dca4464629725209d79,,developer-contributions,,,,local-authority-eng:CHR,developer-agreement,2021-09-03,,
c73c0fccbf96ba0a6f6da19a2b7a051f,,developer-contributions,,,,local-authority-eng:CHS,developer-agreement,2021-09-03,,
82fa9ac8d0eb35e77a3fa8ec9f87e52d,,developer-contributions,,,,local-authority-eng:CHW,developer-agreement,2021-09-03,,
74b03b0d96c2e4359aa396e825c23137,,developer-contributions,,,,local-authority-eng:CLD,developer-agreement,2021-09-03,,
e5f7f767a9902561d4dd5b50f03ec418,,developer-contributions,,,,local-authority-eng:CMD,developer-agreement,2021-09-03,,
6b63b86e0299cec756087fd299a5e537,,developer-contributions,,,,local-authority-eng:CON,developer-agreement,2021-09-03,,
bdf6db365bd00eca94b4c44908757f4e,,developer-contributions,,,,local-authority-eng:COR,developer-agreement,2021-09-03,,
c9b925ae51bb75a4161600ad879b4f10,,developer-contributions,,,,local-authority-eng:COT,developer-agreement,2021-09-03,,
088e25e17229161791521d2bc8cede51,,developer-contributions,,,,local-authority-eng:COV,developer-agreement,2021-09-03,,
fbba0bf497499454885a471a18bec0fd,,developer-contributions,,,,local-authority-eng:CRA,developer-agreement,2021-09-03,,
80ed432f63cc370819be6efe54b72410,,developer-contributions,,,,local-authority-eng:CRW,developer-agreement,2021-09-03,,
57b0a159afd8fd7787e8f3c23b97d06d,,developer-contributions,,,,local-authority-eng:CRY,developer-agreement,2021-09-03,,
15c9d7bc419f63177fba90ffe0289f05,,developer-contributions,,,,local-authority-eng:DAC,developer-agreement,2021-09-03,,
d10d8c6dbd920d0f0b3166f214b4fa9a,,developer-contributions,,,,local-authority-eng:DAL,developer-agreement,2021-09-03,,
dcfc5d30e7a19f0935c7f0783b6a184d,,developer-contributions,,,,local-authority-eng:DAR,developer-agreement,2021-09-03,,
a7980fe804c0da0f8b9258f6bcec66a3,,developer-contributions,,,,local-authority-eng:DAV,developer-agreement,2021-09-03,,
9d516f7eb6dd4cc615bfdd75a71a6c4b,,developer-contributions,,,,local-authority-eng:DEB,developer-agreement,2021-09-03,,
c15ebce8f6fe376ac0a29ec7a051a9e0,,developer-contributions,,,,local-authority-eng:DER,developer-agreement,2021-09-03,,
1c0bcdccf0bea1112a0feb9c603ef2ff,,developer-contributions,,,,local-authority-eng:DNC,developer-agreement,2021-09-03,,
700840a51e8b4ef97a491453ac39495d,,developer-contributions,,,,local-authority-eng:DOV,developer-agreement,2021-09-03,,
3714ed847687d7230451cd15e4846717,,developer-contributions,,,,local-authority-eng:DST,developer-agreement,2021-09-03,,
58ee4695203ab22458b7b4476f8ea7ab,,developer-contributions,,,,local-authority-eng:DUD,developer-agreement,2021-09-03,,
a9291691902e66ed306cf833bd4b1a40,,developer-contributions,,,,local-authority-eng:DUR,developer-agreement,2021-09-03,,
76da7649b6b8147cca588c6aebd3bc18,,developer-contributions,,,,local-authority-eng:EAL,developer-agreement,2021-09-03,,
b168b6c7737f9028b502c4ab0264b75b,,developer-contributions,,,,local-authority-eng:EAS,developer-agreement,2021-09-03,,
5bad0c330e3550c25fd64bfeac715f8b,,developer-contributions,,,,local-authority-eng:EAT,developer-agreement,2021-09-03,,
e0b7077c15749a085d326a07781721a6,,developer-contributions,,,,local-authority-eng:ECA,developer-agreement,2021-09-03,,
e7aeaffbe101938d85692beba22f935c,,developer-contributions,,,,local-authority-eng:EDE,developer-agreement,2021-09-03,,
9fc67902e263b80989d2a59f2f0ca40e,,developer-contributions,,,,local-authority-eng:EDN,developer-agreement,2021-09-03,,
e13fd395cc79b6b9f482bb48e1c3c22b,,developer-contributions,,,,local-authority-eng:EHA,developer-agreement,2021-09-03,,
f4bad8692c6e8a342af56ea58f623682,,developer-contributions,,,,local-authority-eng:ELI,developer-agreement,2021-09-03,,
c4b354ca377aeb425e8436a33be408c2,,developer-contributions,,,,local-authority-eng:ELM,developer-agreement,2021-09-03,,
f94b7d79009e7790b2dd5a40aec3249a,,developer-contributions,,,,local-authority-eng:ENF,developer-agreement,2021-09-03,,
8716ea6a84ae71ccbc3b9f5a394286b3,,developer-contributions,,,,local-authority-eng:ENO,developer-agreement,2021-09-03,,
64eebab43d9ec211360ab985c03678de,,developer-contributions,,,,local-authority-eng:EPP,developer-agreement,2021-09-03,,
0ce51cddeac2062d8f8bc28e5bf7da05,,developer-contributions,,,,local-authority-eng:ESK,developer-agreement,2021-09-03,,
5669e2f1c4ff5490850b32e962e533b3,,developer-contributions,,,,local-authority-eng:EXE,developer-agreement,2021-09-03,,
2d03c32335208865dbc3e6c36e914e41,,developer-contributions,,,,local-authority-eng:FAR,developer-agreement,2021-09-03,,
d4ce264aef2b4197a208174d2dedf08b,,developer-contributions,,,,local-authority-eng:FEN,developer-agreement,2021-09-03,,
766d6777f45cd18a55d4a14c3b8eb639,,developer-contributions,,,,local-authority-eng:FOE,developer-agreement,2021-09-03,,
e272afb6c3d49dc3a0f78992e89c6850,,developer-contributions,,,,local-authority-eng:FYL,developer-agreement,2021-09-03,,
cd2921b840cc2dce9cd3cf225a52a641,,developer-contributions,,,,local-authority-eng:GED,developer-agreement,2021-09-03,,
bdfc311c67674520f64c485a2476c24e,,developer-contributions,,,,local-authority-eng:GLA,developer-agreement,2021-09-03,,
bde7ed82b593555d1b459056206c8380,,developer-contributions,,,,local-authority-eng:GRA,developer-agreement,2021-09-03,,
8cb77b361e5e6fa8d5f902d93ff34a2f,,developer-contributions,,,,local-authority-eng:GRE,developer-agreement,2021-09-03,,
5e10f23b44804b20cfa64ca9de7dc40b,,developer-contributions,,,,local-authority-eng:GRT,developer-agreement,2021-09-03,,
62739ab0e73c328586fba178848e8f06,,developer-contributions,,,,local-authority-eng:GRY,developer-agreement,2021-09-03,,
f9e26fe81e2537780fcfa897c8863ce4,,developer-contributions,,,,local-authority-eng:HAA,developer-agreement,2021-09-03,,
29f8151356950773db06ca5b9ce58e37,,developer-contributions,,,,local-authority-eng:HAE,developer-agreement,2021-09-03,,
539561e68c7a6a78d2da3074d54f61f6,,developer-contributions,,,,local-authority-eng:HAG,developer-agreement,2021-09-03,,
b7d873b5eefde553da3a408e32329376,,developer-contributions,,,,local-authority-eng:HAO,developer-agreement,2021-09-03,,
67d2018df4b0e37891b555ed3146ac0a,,developer-contributions,,,,local-authority-eng:HAR,developer-agreement,2021-09-03,,
9a0f51535d4daaa9ec5aa7739b3af593,,developer-contributions,,,,local-authority-eng:HAS,developer-agreement,2021-09-03,,
14f255f1112a394582ea4f5e986fbc52,,developer-contributions,,,,local-authority-eng:HAT,developer-agreement,2021-09-03,,
2c5aac2319a47f44cb5ce13325f5aa77,,developer-contributions,,,,local-authority-eng:HAV,developer-agreement,2021-09-03,,
ccc3b6462cc244db73708faeee77b4f9,,developer-contributions,,,,local-authority-eng:HCK,developer-agreement,2021-09-03,,
964e48dd6a31c64138d2e2a99838ec25,,developer-contributions,,,,local-authority-eng:HEF,developer-agreement,2021-09-03,,
4288e804242e203a84ac724e0adc3386,,developer-contributions,,,,local-authority-eng:HER,developer-agreement,2021-09-03,,
59275b5a7ff6dc2a6e3b6166783bf94c,,developer-contributions,,,,local-authority-eng:HIG,developer-agreement,2021-09-03,,
1e0a9f7ab11a938be8e0f684fd9f347a,,developer-contributions,,,,local-authority-eng:HIL,developer-agreement,2021-09-03,,
7495665ab0eb348271f7962d3438886c,,developer-contributions,,,,local-authority-eng:HIN,developer-agreement,2021-09-03,,
640f2da6488a40ae61ae244289dd0120,,developer-contributions,,,,local-authority-eng:HMF,developer-agreement,2021-09-03,,
14fe99a32c21fd034c6824702516f25e,,developer-contributions,,,,local-authority-eng:HOR,developer-agreement,2021-09-03,,
467dce74503e4679ceb515516779c0fb,,developer-contributions,,,,local-authority-eng:HPL,developer-agreement,2021-09-03,,
9acfd05afd9315682a2012171e713d56,,developer-contributions,,,,local-authority-eng:HRW,developer-agreement,2021-09-03,,
97e8f78eae3c2df82a225df8135219b7,,developer-contributions,,,,local-authority-eng:HRY,developer-agreement,2021-09-03,,
abf8cd1d6a1dbb020767e090e88c4783,,developer-contributions,,,,local-authority-eng:HUN,developer-agreement,2021-09-03,,
e9e6e6cd288a7622406d9d5ad4198e04,,developer-contributions,,,,local-authority-eng:HYN,developer-agreement,2021-09-03,,
813da6798df83f0b7c942bb56f48d4e3,,developer-contributions,,,,local-authority-eng:IOS,developer-agreement,2021-09-03,,
a334678b87940af793f543ae2f2f3726,,developer-contributions,,,,local-authority-eng:IPS,developer-agreement,2021-09-03,,
b77f0e2205daf09b58bba311a704b33e,,developer-contributions,,,,local-authority-eng:KEC,developer-agreement,2021-09-03,,
267ac68705477314a94375369a8aaf2a,,developer-contributions,,,,local-authority-eng:KET,developer-agreement,2021-09-03,,
79f3538d7c4062cdcd3bcd92f7be5a6f,,developer-contributions,,,,local-authority-eng:KHL,developer-agreement,2021-09-03,,
4cc989ace9b4ee50b309a956a42bd057,,developer-contributions,,,,local-authority-eng:KIN,developer-agreement,2021-09-03,,
d09985634088fb7f77923b577e866de7,,developer-contributions,,,,local-authority-eng:KIR,developer-agreement,2021-09-03,,
ba90957e3cca17bd7611293edf287f86,,developer-contributions,,,,local-authority-eng:KTT,developer-agreement,2021-09-03,,
8fa8bd8c941ed6e0e008af1c62a0b4ea,,developer-contributions,,,,local-authority-eng:KWL,developer-agreement,2021-09-03,,
