end-date,endpoint,entity,entry-date,entry-number,organisation,prefix,resource,start-date,value,reference
,,4600058,,,local-authority-eng:NFK,developer-agreement,,,,9/5/15/1802
,,4600059,,,local-authority-eng:NFK,developer-agreement,,,,9/5/15/1591
,,4600060,,,local-authority-eng:NFK,developer-agreement,,,,9/7/17/1929
,,4600061,,,local-authority-eng:NFK,developer-agreement,,,,9/2/15/1957
,,4600062,,,local-authority-eng:NFK,developer-agreement,,,,9/3/16/0454
,,4600063,,,local-authority-eng:NFK,developer-agreement,,,,9/3/18/1556
,,4600064,,,local-authority-eng:NFK,developer-agreement,,,,9/7/15/1076
,,4600065,,,local-authority-eng:NFK,developer-agreement,,,,9/7/13/0567
,,4600066,,,local-authority-eng:NFK,developer-agreement,,,,9/5/17/2148
,,4600067,,,local-authority-eng:NFK,developer-agreement,,,,9/7/16/0233
,,4600068,,,local-authority-eng:NFK,developer-agreement,,,,9/1/17/1524
,,4600069,,,local-authority-eng:NFK,developer-agreement,,,,9/7/15/2326
,,4600070,,,local-authority-eng:NFK,developer-agreement,,,,3PL/2019/0500/O
,,4600071,,,local-authority-eng:NFK,developer-agreement,,,,3PL/2015/1045/O
,,4600072,,,local-authority-eng:NFK,developer-agreement,,,,3PL/2019/1556/F
,,4600073,,,local-authority-eng:NFK,developer-agreement,,,,06/19/0354
,,4600074,,,local-authority-eng:NFK,developer-agreement,,,,06/18/0707/O
,,4600075,,,local-authority-eng:NFK,developer-agreement,,,,06/18/0582/F
,,4600076,,,local-authority-eng:NFK,developer-agreement,,,,PO/18/1857
,,4600077,,,local-authority-eng:NFK,developer-agreement,,,,06/19/0639/F
,,4600078,,,local-authority-eng:NFK,developer-agreement,,,,3PL/2019/1183/F
,,4600079,,,local-authority-eng:NFK,developer-agreement,,,,3PL/2019/0874/F
,,4600080,,,local-authority-eng:NFK,developer-agreement,,,,3PL/2019/1056/O
,,4600081,,,local-authority-eng:NFK,developer-agreement,,,,3PL/2018/1246/F
,,4600082,,,local-authority-eng:NFK,developer-agreement,,,,9/1/16/1621
,,4600083,,,local-authority-eng:NFK,developer-agreement,,,,9/5/18/0963
,,4600084,,,local-authority-eng:NFK,developer-agreement,,,,9/5/17/0409
,,4600085,,,local-authority-eng:NFK,developer-agreement,,,,9/7/18/2783
,,4600086,,,local-authority-eng:NFK,developer-agreement,,,,9/5/17/1116
,,4600087,,,local-authority-eng:NFK,developer-agreement,,,,9/5/17/2131
,,4600088,,,local-authority-eng:NFK,developer-agreement,,,,9/3/15/0926
,,4600089,,,local-authority-eng:NFK,developer-agreement,,,,9/2/16/0654
,,4600090,,,local-authority-eng:NFK,developer-agreement,,,,9/4/20/0113
,,4600091,,,local-authority-eng:NFK,developer-agreement,,,,9/7/17/2120
,,4600092,,,local-authority-eng:NFK,developer-agreement,,,,9/1/17/1951
,,4600093,,,local-authority-eng:NFK,developer-agreement,,,,9/7/16/0482
,,4600094,,,local-authority-eng:NFK,developer-agreement,,,,9/1/16/0253
,,4600095,,,local-authority-eng:NFK,developer-agreement,,,,9/5/18/2043
,,4600096,,,local-authority-eng:NFK,developer-agreement,,,,9/3/15/0550
,,4600097,,,local-authority-eng:NFK,developer-agreement,,,,9/3/16/1397
,,4600098,,,local-authority-eng:NFK,developer-agreement,,,,9/1/17/1802
,,4600099,,,local-authority-eng:NFK,developer-agreement,,,,9/3/14/0672
,,4600100,,,local-authority-eng:NFK,developer-agreement,,,,9/5/20/0447
,,4600101,,,local-authority-eng:NFK,developer-agreement,,,,9/2/16/0866
,,4600102,,,local-authority-eng:NFK,developer-agreement,,,,9/5/17/1782
,,4600103,,,local-authority-eng:NFK,developer-agreement,,,,9/7/18/0598
,,4600104,,,local-authority-eng:NFK,developer-agreement,,,,9/7/16/2382
,,4600105,,,local-authority-eng:NFK,developer-agreement,,,,9/2/16/0023
,,4600106,,,local-authority-eng:NFK,developer-agreement,,,,9/3/18/0952
,,4600107,,,local-authority-eng:NFK,developer-agreement,,,,9/3/17/0878
,,4600108,,,local-authority-eng:NFK,developer-agreement,,,,9/7/19/0536
,,4600109,,,local-authority-eng:NFK,developer-agreement,,,,9/4/18/0499
,,4600110,,,local-authority-eng:COV,developer-agreement,,,,19880072-da
,,4600111,,,local-authority-eng:COV,developer-agreement,,,,19911780-da
,,4600112,,,local-authority-eng:COV,developer-agreement,,,,19950807-da
,,4600113,,,local-authority-eng:COV,developer-agreement,,,,19971472-da
,,4600114,,,local-authority-eng:COV,developer-agreement,,,,19981568-da
,,4600115,,,local-authority-eng:COV,developer-agreement,,,,20000426-da
,,4600116,,,local-authority-eng:COV,developer-agreement,,,,20001126-da
,,4600117,,,local-authority-eng:COV,developer-agreement,,,,20001430-da
,,4600118,,,local-authority-eng:COV,developer-agreement,,,,20001726-da
,,4600119,,,local-authority-eng:COV,developer-agreement,,,,20022173-da
,,4600120,,,local-authority-eng:COV,developer-agreement,,,,20022285-da
,,4600121,,,local-authority-eng:COV,developer-agreement,,,,20030094-da
,,4600122,,,local-authority-eng:COV,developer-agreement,,,,20031618-da
,,4600123,,,local-authority-eng:COV,developer-agreement,,,,20032014-da
,,4600124,,,local-authority-eng:COV,developer-agreement,,,,20032176-da
,,4600125,,,local-authority-eng:COV,developer-agreement,,,,20041705-da
,,4600126,,,local-authority-eng:COV,developer-agreement,,,,20042444-da
,,4600127,,,local-authority-eng:COV,developer-agreement,,,,20042932-da
,,4600128,,,local-authority-eng:COV,developer-agreement,,,,20050710-da
,,4600129,,,local-authority-eng:COV,developer-agreement,,,,20051073-da
,,4600130,,,local-authority-eng:COV,developer-agreement,,,,20052683-da
,,4600131,,,local-authority-eng:COV,developer-agreement,,,,20057685-da
,,4600132,,,local-authority-eng:COV,developer-agreement,,,,20060701-da
,,4600133,,,local-authority-eng:COV,developer-agreement,,,,20060973-da
,,4600134,,,local-authority-eng:COV,developer-agreement,,,,20061085-da
,,4600135,,,local-authority-eng:COV,developer-agreement,,,,20061182-da
,,4600136,,,local-authority-eng:COV,developer-agreement,,,,20061239-da
,,4600137,,,local-authority-eng:COV,developer-agreement,,,,20061568-da
,,4600138,,,local-authority-eng:COV,developer-agreement,,,,20061690-da
,,4600139,,,local-authority-eng:COV,developer-agreement,,,,20061751-da
,,4600140,,,local-authority-eng:COV,developer-agreement,,,,20061805-da
,,4600141,,,local-authority-eng:COV,developer-agreement,,,,20062041-da
,,4600142,,,local-authority-eng:COV,developer-agreement,,,,20062062-da
,,4600143,,,local-authority-eng:COV,developer-agreement,,,,20062124-da
,,4600144,,,local-authority-eng:COV,developer-agreement,,,,20062152-da
,,4600145,,,local-authority-eng:COV,developer-agreement,,,,20062247-da
,,4600146,,,local-authority-eng:COV,developer-agreement,,,,20062445-da
,,4600147,,,local-authority-eng:COV,developer-agreement,,,,20062556-da
,,4600148,,,local-authority-eng:COV,developer-agreement,,,,20070521-da
,,4600149,,,local-authority-eng:COV,developer-agreement,,,,20070980-da
,,4600150,,,local-authority-eng:COV,developer-agreement,,,,20071442-da
,,4600151,,,local-authority-eng:COV,developer-agreement,,,,20072588-da
,,4600152,,,local-authority-eng:COV,developer-agreement,,,,20080031-da
,,4600153,,,local-authority-eng:COV,developer-agreement,,,,20080506-da
,,4600154,,,local-authority-eng:COV,developer-agreement,,,,20080573-da
,,4600155,,,local-authority-eng:COV,developer-agreement,,,,20081156-da
,,4600156,,,local-authority-eng:COV,developer-agreement,,,,20081381-da
,,4600157,,,local-authority-eng:COV,developer-agreement,,,,20081801-da
,,4600158,,,local-authority-eng:COV,developer-agreement,,,,20082348-da
,,4600159,,,local-authority-eng:COV,developer-agreement,,,,20090042-da
,,4600160,,,local-authority-eng:COV,developer-agreement,,,,20090069-da
,,4600161,,,local-authority-eng:COV,developer-agreement,,,,20090543-da
,,4600162,,,local-authority-eng:COV,developer-agreement,,,,20090669-da
,,4600163,,,local-authority-eng:COV,developer-agreement,,,,20091082-da
,,4600164,,,local-authority-eng:COV,developer-agreement,,,,20091299-da
,,4600165,,,local-authority-eng:COV,developer-agreement,,,,20091548-da
,,4600166,,,local-authority-eng:COV,developer-agreement,,,,20091659-da
,,4600167,,,local-authority-eng:COV,developer-agreement,,,,20091712-da
,,4600168,,,local-authority-eng:COV,developer-agreement,,,,20100008-da
,,4600169,,,local-authority-eng:COV,developer-agreement,,,,20100552-da
,,4600170,,,local-authority-eng:COV,developer-agreement,,,,20100746-da
,,4600171,,,local-authority-eng:COV,developer-agreement,,,,20100786-da
,,4600172,,,local-authority-eng:COV,developer-agreement,,,,20100891-da
,,4600173,,,local-authority-eng:COV,developer-agreement,,,,20101004-da
,,4600174,,,local-authority-eng:COV,developer-agreement,,,,20101356-da
,,4600175,,,local-authority-eng:COV,developer-agreement,,,,20101704-da
,,4600176,,,local-authority-eng:COV,developer-agreement,,,,20101775-da
,,4600177,,,local-authority-eng:COV,developer-agreement,,,,20101836-da
,,4600178,,,local-authority-eng:COV,developer-agreement,,,,20101915-da
,,4600179,,,local-authority-eng:COV,developer-agreement,,,,20101935-da
,,4600180,,,local-authority-eng:COV,developer-agreement,,,,20101946-da
,,4600181,,,local-authority-eng:COV,developer-agreement,,,,20102045-da
,,4600182,,,local-authority-eng:COV,developer-agreement,,,,20110036-da
,,4600183,,,local-authority-eng:COV,developer-agreement,,,,20110219-da
,,4600184,,,local-authority-eng:COV,developer-agreement,,,,20110232-da
,,4600185,,,local-authority-eng:COV,developer-agreement,,,,20110253-da
,,4600186,,,local-authority-eng:COV,developer-agreement,,,,20110254-da
,,4600187,,,local-authority-eng:COV,developer-agreement,,,,20110289-da
,,4600188,,,local-authority-eng:COV,developer-agreement,,,,20110326-da
,,4600189,,,local-authority-eng:COV,developer-agreement,,,,20110600-da
,,4600190,,,local-authority-eng:COV,developer-agreement,,,,20110604-da
,,4600191,,,local-authority-eng:COV,developer-agreement,,,,20110657-da
,,4600192,,,local-authority-eng:COV,developer-agreement,,,,20110732-da
,,4600193,,,local-authority-eng:COV,developer-agreement,,,,20110969-da
,,4600194,,,local-authority-eng:COV,developer-agreement,,,,20111741-da
,,4600195,,,local-authority-eng:COV,developer-agreement,,,,20111952-da
,,4600196,,,local-authority-eng:COV,developer-agreement,,,,20112104-da
,,4600197,,,local-authority-eng:COV,developer-agreement,,,,20112170-da
,,4600198,,,local-authority-eng:COV,developer-agreement,,,,20112186-da
,,4600199,,,local-authority-eng:COV,developer-agreement,,,,20112271-da
,,4600200,,,local-authority-eng:COV,developer-agreement,,,,20112319-da
,,4600201,,,local-authority-eng:COV,developer-agreement,,,,20120092-da
,,4600202,,,local-authority-eng:COV,developer-agreement,,,,20120225-da
,,4600203,,,local-authority-eng:COV,developer-agreement,,,,20120757-da
,,4600204,,,local-authority-eng:COV,developer-agreement,,,,20120888-da
,,4600205,,,local-authority-eng:COV,developer-agreement,,,,20121242-da
,,4600206,,,local-authority-eng:COV,developer-agreement,,,,20121587-da
,,4600207,,,local-authority-eng:COV,developer-agreement,,,,20121791-da
,,4600208,,,local-authority-eng:COV,developer-agreement,,,,20122157-da
,,4600209,,,local-authority-eng:COV,developer-agreement,,,,20122313-da
,,4600210,,,local-authority-eng:COV,developer-agreement,,,,20122379-da
,,4600211,,,local-authority-eng:COV,developer-agreement,,,,20130012-da
,,4600212,,,local-authority-eng:COV,developer-agreement,,,,20130023-da
,,4600213,,,local-authority-eng:COV,developer-agreement,,,,20130041-da
,,4600214,,,local-authority-eng:COV,developer-agreement,,,,20130398-da
,,4600215,,,local-authority-eng:COV,developer-agreement,,,,20130473-da
,,4600216,,,local-authority-eng:COV,developer-agreement,,,,20130507-da
,,4600217,,,local-authority-eng:COV,developer-agreement,,,,20130719-da
,,4600218,,,local-authority-eng:COV,developer-agreement,,,,20131845-da
,,4600219,,,local-authority-eng:COV,developer-agreement,,,,20131945-da
,,4600220,,,local-authority-eng:COV,developer-agreement,,,,20131972-da
,,4600221,,,local-authority-eng:COV,developer-agreement,,,,20132335-da
,,4600222,,,local-authority-eng:COV,developer-agreement,,,,20132380-da
,,4600223,,,local-authority-eng:COV,developer-agreement,,,,20132424-da
,,4600224,,,local-authority-eng:COV,developer-agreement,,,,20132476-da
,,4600225,,,local-authority-eng:COV,developer-agreement,,,,20132763-da
,,4600226,,,local-authority-eng:COV,developer-agreement,,,,20140174-da
,,4600227,,,local-authority-eng:COV,developer-agreement,,,,20140717-da
,,4600228,,,local-authority-eng:COV,developer-agreement,,,,20140735-da
,,4600229,,,local-authority-eng:COV,developer-agreement,,,,20140894-da
,,4600230,,,local-authority-eng:COV,developer-agreement,,,,20141740-da
,,4600231,,,local-authority-eng:COV,developer-agreement,,,,20142282-da
,,4600232,,,local-authority-eng:COV,developer-agreement,,,,20142485-da
,,4600233,,,local-authority-eng:COV,developer-agreement,,,,20142538-da
,,4600234,,,local-authority-eng:COV,developer-agreement,,,,20142840-da
,,4600235,,,local-authority-eng:COV,developer-agreement,,,,20143502-da
,,4600236,,,local-authority-eng:COV,developer-agreement,,,,20143541-da
,,4600237,,,local-authority-eng:COV,developer-agreement,,,,20143549-da
,,4600238,,,local-authority-eng:COV,developer-agreement,,,,20144079-da
,,4600239,,,local-authority-eng:COV,developer-agreement,,,,20150064-da
,,4600240,,,local-authority-eng:COV,developer-agreement,,,,20150206-da
,,4600241,,,local-authority-eng:COV,developer-agreement,,,,20150218-da
,,4600242,,,local-authority-eng:COV,developer-agreement,,,,20150657-da
,,4600243,,,local-authority-eng:COV,developer-agreement,,,,20152906-da
,,4600244,,,local-authority-eng:COV,developer-agreement,,,,20154012-da
,,4600245,,,local-authority-eng:COV,developer-agreement,,,,20160020-da
,,4600246,,,local-authority-eng:COV,developer-agreement,,,,20160050-da
,,4600247,,,local-authority-eng:COV,developer-agreement,,,,20160187-da
,,4600248,,,local-authority-eng:COV,developer-agreement,,,,20160405-da
,,4600249,,,local-authority-eng:COV,developer-agreement,,,,20160791-da
,,4600250,,,local-authority-eng:COV,developer-agreement,,,,20160822-da
,,4600251,,,local-authority-eng:COV,developer-agreement,,,,20161102-da
,,4600252,,,local-authority-eng:COV,developer-agreement,,,,20161253-da
,,4600253,,,local-authority-eng:COV,developer-agreement,,,,20161302-da
,,4600254,,,local-authority-eng:COV,developer-agreement,,,,20161769-da
,,4600255,,,local-authority-eng:COV,developer-agreement,,,,20161874-da
,,4600256,,,local-authority-eng:COV,developer-agreement,,,,20162034-da
,,4600257,,,local-authority-eng:COV,developer-agreement,,,,20162397-da
,,4600258,,,local-authority-eng:COV,developer-agreement,,,,20162447-da
,,4600259,,,local-authority-eng:COV,developer-agreement,,,,20162785-da
,,4600260,,,local-authority-eng:COV,developer-agreement,,,,20162880-da
,,4600261,,,local-authority-eng:COV,developer-agreement,,,,20162918-da
,,4600262,,,local-authority-eng:COV,developer-agreement,,,,20170116-da
,,4600263,,,local-authority-eng:COV,developer-agreement,,,,20170405-da
,,4600264,,,local-authority-eng:COV,developer-agreement,,,,20170578-da
,,4600265,,,local-authority-eng:COV,developer-agreement,,,,20170661-da
,,4600266,,,local-authority-eng:COV,developer-agreement,,,,20170756-da
,,4600267,,,local-authority-eng:COV,developer-agreement,,,,20171352-da
,,4600268,,,local-authority-eng:COV,developer-agreement,,,,20171514-da
,,4600269,,,local-authority-eng:COV,developer-agreement,,,,20171802-da
,,4600270,,,local-authority-eng:COV,developer-agreement,,,,20172077-da
,,4600271,,,local-authority-eng:COV,developer-agreement,,,,20172239-da
,,4600272,,,local-authority-eng:COV,developer-agreement,,,,20172301-da
,,4600273,,,local-authority-eng:COV,developer-agreement,,,,20172308-da
,,4600274,,,local-authority-eng:COV,developer-agreement,,,,20172456-da
,,4600275,,,local-authority-eng:COV,developer-agreement,,,,20172485-da
,,4600276,,,local-authority-eng:COV,developer-agreement,,,,20172605-da
,,4600277,,,local-authority-eng:COV,developer-agreement,,,,20172704-da
,,4600278,,,local-authority-eng:COV,developer-agreement,,,,20172993-da
,,4600279,,,local-authority-eng:COV,developer-agreement,,,,20173097-da
,,4600280,,,local-authority-eng:COV,developer-agreement,,,,20180113-da
,,4600281,,,local-authority-eng:COV,developer-agreement,,,,20180114-da
,,4600282,,,local-authority-eng:COV,developer-agreement,,,,20180115-da
,,4600283,,,local-authority-eng:COV,developer-agreement,,,,20180188-da
,,4600284,,,local-authority-eng:COV,developer-agreement,,,,20180343-da
,,4600285,,,local-authority-eng:COV,developer-agreement,,,,20180483-da
,,4600286,,,local-authority-eng:COV,developer-agreement,,,,20180717-da
,,4600287,,,local-authority-eng:COV,developer-agreement,,,,20180774-da
,,4600288,,,local-authority-eng:COV,developer-agreement,,,,20180800-da
,,4600289,,,local-authority-eng:COV,developer-agreement,,,,20181004-da
,,4600290,,,local-authority-eng:COV,developer-agreement,,,,20181300-da
,,4600291,,,local-authority-eng:COV,developer-agreement,,,,20181310-da
,,4600292,,,local-authority-eng:COV,developer-agreement,,,,20181348-da
,,4600293,,,local-authority-eng:COV,developer-agreement,,,,20181361-da
,,4600294,,,local-authority-eng:COV,developer-agreement,,,,20181606-da
,,4600295,,,local-authority-eng:COV,developer-agreement,,,,20181713-da
,,4600296,,,local-authority-eng:COV,developer-agreement,,,,20182115-da
,,4600297,,,local-authority-eng:COV,developer-agreement,,,,20182161-da
,,4600298,,,local-authority-eng:COV,developer-agreement,,,,20182294-da
,,4600299,,,local-authority-eng:COV,developer-agreement,,,,20182651-da
,,4600300,,,local-authority-eng:COV,developer-agreement,,,,20182674-da
,,4600301,,,local-authority-eng:COV,developer-agreement,,,,20182681-da
,,4600302,,,local-authority-eng:COV,developer-agreement,,,,20183146-da
,,4600303,,,local-authority-eng:COV,developer-agreement,,,,20183286-da
,,4600304,,,local-authority-eng:COV,developer-agreement,,,,20190324-da
,,4600305,,,local-authority-eng:COV,developer-agreement,,,,20190687-da
,,4600306,,,local-authority-eng:COV,developer-agreement,,,,20191171-da
,,4600307,,,local-authority-eng:COV,developer-agreement,,,,20191778-da
,,4600308,,,local-authority-eng:COV,developer-agreement,,,,20192277-da
,,4600309,,,local-authority-eng:COV,developer-agreement,,,,20192394-da
,,4600310,,,local-authority-eng:COV,developer-agreement,,,,20192516-da
,,4600311,,,local-authority-eng:COV,developer-agreement,,,,20192868-da
,,4600312,,,local-authority-eng:COV,developer-agreement,,,,20193027-da
,,4600313,,,local-authority-eng:IOW,developer-agreement,,,,P/00044/18-1
,,4600314,,,local-authority-eng:IOW,developer-agreement,,,,P/00053/18-1
,,4600315,,,local-authority-eng:IOW,developer-agreement,,,,P/00107/19-1
,,4600316,,,local-authority-eng:IOW,developer-agreement,,,,P/00156/19-1
,,4600317,,,local-authority-eng:IOW,developer-agreement,,,,P/00165/19-1
,,4600318,,,local-authority-eng:IOW,developer-agreement,,,,P/00173/19-1
,,4600319,,,local-authority-eng:IOW,developer-agreement,,,,P/00210/18-1
,,4600320,,,local-authority-eng:IOW,developer-agreement,,,,P/00219/18-1
,,4600321,,,local-authority-eng:IOW,developer-agreement,,,,P/00235/19-1
,,4600322,,,local-authority-eng:IOW,developer-agreement,,,,P/00308/19-1
,,4600323,,,local-authority-eng:IOW,developer-agreement,,,,P/00320/19-1
,,4600324,,,local-authority-eng:IOW,developer-agreement,,,,P/00329/18-1
,,4600325,,,local-authority-eng:IOW,developer-agreement,,,,P/00336/19-1
,,4600326,,,local-authority-eng:IOW,developer-agreement,,,,P/00351/19-1
,,4600327,,,local-authority-eng:IOW,developer-agreement,,,,P/00419/17-1
,,4600328,,,local-authority-eng:IOW,developer-agreement,,,,P/00457/15-1
,,4600329,,,local-authority-eng:IOW,developer-agreement,,,,P/00543/18-1
,,4600330,,,local-authority-eng:IOW,developer-agreement,,,,P/00563/06-1
,,4600331,,,local-authority-eng:IOW,developer-agreement,,,,P/00601/18-1
,,4600332,,,local-authority-eng:IOW,developer-agreement,,,,P/00638/18-1
,,4600333,,,local-authority-eng:IOW,developer-agreement,,,,P/00712/17-1
,,4600334,,,local-authority-eng:IOW,developer-agreement,,,,P/00735/18-1
,,4600335,,,local-authority-eng:IOW,developer-agreement,,,,P/00759/18-1
,,4600336,,,local-authority-eng:IOW,developer-agreement,,,,P/00767/17-1
,,4600337,,,local-authority-eng:IOW,developer-agreement,,,,P/00795/18-1
,,4600338,,,local-authority-eng:IOW,developer-agreement,,,,P/00798/17-1
,,4600339,,,local-authority-eng:IOW,developer-agreement,,,,P/00893/17-1
,,4600340,,,local-authority-eng:IOW,developer-agreement,,,,P/00925/18-1
,,4600341,,,local-authority-eng:IOW,developer-agreement,,,,P/00944/12-1
,,4600342,,,local-authority-eng:IOW,developer-agreement,,,,P/00963/18-1
,,4600343,,,local-authority-eng:IOW,developer-agreement,,,,P/00981/18-1
,,4600344,,,local-authority-eng:IOW,developer-agreement,,,,P/01044/13-1
,,4600345,,,local-authority-eng:IOW,developer-agreement,,,,P/01066/17-1
,,4600346,,,local-authority-eng:IOW,developer-agreement,,,,P/01185/17-1
,,4600347,,,local-authority-eng:IOW,developer-agreement,,,,P/01187/18-1
,,4600348,,,local-authority-eng:IOW,developer-agreement,,,,P/01279/17-1
,,4600349,,,local-authority-eng:IOW,developer-agreement,,,,P/01373/09-1
,,4600350,,,local-authority-eng:IOW,developer-agreement,,,,P/01423/17-1
,,4600351,,,local-authority-eng:IOW,developer-agreement,,,,P/01450/18-1
,,4600352,,,local-authority-eng:IOW,developer-agreement,,,,P/01564/17-1
,,4600353,,,local-authority-eng:IOW,developer-agreement,,,,P/01700/07-1
,,4600354,,,local-authority-eng:IOW,developer-agreement,,,,P/01836/11-1
,,4600355,,,local-authority-eng:IOW,developer-agreement,,,,P/01338/18-1
,,4600356,,,local-authority-eng:IOW,developer-agreement,,,,P/00212/19-1
,,4600357,,,local-authority-eng:IOW,developer-agreement,,,,P/00327/19-2
,,4600358,,,local-authority-eng:IOW,developer-agreement,,,,P/00344/19-1
,,4600359,,,local-authority-eng:IOW,developer-agreement,,,,P/00269/17-1
,,4600360,,,local-authority-eng:IOW,developer-agreement,,,,P/00329/19-1
,,4600361,,,local-authority-eng:IOW,developer-agreement,,,,P/00339/19-1
,,4600362,,,local-authority-eng:IOW,developer-agreement,,,,19/00120/FUL-1
,,4600363,,,local-authority-eng:IOW,developer-agreement,,,,19/00120/FUL-2
,,4600364,,,local-authority-eng:IOW,developer-agreement,,,,P/00213/19-1
,,4600365,,,local-authority-eng:IOW,developer-agreement,,,,P/00321/19-1
,,4600366,,,local-authority-eng:IOW,developer-agreement,,,,P/00343/19-1
,,4600367,,,local-authority-eng:IOW,developer-agreement,,,,P/00349/19-1
,,4600368,,,local-authority-eng:IOW,developer-agreement,,,,19/00146/FUL-1
,,4600369,,,local-authority-eng:IOW,developer-agreement,,,,P/00046/19-1
,,4600370,,,local-authority-eng:IOW,developer-agreement,,,,19/00291/FUL-1
,,4600371,,,local-authority-eng:IOW,developer-agreement,,,,19/00212/RVC-1
,,4600372,,,local-authority-eng:IOW,developer-agreement,,,,19/00811/FUL-1
,,4600373,,,local-authority-eng:IOW,developer-agreement,,,,19/00174/FUL-1
