source,attribution,collection,documentation-url,endpoint,licence,organisation,pipelines,entry-date,start-date,end-date
1f34efaa765421282857013de980963d,crown-copyright,design-code,https://www.digital-land.info/dataset/design-code-category,014f829a6ebef894c46ddef4a58133a217f31adf4e688e3d6fab43af0b7ad63d,ogl3,government-organisation:D1342,design-code-rule-category,2022-05-10T16:16:38:10Z,,
28e8c6e8de4da05ee7545bc5310143dc,crown-copyright,design-code,https://www.digital-land.info/dataset/design-code-status,767d286dedd31744ee2cff3a9fdf601bea37bb4ecefa7dc4a3c23271f157e5e4,ogl3,government-organisation:D1342,design-code-status,2022-05-10T16:16:40:44Z,,2025-04-30
d0d29be218b26c6e5d2303378fe98ff1,crown-copyright,design-code,,4e5a7e17a76a1f796b6598403767f60a53d31735e58831f59b9089521bf3a118,ogl3,local-authority:NUN,design-code,2022-05-10T16:16:43:34Z,,
10ba5e545318999f53bf6318100e1241,crown-copyright,design-code,,c6c0025816ba039cb10c1766f0036f4951f9c7bbc0013b1a8ac691cf82b33714,ogl3,local-authority:NUN,design-code-area,2022-05-10T16:16:44:22Z,,
f70cb64efafa9c89e734a2d0b32ae40c,crown-copyright,design-code,,480de8763774f82802405b2b476de0795aac674932818daf557678fa7ccb74f2,ogl3,local-authority:BUC,design-code-area,2022-05-10T18:18:25:43Z,,
30d07a0e705f7133736260071b39c873,crown-copyright,design-code,,756ccb6953cd45bc6c5d51361d714698b7facc0f37d488f2c9d7faba271d3fe0,ogl3,local-authority:GRT,design-code-area,2022-05-10T20:20:35:19Z,,
22cd8d009d26c795cf455380a432d53f,crown-copyright,design-code,,1d8a176b40156793addd5ec938c2faefebcb0fa9cf4919826d4b4bd5c513ea2b,ogl3,local-authority:GRT,design-code,2022-05-10T20:20:36:11Z,,
e79492f990b121234f9c721e34326703,crown-copyright,design-code,,8d40565f2fbd6a3983f387ed3fee7848e654f1895d1187175b415a08e53dbe4d,ogl3,local-authority:BUC,design-code,2022-05-10T20:20:51:55Z,,
c28d1a9dcef34af5a41a9b0e4359a0fb,crown-copyright,design-code,,c0f2a09178ed1a3993e3a67bded1d2517c53751516db1e31376214304e4ee9a8,ogl3,local-authority:HYN,design-code-area,2022-05-10T21:21:09:07Z,,
6d31dd37f82be72d4dce0d43470255f3,crown-copyright,design-code,,abe7e09820de4aab66d9d49a6733a4d899c1bd277c4638c7c3b45f3c31c610af,ogl3,local-authority:HYN,design-code,2022-05-10T21:21:25:45Z,,
