old-entity,status,entity,end-date,notes,entry-date,start-date
44002055,301,44014266,,redirect GLA duplicate to LPA entity,2025-10-10,
44002067,301,44014274,,redirect GLA duplicate to LPA entity,2025-10-10,
44002102,301,44014277,,redirect GLA duplicate to LPA entity,2025-10-10,
44002130,301,44014279,,redirect GLA duplicate to LPA entity,2025-10-10,
44002151,301,44014270,,redirect GLA duplicate to LPA entity,2025-10-10,
44002175,301,44014278,,redirect GLA duplicate to LPA entity,2025-10-10,
44002191,301,44014251,,redirect GLA duplicate to LPA entity,2025-10-10,
44002211,301,44014280,,redirect GLA duplicate to LPA entity,2025-10-10,
44002232,301,44014285,,redirect GLA duplicate to LPA entity,2025-10-10,
44002237,301,44014272,,redirect GLA duplicate to LPA entity,2025-10-10,
44002304,301,44014282,,redirect GLA duplicate to LPA entity,2025-10-10,
44002315,301,44014253,,redirect GLA duplicate to LPA entity,2025-10-10,
44002321,301,44014254,,redirect GLA duplicate to LPA entity,2025-10-10,
44008643,301,44014261,,redirect GLA duplicate to LPA entity,2025-10-10,
44008644,301,44014262,,redirect GLA duplicate to LPA entity,2025-10-10,
44014263,301,44008645,,redirect GLA duplicate to LPA entity,2025-10-10,
44008646,301,44014265,,redirect GLA duplicate to LPA entity,2025-10-10,
44014248,301,44008647,,redirect GLA duplicate to LPA entity,2025-10-10,
44014252,301,44008649,,redirect GLA duplicate to LPA entity,2025-10-10,
44014259,301,44008650,,redirect GLA duplicate to LPA entity,2025-10-10,
44014275,301,44008651,,redirect GLA duplicate to LPA entity,2025-10-10,
44014281,301,44008652,,redirect GLA duplicate to LPA entity,2025-10-10,
44014287,301,44008653,,redirect GLA duplicate to LPA entity,2025-10-10,
44014283,301,44008654,,redirect GLA duplicate to LPA entity,2025-10-10,
44008655,301,44014267,,redirect GLA duplicate to LPA entity,2025-10-10,
44002817,301,44009026,,redirect Historic England duplicate to LPA entity,2025-11-10,
44007142,301,44009036,,redirect Historic England duplicate to LPA entity,2025-11-10,
44002407,301,44009068,,redirect Historic England duplicate to LPA entity,2025-11-10,
44004364,301,44010474,,redirect Historic England duplicate to LPA entity,2025-11-10,
44009433,301,44010553,,redirect Historic England duplicate to LPA entity,2025-11-10,
44014029,301,44014120,,redirect Historic England duplicate to LPA entity,2025-11-10,
44007636,301,44009485,,redirect duplicate entity,2025-11-26,
44007638,301,44009486,,redirect duplicate entity,2025-11-26,
44007640,301,44009483,,redirect duplicate entity,2025-11-26,
44007642,301,44009471,,redirect duplicate entity,2025-11-26,
44007643,301,44009470,,redirect duplicate entity,2025-11-26,
44007644,301,44009474,,redirect duplicate entity,2025-11-26,
44007645,301,44009476,,redirect duplicate entity,2025-11-26,
44007647,301,44009477,,redirect duplicate entity,2025-11-26,
44007648,301,44009475,,redirect duplicate entity,2025-11-26,
44007649,301,44009473,,redirect duplicate entity,2025-11-26,
44007650,301,44009472,,redirect duplicate entity,2025-11-26,
44007651,301,44009479,,redirect duplicate entity,2025-11-26,
44007653,301,44009480,,redirect duplicate entity,2025-11-26,
44007654,301,44009481,,redirect duplicate entity,2025-11-26,
44007655,301,44009478,,redirect duplicate entity,2025-11-26,
44010575,301,44009394,,redirect duplicate entity,2025-11-26,
44010580,301,44009423,,redirect duplicate entity,2025-11-26,
44010554,301,44009434,,redirect duplicate entity,2025-11-26,
44010555,301,44009436,,redirect duplicate entity,2025-11-26,
44010556,301,44009437,,redirect duplicate entity,2025-11-26,
44010557,301,44009438,,redirect duplicate entity,2025-11-26,
44010558,301,44009439,,redirect duplicate entity,2025-11-26,
44010559,301,44009440,,redirect duplicate entity,2025-11-26,
44010560,301,44009443,,redirect duplicate entity,2025-11-26,
44010561,301,44009444,,redirect duplicate entity,2025-11-26,
44010562,301,44009445,,redirect duplicate entity,2025-11-26,
44010563,301,44009446,,redirect duplicate entity,2025-11-26,
44010564,301,44009448,,redirect duplicate entity,2025-11-26,
44010565,301,44009449,,redirect duplicate entity,2025-11-26,
44010566,301,44009450,,redirect duplicate entity,2025-11-26,
44010567,301,44009451,,redirect duplicate entity,2025-11-26,
44010568,301,44009452,,redirect duplicate entity,2025-11-26,
44010569,301,44009453,,redirect duplicate entity,2025-11-26,
44010570,301,44009455,,redirect duplicate entity,2025-11-26,
44010571,301,44009456,,redirect duplicate entity,2025-11-26,
44010572,301,44009457,,redirect duplicate entity,2025-11-26,
44010573,301,44009458,,redirect duplicate entity,2025-11-26,
44010574,301,44009459,,redirect duplicate entity,2025-11-26,
44010576,301,44009461,,redirect duplicate entity,2025-11-26,
44010577,301,44009462,,redirect duplicate entity,2025-11-26,
44010578,301,44009463,,redirect duplicate entity,2025-11-26,
44010579,301,44009464,,redirect duplicate entity,2025-11-26,
44010581,301,44009467,,redirect duplicate entity,2025-11-26,
44010582,301,44009469,,redirect duplicate entity,2025-11-26,
44010583,301,44009482,,redirect duplicate entity,2025-11-26,
44010584,301,44009484,,redirect duplicate entity,2025-11-26,
44010585,301,44009510,,redirect duplicate entity,2025-11-26,
44009591,301,44012803,,redirect duplicate entity,2025-11-26,
44009592,301,44012804,,redirect duplicate entity,2025-11-26,
44009593,301,44012802,,redirect duplicate entity,2025-11-26,
44001902,301,44003758,,redirect duplicate entity,2025-11-26,
44008714,301,44010294,,redirect duplicate entity,2025-11-26,
44008715,301,44010278,,redirect duplicate entity,2025-11-26,
44008717,301,44010284,,redirect duplicate entity,2025-11-26,
44008719,301,44010287,,redirect duplicate entity,2025-11-26,
44008723,301,44010272,,redirect duplicate entity,2025-11-26,
44008724,301,44010274,,redirect duplicate entity,2025-11-26,
44008725,301,44010285,,redirect duplicate entity,2025-11-26,
44008726,301,44010286,,redirect duplicate entity,2025-11-26,
44008728,301,44010281,,redirect duplicate entity,2025-11-26,
44008730,301,44010290,,redirect duplicate entity,2025-11-26,
44008731,301,44010282,,redirect duplicate entity,2025-11-26,
44008732,301,44010279,,redirect duplicate entity,2025-11-26,
44008734,301,44010293,,redirect duplicate entity,2025-11-26,
44008735,301,44010276,,redirect duplicate entity,2025-11-26,
44008736,301,44010291,,redirect duplicate entity,2025-11-26,
44008737,301,44010295,,redirect duplicate entity,2025-11-26,
44008738,301,44010289,,redirect duplicate entity,2025-11-26,
44008739,301,44010288,,redirect duplicate entity,2025-11-26,
44008740,301,44010292,,redirect duplicate entity,2025-11-26,
44008742,301,44010280,,redirect duplicate entity,2025-11-26,
44008367,301,44008746,,redirect duplicate entity,2025-11-26,
44008750,301,44012323,,redirect duplicate entity,2025-11-26,
44008751,301,44012337,,redirect duplicate entity,2025-11-26,
44008752,301,44012335,,redirect duplicate entity,2025-11-26,
44008721,301,44014364,,redirect duplicate entity,2025-11-26,
44008748,301,44014359,,redirect duplicate entity,2025-11-26,
44008765,301,44014360,,redirect duplicate entity,2025-11-26,
44008767,301,44014367,,redirect duplicate entity,2025-11-26,
44008769,301,44014361,,redirect duplicate entity,2025-11-26,
44008770,301,44014362,,redirect duplicate entity,2025-11-26,
44008771,301,44014363,,redirect duplicate entity,2025-11-26,
44008778,301,44014356,,redirect duplicate entity,2025-11-26,
44008779,301,44014357,,redirect duplicate entity,2025-11-26,
44008780,301,44014358,,redirect duplicate entity,2025-11-26,
44008785,301,44014346,,redirect duplicate entity,2025-11-26,
44008786,301,44014347,,redirect duplicate entity,2025-11-26,
44008788,301,44014348,,redirect duplicate entity,2025-11-26,
44008789,301,44014349,,redirect duplicate entity,2025-11-26,
44008791,301,44014365,,redirect duplicate entity,2025-11-26,
44008793,301,44014351,,redirect duplicate entity,2025-11-26,
44008794,301,44014352,,redirect duplicate entity,2025-11-26,
44009091,301,44014366,,redirect duplicate entity,2025-11-26,
44006854,301,44008834,,redirect duplicate entity,2025-11-26,
44009060,301,44010257,,redirect duplicate entity,2025-11-26,
44003488,301,44009090,,redirect duplicate entity,2025-11-26,
44008857,301,44012774,,redirect duplicate entity,2025-11-26,
44008882,301,44012761,,redirect duplicate entity,2025-11-26,
44008926,301,44012781,,redirect duplicate entity,2025-11-26,
44008927,301,44012792,,redirect duplicate entity,2025-11-26,
44008928,301,44012775,,redirect duplicate entity,2025-11-26,
44008929,301,44012795,,redirect duplicate entity,2025-11-26,
44008930,301,44012772,,redirect duplicate entity,2025-11-26,
44008931,301,44012782,,redirect duplicate entity,2025-11-26,
44008932,301,44012773,,redirect duplicate entity,2025-11-26,
44008933,301,44012767,,redirect duplicate entity,2025-11-26,
44008934,301,44012770,,redirect duplicate entity,2025-11-26,
44008935,301,44012778,,redirect duplicate entity,2025-11-26,
44008936,301,44012779,,redirect duplicate entity,2025-11-26,
44008937,301,44012783,,redirect duplicate entity,2025-11-26,
44008938,301,44012790,,redirect duplicate entity,2025-11-26,
44008939,301,44012776,,redirect duplicate entity,2025-11-26,
44008940,301,44012786,,redirect duplicate entity,2025-11-26,
44008941,301,44012788,,redirect duplicate entity,2025-11-26,
44008942,301,44012787,,redirect duplicate entity,2025-11-26,
44008943,301,44012780,,redirect duplicate entity,2025-11-26,
44008944,301,44012793,,redirect duplicate entity,2025-11-26,
44008945,301,44012760,,redirect duplicate entity,2025-11-26,
44008946,301,44012791,,redirect duplicate entity,2025-11-26,
44008947,301,44012764,,redirect duplicate entity,2025-11-26,
44008948,301,44012762,,redirect duplicate entity,2025-11-26,
44008949,301,44012765,,redirect duplicate entity,2025-11-26,
44008950,301,44012768,,redirect duplicate entity,2025-11-26,
44008951,301,44012794,,redirect duplicate entity,2025-11-26,
44008953,301,44012769,,redirect duplicate entity,2025-11-26,
44008954,301,44012771,,redirect duplicate entity,2025-11-26,
44008955,301,44012789,,redirect duplicate entity,2025-11-26,
44008959,301,44012784,,redirect duplicate entity,2025-11-26,
44008961,301,44012785,,redirect duplicate entity,2025-11-26,
44008962,301,44012759,,redirect duplicate entity,2025-11-26,
44008963,301,44012777,,redirect duplicate entity,2025-11-26,
44008964,301,44012796,,redirect duplicate entity,2025-11-26,
44008965,301,44012797,,redirect duplicate entity,2025-11-26,
44008966,301,44012763,,redirect duplicate entity,2025-11-26,
44008967,301,44012798,,redirect duplicate entity,2025-11-26,
44014032,301,44014148,,redirect duplicate entity,2025-11-26,
44014149,301,44014033,,redirect duplicate entity,2025-11-26,
44014150,301,44014034,,redirect duplicate entity,2025-11-26,
44014151,301,44014035,,redirect duplicate entity,2025-11-26,
44014152,301,44014036,,redirect duplicate entity,2025-11-26,
44014153,301,44014037,,redirect duplicate entity,2025-11-26,
44014154,301,44014038,,redirect duplicate entity,2025-11-26,
44014155,301,44014039,,redirect duplicate entity,2025-11-26,
44014156,301,44014040,,redirect duplicate entity,2025-11-26,
44014157,301,44014041,,redirect duplicate entity,2025-11-26,
44014158,301,44014042,,redirect duplicate entity,2025-11-26,
44014159,301,44014043,,redirect duplicate entity,2025-11-26,
44014160,301,44014044,,redirect duplicate entity,2025-11-26,
44014161,301,44014045,,redirect duplicate entity,2025-11-26,
44014162,301,44014046,,redirect duplicate entity,2025-11-26,
44014163,301,44014047,,redirect duplicate entity,2025-11-26,
44014164,301,44014048,,redirect duplicate entity,2025-11-26,
44014165,301,44014049,,redirect duplicate entity,2025-11-26,
44014166,301,44014050,,redirect duplicate entity,2025-11-26,
44014167,301,44014051,,redirect duplicate entity,2025-11-26,
44014168,301,44014052,,redirect duplicate entity,2025-11-26,
44014169,301,44014053,,redirect duplicate entity,2025-11-26,
44014170,301,44014054,,redirect duplicate entity,2025-11-26,
44014171,301,44014055,,redirect duplicate entity,2025-11-26,
44014172,301,44014056,,redirect duplicate entity,2025-11-26,
44001422,301,44014067,,redirect duplicate entity,2025-12-10,
44005211,301,44012414,,redirect duplicate entity,2025-12-10,
44006299,301,44014371,,redirect duplicate entity,2025-12-10,
44006300,301,44014382,,redirect duplicate entity,2025-12-10,
44006301,301,44014383,,redirect duplicate entity,2025-12-10,
44006302,301,44014376,,redirect duplicate entity,2025-12-10,
44006303,301,44014377,,redirect duplicate entity,2025-12-10,
44006304,301,44014381,,redirect duplicate entity,2025-12-10,
44006305,301,44014373,,redirect duplicate entity,2025-12-10,
44006306,301,44014386,,redirect duplicate entity,2025-12-10,
44006307,301,44014384,,redirect duplicate entity,2025-12-10,
44006308,301,44014378,,redirect duplicate entity,2025-12-10,
44006309,301,44014374,,redirect duplicate entity,2025-12-10,
44006310,301,44014372,,redirect duplicate entity,2025-12-10,
44006311,301,44014387,,redirect duplicate entity,2025-12-10,
44006312,301,44014375,,redirect duplicate entity,2025-12-10,
44006313,301,44014379,,redirect duplicate entity,2025-12-10,
44006314,301,44014385,,redirect duplicate entity,2025-12-10,
44006315,301,44014380,,redirect duplicate entity,2025-12-10,
44014057,301,44014398,,redirect duplicate entity,2025-12-10,
44014058,301,44014393,,redirect duplicate entity,2025-12-10,
44014059,301,44014396,,redirect duplicate entity,2025-12-10,
44014060,301,44014395,,redirect duplicate entity,2025-12-10,
44014061,301,44014394,,redirect duplicate entity,2025-12-10,
44014062,301,44014391,,redirect duplicate entity,2025-12-10,
44014063,301,44014392,,redirect duplicate entity,2025-12-10,
44014064,301,44014389,,redirect duplicate entity,2025-12-10,
44014065,301,44014399,,redirect duplicate entity,2025-12-10,
44014066,301,44014388,,redirect duplicate entity,2025-12-10,
44014099,301,44014404,,redirect duplicate entity,2025-12-10,
44014100,301,44014390,,redirect duplicate entity,2025-12-10,
44014101,301,44014413,,redirect duplicate entity,2025-12-10,
44014102,301,44014405,,redirect duplicate entity,2025-12-10,
44014103,301,44014397,,redirect duplicate entity,2025-12-10,
44014104,301,44014402,,redirect duplicate entity,2025-12-10,
44014105,301,44014403,,redirect duplicate entity,2025-12-10,
44014106,301,44014406,,redirect duplicate entity,2025-12-10,
44014107,301,44014407,,redirect duplicate entity,2025-12-10,
44014108,301,44014415,,redirect duplicate entity,2025-12-10,
44014109,301,44014408,,redirect duplicate entity,2025-12-10,
44014110,301,44014409,,redirect duplicate entity,2025-12-10,
44014111,301,44014410,,redirect duplicate entity,2025-12-10,
44014112,301,44014417,,redirect duplicate entity,2025-12-10,
44014113,301,44014411,,redirect duplicate entity,2025-12-10,
44014114,301,44014412,,redirect duplicate entity,2025-12-10,
44014115,301,44014416,,redirect duplicate entity,2025-12-10,
44014116,301,44014418,,redirect duplicate entity,2025-12-10,
44014117,301,44014400,,redirect duplicate entity,2025-12-10,
44014118,301,44014401,,redirect duplicate entity,2025-12-10,
44014119,301,44014414,,redirect duplicate entity,2025-12-10,
44009392,301,44010418,,redirect duplicate entity,2025-12-11,
44009393,301,44010459,,redirect duplicate entity,2025-12-11,
44009395,301,44010515,,redirect duplicate entity,2025-12-11,
44009468,301,44010497,,redirect duplicate entity,2025-12-11,
44009509,301,44010499,,redirect duplicate entity,2025-12-11,
44009511,301,44010435,,redirect duplicate entity,2025-12-11,
44009512,301,44010416,,redirect duplicate entity,2025-12-11,
44009513,301,44010480,,redirect duplicate entity,2025-12-11,
44009515,301,44010425,,redirect duplicate entity,2025-12-11,
44009516,301,44010455,,redirect duplicate entity,2025-12-11,
44009517,301,44010486,,redirect duplicate entity,2025-12-11,
44009518,301,44010442,,redirect duplicate entity,2025-12-11,
44009519,301,44010436,,redirect duplicate entity,2025-12-11,
44009520,301,44010481,,redirect duplicate entity,2025-12-11,
44009524,301,44010437,,redirect duplicate entity,2025-12-11,
44009525,301,44010483,,redirect duplicate entity,2025-12-11,
44009527,301,44010438,,redirect duplicate entity,2025-12-11,
44009528,301,44010439,,redirect duplicate entity,2025-12-11,
44009529,301,44010430,,redirect duplicate entity,2025-12-11,
44009530,301,44010484,,redirect duplicate entity,2025-12-11,
44009531,301,44010441,,redirect duplicate entity,2025-12-11,
44009532,301,44010485,,redirect duplicate entity,2025-12-11,
44009533,301,44010440,,redirect duplicate entity,2025-12-11,
44009534,301,44010443,,redirect duplicate entity,2025-12-11,
44009535,301,44010444,,redirect duplicate entity,2025-12-11,
44009536,301,44010415,,redirect duplicate entity,2025-12-11,
44009537,301,44010487,,redirect duplicate entity,2025-12-11,
44009538,301,44010431,,redirect duplicate entity,2025-12-11,
44009539,301,44010445,,redirect duplicate entity,2025-12-11,
44009540,301,44010446,,redirect duplicate entity,2025-12-11,
44009541,301,44010488,,redirect duplicate entity,2025-12-11,
44009542,301,44010422,,redirect duplicate entity,2025-12-11,
44009543,301,44010447,,redirect duplicate entity,2025-12-11,
44009544,301,44010417,,redirect duplicate entity,2025-12-11,
44009545,301,44010448,,redirect duplicate entity,2025-12-11,
44009546,301,44010489,,redirect duplicate entity,2025-12-11,
44009549,301,44010492,,redirect duplicate entity,2025-12-11,
44009550,301,44010494,,redirect duplicate entity,2025-12-11,
44009551,301,44010493,,redirect duplicate entity,2025-12-11,
44009553,301,44010495,,redirect duplicate entity,2025-12-11,
44009555,301,44010498,,redirect duplicate entity,2025-12-11,
44009556,301,44010500,,redirect duplicate entity,2025-12-11,
44009557,301,44010420,,redirect duplicate entity,2025-12-11,
44009559,301,44010421,,redirect duplicate entity,2025-12-11,
44009560,301,44010423,,redirect duplicate entity,2025-12-11,
44009561,301,44010502,,redirect duplicate entity,2025-12-11,
44009562,301,44010424,,redirect duplicate entity,2025-12-11,
44009563,301,44010503,,redirect duplicate entity,2025-12-11,
44009565,301,44010505,,redirect duplicate entity,2025-12-11,
44009566,301,44010506,,redirect duplicate entity,2025-12-11,
44009568,301,44010507,,redirect duplicate entity,2025-12-11,
44009569,301,44010508,,redirect duplicate entity,2025-12-11,
44009570,301,44010509,,redirect duplicate entity,2025-12-11,
44009571,301,44010457,,redirect duplicate entity,2025-12-11,
44009572,301,44010510,,redirect duplicate entity,2025-12-11,
44009573,301,44010426,,redirect duplicate entity,2025-12-11,
44009574,301,44010427,,redirect duplicate entity,2025-12-11,
44009575,301,44010428,,redirect duplicate entity,2025-12-11,
44009576,301,44010429,,redirect duplicate entity,2025-12-11,
44009577,301,44010511,,redirect duplicate entity,2025-12-11,
44009578,301,44010449,,redirect duplicate entity,2025-12-11,
44009579,301,44010450,,redirect duplicate entity,2025-12-11,
44009580,301,44010451,,redirect duplicate entity,2025-12-11,
44009581,301,44010512,,redirect duplicate entity,2025-12-11,
44009582,301,44010452,,redirect duplicate entity,2025-12-11,
44009583,301,44010453,,redirect duplicate entity,2025-12-11,
44009584,301,44010513,,redirect duplicate entity,2025-12-11,
44009585,301,44010454,,redirect duplicate entity,2025-12-11,
44009586,301,44010433,,redirect duplicate entity,2025-12-11,
44009587,301,44010514,,redirect duplicate entity,2025-12-11,
44009588,301,44010434,,redirect duplicate entity,2025-12-11,
44009589,301,44010456,,redirect duplicate entity,2025-12-11,
44009590,301,44010458,,redirect duplicate entity,2025-12-11,
44010491,301,44012802,,redirect duplicate entity,2025-12-11,
44009487,301,44010466,,redirect duplicate entity,2025-12-11,
44009488,301,44010464,,redirect duplicate entity,2025-12-11,
44009489,301,44010465,,redirect duplicate entity,2025-12-11,
44009491,301,44010523,,redirect duplicate entity,2025-12-11,
44009492,301,44010468,,redirect duplicate entity,2025-12-11,
44009493,301,44010469,,redirect duplicate entity,2025-12-11,
44009495,301,44010518,,redirect duplicate entity,2025-12-11,
44009496,301,44010470,,redirect duplicate entity,2025-12-11,
44009498,301,44010471,,redirect duplicate entity,2025-12-11,
44009499,301,44010473,,redirect duplicate entity,2025-12-11,
44009500,301,44010472,,redirect duplicate entity,2025-12-11,
44009501,301,44010516,,redirect duplicate entity,2025-12-11,
44009502,301,44010517,,redirect duplicate entity,2025-12-11,
44009503,301,44010519,,redirect duplicate entity,2025-12-11,
44009504,301,44010520,,redirect duplicate entity,2025-12-11,
44009505,301,44010521,,redirect duplicate entity,2025-12-11,
44009506,301,44010467,,redirect duplicate entity,2025-12-11,
44009507,301,44010522,,redirect duplicate entity,2025-12-11,
44009508,301,44010524,,redirect duplicate entity,2025-12-11,
44009396,301,44010525,,redirect duplicate entity,2025-12-11,
44009398,301,44010476,,redirect duplicate entity,2025-12-11,
44009399,301,44010527,,redirect duplicate entity,2025-12-11,
44009401,301,44010528,,redirect duplicate entity,2025-12-11,
44009402,301,44010529,,redirect duplicate entity,2025-12-11,
44009403,301,44010530,,redirect duplicate entity,2025-12-11,
44009404,301,44010531,,redirect duplicate entity,2025-12-11,
44009405,301,44010532,,redirect duplicate entity,2025-12-11,
44009407,301,44010477,,redirect duplicate entity,2025-12-11,
44009409,301,44010533,,redirect duplicate entity,2025-12-11,
44009410,301,44010534,,redirect duplicate entity,2025-12-11,
44009411,301,44010535,,redirect duplicate entity,2025-12-11,
44009413,301,44010536,,redirect duplicate entity,2025-12-11,
44009414,301,44010537,,redirect duplicate entity,2025-12-11,
44009415,301,44010538,,redirect duplicate entity,2025-12-11,
44009416,301,44010539,,redirect duplicate entity,2025-12-11,
44009418,301,44010540,,redirect duplicate entity,2025-12-11,
44009419,301,44010541,,redirect duplicate entity,2025-12-11,
44009420,301,44010542,,redirect duplicate entity,2025-12-11,
44009421,301,44010543,,redirect duplicate entity,2025-12-11,
44009422,301,44010544,,redirect duplicate entity,2025-12-11,
44009425,301,44010546,,redirect duplicate entity,2025-12-11,
44009426,301,44010547,,redirect duplicate entity,2025-12-11,
44009427,301,44010548,,redirect duplicate entity,2025-12-11,
44009428,301,44010549,,redirect duplicate entity,2025-12-11,
44009429,301,44010550,,redirect duplicate entity,2025-12-11,
44009430,301,44010551,,redirect duplicate entity,2025-12-11,
44009432,301,44010552,,redirect duplicate entity,2025-12-11,
44009466,301,44010478,,redirect duplicate entity,2025-12-11,
44010311,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010312,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010313,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010314,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010315,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010316,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010317,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010318,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010319,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010320,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010321,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010322,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010323,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010324,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010325,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010326,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010327,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010328,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010329,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010330,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010331,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010332,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010333,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010334,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010335,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010336,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010337,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010338,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010339,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010340,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010341,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010342,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010343,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010344,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010345,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010346,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010347,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010348,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010349,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010350,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010351,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010352,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010353,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010354,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010355,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010356,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010357,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010358,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010359,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010360,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010361,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010362,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010363,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010364,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010365,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010366,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010367,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010368,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010369,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010370,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010371,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010372,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010373,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010374,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010375,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010376,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010377,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010378,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010379,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010380,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010381,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010382,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010383,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010384,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010385,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010386,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010387,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010388,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010389,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010390,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010391,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010392,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010393,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010394,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010395,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010396,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010397,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010398,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010399,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010400,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010401,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
44010402,410,,,Removal of scraped SCA data following submission by LPA,2025-12-12,
