old-entity,status,entity,end-date,notes,entry-date,start-date
44011293,410,,,Removal of scraped BEN data following submission by LPA,2025-12-12,
44011294,410,,,Removal of scraped BEN data following submission by LPA,2025-12-12,
44011295,410,,,Removal of scraped BEN data following submission by LPA,2025-12-12,
44011296,410,,,Removal of scraped BEN data following submission by LPA,2025-12-12,
44011297,410,,,Removal of scraped BEN data following submission by LPA,2025-12-12,
44011298,410,,,Removal of scraped BEN data following submission by LPA,2025-12-12,
44011299,410,,,Removal of scraped BEN data following submission by LPA,2025-12-12,
44011300,410,,,Removal of scraped BEN data following submission by LPA,2025-12-12,
44011301,410,,,Removal of scraped BEN data following submission by LPA,2025-12-12,
44011302,410,,,Removal of scraped BEN data following submission by LPA,2025-12-12,
44012827,410,,,Removal of scraped BRC data following submission by LPA,2025-12-12,
44012828,410,,,Removal of scraped BRC data following submission by LPA,2025-12-12,
44012873,410,,,Removal of scraped BRT data following submission by LPA,2025-12-12,
44012874,410,,,Removal of scraped BRY data following submission by LPA,2025-12-12,
44012875,410,,,Removal of scraped BRY data following submission by LPA,2025-12-12,
44012876,410,,,Removal of scraped BRY data following submission by LPA,2025-12-12,
44012877,410,,,Removal of scraped BRY data following submission by LPA,2025-12-12,
44012957,410,,,Removal of scraped CON data following submission by LPA,2025-12-12,
44012958,410,,,Removal of scraped CON data following submission by LPA,2025-12-12,
44012959,410,,,Removal of scraped CON data following submission by LPA,2025-12-12,
44012960,410,,,Removal of scraped CLD data following submission by LPA,2025-12-12,
44012964,410,,,Removal of scraped EAL data following submission by LPA,2025-12-12,
44012967,410,,,Removal of scraped ESK data following submission by LPA,2025-12-12,
44013003,410,,,Removal of scraped HIL data following submission by LPA,2025-12-12,
44013004,410,,,Removal of scraped HIL data following submission by LPA,2025-12-12,
44013005,410,,,Removal of scraped HMF data following submission by LPA,2025-12-12,
44013006,410,,,Removal of scraped HMF data following submission by LPA,2025-12-12,
44013007,410,,,Removal of scraped HMF data following submission by LPA,2025-12-12,
44013008,410,,,Removal of scraped HMF data following submission by LPA,2025-12-12,
44013009,410,,,Removal of scraped HMF data following submission by LPA,2025-12-12,
44013010,410,,,Removal of scraped HMF data following submission by LPA,2025-12-12,
44013011,410,,,Removal of scraped HMF data following submission by LPA,2025-12-12,
44013012,410,,,Removal of scraped HMF data following submission by LPA,2025-12-12,
44013013,410,,,Removal of scraped HMF data following submission by LPA,2025-12-12,
44013014,410,,,Removal of scraped HMF data following submission by LPA,2025-12-12,
44013015,410,,,Removal of scraped HMF data following submission by LPA,2025-12-12,
44013016,410,,,Removal of scraped HMF data following submission by LPA,2025-12-12,
44013017,410,,,Removal of scraped HMF data following submission by LPA,2025-12-12,
44013037,410,,,Removal of scraped MAL data following submission by LPA,2025-12-12,
44013038,410,,,Removal of scraped MAL data following submission by LPA,2025-12-12,
44013039,410,,,Removal of scraped MAL data following submission by LPA,2025-12-12,
44013040,410,,,Removal of scraped MOL data following submission by LPA,2025-12-12,
44013059,410,,,Removal of scraped NWM data following submission by LPA,2025-12-12,
44013060,410,,,Removal of scraped NWM data following submission by LPA,2025-12-12,
44011474,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011475,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011476,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011477,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011478,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011479,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011480,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011481,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011482,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011483,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011484,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011485,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011486,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011487,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011488,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011489,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011490,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011491,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011492,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011493,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011494,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011495,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011496,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011497,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011498,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011499,410,,,Removal of scraped WOT data following submission by LPA,2025-12-12,
44011529,410,,,Removal of scraped ROH data following submission by LPA,2025-12-12,
44011530,410,,,Removal of scraped ROH data following submission by LPA,2025-12-12,
44011531,410,,,Removal of scraped ROH data following submission by LPA,2025-12-12,
44011532,410,,,Removal of scraped ROH data following submission by LPA,2025-12-12,
44011533,410,,,Removal of scraped ROH data following submission by LPA,2025-12-12,
44011534,410,,,Removal of scraped ROH data following submission by LPA,2025-12-12,
44011535,410,,,Removal of scraped ROH data following submission by LPA,2025-12-12,
44011536,410,,,Removal of scraped ROH data following submission by LPA,2025-12-12,
44011537,410,,,Removal of scraped ROH data following submission by LPA,2025-12-12,
44011538,410,,,Removal of scraped ROH data following submission by LPA,2025-12-12,
44011657,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011658,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011659,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011660,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011661,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011662,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011663,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011664,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011665,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011666,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011667,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011668,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011669,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011670,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011671,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011672,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011673,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011674,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011675,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011676,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011677,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011678,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011679,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011680,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011681,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011682,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011683,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44011684,410,,,Removal of scraped HRY data following submission by LPA,2025-12-12,
44012012,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012013,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012014,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012015,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012016,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012017,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012018,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012019,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012020,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012021,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012022,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012023,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012024,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012025,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012026,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012027,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012028,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012029,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012030,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012031,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012032,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012033,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012034,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012035,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012036,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012037,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012038,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012039,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012040,410,,,Removal of scraped HRW data following submission by LPA,2025-12-12,
44012136,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012137,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012138,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012139,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012140,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012141,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012142,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012143,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012144,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012145,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012146,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012147,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012148,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012149,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012150,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012151,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012152,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012153,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012154,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012155,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012156,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012157,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44012158,410,,,Removal of scraped GRE data following submission by LPA,2025-12-12,
44011808,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011809,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011810,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011811,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011812,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011813,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011814,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011815,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011816,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011817,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011818,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011819,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011820,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011821,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011822,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011823,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011824,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011825,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011826,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011827,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011828,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44011829,410,,,Removal of scraped ENF data following submission by LPA,2025-12-12,
44012161,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012162,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012163,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012164,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012165,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012166,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012167,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012168,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012169,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012170,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012171,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012172,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012173,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012174,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012175,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012176,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012177,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012178,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012179,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012180,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012181,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012182,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012183,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012184,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012185,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012186,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012187,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012188,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012189,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012190,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012191,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012192,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012193,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012194,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012195,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012196,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012197,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012198,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012199,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012200,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012201,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012202,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012203,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012204,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012205,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012206,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012207,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012208,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012209,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012210,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012211,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012212,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012213,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012214,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012215,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012216,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012217,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012218,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44012219,410,,,Removal of scraped CBF data following submission by LPA,2025-12-12,
44013096,410,,,Removal of scraped Q72617988 data following submission by LPA,2025-12-12,
44013097,410,,,Removal of scraped Q72617988 data following submission by LPA,2025-12-12,
44013098,410,,,Removal of scraped Q72617988 data following submission by LPA,2025-12-12,
44013099,410,,,Removal of scraped Q72617988 data following submission by LPA,2025-12-12,
44013100,410,,,Removal of scraped Q72617988 data following submission by LPA,2025-12-12,
44013101,410,,,Removal of scraped Q72617988 data following submission by LPA,2025-12-12,
44013102,410,,,Removal of scraped Q72617988 data following submission by LPA,2025-12-12,
44010623,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010624,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010625,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010626,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010627,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010628,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010629,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010630,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010631,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010632,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010633,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010634,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010635,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010636,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010637,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010638,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010639,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010640,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010641,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010642,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010643,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010644,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010645,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010646,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010647,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010648,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010649,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010650,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010651,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010652,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010653,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010654,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010655,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010656,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010657,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010658,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010659,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010660,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010661,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010662,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010663,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010664,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010665,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010666,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010667,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010668,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010669,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010670,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010671,410,,,Removal of scraped Newark and Nottingham City data due to submission from HE,2025-12-12,
44010815,410,,,Removal of scraped HAA data due to submission from HE,2025-12-12,
44010816,410,,,Removal of scraped HAA data due to submission from HE,2025-12-12,
44010817,410,,,Removal of scraped HAA data due to submission from HE,2025-12-12,
44010818,410,,,Removal of scraped HAA data due to submission from HE,2025-12-12,
44010819,410,,,Removal of scraped HAA data due to submission from HE,2025-12-12,
44010820,410,,,Removal of scraped HAA data due to submission from HE,2025-12-12,
44010821,410,,,Removal of scraped HAA data due to submission from HE,2025-12-12,
44010822,410,,,Removal of scraped HAA data due to submission from HE,2025-12-12,
44010823,410,,,Removal of scraped HAA data due to submission from HE,2025-12-12,
44010824,410,,,Removal of scraped HAA data due to submission from HE,2025-12-12,
44010825,410,,,Removal of scraped HAA data due to submission from HE,2025-12-12,
44010826,410,,,Removal of scraped HAA data due to submission from HE,2025-12-12,
44010827,410,,,Removal of scraped HAA data due to submission from HE,2025-12-12,
44010828,410,,,Removal of scraped HAA data due to submission from HE,2025-12-12,
44010920,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010921,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010922,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010923,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010924,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010925,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010926,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010927,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010928,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010929,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010930,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010931,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010932,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010933,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010934,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010935,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010936,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010937,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010938,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010939,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010940,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010941,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010942,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010943,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44010944,410,,,Removal of scraped CHL data due to submission from HE,2025-12-12,
44012806,410,,,Removal of scraped ARU data due to submission from HE,2025-12-12,
44012807,410,,,Removal of scraped ARU data due to submission from HE,2025-12-12,
44012808,410,,,Removal of scraped ARU data due to submission from HE,2025-12-12,
44012809,410,,,Removal of scraped ARU data due to submission from HE,2025-12-12,
44012810,410,,,Removal of scraped ARU data due to submission from HE,2025-12-12,
44012811,410,,,Removal of scraped ARU data due to submission from HE,2025-12-12,
44012812,410,,,Removal of scraped ARU data due to submission from HE,2025-12-12,
44012813,410,,,Removal of scraped ARU data due to submission from HE,2025-12-12,
44012814,410,,,Removal of scraped ARU data due to submission from HE,2025-12-12,
44011695,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011696,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011697,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011698,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011699,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011700,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011701,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011702,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011703,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011704,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011705,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011706,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011707,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011708,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011709,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011710,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011711,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011712,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011713,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011714,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011715,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011716,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011717,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011718,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011719,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011720,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011721,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011722,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011723,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011724,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011725,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011726,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011727,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011728,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011729,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011730,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011731,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011732,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011733,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011734,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011735,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011736,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
44011737,410,,,Removal of scraped ASH data due to submission from HE,2025-12-12,
