dataset,entity-minimum,entity-maximum,organisation
conservation-area,44000029,44000029,government-organisation:D1342
conservation-area,44000030,44000030,government-organisation:PB1164
conservation-area,44000030,44000030,government-organisation:D1342
conservation-area,44000031,44000031,government-organisation:PB1164
conservation-area,44000031,44000031,government-organisation:D1342
conservation-area,44000032,44000032,government-organisation:PB1164
conservation-area,44000032,44000032,government-organisation:D1342
conservation-area,44000033,44000033,government-organisation:PB1164
conservation-area,44000033,44000033,government-organisation:D1342
conservation-area,44000034,44000034,government-organisation:PB1164
conservation-area,44000034,44000034,government-organisation:D1342
conservation-area,44000035,44000035,government-organisation:PB1164
conservation-area,44000035,44000035,local-authority:RCH
conservation-area,44000036,44000036,government-organisation:PB1164
conservation-area,44000036,44000036,local-authority:RCH
conservation-area,44000037,44000037,government-organisation:PB1164
conservation-area,44000037,44000037,local-authority:RCH
conservation-area,44000038,44000038,government-organisation:PB1164
conservation-area,44000038,44000038,local-authority:RCH
conservation-area,44000039,44000039,government-organisation:PB1164
conservation-area,44000039,44000039,local-authority:RCH
conservation-area,44000040,44000040,government-organisation:PB1164
conservation-area,44000040,44000040,local-authority:RCH
conservation-area,44000041,44000041,government-organisation:PB1164
conservation-area,44000041,44000041,local-authority:RCH
conservation-area,44000042,44000042,government-organisation:PB1164
conservation-area,44000042,44000042,local-authority:RCH
conservation-area,44000043,44000043,government-organisation:PB1164
conservation-area,44000043,44000043,local-authority:RCH
conservation-area,44000044,44000044,government-organisation:PB1164
conservation-area,44000044,44000044,local-authority:RCH
conservation-area,44000045,44000045,government-organisation:PB1164
conservation-area,44000045,44000045,local-authority:RCH
conservation-area,44000046,44000046,government-organisation:PB1164
conservation-area,44000046,44000046,government-organisation:D1342
conservation-area,44000047,44000047,government-organisation:PB1164
conservation-area,44000047,44000047,government-organisation:D1342
conservation-area,44000048,44000048,government-organisation:PB1164
conservation-area,44000048,44000048,government-organisation:D1342
conservation-area,44000049,44000049,government-organisation:PB1164
conservation-area,44000049,44000049,government-organisation:D1342
conservation-area,44000050,44000050,government-organisation:PB1164
conservation-area,44000050,44000050,government-organisation:D1342
conservation-area,44000051,44000051,government-organisation:PB1164
conservation-area,44000051,44000051,government-organisation:D1342
conservation-area,44000052,44000052,government-organisation:PB1164
conservation-area,44000052,44000052,government-organisation:D1342
conservation-area,44000053,44000053,government-organisation:PB1164
conservation-area,44000053,44000053,government-organisation:D1342
conservation-area,44000071,44000071,government-organisation:PB1164
conservation-area,44000071,44000071,local-authority:BRT
conservation-area,44000071,44000071,government-organisation:D1342
conservation-area,44000072,44000076,government-organisation:PB1164
conservation-area,44000076,44000076,government-organisation:D1342
conservation-area,44000077,44000077,government-organisation:PB1164
conservation-area,44000077,44000077,government-organisation:D1342
conservation-area,44000078,44000078,government-organisation:PB1164
conservation-area,44000078,44000078,government-organisation:D1342
conservation-area,44000079,44000079,government-organisation:PB1164
conservation-area,44000079,44000079,government-organisation:D1342
conservation-area,44000080,44000082,government-organisation:PB1164
conservation-area,44000082,44000082,government-organisation:D1342
conservation-area,44000083,44000084,government-organisation:PB1164
conservation-area,44000084,44000084,government-organisation:D1342
conservation-area,44000085,44000087,government-organisation:PB1164
conservation-area,44000087,44000087,government-organisation:D1342
conservation-area,44000088,44000089,government-organisation:PB1164
conservation-area,44000089,44000089,government-organisation:D1342
conservation-area,44000090,44000090,government-organisation:PB1164
conservation-area,44000090,44000090,government-organisation:D1342
conservation-area,44000091,44000091,government-organisation:PB1164
conservation-area,44000091,44000091,government-organisation:D1342
conservation-area,44000092,44000093,government-organisation:PB1164
conservation-area,44000093,44000093,government-organisation:D1342
conservation-area,44000094,44000096,government-organisation:PB1164
conservation-area,44000096,44000096,government-organisation:D1342
conservation-area,44000097,44000097,government-organisation:PB1164
conservation-area,44000097,44000097,government-organisation:D1342
conservation-area,44000098,44000103,government-organisation:PB1164
conservation-area,44000103,44000103,government-organisation:D1342
conservation-area,44000104,44000106,government-organisation:PB1164
conservation-area,44000106,44000106,government-organisation:D1342
conservation-area,44000107,44000107,government-organisation:PB1164
conservation-area,44000107,44000107,government-organisation:D1342
conservation-area,44000108,44000108,government-organisation:PB1164
conservation-area,44000108,44000108,government-organisation:D1342
conservation-area,44000109,44000109,government-organisation:PB1164
conservation-area,44000109,44000109,government-organisation:D1342
conservation-area,44000110,44000110,government-organisation:PB1164
conservation-area,44000110,44000110,government-organisation:D1342
conservation-area,44000111,44000111,government-organisation:PB1164
conservation-area,44000111,44000111,government-organisation:D1342
conservation-area,44000112,44000112,government-organisation:PB1164
conservation-area,44000112,44000112,government-organisation:D1342
conservation-area,44000113,44000113,government-organisation:PB1164
conservation-area,44000113,44000113,government-organisation:D1342
conservation-area,44000114,44000114,government-organisation:PB1164
conservation-area,44000114,44000114,government-organisation:D1342
conservation-area,44000115,44000115,government-organisation:PB1164
conservation-area,44000115,44000115,government-organisation:D1342
conservation-area,44000116,44000116,government-organisation:PB1164
conservation-area,44000116,44000116,government-organisation:D1342
conservation-area,44000117,44000117,government-organisation:PB1164
conservation-area,44000117,44000117,government-organisation:D1342
conservation-area,44000118,44000118,government-organisation:PB1164
conservation-area,44000118,44000118,government-organisation:D1342
conservation-area,44000119,44000119,government-organisation:PB1164
conservation-area,44000119,44000119,government-organisation:D1342
conservation-area,44000120,44000120,government-organisation:PB1164
conservation-area,44000120,44000120,government-organisation:D1342
conservation-area,44000121,44000121,government-organisation:PB1164
conservation-area,44000121,44000121,government-organisation:D1342
conservation-area,44000122,44000122,government-organisation:PB1164
conservation-area,44000122,44000122,government-organisation:D1342
conservation-area,44000123,44000123,government-organisation:PB1164
conservation-area,44000123,44000123,government-organisation:D1342
conservation-area,44000124,44000124,government-organisation:PB1164
conservation-area,44000124,44000124,government-organisation:D1342
conservation-area,44000125,44000125,government-organisation:PB1164
conservation-area,44000125,44000125,government-organisation:D1342
conservation-area,44000126,44000126,government-organisation:PB1164
conservation-area,44000126,44000126,government-organisation:D1342
conservation-area,44000127,44000127,government-organisation:PB1164
conservation-area,44000127,44000127,government-organisation:D1342
conservation-area,44000128,44000128,government-organisation:PB1164
conservation-area,44000128,44000128,government-organisation:D1342
conservation-area,44000129,44000129,government-organisation:PB1164
conservation-area,44000129,44000129,government-organisation:D1342
conservation-area,44000130,44000130,government-organisation:PB1164
conservation-area,44000130,44000130,government-organisation:D1342
conservation-area,44000131,44000131,government-organisation:PB1164
conservation-area,44000131,44000131,government-organisation:D1342
conservation-area,44000132,44000132,government-organisation:PB1164
conservation-area,44000132,44000132,government-organisation:D1342
conservation-area,44000133,44000133,government-organisation:PB1164
conservation-area,44000133,44000133,government-organisation:D1342
conservation-area,44000134,44000134,government-organisation:PB1164
conservation-area,44000134,44000134,government-organisation:D1342
conservation-area,44000135,44000135,government-organisation:PB1164
conservation-area,44000135,44000135,government-organisation:D1342
conservation-area,44000136,44000136,government-organisation:PB1164
conservation-area,44000136,44000136,government-organisation:D1342
conservation-area,44000137,44000137,government-organisation:PB1164
conservation-area,44000137,44000137,government-organisation:D1342
conservation-area,44000138,44000138,government-organisation:PB1164
conservation-area,44000138,44000138,government-organisation:D1342
conservation-area,44000139,44000139,government-organisation:PB1164
conservation-area,44000139,44000139,government-organisation:D1342
conservation-area,44000140,44000140,government-organisation:PB1164
conservation-area,44000140,44000140,government-organisation:D1342
conservation-area,44000141,44000141,government-organisation:PB1164
conservation-area,44000141,44000141,government-organisation:D1342
conservation-area,44000142,44000142,government-organisation:PB1164
conservation-area,44000142,44000142,government-organisation:D1342
conservation-area,44000143,44000143,government-organisation:PB1164
conservation-area,44000143,44000143,government-organisation:D1342
conservation-area,44000144,44000144,government-organisation:PB1164
conservation-area,44000144,44000144,government-organisation:D1342
conservation-area,44000145,44000145,government-organisation:PB1164
conservation-area,44000145,44000145,government-organisation:D1342
conservation-area,44000146,44000146,government-organisation:PB1164
conservation-area,44000146,44000146,government-organisation:D1342
conservation-area,44000147,44000147,government-organisation:PB1164
conservation-area,44000147,44000147,government-organisation:D1342
conservation-area,44000148,44000148,government-organisation:PB1164
conservation-area,44000148,44000148,government-organisation:D1342
conservation-area,44000149,44000149,government-organisation:PB1164
conservation-area,44000149,44000149,government-organisation:D1342
conservation-area,44000150,44000150,government-organisation:PB1164
conservation-area,44000150,44000150,government-organisation:D1342
conservation-area,44000151,44000151,government-organisation:PB1164
conservation-area,44000151,44000151,government-organisation:D1342
conservation-area,44000152,44000152,government-organisation:PB1164
conservation-area,44000152,44000152,government-organisation:D1342
conservation-area,44000153,44000153,government-organisation:PB1164
conservation-area,44000153,44000153,government-organisation:D1342
conservation-area,44000154,44000154,government-organisation:PB1164
conservation-area,44000154,44000154,government-organisation:D1342
conservation-area,44000155,44000155,government-organisation:PB1164
conservation-area,44000155,44000155,government-organisation:D1342
conservation-area,44000156,44000156,government-organisation:PB1164
conservation-area,44000156,44000156,government-organisation:D1342
conservation-area,44000157,44000157,government-organisation:PB1164
conservation-area,44000157,44000157,government-organisation:D1342
conservation-area,44000158,44000158,government-organisation:PB1164
conservation-area,44000158,44000158,government-organisation:D1342
conservation-area,44000159,44000159,government-organisation:PB1164
conservation-area,44000159,44000159,government-organisation:D1342
conservation-area,44000160,44000160,government-organisation:PB1164
conservation-area,44000160,44000160,government-organisation:D1342
conservation-area,44000161,44000161,government-organisation:PB1164
conservation-area,44000161,44000161,government-organisation:D1342
conservation-area,44000162,44000162,government-organisation:PB1164
conservation-area,44000162,44000162,government-organisation:D1342
conservation-area,44000163,44000163,government-organisation:PB1164
conservation-area,44000163,44000163,government-organisation:D1342
conservation-area,44000164,44000164,government-organisation:PB1164
conservation-area,44000164,44000164,government-organisation:D1342
conservation-area,44000165,44000165,government-organisation:PB1164
conservation-area,44000165,44000165,government-organisation:D1342
conservation-area,44000166,44000166,government-organisation:PB1164
conservation-area,44000166,44000166,government-organisation:D1342
conservation-area,44000167,44000167,government-organisation:PB1164
conservation-area,44000167,44000167,government-organisation:D1342
conservation-area,44000168,44000168,government-organisation:PB1164
conservation-area,44000168,44000168,government-organisation:D1342
conservation-area,44000169,44000169,government-organisation:PB1164
conservation-area,44000169,44000169,government-organisation:D1342
conservation-area,44000170,44000170,government-organisation:PB1164
conservation-area,44000170,44000170,government-organisation:D1342
conservation-area,44000171,44000171,government-organisation:PB1164
conservation-area,44000171,44000171,government-organisation:D1342
conservation-area,44000172,44000172,government-organisation:PB1164
conservation-area,44000172,44000172,government-organisation:D1342
conservation-area,44000173,44000173,government-organisation:PB1164
conservation-area,44000173,44000173,government-organisation:D1342
conservation-area,44000174,44000174,government-organisation:PB1164
conservation-area,44000174,44000174,government-organisation:D1342
conservation-area,44000175,44000175,government-organisation:PB1164
conservation-area,44000175,44000175,government-organisation:D1342
conservation-area,44000176,44000176,government-organisation:PB1164
conservation-area,44000176,44000176,government-organisation:D1342
conservation-area,44000177,44000177,government-organisation:PB1164
conservation-area,44000177,44000177,government-organisation:D1342
conservation-area,44000178,44000178,government-organisation:PB1164
conservation-area,44000178,44000178,government-organisation:D1342
conservation-area,44000179,44000179,government-organisation:PB1164
conservation-area,44000179,44000179,government-organisation:D1342
conservation-area,44000180,44000180,government-organisation:PB1164
conservation-area,44000180,44000180,government-organisation:D1342
conservation-area,44000181,44000181,government-organisation:PB1164
conservation-area,44000181,44000181,government-organisation:D1342
conservation-area,44000182,44000182,government-organisation:PB1164
conservation-area,44000182,44000182,government-organisation:D1342
conservation-area,44000183,44000183,government-organisation:PB1164
conservation-area,44000183,44000183,government-organisation:D1342
conservation-area,44000184,44000184,government-organisation:PB1164
conservation-area,44000184,44000184,government-organisation:D1342
conservation-area,44000185,44000185,government-organisation:PB1164
conservation-area,44000185,44000185,government-organisation:D1342
conservation-area,44000186,44000186,government-organisation:PB1164
conservation-area,44000186,44000186,government-organisation:D1342
conservation-area,44000187,44000187,government-organisation:PB1164
conservation-area,44000187,44000187,government-organisation:D1342
conservation-area,44000188,44000188,government-organisation:PB1164
conservation-area,44000188,44000188,government-organisation:D1342
conservation-area,44000189,44000189,government-organisation:PB1164
conservation-area,44000189,44000189,government-organisation:D1342
conservation-area,44000190,44000190,government-organisation:PB1164
conservation-area,44000190,44000190,government-organisation:D1342
conservation-area,44000191,44000191,government-organisation:PB1164
conservation-area,44000191,44000191,government-organisation:PB1164
conservation-area,44000191,44000191,national-park-authority:Q72617988
conservation-area,44000191,44000191,government-organisation:D1342
conservation-area,44000192,44000193,government-organisation:PB1164
conservation-area,44000193,44000193,local-authority:CON
conservation-area,44000193,44000193,local-authority:CON
conservation-area,44000193,44000193,government-organisation:D1342
conservation-area,44000194,44000194,government-organisation:PB1164
conservation-area,44000194,44000194,local-authority:CON
conservation-area,44000194,44000194,local-authority:CON
conservation-area,44000194,44000194,government-organisation:D1342
conservation-area,44000195,44000197,government-organisation:PB1164
conservation-area,44000197,44000197,government-organisation:D1342
conservation-area,44000198,44000201,government-organisation:PB1164
conservation-area,44000201,44000201,government-organisation:D1342
conservation-area,44000202,44000202,government-organisation:PB1164
conservation-area,44000202,44000202,government-organisation:D1342
conservation-area,44000203,44000204,government-organisation:PB1164
conservation-area,44000204,44000204,government-organisation:D1342
conservation-area,44000205,44000205,government-organisation:PB1164
conservation-area,44000205,44000205,government-organisation:D1342
conservation-area,44000206,44000210,government-organisation:PB1164
conservation-area,44000210,44000210,government-organisation:D1342
conservation-area,44000211,44000212,government-organisation:PB1164
conservation-area,44000212,44000212,government-organisation:D1342
conservation-area,44000213,44000213,government-organisation:PB1164
conservation-area,44000213,44000213,government-organisation:D1342
conservation-area,44000214,44000214,government-organisation:PB1164
conservation-area,44000214,44000214,government-organisation:D1342
conservation-area,44000215,44000215,government-organisation:PB1164
conservation-area,44000215,44000215,government-organisation:D1342
conservation-area,44000216,44000216,government-organisation:PB1164
conservation-area,44000216,44000216,government-organisation:D1342
conservation-area,44000217,44000217,government-organisation:PB1164
conservation-area,44000217,44000217,government-organisation:D1342
conservation-area,44000218,44000218,government-organisation:PB1164
conservation-area,44000218,44000218,government-organisation:D1342
conservation-area,44000219,44000220,government-organisation:PB1164
conservation-area,44000220,44000220,government-organisation:D1342
conservation-area,44000221,44000221,government-organisation:PB1164
conservation-area,44000221,44000221,government-organisation:D1342
conservation-area,44000222,44000222,government-organisation:PB1164
conservation-area,44000222,44000222,government-organisation:D1342
conservation-area,44000223,44000223,government-organisation:PB1164
conservation-area,44000223,44000223,government-organisation:D1342
conservation-area,44000224,44000224,government-organisation:PB1164
conservation-area,44000224,44000224,government-organisation:D1342
conservation-area,44000225,44000225,government-organisation:PB1164
conservation-area,44000225,44000225,government-organisation:D1342
conservation-area,44000226,44000226,government-organisation:PB1164
conservation-area,44000226,44000226,government-organisation:D1342
conservation-area,44000227,44000227,government-organisation:PB1164
conservation-area,44000227,44000227,government-organisation:D1342
conservation-area,44000228,44000228,government-organisation:PB1164
conservation-area,44000228,44000228,government-organisation:D1342
conservation-area,44000229,44000229,government-organisation:PB1164
conservation-area,44000229,44000229,government-organisation:D1342
conservation-area,44000230,44000230,government-organisation:PB1164
conservation-area,44000230,44000230,government-organisation:D1342
conservation-area,44000231,44000231,government-organisation:PB1164
conservation-area,44000231,44000231,government-organisation:D1342
conservation-area,44000232,44000232,government-organisation:PB1164
conservation-area,44000232,44000232,government-organisation:D1342
conservation-area,44000233,44000233,government-organisation:PB1164
conservation-area,44000233,44000233,government-organisation:D1342
conservation-area,44000234,44000234,government-organisation:PB1164
conservation-area,44000234,44000234,government-organisation:D1342
conservation-area,44000235,44000235,government-organisation:PB1164
conservation-area,44000235,44000235,government-organisation:D1342
conservation-area,44000236,44000236,government-organisation:PB1164
conservation-area,44000236,44000236,government-organisation:D1342
conservation-area,44000237,44000237,government-organisation:PB1164
conservation-area,44000237,44000237,government-organisation:D1342
conservation-area,44000238,44000238,government-organisation:PB1164
conservation-area,44000238,44000238,government-organisation:D1342
conservation-area,44000239,44000239,government-organisation:PB1164
conservation-area,44000239,44000239,government-organisation:D1342
conservation-area,44000240,44000240,government-organisation:PB1164
conservation-area,44000240,44000240,government-organisation:D1342
conservation-area,44000241,44000241,government-organisation:PB1164
conservation-area,44000241,44000241,government-organisation:D1342
conservation-area,44000242,44000242,government-organisation:PB1164
conservation-area,44000242,44000242,government-organisation:D1342
conservation-area,44000243,44000243,government-organisation:PB1164
conservation-area,44000243,44000243,government-organisation:D1342
conservation-area,44000244,44000244,government-organisation:PB1164
conservation-area,44000244,44000244,government-organisation:D1342
conservation-area,44000245,44000245,government-organisation:PB1164
conservation-area,44000245,44000245,government-organisation:D1342
conservation-area,44000246,44000246,government-organisation:PB1164
conservation-area,44000246,44000246,government-organisation:D1342
conservation-area,44000246,44000246,government-organisation:D1342
conservation-area,44000247,44000247,government-organisation:PB1164
conservation-area,44000247,44000247,government-organisation:D1342
conservation-area,44000247,44000247,government-organisation:D1342
conservation-area,44000248,44000248,government-organisation:PB1164
conservation-area,44000248,44000248,government-organisation:D1342
conservation-area,44000248,44000248,government-organisation:D1342
conservation-area,44000249,44000249,government-organisation:PB1164
conservation-area,44000249,44000249,government-organisation:D1342
conservation-area,44000249,44000249,government-organisation:D1342
conservation-area,44000250,44000250,government-organisation:PB1164
conservation-area,44000250,44000250,government-organisation:D1342
conservation-area,44000250,44000250,government-organisation:D1342
conservation-area,44000251,44000251,government-organisation:PB1164
conservation-area,44000251,44000251,government-organisation:D1342
conservation-area,44000251,44000251,government-organisation:D1342
conservation-area,44000252,44000255,government-organisation:PB1164
conservation-area,44000255,44000255,government-organisation:D1342
conservation-area,44000256,44000256,government-organisation:PB1164
conservation-area,44000256,44000256,government-organisation:D1342
conservation-area,44000257,44000258,government-organisation:PB1164
conservation-area,44000258,44000258,government-organisation:D1342
conservation-area,44000259,44000259,government-organisation:PB1164
conservation-area,44000259,44000259,government-organisation:D1342
conservation-area,44000260,44000260,government-organisation:PB1164
conservation-area,44000260,44000260,government-organisation:D1342
conservation-area,44000261,44000261,government-organisation:PB1164
conservation-area,44000261,44000261,government-organisation:D1342
conservation-area,44000262,44000264,government-organisation:PB1164
conservation-area,44000264,44000264,government-organisation:D1342
conservation-area,44000264,44000264,government-organisation:D1342
conservation-area,44000265,44000265,government-organisation:PB1164
conservation-area,44000265,44000265,government-organisation:D1342
conservation-area,44000266,44000268,government-organisation:PB1164
conservation-area,44000268,44000268,government-organisation:D1342
conservation-area,44000269,44000269,government-organisation:PB1164
conservation-area,44000269,44000269,government-organisation:D1342
conservation-area,44000270,44000271,government-organisation:PB1164
conservation-area,44000271,44000271,government-organisation:D1342
conservation-area,44000271,44000271,government-organisation:D1342
conservation-area,44000272,44000273,government-organisation:PB1164
conservation-area,44000273,44000273,government-organisation:D1342
conservation-area,44000274,44000274,government-organisation:PB1164
conservation-area,44000274,44000274,government-organisation:D1342
conservation-area,44000275,44000275,government-organisation:PB1164
conservation-area,44000275,44000275,government-organisation:D1342
conservation-area,44000276,44000276,government-organisation:PB1164
conservation-area,44000276,44000276,government-organisation:D1342
conservation-area,44000277,44000277,government-organisation:PB1164
conservation-area,44000277,44000277,government-organisation:D1342
conservation-area,44000278,44000278,government-organisation:PB1164
conservation-area,44000278,44000278,government-organisation:D1342
conservation-area,44000279,44000279,government-organisation:PB1164
conservation-area,44000279,44000279,government-organisation:D1342
conservation-area,44000280,44000280,government-organisation:PB1164
conservation-area,44000280,44000280,government-organisation:D1342
conservation-area,44000281,44000281,government-organisation:PB1164
conservation-area,44000281,44000281,government-organisation:D1342
conservation-area,44000282,44000282,government-organisation:PB1164
conservation-area,44000282,44000282,government-organisation:D1342
conservation-area,44000283,44000283,government-organisation:PB1164
conservation-area,44000283,44000283,government-organisation:D1342
conservation-area,44000284,44000284,government-organisation:PB1164
conservation-area,44000284,44000284,government-organisation:D1342
conservation-area,44000285,44000285,government-organisation:PB1164
conservation-area,44000285,44000285,government-organisation:D1342
conservation-area,44000286,44000286,government-organisation:PB1164
conservation-area,44000286,44000286,government-organisation:D1342
conservation-area,44000287,44000287,government-organisation:PB1164
conservation-area,44000287,44000287,government-organisation:D1342
conservation-area,44000288,44000288,government-organisation:PB1164
conservation-area,44000288,44000288,government-organisation:D1342
conservation-area,44000289,44000289,government-organisation:PB1164
conservation-area,44000289,44000289,government-organisation:D1342
conservation-area,44000290,44000290,government-organisation:PB1164
conservation-area,44000290,44000290,government-organisation:D1342
conservation-area,44000291,44000291,government-organisation:PB1164
conservation-area,44000291,44000291,government-organisation:D1342
conservation-area,44000292,44000292,government-organisation:PB1164
conservation-area,44000292,44000292,government-organisation:D1342
conservation-area,44000293,44000293,government-organisation:PB1164
conservation-area,44000293,44000293,government-organisation:D1342
conservation-area,44000294,44000294,government-organisation:PB1164
conservation-area,44000294,44000294,government-organisation:D1342
conservation-area,44000295,44000295,government-organisation:PB1164
conservation-area,44000295,44000295,government-organisation:D1342
conservation-area,44000296,44000296,government-organisation:PB1164
conservation-area,44000296,44000296,government-organisation:D1342
conservation-area,44000297,44000297,government-organisation:PB1164
conservation-area,44000297,44000297,government-organisation:D1342
conservation-area,44000298,44000298,government-organisation:PB1164
conservation-area,44000298,44000298,government-organisation:D1342
conservation-area,44000299,44000299,government-organisation:PB1164
conservation-area,44000299,44000299,government-organisation:D1342
conservation-area,44000300,44000300,government-organisation:PB1164
conservation-area,44000300,44000300,government-organisation:D1342
conservation-area,44000301,44000301,government-organisation:PB1164
conservation-area,44000301,44000301,government-organisation:D1342
conservation-area,44000302,44000303,government-organisation:PB1164
conservation-area,44000303,44000303,government-organisation:D1342
conservation-area,44000304,44000304,government-organisation:PB1164
conservation-area,44000304,44000304,government-organisation:D1342
conservation-area,44000305,44000305,government-organisation:PB1164
conservation-area,44000305,44000305,government-organisation:D1342
conservation-area,44000306,44000306,government-organisation:PB1164
conservation-area,44000306,44000306,government-organisation:D1342
conservation-area,44000307,44000307,government-organisation:PB1164
conservation-area,44000307,44000307,government-organisation:D1342
conservation-area,44000308,44000308,government-organisation:PB1164
conservation-area,44000308,44000308,government-organisation:D1342
conservation-area,44000309,44000309,government-organisation:PB1164
conservation-area,44000309,44000309,government-organisation:D1342
conservation-area,44000310,44000310,government-organisation:PB1164
conservation-area,44000310,44000310,government-organisation:D1342
conservation-area,44000311,44000311,government-organisation:PB1164
conservation-area,44000311,44000311,government-organisation:D1342
conservation-area,44000312,44000312,government-organisation:PB1164
conservation-area,44000312,44000312,government-organisation:D1342
conservation-area,44000313,44000313,government-organisation:PB1164
conservation-area,44000313,44000313,government-organisation:D1342
conservation-area,44000314,44000314,government-organisation:PB1164
conservation-area,44000314,44000314,local-authority:CON
conservation-area,44000314,44000314,local-authority:CON
conservation-area,44000314,44000314,government-organisation:D1342
conservation-area,44000315,44000315,government-organisation:PB1164
conservation-area,44000315,44000315,local-authority:CON
conservation-area,44000315,44000315,local-authority:CON
conservation-area,44000315,44000315,government-organisation:D1342
conservation-area,44000316,44000316,government-organisation:PB1164
conservation-area,44000316,44000316,local-authority:CON
conservation-area,44000316,44000316,local-authority:CON
conservation-area,44000316,44000316,government-organisation:D1342
conservation-area,44000317,44000317,government-organisation:PB1164
conservation-area,44000317,44000317,local-authority:CON
conservation-area,44000317,44000317,local-authority:CON
conservation-area,44000317,44000317,government-organisation:D1342
conservation-area,44000318,44000318,government-organisation:PB1164
conservation-area,44000318,44000318,local-authority:CON
conservation-area,44000318,44000318,local-authority:CON
conservation-area,44000318,44000318,government-organisation:D1342
conservation-area,44000319,44000319,government-organisation:PB1164
conservation-area,44000319,44000319,government-organisation:D1342
conservation-area,44000320,44000320,government-organisation:PB1164
conservation-area,44000320,44000320,government-organisation:D1342
conservation-area,44000321,44000321,government-organisation:PB1164
conservation-area,44000321,44000321,government-organisation:D1342
conservation-area,44000322,44000322,government-organisation:PB1164
conservation-area,44000322,44000322,government-organisation:D1342
conservation-area,44000323,44000323,government-organisation:PB1164
conservation-area,44000323,44000323,government-organisation:D1342
conservation-area,44000324,44000324,government-organisation:PB1164
conservation-area,44000324,44000324,government-organisation:D1342
conservation-area,44000325,44000325,government-organisation:PB1164
conservation-area,44000325,44000325,government-organisation:D1342
conservation-area,44000326,44000326,government-organisation:PB1164
conservation-area,44000326,44000326,government-organisation:D1342
conservation-area,44000327,44000327,government-organisation:PB1164
conservation-area,44000327,44000327,government-organisation:D1342
conservation-area,44000328,44000328,government-organisation:PB1164
conservation-area,44000328,44000328,government-organisation:D1342
conservation-area,44000329,44000329,government-organisation:PB1164
conservation-area,44000329,44000329,government-organisation:D1342
conservation-area,44000330,44000330,government-organisation:PB1164
conservation-area,44000330,44000330,government-organisation:D1342
conservation-area,44000331,44000331,government-organisation:PB1164
conservation-area,44000331,44000331,government-organisation:D1342
conservation-area,44000332,44000332,government-organisation:PB1164
conservation-area,44000332,44000332,government-organisation:D1342
conservation-area,44000333,44000333,government-organisation:PB1164
conservation-area,44000333,44000333,government-organisation:D1342
conservation-area,44000334,44000334,government-organisation:PB1164
conservation-area,44000334,44000334,government-organisation:D1342
conservation-area,44000335,44000335,government-organisation:PB1164
