prefix,resource,endpoint,entry-number,organisation,reference,entity,entry-date,start-date,end-date
educational-establishment,,,,government-organisation:D6,100000,3100000,,,
educational-establishment,,,,government-organisation:D6,100001,3100001,,,
educational-establishment,,,,government-organisation:D6,100002,3100002,,,
educational-establishment,,,,government-organisation:D6,100003,3100003,,,
educational-establishment,,,,government-organisation:D6,100004,3100004,,,
educational-establishment,,,,government-organisation:D6,100005,3100005,,,
educational-establishment,,,,government-organisation:D6,100006,3100006,,,
educational-establishment,,,,government-organisation:D6,100007,3100007,,,
educational-establishment,,,,government-organisation:D6,100008,3100008,,,
educational-establishment,,,,government-organisation:D6,100009,3100009,,,
educational-establishment,,,,government-organisation:D6,100010,3100010,,,
educational-establishment,,,,government-organisation:D6,100011,3100011,,,
educational-establishment,,,,government-organisation:D6,100012,3100012,,,
educational-establishment,,,,government-organisation:D6,100013,3100013,,,
educational-establishment,,,,government-organisation:D6,100014,3100014,,,
educational-establishment,,,,government-organisation:D6,100015,3100015,,,
educational-establishment,,,,government-organisation:D6,100016,3100016,,,
educational-establishment,,,,government-organisation:D6,100017,3100017,,,
educational-establishment,,,,government-organisation:D6,100018,3100018,,,
educational-establishment,,,,government-organisation:D6,100019,3100019,,,
educational-establishment,,,,government-organisation:D6,100020,3100020,,,
educational-establishment,,,,government-organisation:D6,100021,3100021,,,
educational-establishment,,,,government-organisation:D6,100022,3100022,,,
educational-establishment,,,,government-organisation:D6,100023,3100023,,,
educational-establishment,,,,government-organisation:D6,100024,3100024,,,
educational-establishment,,,,government-organisation:D6,100025,3100025,,,
educational-establishment,,,,government-organisation:D6,100026,3100026,,,
educational-establishment,,,,government-organisation:D6,100027,3100027,,,
educational-establishment,,,,government-organisation:D6,100028,3100028,,,
educational-establishment,,,,government-organisation:D6,100029,3100029,,,
educational-establishment,,,,government-organisation:D6,100030,3100030,,,
educational-establishment,,,,government-organisation:D6,100031,3100031,,,
educational-establishment,,,,government-organisation:D6,100032,3100032,,,
educational-establishment,,,,government-organisation:D6,100033,3100033,,,
educational-establishment,,,,government-organisation:D6,100034,3100034,,,
educational-establishment,,,,government-organisation:D6,100035,3100035,,,
educational-establishment,,,,government-organisation:D6,100036,3100036,,,
educational-establishment,,,,government-organisation:D6,100037,3100037,,,
educational-establishment,,,,government-organisation:D6,100038,3100038,,,
educational-establishment,,,,government-organisation:D6,100039,3100039,,,
educational-establishment,,,,government-organisation:D6,100040,3100040,,,
educational-establishment,,,,government-organisation:D6,100041,3100041,,,
educational-establishment,,,,government-organisation:D6,100042,3100042,,,
educational-establishment,,,,government-organisation:D6,100043,3100043,,,
educational-establishment,,,,government-organisation:D6,100044,3100044,,,
educational-establishment,,,,government-organisation:D6,100045,3100045,,,
educational-establishment,,,,government-organisation:D6,100046,3100046,,,
educational-establishment,,,,government-organisation:D6,100047,3100047,,,
educational-establishment,,,,government-organisation:D6,100048,3100048,,,
educational-establishment,,,,government-organisation:D6,100049,3100049,,,
educational-establishment,,,,government-organisation:D6,100050,3100050,,,
educational-establishment,,,,government-organisation:D6,100051,3100051,,,
