prefix,resource,endpoint,entry-number,organisation,reference,entity,entry-date,start-date,end-date
planning-application,,,,local-authority:DNC,23/00083/FUL,10000000043,,,
planning-application,,,,local-authority:DNC,23/00086/FUL,10000000044,,,
planning-application,,,,local-authority:DNC,23/00092/FUL,10000000045,,,
planning-application,,,,local-authority:DNC,23/00093/FUL,10000000046,,,
planning-application,,,,local-authority:DNC,23/00094/FULM,10000000047,,,
planning-application,,,,local-authority:DNC,23/00097/ADV,10000000048,,,
planning-application,,,,local-authority:DNC,23/00098/FUL,10000000049,,,
planning-application,,,,local-authority:DNC,23/00105/TPO,10000000050,,,
planning-application,,,,local-authority:DNC,23/00106/OUT,10000000051,,,
planning-application,,,,local-authority:DNC,23/00107/FUL,10000000052,,,
planning-application,,,,local-authority:DNC,23/00110/ADV,10000000053,,,
planning-application,,,,local-authority:DNC,23/00111/FUL,10000000054,,,
planning-application,,,,local-authority:DNC,23/00113/FUL,10000000055,,,
planning-application,,,,local-authority:DNC,23/00115/3FUL,10000000056,,,
planning-application,,,,local-authority:DNC,23/00121/FUL,10000000057,,,
planning-application,,,,local-authority:DNC,23/00122/FUL,10000000058,,,
planning-application,,,,local-authority:DNC,23/00127/FUL,10000000059,,,
planning-application,,,,local-authority:DNC,23/00128/FUL,10000000060,,,
planning-application,,,,local-authority:DNC,23/00130/TPO,10000000061,,,
planning-application,,,,local-authority:DNC,23/00131/FUL,10000000062,,,
planning-application,,,,local-authority:DNC,23/00133/FUL,10000000063,,,
planning-application,,,,local-authority:DNC,23/00134/FUL,10000000064,,,
planning-application,,,,local-authority:DNC,23/00135/FUL,10000000065,,,
planning-application,,,,local-authority:DNC,23/00137/ADV,10000000066,,,
planning-application,,,,local-authority:DNC,23/00138/OUTM,10000000067,,,
planning-application,,,,local-authority:DNC,23/00139/FULM,10000000068,,,
planning-application,,,,local-authority:DNC,23/00140/FUL,10000000069,,,
planning-application,,,,local-authority:DNC,23/00141/FUL,10000000070,,,
planning-application,,,,local-authority:DNC,23/00142/COU,10000000071,,,
planning-application,,,,local-authority:DNC,23/00144/FUL,10000000072,,,
planning-application,,,,local-authority:DNC,23/00145/PRIOR,10000000073,,,
planning-application,,,,local-authority:DNC,23/00147/FUL,10000000074,,,
planning-application,,,,local-authority:DNC,23/00148/FUL,10000000075,,,
planning-application,,,,local-authority:DNC,23/00149/ADV,10000000076,,,
planning-application,,,,local-authority:DNC,23/00152/FUL,10000000077,,,
planning-application,,,,local-authority:DNC,23/00154/FULM,10000000078,,,
planning-application,,,,local-authority:DNC,23/00157/FUL,10000000079,,,
planning-application,,,,local-authority:DNC,23/00158/FUL,10000000080,,,
planning-application,,,,local-authority:DNC,23/00160/FUL,10000000081,,,
planning-application,,,,local-authority:DNC,23/00161/FUL,10000000082,,,
planning-application,,,,local-authority:DNC,23/00162/FUL,10000000083,,,
planning-application,,,,local-authority:DNC,23/00167/OUT,10000000084,,,
planning-application,,,,local-authority:DNC,23/00169/COU,10000000085,,,
planning-application,,,,local-authority:DNC,23/00172/FUL,10000000086,,,
planning-application,,,,local-authority:DNC,23/00173/FUL,10000000087,,,
planning-application,,,,local-authority:DNC,23/00175/FUL,10000000088,,,
planning-application,,,,local-authority:DNC,23/00176/LBC,10000000089,,,
planning-application,,,,local-authority:DNC,23/00178/FUL,10000000090,,,
planning-application,,,,local-authority:DNC,23/00183/FUL,10000000091,,,
planning-application,,,,local-authority:DNC,23/00186/FUL,10000000092,,,
planning-application,,,,local-authority:DNC,23/00189/3ADV,10000000093,,,
planning-application,,,,local-authority:DNC,23/00191/FUL,10000000094,,,
planning-application,,,,local-authority:DNC,23/00192/FUL,10000000095,,,
planning-application,,,,local-authority:DNC,23/00196/FUL,10000000096,,,
planning-application,,,,local-authority:DNC,23/00198/FUL,10000000097,,,
planning-application,,,,local-authority:DNC,23/00202/FUL,10000000098,,,
planning-application,,,,local-authority:DNC,23/00203/FUL,10000000099,,,
planning-application,,,,local-authority:DNC,23/00205/FUL,10000000100,,,
planning-application,,,,local-authority:DNC,23/00210/FUL,10000000101,,,
planning-application,,,,local-authority:DNC,23/00215/FUL,10000000102,,,
planning-application,,,,local-authority:DNC,23/00216/FUL,10000000103,,,
planning-application,,,,local-authority:DNC,23/00220/FUL,10000000104,,,
planning-application,,,,local-authority:DNC,23/00224/FUL,10000000105,,,
planning-application,,,,local-authority:DNC,23/00225/FUL,10000000106,,,
planning-application,,,,local-authority:DNC,23/00227/FUL,10000000107,,,
planning-application,,,,local-authority:DNC,23/00228/FUL,10000000108,,,
planning-application,,,,local-authority:DNC,23/00229/FUL,10000000109,,,
planning-application,,,,local-authority:DNC,23/00230/FUL,10000000110,,,
planning-application,,,,local-authority:DNC,23/00233/FUL,10000000111,,,
planning-application,,,,local-authority:DNC,23/00237/FULM,10000000112,,,
planning-application,,,,local-authority:DNC,23/00239/FUL,10000000113,,,
planning-application,,,,local-authority:DNC,23/00240/FUL,10000000114,,,
planning-application,,,,local-authority:DNC,23/00244/FUL,10000000115,,,
planning-application,,,,local-authority:DNC,23/00245/FUL,10000000116,,,
planning-application,,,,local-authority:DNC,23/00247/FUL,10000000117,,,
planning-application,,,,local-authority:DNC,23/00255/FULM,10000000118,,,
planning-application,,,,local-authority:DNC,23/00256/FUL,10000000119,,,
planning-application,,,,local-authority:DNC,23/00267/FUL,10000000120,,,
planning-application,,,,local-authority:DNC,23/00268/FUL,10000000121,,,
planning-application,,,,local-authority:DNC,23/00270/FUL,10000000122,,,
planning-application,,,,local-authority:DNC,23/00272/FUL,10000000123,,,
planning-application,,,,local-authority:DNC,23/00274/TPO,10000000124,,,
planning-application,,,,local-authority:DNC,23/00276/FUL,10000000125,,,
planning-application,,,,local-authority:DNC,23/00277/FUL,10000000126,,,
planning-application,,,,local-authority:DNC,23/00280/FUL,10000000127,,,
planning-application,,,,local-authority:DNC,23/00281/FUL,10000000128,,,
planning-application,,,,local-authority:DNC,23/00283/FUL,10000000129,,,
planning-application,,,,local-authority:DNC,23/00284/FUL,10000000130,,,
planning-application,,,,local-authority:DNC,23/00285/LBC,10000000131,,,
planning-application,,,,local-authority:DNC,23/00287/FUL,10000000132,,,
planning-application,,,,local-authority:DNC,23/00291/FUL,10000000133,,,
planning-application,,,,local-authority:DNC,23/00293/FUL,10000000134,,,
planning-application,,,,local-authority:DNC,23/00296/FUL,10000000135,,,
planning-application,,,,local-authority:DNC,23/00299/FUL,10000000136,,,
planning-application,,,,local-authority:DNC,23/00300/REMM,10000000137,,,
planning-application,,,,local-authority:DNC,23/00303/FUL,10000000138,,,
planning-application,,,,local-authority:DNC,23/00305/FUL,10000000139,,,
planning-application,,,,local-authority:DNC,23/00310/FUL,10000000140,,,
planning-application,,,,local-authority:DNC,23/00316/FUL,10000000141,,,
planning-application,,,,local-authority:DNC,23/00318/LBC,10000000142,,,
planning-application,,,,local-authority:DNC,23/00322/FUL,10000000143,,,
planning-application,,,,local-authority:DNC,23/00323/TPO,10000000144,,,
planning-application,,,,local-authority:DNC,23/00324/LBC,10000000145,,,
planning-application,,,,local-authority:DNC,23/00327/FUL,10000000146,,,
planning-application,,,,local-authority:DNC,23/00329/FUL,10000000147,,,
planning-application,,,,local-authority:DNC,23/00333/FUL,10000000148,,,
planning-application,,,,local-authority:DNC,23/00334/FUL,10000000149,,,
planning-application,,,,local-authority:DNC,23/00341/FUL,10000000150,,,
planning-application,,,,local-authority:DNC,23/00342/COU,10000000151,,,
planning-application,,,,local-authority:DNC,23/00346/COU,10000000152,,,
planning-application,,,,local-authority:DNC,23/00347/FULM,10000000153,,,
planning-application,,,,local-authority:DNC,23/00348/FUL,10000000154,,,
planning-application,,,,local-authority:DNC,23/00351/TPO,10000000155,,,
planning-application,,,,local-authority:DNC,23/00355/FUL,10000000156,,,
planning-application,,,,local-authority:DNC,23/00356/FUL,10000000157,,,
planning-application,,,,local-authority:DNC,23/00357/FUL,10000000158,,,
planning-application,,,,local-authority:DNC,23/00361/FUL,10000000159,,,
planning-application,,,,local-authority:DNC,23/00362/3FUL,10000000160,,,
planning-application,,,,local-authority:DNC,23/00363/FUL,10000000161,,,
planning-application,,,,local-authority:DNC,23/00366/FUL,10000000162,,,
planning-application,,,,local-authority:DNC,23/00369/FUL,10000000163,,,
planning-application,,,,local-authority:DNC,23/00370/FUL,10000000164,,,
planning-application,,,,local-authority:DNC,23/00372/3FUL,10000000165,,,
planning-application,,,,local-authority:DNC,23/00373/FUL,10000000166,,,
planning-application,,,,local-authority:DNC,23/00374/FUL,10000000167,,,
planning-application,,,,local-authority:DNC,23/00375/FUL,10000000168,,,
planning-application,,,,local-authority:DNC,23/00380/FUL,10000000169,,,
planning-application,,,,local-authority:DNC,23/00382/FUL,10000000170,,,
planning-application,,,,local-authority:DNC,23/00384/FUL,10000000171,,,
planning-application,,,,local-authority:DNC,23/00386/FUL,10000000172,,,
planning-application,,,,local-authority:DNC,23/00387/FUL,10000000173,,,
planning-application,,,,local-authority:DNC,23/00390/FUL,10000000174,,,
planning-application,,,,local-authority:DNC,23/00393/FUL,10000000175,,,
planning-application,,,,local-authority:DNC,23/00394/ADV,10000000176,,,
planning-application,,,,local-authority:DNC,23/00395/FUL,10000000177,,,
planning-application,,,,local-authority:DNC,23/00397/FUL,10000000178,,,
planning-application,,,,local-authority:DNC,23/00398/FUL,10000000179,,,
planning-application,,,,local-authority:DNC,23/00402/FUL,10000000180,,,
planning-application,,,,local-authority:DNC,23/00404/FUL,10000000181,,,
planning-application,,,,local-authority:DNC,23/00405/TPO,10000000182,,,
planning-application,,,,local-authority:DNC,23/00406/FUL,10000000183,,,
planning-application,,,,local-authority:DNC,23/00414/3ADV,10000000184,,,
planning-application,,,,local-authority:DNC,23/00415/FUL,10000000185,,,
planning-application,,,,local-authority:DNC,23/00418/FUL,10000000186,,,
planning-application,,,,local-authority:DNC,23/00419/FUL,10000000187,,,
planning-application,,,,local-authority:DNC,23/00425/FUL,10000000188,,,
planning-application,,,,local-authority:DNC,23/00429/FUL,10000000189,,,
planning-application,,,,local-authority:DNC,23/00430/FUL,10000000190,,,
planning-application,,,,local-authority:DNC,23/00431/FUL,10000000191,,,
planning-application,,,,local-authority:DNC,23/00433/FUL,10000000192,,,
planning-application,,,,local-authority:DNC,23/00434/TPO,10000000193,,,
planning-application,,,,local-authority:DNC,23/00436/FUL,10000000194,,,
planning-application,,,,local-authority:DNC,23/00437/FUL,10000000195,,,
planning-application,,,,local-authority:DNC,23/00440/FULM,10000000196,,,
planning-application,,,,local-authority:DNC,23/00448/FUL,10000000197,,,
planning-application,,,,local-authority:DNC,23/00449/FUL,10000000198,,,
planning-application,,,,local-authority:DNC,23/00451/FUL,10000000199,,,
planning-application,,,,local-authority:DNC,23/00452/FUL,10000000200,,,
planning-application,,,,local-authority:DNC,23/00457/FUL,10000000201,,,
planning-application,,,,local-authority:DNC,23/00459/FUL,10000000202,,,
planning-application,,,,local-authority:DNC,23/00460/FUL,10000000203,,,
planning-application,,,,local-authority:DNC,23/00461/FUL,10000000204,,,
planning-application,,,,local-authority:DNC,23/00462/FUL,10000000205,,,
planning-application,,,,local-authority:DNC,23/00464/FUL,10000000206,,,
planning-application,,,,local-authority:DNC,23/00468/FUL,10000000207,,,
planning-application,,,,local-authority:DNC,23/00470/FUL,10000000208,,,
planning-application,,,,local-authority:DNC,23/00471/FUL,10000000209,,,
planning-application,,,,local-authority:DNC,23/00473/ADV,10000000210,,,
planning-application,,,,local-authority:DNC,23/00474/ADV,10000000211,,,
planning-application,,,,local-authority:DNC,23/00475/ADV,10000000212,,,
planning-application,,,,local-authority:DNC,23/00476/ADV,10000000213,,,
planning-application,,,,local-authority:DNC,23/00477/ADV,10000000214,,,
planning-application,,,,local-authority:DNC,23/00478/ADV,10000000215,,,
planning-application,,,,local-authority:DNC,23/00482/FUL,10000000216,,,
planning-application,,,,local-authority:DNC,23/00483/FUL,10000000217,,,
planning-application,,,,local-authority:DNC,23/00486/FUL,10000000218,,,
planning-application,,,,local-authority:DNC,23/00487/FUL,10000000219,,,
planning-application,,,,local-authority:DNC,23/00488/FUL,10000000220,,,
planning-application,,,,local-authority:DNC,23/00489/COU,10000000221,,,
planning-application,,,,local-authority:DNC,23/00490/FUL,10000000222,,,
planning-application,,,,local-authority:DNC,23/00491/LBC,10000000223,,,
planning-application,,,,local-authority:DNC,23/00493/ADV,10000000224,,,
planning-application,,,,local-authority:DNC,23/00494/FUL,10000000225,,,
planning-application,,,,local-authority:DNC,23/00495/FUL,10000000226,,,
planning-application,,,,local-authority:DNC,23/00498/FUL,10000000227,,,
planning-application,,,,local-authority:DNC,23/00499/FUL,10000000228,,,
planning-application,,,,local-authority:DNC,23/00500/FUL,10000000229,,,
planning-application,,,,local-authority:DNC,23/00501/FULM,10000000230,,,
planning-application,,,,local-authority:DNC,23/00502/OUT,10000000231,,,
planning-application,,,,local-authority:DNC,23/00506/FUL,10000000232,,,
planning-application,,,,local-authority:DNC,23/00509/FUL,10000000233,,,
planning-application,,,,local-authority:DNC,23/00510/FUL,10000000234,,,
planning-application,,,,local-authority:DNC,23/00511/LBC,10000000235,,,
planning-application,,,,local-authority:DNC,23/00513/FUL,10000000236,,,
planning-application,,,,local-authority:DNC,23/00516/FUL,10000000237,,,
planning-application,,,,local-authority:DNC,23/00517/FUL,10000000238,,,
planning-application,,,,local-authority:DNC,23/00518/ADV,10000000239,,,
planning-application,,,,local-authority:DNC,23/00524/FUL,10000000240,,,
planning-application,,,,local-authority:DNC,23/00525/FUL,10000000241,,,
planning-application,,,,local-authority:DNC,23/00527/FUL,10000000242,,,
planning-application,,,,local-authority:DNC,23/00529/FUL,10000000243,,,
planning-application,,,,local-authority:DNC,23/00530/FUL,10000000244,,,
planning-application,,,,local-authority:DNC,23/00534/FUL,10000000245,,,
planning-application,,,,local-authority:DNC,23/00538/FUL,10000000246,,,
planning-application,,,,local-authority:DNC,23/00539/FUL,10000000247,,,
planning-application,,,,local-authority:DNC,23/00540/TPO,10000000248,,,
planning-application,,,,local-authority:DNC,23/00542/FUL,10000000249,,,
planning-application,,,,local-authority:DNC,23/00543/FUL,10000000250,,,
planning-application,,,,local-authority:DNC,23/00545/FUL,10000000251,,,
planning-application,,,,local-authority:DNC,23/00546/FUL,10000000252,,,
planning-application,,,,local-authority:DNC,23/00548/FUL,10000000253,,,
planning-application,,,,local-authority:DNC,23/00550/FUL,10000000254,,,
planning-application,,,,local-authority:DNC,23/00554/FUL,10000000255,,,
planning-application,,,,local-authority:DNC,23/00555/FUL,10000000256,,,
planning-application,,,,local-authority:DNC,23/00557/FUL,10000000257,,,
planning-application,,,,local-authority:DNC,23/00561/FUL,10000000258,,,
planning-application,,,,local-authority:DNC,23/00564/FUL,10000000259,,,
planning-application,,,,local-authority:DNC,23/00565/FUL,10000000260,,,
planning-application,,,,local-authority:DNC,23/00571/FUL,10000000261,,,
planning-application,,,,local-authority:DNC,23/00572/FUL,10000000262,,,
planning-application,,,,local-authority:DNC,23/00573/TPO,10000000263,,,
planning-application,,,,local-authority:DNC,23/00574/FUL,10000000264,,,
planning-application,,,,local-authority:DNC,23/00575/FUL,10000000265,,,
planning-application,,,,local-authority:DNC,23/00576/FUL,10000000266,,,
planning-application,,,,local-authority:DNC,23/00577/FUL,10000000267,,,
planning-application,,,,local-authority:DNC,23/00578/FUL,10000000268,,,
planning-application,,,,local-authority:DNC,23/00581/LBC,10000000269,,,
planning-application,,,,local-authority:DNC,23/00586/FUL,10000000270,,,
planning-application,,,,local-authority:DNC,23/00588/FUL,10000000271,,,
planning-application,,,,local-authority:DNC,23/00589/FUL,10000000272,,,
planning-application,,,,local-authority:DNC,23/00591/FUL,10000000273,,,
planning-application,,,,local-authority:DNC,23/00592/FUL,10000000274,,,
planning-application,,,,local-authority:DNC,23/00593/FUL,10000000275,,,
planning-application,,,,local-authority:DNC,23/00594/FUL,10000000276,,,
planning-application,,,,local-authority:DNC,23/00597/FUL,10000000277,,,
planning-application,,,,local-authority:DNC,23/00599/FUL,10000000278,,,
planning-application,,,,local-authority:DNC,23/00600/FUL,10000000279,,,
planning-application,,,,local-authority:DNC,23/00603/FUL,10000000280,,,
planning-application,,,,local-authority:DNC,23/00604/FUL,10000000281,,,
planning-application,,,,local-authority:DNC,23/00606/FUL,10000000282,,,
planning-application,,,,local-authority:DNC,23/00607/LBC,10000000283,,,
planning-application,,,,local-authority:DNC,23/00608/FUL,10000000284,,,
planning-application,,,,local-authority:DNC,23/00610/FUL,10000000285,,,
planning-application,,,,local-authority:DNC,23/00611/FUL,10000000286,,,
planning-application,,,,local-authority:DNC,23/00613/FUL,10000000287,,,
planning-application,,,,local-authority:DNC,23/00615/FUL,10000000288,,,
planning-application,,,,local-authority:DNC,23/00617/COU,10000000289,,,
planning-application,,,,local-authority:DNC,23/00618/FUL,10000000290,,,
planning-application,,,,local-authority:DNC,23/00619/FULM,10000000291,,,
planning-application,,,,local-authority:DNC,23/00624/FUL,10000000292,,,
planning-application,,,,local-authority:DNC,23/00626/FUL,10000000293,,,
planning-application,,,,local-authority:DNC,23/00632/FUL,10000000294,,,
planning-application,,,,local-authority:DNC,23/00633/FUL,10000000295,,,
planning-application,,,,local-authority:DNC,23/00636/FUL,10000000296,,,
planning-application,,,,local-authority:DNC,23/00638/FUL,10000000297,,,
planning-application,,,,local-authority:DNC,23/00640/FUL,10000000298,,,
planning-application,,,,local-authority:DNC,23/00641/FUL,10000000299,,,
planning-application,,,,local-authority:DNC,23/00645/FULM,10000000300,,,
planning-application,,,,local-authority:DNC,23/00647/FUL,10000000301,,,
planning-application,,,,local-authority:DNC,23/00648/ADV,10000000302,,,
planning-application,,,,local-authority:DNC,23/00649/FUL,10000000303,,,
planning-application,,,,local-authority:DNC,23/00650/FUL,10000000304,,,
planning-application,,,,local-authority:DNC,23/00651/FUL,10000000305,,,
planning-application,,,,local-authority:DNC,23/00654/FUL,10000000306,,,
planning-application,,,,local-authority:DNC,23/00658/FUL,10000000307,,,
planning-application,,,,local-authority:DNC,23/00659/FUL,10000000308,,,
planning-application,,,,local-authority:DNC,23/00662/ADV,10000000309,,,
planning-application,,,,local-authority:DNC,23/00663/FUL,10000000310,,,
planning-application,,,,local-authority:DNC,23/00664/FUL,10000000311,,,
planning-application,,,,local-authority:DNC,23/00666/FUL,10000000312,,,
planning-application,,,,local-authority:DNC,23/00668/FUL,10000000313,,,
planning-application,,,,local-authority:DNC,23/00670/FUL,10000000314,,,
planning-application,,,,local-authority:DNC,23/00673/FUL,10000000315,,,
planning-application,,,,local-authority:DNC,23/00676/COU,10000000316,,,
planning-application,,,,local-authority:DNC,23/00677/FUL,10000000317,,,
planning-application,,,,local-authority:DNC,23/00678/ADV,10000000318,,,
planning-application,,,,local-authority:DNC,23/00679/FUL,10000000319,,,
planning-application,,,,local-authority:DNC,23/00682/FUL,10000000320,,,
planning-application,,,,local-authority:DNC,23/00686/FUL,10000000321,,,
planning-application,,,,local-authority:DNC,23/00687/FUL,10000000322,,,
planning-application,,,,local-authority:DNC,23/00693/ADV,10000000323,,,
planning-application,,,,local-authority:DNC,23/00697/FUL,10000000324,,,
planning-application,,,,local-authority:DNC,23/00699/FULM,10000000325,,,
planning-application,,,,local-authority:DNC,23/00701/FUL,10000000326,,,
planning-application,,,,local-authority:DNC,23/00702/LBC,10000000327,,,
planning-application,,,,local-authority:DNC,23/00703/FUL,10000000328,,,
planning-application,,,,local-authority:DNC,23/00706/TPO,10000000329,,,
planning-application,,,,local-authority:DNC,23/00710/FUL,10000000330,,,
planning-application,,,,local-authority:DNC,23/00712/FUL,10000000331,,,
planning-application,,,,local-authority:DNC,23/00714/FUL,10000000332,,,
planning-application,,,,local-authority:DNC,23/00715/FUL,10000000333,,,
planning-application,,,,local-authority:DNC,23/00719/FUL,10000000334,,,
planning-application,,,,local-authority:DNC,23/00721/FUL,10000000335,,,
planning-application,,,,local-authority:DNC,23/00723/FUL,10000000336,,,
planning-application,,,,local-authority:DNC,23/00724/FUL,10000000337,,,
planning-application,,,,local-authority:DNC,23/00725/FUL,10000000338,,,
planning-application,,,,local-authority:DNC,23/00726/FUL,10000000339,,,
planning-application,,,,local-authority:DNC,23/00728/FUL,10000000340,,,
planning-application,,,,local-authority:DNC,23/00729/FUL,10000000341,,,
planning-application,,,,local-authority:DNC,23/00731/FUL,10000000342,,,
planning-application,,,,local-authority:DNC,23/00732/FUL,10000000343,,,
planning-application,,,,local-authority:DNC,23/00734/FUL,10000000344,,,
planning-application,,,,local-authority:DNC,23/00739/FUL,10000000345,,,
planning-application,,,,local-authority:DNC,23/00743/FUL,10000000346,,,
planning-application,,,,local-authority:DNC,23/00744/FUL,10000000347,,,
planning-application,,,,local-authority:DNC,23/00751/FUL,10000000348,,,
planning-application,,,,local-authority:DNC,23/00752/FUL,10000000349,,,
planning-application,,,,local-authority:DNC,23/00753/FUL,10000000350,,,
planning-application,,,,local-authority:DNC,23/00756/FUL,10000000351,,,
planning-application,,,,local-authority:DNC,23/00757/TPO,10000000352,,,
planning-application,,,,local-authority:DNC,23/00759/FUL,10000000353,,,
planning-application,,,,local-authority:DNC,23/00760/FUL,10000000354,,,
planning-application,,,,local-authority:DNC,23/00761/FULM,10000000355,,,
planning-application,,,,local-authority:DNC,23/00762/FUL,10000000356,,,
planning-application,,,,local-authority:DNC,23/00766/FUL,10000000357,,,
planning-application,,,,local-authority:DNC,23/00769/COU,10000000358,,,
planning-application,,,,local-authority:DNC,23/00771/FUL,10000000359,,,
planning-application,,,,local-authority:DNC,23/00774/FUL,10000000360,,,
planning-application,,,,local-authority:DNC,23/00777/FUL,10000000361,,,
planning-application,,,,local-authority:DNC,23/00778/FUL,10000000362,,,
planning-application,,,,local-authority:DNC,23/00779/FUL,10000000363,,,
planning-application,,,,local-authority:DNC,23/00785/TPO,10000000364,,,
planning-application,,,,local-authority:DNC,23/00786/FUL,10000000365,,,
planning-application,,,,local-authority:DNC,23/00788/FUL,10000000366,,,
planning-application,,,,local-authority:DNC,23/00790/FUL,10000000367,,,
planning-application,,,,local-authority:DNC,23/00791/FUL,10000000368,,,
planning-application,,,,local-authority:DNC,23/00795/FUL,10000000369,,,
planning-application,,,,local-authority:DNC,23/00801/FUL,10000000370,,,
planning-application,,,,local-authority:DNC,23/00803/MIN,10000000371,,,
planning-application,,,,local-authority:DNC,23/00806/REM,10000000372,,,
planning-application,,,,local-authority:DNC,23/00807/ADV,10000000373,,,
planning-application,,,,local-authority:DNC,23/00810/COU,10000000374,,,
planning-application,,,,local-authority:DNC,23/00814/FUL,10000000375,,,
planning-application,,,,local-authority:DNC,23/00815/COU,10000000376,,,
planning-application,,,,local-authority:DNC,23/00816/FUL,10000000377,,,
planning-application,,,,local-authority:DNC,23/00818/FUL,10000000378,,,
planning-application,,,,local-authority:DNC,23/00820/ADV,10000000379,,,
planning-application,,,,local-authority:DNC,23/00821/TPO,10000000380,,,
planning-application,,,,local-authority:DNC,23/00823/FUL,10000000381,,,
planning-application,,,,local-authority:DNC,23/00825/FUL,10000000382,,,
planning-application,,,,local-authority:DNC,23/00831/FUL,10000000383,,,
planning-application,,,,local-authority:DNC,23/00834/FUL,10000000384,,,
planning-application,,,,local-authority:DNC,23/00838/FUL,10000000385,,,
planning-application,,,,local-authority:DNC,23/00846/FUL,10000000386,,,
planning-application,,,,local-authority:DNC,23/00848/FUL,10000000387,,,
planning-application,,,,local-authority:DNC,23/00851/FUL,10000000388,,,
planning-application,,,,local-authority:DNC,23/00856/ADV,10000000389,,,
planning-application,,,,local-authority:DNC,23/00859/FUL,10000000390,,,
planning-application,,,,local-authority:DNC,23/00862/FUL,10000000391,,,
planning-application,,,,local-authority:DNC,23/00863/FUL,10000000392,,,
planning-application,,,,local-authority:DNC,23/00868/FUL,10000000393,,,
planning-application,,,,local-authority:DNC,23/00872/FUL,10000000394,,,
planning-application,,,,local-authority:DNC,23/00873/FUL,10000000395,,,
planning-application,,,,local-authority:DNC,23/00874/FUL,10000000396,,,
planning-application,,,,local-authority:DNC,23/00875/LBC,10000000397,,,
planning-application,,,,local-authority:DNC,23/00876/FUL,10000000398,,,
planning-application,,,,local-authority:DNC,23/00881/FUL,10000000399,,,
planning-application,,,,local-authority:DNC,23/00884/FUL,10000000400,,,
planning-application,,,,local-authority:DNC,23/00888/FUL,10000000401,,,
planning-application,,,,local-authority:DNC,23/00891/FUL,10000000402,,,
planning-application,,,,local-authority:DNC,23/00892/FUL,10000000403,,,
planning-application,,,,local-authority:DNC,23/00896/FUL,10000000404,,,
planning-application,,,,local-authority:DNC,23/00897/ADV,10000000405,,,
planning-application,,,,local-authority:DNC,23/00902/PRIOR,10000000406,,,
planning-application,,,,local-authority:DNC,23/00904/FUL,10000000407,,,
planning-application,,,,local-authority:DNC,23/00911/FUL,10000000408,,,
