datasets,organisations,operation,parameters,name,description,notes,severity,responsibility,end-date,entry-date,start-date
infrastructure-funding-statement,government-organisation:D1342;local-authority:BOL;local-authority:BRM;local-authority:BRX;local-authority:CHI;local-authority:CHR;local-authority:CHT;local-authority:COV;local-authority:DOV;local-authority:EHA;local-authority:EHE;local-authority:ERE;local-authority:EXE;local-authority:GAT;local-authority:GLO;local-authority:HAO;local-authority:HAT;local-authority:IPS;local-authority:KIN;local-authority:NEA;local-authority:NLN;local-authority:NTY;local-authority:OAD;local-authority:RED;local-authority:RUG;local-authority:SFK;local-authority:SHA;local-authority:SLA;local-authority:SND;local-authority:SNR;local-authority:SWT;local-authority:TON;local-authority:TUN;local-authority:WDE;local-authority:WLL;local-authority:WOR;national-park-authority:Q5225646;national-park-authority:Q72617158;national-park-authority:Q72617669,count_deleted_entities,"{""organisation_entity"":{{ organisation.entity }},""expected"":0}",Check no entities are missing from the entities on the active resource,A test to check there are no infrastructure-funding-statement entities missing from the entities on the active resource. It uses all active resource(s) from {{ organisation.name }}.,,notice,internal,,2026-04-08,2026-04-08
